,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
44,T44,T44,Cameron Percy,16,181,18.0
45,46,46,Abraham Ancer,30,180,76.0
46,47,47,Emiliano Grillo,25,179,33.0
47,48,48,Cameron Smith,24,178,26.0
48,49,49,Bud Cauley,17,176,35.0
49,T50,T50,Sam Saunders,26,175,86.0
50,T50,T50,Richy Werenski,32,175,7.0
51,52,52,Paul Dunne,8,174,18.0
52,T53,T53,Talor Gooch,27,173,25.0
53,T53,T53,David Hearn,21,173,13.0
54,T55,T55,Ben Crane,21,172,14.0
55,T55,T55,Luke List,29,172,12.0
56,T55,T55,Kyle Stanley,26,172,11.0
57,T58,T58,Fabián Gómez,28,170,170.0
58,T58,T58,Camilo Villegas,14,170,62.0
59,T58,T58,Nick Watney,26,170,2.0
60,T61,T61,Bill Haas,25,169,8.0
61,T61,T61,Russell Henley,23,169,7.0
62,T61,T61,Ben Martin,20,169,12.0
63,T61,T61,J.T. Poston,22,169,5.0
64,T61,T61,Ian Poulter,20,169,84.0
65,66,66,Wesley Bryan,23,168,1.0
66,T67,T67,Daniel Berger,23,167,2.0
67,T67,T67,Charles Howell III,28,167,81.0
68,T67,T67,Rod Pampling,20,167,15.0
69,T70,T70,Pat Perez,23,166,28.0
70,T70,T70,Ollie Schniederjans,27,166,36.0
71,T70,T70,Steve Stricker,12,166,40.0
72,T73,T73,Jamie Lovemark,26,165,1.0
73,T73,T73,Ryan Moore,22,165,30.0
74,75,75,Keegan Bradley,27,164,53.0
75,76,76,Daniel Summerhays,19,163,38.0
76,T77,T77,Stewart Cink,25,162,2.0
77,T77,T77,Brian Gay,30,162,31.0
78,T77,T77,Brian Harman,25,162,13.0
79,T77,T77,Peter Malnati,28,162,25.0
80,T77,T77,Rob Oppenheim,26,162,3.0
81,T77,T77,Brian Stuard,32,162,39.0
82,T83,T83,Xander Schauffele,27,161,21.0
83,T83,T83,Braden Thornberry,3,161,18.0
84,T83,T83,Bubba Watson,24,161,48.0
85,86,86,Keith Mitchell,29,160,10.0
86,T87,T87,Martin Flores,29,158,3.0
87,T87,T87,Cody Gribble,25,158,27.0
88,T87,T87,James Hahn,26,158,
89,T90,T90,Nate Lashley,17,157,102.0
90,T90,T90,Davis Love III,12,157,157.0
91,T90,T90,Ben Silverman,28,157,29.0
92,T90,T90,Peter Uihlein,26,157,22.0
93,T94,T94,Jason Bohn,9,156,38.0
94,T94,T94,Tyler Duncan,31,156,36.0
95,T94,T94,Chez Reavie,28,156,17.0
96,T97,T97,Ryan Armour,32,155,
97,T97,T97,Ken Duke,15,155,12.0
98,99,99,Rafa Cabrera Bello,20,154,77.0
99,T100,T100,Rickie Fowler,20,152,17.0
100,T100,T100,Michael Kim,27,152,5.0
101,T100,T100,Tiger Woods,18,152,71.0
102,T103,T103,Chesson Hadley,30,151,8.0
103,T103,T103,Danny Lee,30,151,30.0
104,T105,T105,Zac Blair,20,150,7.0
105,T105,T105,Dominic Bozzelli,20,150,8.0
106,T105,T105,Derek Fathauer,28,150,17.0
107,T105,T105,Phil Mickelson,24,150,42.0
108,109,109,Jordan Spieth,23,149,13.0
109,T110,T110,Adam Hadwin,25,148,70.0
110,T110,T110,Anirban Lahiri,24,148,3.0
111,T110,T110,Webb Simpson,26,148,18.0
112,T110,T110,Gary Woodland,27,148,148.0
113,114,114,Bryson DeChambeau,26,147,1.0
114,T115,T115,Ross Fisher,13,145,58.0
115,T115,T115,Lanto Griffin,26,145,25.0
116,T115,T115,Martin Piller,28,145,6.0
117,T118,T118,Kiradech Aphibarnrat,14,144,5.0
118,T118,T118,Marc Leishman,25,144,5.0
119,T118,T118,Josh Teater,2,144,144.0
120,T121,T121,Alex Cejka,24,143,40.0
121,T121,T121,Brandt Snedeker,25,143,15.0
122,T121,T121,Nick Taylor,30,143,5.0
123,T124,T124,Kelly Kraft,31,142,13.0
124,T124,T124,Jhonattan Vegas,27,142,19.0
125,T126,T126,SSP Chawrasia,2,141,2.0
126,T126,T126,Brandon Harkins,30,141,69.0
127,T128,T128,Matt Every,30,140,9.0
128,T128,T128,William McGirt,26,140,19.0
129,T130,T130,Jon Rahm,20,139,6.0
130,T130,T130,Ethan Tracy,23,139,3.0
131,T130,T130,Harold Varner III,27,139,4.0
132,133,133,Martin Laird,22,137,8.0
133,T134,T134,Steven Bowditch,8,135,14.0
134,T134,T134,Luke Donald,9,135,108.0
135,T134,T134,Bob Estes,8,135,103.0
136,T134,T134,Charl Schwartzel,20,135,30.0
137,T138,T138,Shane Lowry,19,134,9.0
138,T138,T138,Sean O'Hair,22,134,51.0
139,T138,T138,J.J. Spaun,27,134,34.0
140,T138,T138,Tyrone Van Aswegen,31,134,2.0
141,142,142,Blayne Barber,22,133,18.0
142,T143,T143,Byeong Hun An,24,132,39.0
143,T143,T143,Matthew Fitzpatrick,13,132,49.0
144,T143,T143,J.B. Holmes,24,132,3.0
145,T146,T146,Wyndham Clark,3,131,5.0
146,T146,T146,Charley Hoffman,25,131,5.0
147,148,148,Matt Kuchar,24,130,10.0
148,T149,T149,Stuart Appleby,12,129,26.0
149,T149,T149,Patrick Reed,26,129,77.0
150,T149,T149,Justin Rose,18,129,9.0
151,152,152,Sung Kang,29,128,68.0
152,T153,T153,Kevin Chappell,23,127,6.0
153,T153,T153,Justin Thomas,23,127,71.0
154,T155,T155,Aaron Baddeley,27,125,31.0
155,T155,T155,Ryan Blaum,28,125,45.0
156,T155,T155,Tommy Fleetwood,19,125,52.0
157,T155,T155,Trey Mullinax,24,125,41.0
158,T155,T155,Alex Noren,18,125,2.0
159,T155,T155,D.A. Points,25,125,57.0
160,T155,T155,Andrew Putnam,28,125,45.0
161,T162,T162,Patrick Cantlay,23,124,61.0
162,T162,T162,David Lingmerth,26,124,5.0
163,T162,T162,Steve Wheatcroft,20,124,14.0
164,T165,T165,Sangmoon Bae,17,123,17.0
165,T165,T165,Sergio Garcia,15,123,6.0
166,T165,T165,Billy Hurley III,27,123,23.0
167,T168,T168,Grayson Murray,22,122,2.0
168,T168,T168,Ryan Palmer,22,122,24.0
169,T168,T168,Jonathan Randolph,25,122,13.0
170,T171,T171,Tyrrell Hatton,16,121,28.0
171,T171,T171,Whee Kim,30,121,26.0
172,T171,T171,Brendan Steele,22,121,11.0
173,174,174,Shawn Stefani,25,120,
174,T175,T175,Jonathan Byrd,24,119,15.0
175,T175,T175,Jim Herman,9,119,12.0
176,T177,T177,Tommy Gainey,10,118,5.0
177,T177,T177,Smylie Kaufman,22,118,1.0
178,T177,T177,John Merrick,11,118,5.0
179,180,180,Matt Wallace,3,117,8.0
180,T181,T181,Ryan Fox,4,116,9.0
181,T181,T181,Si Woo Kim,31,116,53.0
182,T183,T183,Ángel Cabrera,5,115,24.0
183,T183,T183,K.J. Choi,14,115,81.0
184,T183,T183,Ernie Els,15,115,12.0
185,T183,T183,Sam Ryder,26,115,93.0
186,T187,T187,Roberto Díaz,25,114,8.0
187,T187,T187,T.J. Vogel,8,114,12.0
188,T189,T189,Jonas Blixt,23,113,41.0
189,T189,T189,John Huh,29,113,76.0
190,T189,T189,Francesco Molinari,20,113,66.0
191,T189,T189,Geoff Ogilvy,18,113,21.0
192,T189,T189,Adam Schenk,28,113,8.0
193,T189,T189,Kyle Thompson,22,113,29.0
194,195,195,Denny McCarthy,22,112,32.0
195,196,196,"Ted Potter, Jr.",28,110,85.0
196,T197,T197,Brice Garnett,30,109,13.0
197,T197,T197,Colt Knost,10,109,71.0
198,T197,T197,Aaron Wise,29,109,17.0
199,T200,T200,Jason Kokrak,29,108,28.0
200,T200,T200,Hideki Matsuyama,21,108,32.0
201,T200,T200,Chase Seiffert,2,108,108.0
202,T203,T203,Seamus Power,28,107,60.0
203,T203,T203,Vaughn Taylor,25,107,39.0
204,T203,T203,Andrew Yun,22,107,4.0
205,T203,T203,Fabrizio Zanotti,3,107,24.0
206,T207,T207,Jason Gore,7,106,15.0
207,T207,T207,Joaquin Niemann,13,106,37.0
208,T207,T207,Scott Piercy,26,106,12.0
209,T207,T207,Rory Sabbatini,27,106,4.0
210,T211,T211,Russell Knox,27,105,81.0
211,T211,T211,Louis Oosthuizen,17,105,1.0
212,T213,T213,Chad Campbell,28,104,29.0
213,T213,T213,Matt Jones,23,104,12.0
214,T213,T213,Daisuke Kataoka,2,104,15.0
215,T213,T213,Brooks Koepka,17,104,57.0
216,T217,T217,Dylan Frittelli,11,103,13.0
217,T217,T217,Martin Kaymer,11,103,22.0
218,T217,T217,HaoTong Li,12,103,22.0
219,T220,T220,Jim Furyk,15,102,102.0
220,T220,T220,Mark Wilson,11,102,14.0
221,T222,T222,Jorge Campillo,3,101,101.0
222,T222,T222,Retief Goosen,20,101,35.0
223,T222,T222,Troy Matteson,7,101,4.0
224,T225,T225,Robert Garrigus,27,99,11.0
225,T225,T225,Lucas Glover,18,99,27.0
226,T225,T225,Branden Grace,18,99,21.0
227,T228,T228,Zecheng Dou,23,98,7.0
228,T228,T228,Maverick McNealy,7,98,46.0
229,230,230,Jon Curran,15,96,14.0
230,T231,T231,Padraig Harrington,16,95,17.0
231,T231,T231,John Peterson,10,95,7.0
232,T231,T231,Ryuko Tokimatsu,3,95,39.0
233,T234,T234,Robert Allenby,8,94,12.0
234,T234,T234,Doc Redman,6,94,8.0
235,T236,T236,Cameron Davis,4,93,28.0
236,T236,T236,Gavin Kyle Green,5,93,28.0
237,T236,T236,Carl Pettersson,10,93,1.0
238,T236,T236,Adam Scott,21,93,44.0
239,T240,T240,Joel Dahmen,28,92,4.0
240,T240,T240,Satoshi Kodaira,18,92,25.0
241,T240,T240,Tom Lovelady,28,92,15.0
242,T240,T240,Graeme McDowell,20,92,34.0
243,T240,T240,Dicky Pride,11,92,18.0
244,T240,T240,Brendon Todd,6,92,14.0
245,T246,T246,Vijay Singh,10,91,2.0
246,T246,T246,Xinjun Zhang,28,91,21.0
247,T248,T248,Eric Axley,7,90,90.0
248,T248,T248,Yuta Ikeda,8,90,3.0
249,T248,T248,Rick Lamb,10,90,16.0
250,T248,T248,David Lipsky,3,90,9.0
251,T248,T248,Shubhankar Sharma,11,90,89.0
252,T248,T248,Cameron Tringale,26,90,3.0
253,254,254,Tom Hoge,31,89,12.0
254,255,255,Tim Herron,12,88,22.0
255,256,256,Morgan Hoffmann,9,86,64.0
256,257,257,Brett Stegmaier,21,85,50.0
257,T258,T258,Matt Atkins,21,84,16.0
258,T258,T258,Andrew Loupe,6,84,23.0
259,T258,T258,Jimmy Stanger,3,84,17.0
260,T258,T258,Hudson Swafford,22,84,20.0
261,T262,T262,Sungjae Im,2,83,14.0
262,T262,T262,Sean McCarty,2,83,6.0
263,T264,T264,Brendon de Jonge,14,82,4.0
264,T264,T264,John Senden,7,82,13.0
265,T264,T264,Mike Weir,6,82,30.0
266,267,267,Brandon Stone,5,81,34.0
267,T268,T268,Arjun Atwal,6,79,5.0
268,T268,T268,Corey Conners,28,79,12.0
269,T268,T268,Thorbjørn Olesen,5,79,21.0
270,T271,T271,Phachara Khongwatmai,2,78,78.0
271,T271,T271,Dylan Meyer,8,78,50.0
272,273,273,Thomas Pieters,11,77,26.0
273,274,274,John Rollins,9,76,12.0
274,T275,T275,Chris Couch,5,75,13.0
275,T275,T275,Alex Kang,2,75,75.0
276,T277,T277,Shaun Micheel,4,74,10.0
277,T277,T277,Tom Whitney,3,74,2.0
278,T279,T279,Eddie Pepperell,2,73,13.0
279,T279,T279,Scott Strohmeyer,3,73,73.0
280,T279,T279,Charlie Wi,6,73,28.0
281,T282,T282,Olin Browne,1,72,72.0
282,T282,T282,Fred Couples,1,72,72.0
283,T282,T282,Ryan Hogue,1,72,72.0
284,T282,T282,Casey Wittenberg,1,72,72.0
285,T286,T286,Charlie Beljan,9,71,
286,T286,T286,Graham DeLaet,3,71,6.0
287,T286,T286,Scottie Scheffler,3,71,
288,289,289,Steve Marino,6,70,1.0
289,T290,T290,Andrew Johnston,2,67,20.0
290,T290,T290,Ben Kern,1,67,4.0
291,T292,T292,Tyler McCumber,1,66,5.0
292,T292,T292,Jesse Mueller,2,66,3.0
293,294,294,Kris Blanks,6,65,19.0
294,T295,T295,John Daly,7,64,22.0
295,T295,T295,Jim Knous,1,64,64.0
296,T295,T295,A.J. McInerney,4,64,2.0
297,T295,T295,Cameron Wilson,1,64,64.0
298,299,299,Grady Brame Jr.,1,63,63.0
299,T300,T300,Nick Hardy,3,62,16.0
300,T300,T300,D.J. Trahan,8,62,30.0
301,T302,T302,Alexander Björk,3,61,5.0
302,T302,T302,Will Claxton,5,61,37.0
303,T302,T302,Rhys Enoch,1,61,61.0
304,T302,T302,Michael Lorenzo-Vera,2,61,61.0
305,T306,T306,Derek Ernst,3,60,2.0
306,T306,T306,Shugo Imahira,3,60,28.0
307,T306,T306,Richard Lee,2,60,11.0
308,T309,T309,Poom Saksansin,2,59,59.0
309,T309,T309,Bernd Wiesberger,5,59,38.0
310,T311,T311,Cameron Beckman,6,58,9.0
311,T311,T311,K.T. Kim,1,58,13.0
312,T311,T311,Yusaku Miyazato,7,58,17.0
313,T311,T311,Matthew Southgate,3,58,1.0
314,T315,T315,Brian Davis,12,57,4.0
315,T315,T315,Brandon Hagy,3,57,2.0
316,T315,T315,Henrik Norlander,1,57,14.0
317,T318,T318,Seungsu Han,3,56,56.0
318,T318,T318,Kodai Ichihara,2,56,56.0
319,T318,T318,Tom Lewis,2,56,
320,T318,T318,George McNeill,10,56,56.0
321,T322,T322,Craig Barlow,3,55,55.0
322,T322,T322,Jazz Janewattananond,2,55,8.0
323,T322,T322,Roger Sloan,1,55,10.0
324,T325,T325,Mark Brooks,1,54,54.0
325,T325,T325,Andrew Dodt,1,54,17.0
326,T325,T325,Seung-Yul Noh,1,54,2.0
327,T325,T325,Matt Parziale,2,54,7.0
328,T325,T325,Tim Wilkinson,3,54,9.0
329,T330,T330,Michael Bradley,1,53,53.0
330,T330,T330,Marc Turnesa,4,53,53.0
331,T332,T332,Michael Block,4,52,18.0
332,T332,T332,Paul Goydos,1,52,52.0
333,T332,T332,Yanwei Liu,1,52,14.0
334,T332,T332,Curtis Luck,1,52,2.0
335,T336,T336,Daniel Chopra,6,51,1.0
336,T336,T336,Scott Hend,2,51,34.0
337,T338,T338,Danny Chia,1,50,
338,T338,T338,Andy Sullivan,2,50,21.0
339,T340,T340,Cameron Champ,6,49,49.0
340,T340,T340,Chris Crisologo,1,49,3.0
341,T340,T340,Andrew Dorn,1,49,
342,T340,T340,Lucas Herbert,2,49,
343,T340,T340,Sam Locke,1,49,4.0
344,T340,T340,Zander Lombard,1,49,1.0
345,T346,T346,Sebastián Muñoz,2,48,5.0
346,T346,T346,Jordan L Smith,3,48,36.0
347,T346,T346,Young-han Song,1,48,2.0
348,T349,T349,Ashun Wu,1,47,24.0
349,T349,T349,George Cunningham,1,47,47.0
350,T349,T349,Oscar Fraustro,1,47,47.0
351,T349,T349,Nicholas Fung,1,47,1.0
352,T349,T349,Alexander Levy,6,47,29.0
353,T349,T349,Omar Uresti,10,47,14.0
354,T355,T355,Chip McDaniel,1,46,20.0
355,T355,T355,Kenny Perry,2,46,
356,T355,T355,Greyson Sigg,1,46,6.0
357,T358,T358,Sean Crocker,1,45,21.0
358,T358,T358,James Driscoll,2,45,12.0
359,T358,T358,Matthew Griffin,1,45,45.0
360,T361,T361,Mickey DeMorat,2,44,41.0
361,T361,T361,Lee Janzen,1,44,9.0
362,T361,T361,Richard Johnson,3,44,24.0
363,T361,T361,Santiago Rivas,1,44,44.0
364,T361,T361,Brett Rumford,2,44,6.0
365,T366,T366,Steve Allan,2,43,40.0
366,T366,T366,Adam Bland,1,43,11.0
367,T366,T366,Will Grimmer,1,43,9.0
368,T366,T366,Trevor Immelman,2,43,19.0
369,T366,T366,Nicholas Thompson,1,43,43.0
370,T371,T371,Luis Gagne,1,42,1.0
371,T371,T371,Dru Love,7,42,13.0
372,T371,T371,Taylor Moore,2,42,19.0
373,T371,T371,Shaun Norris,1,42,4.0
374,T371,T371,Juvic Pagunsan,1,42,42.0
375,T371,T371,Chris Paisley,4,42,22.0
376,T371,T371,Julio Santos,1,42,25.0
377,T371,T371,Zach Wright,1,42,17.0
378,T371,T371,Norman Xiong,6,42,3.0
379,T380,T380,Dean Burmester,2,41,15.0
380,T380,T380,Masahiro Kawamura,1,41,1.0
381,T380,T380,Richard Lee,1,41,30.0
382,T380,T380,Hyun-woo Ryu,1,41,41.0
383,T380,T380,Jason Schmuhl,2,41,10.0
384,T380,T380,David Skinns,2,41,41.0
385,T380,T380,Heath Slocum,5,41,14.0
386,T380,T380,Danny Willett,6,41,9.0
387,T388,T388,Jaco Ahlers,1,40,40.0
388,T388,T388,Joshua Creel,1,40,2.0
389,T388,T388,Len Mattiace,2,40,8.0
390,T388,T388,Cooper Musselman,1,40,12.0
391,T388,T388,Wade Ormsby,2,40,1.0
392,T388,T388,Will Zalatoris,6,40,4.0
393,T394,T394,Will Cannon,1,39,39.0
394,T394,T394,Yi Cao,1,39,39.0
395,T394,T394,Marcus Kinhult,1,39,1.0
396,T397,T397,Dudley Hart,2,38,12.0
397,T397,T397,Erik van Rooyen,1,38,19.0
398,T397,T397,John VanDerLaan,1,38,38.0
399,T397,T397,Ryan Yip,1,38,38.0
400,T401,T401,Shane Bertsch,2,37,12.0
401,T401,T401,Ryan Brehm,1,37,37.0
402,T401,T401,Jinho Choi,1,37,8.0
403,T401,T401,Andrew Filbert,2,37,22.0
404,T401,T401,Calum Hill,1,37,21.0
405,T401,T401,Johan Kok,2,37,31.0
406,T401,T401,Frank Lickliter II,3,37,37.0
407,T401,T401,Hideto Tanihara,2,37,4.0
408,T401,T401,Chris Wood,3,37,21.0
409,T410,T410,Frank Adams III,2,36,36.0
410,T410,T410,Derek Bard,1,36,36.0
411,T410,T410,Zach Bauchou,1,36,36.0
412,T410,T410,Russell Budd,1,36,36.0
413,T410,T410,Javier Colomo,1,36,36.0
414,T410,T410,Nicolas Colsaerts,1,36,36.0
415,T410,T410,Ben Crancer,1,36,36.0
416,T410,T410,Jared du Toit,1,36,36.0
417,T410,T410,Bobby Gates,1,36,36.0
418,T410,T410,Domenico Geminiani,1,36,36.0
419,T410,T410,Grant Hirschman,1,36,1.0
420,T410,T410,Nicolai Hojgaard,1,36,36.0
421,T410,T410,Wes Homan,1,36,36.0
422,T410,T410,John Huston,1,36,36.0
423,T410,T410,Vince India,2,36,18.0
424,T410,T410,Skip Kendall,1,36,36.0
425,T410,T410,Junghwan Lee,1,36,5.0
426,T410,T410,WC Liang,2,36,36.0
427,T410,T410,Joost Luiten,1,36,36.0
428,T410,T410,Sam O'Dell,1,36,36.0
429,T410,T410,José María Olazábal,1,36,36.0
430,T410,T410,Zachary Olsen,1,36,36.0
431,T410,T410,Kyle Owen,1,36,36.0
432,T410,T410,Anthony Paolucci,1,36,36.0
433,T410,T410,Sanghyun Park,1,36,36.0
434,T410,T410,Rod Perry,1,36,36.0
435,T410,T410,Kyle Reifers,1,36,36.0
436,T410,T410,George Riley,1,36,36.0
437,T410,T410,Joey Savoie,1,36,36.0
438,T410,T410,Phil Schmitt,1,36,36.0
439,T410,T410,Blake Taylor,1,36,36.0
440,T410,T410,Tyler Torano,1,36,36.0
441,T410,T410,Kristoffer Ventura,1,36,36.0
442,T410,T410,Ryan Vermeer,1,36,36.0
443,T410,T410,Chun-an Yu,1,36,36.0
444,T445,T445,Sam Fidone,1,35,35.0
445,T445,T445,Noah Goodwin,2,35,6.0
446,T445,T445,Jerry Kelly,3,35,
447,T445,T445,Andrew Novak,2,35,22.0
448,T445,T445,Matthieu Pavon,1,35,3.0
449,T445,T445,Jason Scrivener,1,35,
450,T445,T445,Dawie van der Walt,1,35,35.0
451,T445,T445,Brett Wetterich,1,35,
452,T453,T453,Matt Bettencourt,1,34,1.0
453,T453,T453,Mike Hendry,2,34,20.0
454,T453,T453,Peter Jacobsen,1,34,10.0
455,T453,T453,Stewart Jolly,1,34,34.0
456,T453,T453,Spencer Levin,2,34,12.0
457,T453,T453,Ty Strafaci,2,34,5.0
458,T459,T459,Chris Babcock,1,33,33.0
459,T459,T459,Mikko Korhonen,1,33,2.0
460,T459,T459,Larry Mize,1,33,2.0
461,T462,T462,"Rich Berberian, Jr.",1,32,3.0
462,T462,T462,Marty Jertson,1,32,32.0
463,T462,T462,Chan Kim,1,32,3.0
464,T462,T462,Jeff Maggert,1,32,32.0
465,T462,T462,Michael Putnam,1,32,32.0
466,T467,T467,Danthai Boonma,1,31,31.0
467,T467,T467,Keith Clearwater,2,31,2.0
468,T467,T467,Nyasha Mauchaza,2,31,3.0
469,T467,T467,Richie Ramsay,2,31,17.0
470,T467,T467,Curtis Reed,1,31,31.0
471,T467,T467,Jamie Sadlowski,1,31,3.0
472,T467,T467,Adam Svensson,1,31,31.0
473,T474,T474,Dawson Armstrong,1,30,3.0
474,T474,T474,Eric Dugas,1,30,30.0
475,T474,T474,Robert Gamez,2,30,30.0
476,T474,T474,Jonathan Kaye,3,30,30.0
477,T474,T474,Haydn Porteous,1,30,12.0
478,T474,T474,Ted Purdy,2,30,2.0
479,T474,T474,Sebastián Vázquez,1,30,30.0
480,T481,T481,Ryan Baca,2,29,29.0
481,T481,T481,Derek Barron,1,29,29.0
482,T481,T481,Jay Don Blake,1,29,26.0
483,T481,T481,Guy Boros,2,29,29.0
484,T481,T481,Oliver Goss,1,29,6.0
485,T481,T481,Greg Kraft,1,29,29.0
486,T481,T481,Chris Naegel,1,29,4.0
487,T481,T481,Augusto Núñez,1,29,24.0
488,T481,T481,Mitchell Sutton,1,29,6.0
489,T490,T490,Ross Bell,1,28,28.0
490,T490,T490,Jesse Droemer,1,28,28.0
491,T490,T490,Todd Fanning,1,28,28.0
492,T490,T490,Kevin Foley,1,28,28.0
493,T490,T490,Bernhard Langer,2,28,24.0
494,T490,T490,Bob Sowards,1,28,
495,T490,T490,Richard Sterne,1,28,28.0
496,T490,T490,Duffy Waldorf,1,28,
497,T490,T490,Lee Westwood,2,28,4.0
498,T490,T490,Timothy Wiseman,1,28,28.0
499,T500,T500,Harry Ellis,3,27,1.0
500,T500,T500,Andres Gonzales,1,27,27.0
501,T500,T500,Ashley Hall,1,27,16.0
502,T500,T500,Theo Humphrey,1,27,27.0
503,T500,T500,Philip Knowles,1,27,8.0
504,T500,T500,Haraldur Magnus,1,27,27.0
505,T500,T500,Jack Maguire,2,27,11.0
506,T500,T500,Michael Miller,1,27,27.0
507,T500,T500,Chris Smith,1,27,2.0
508,T500,T500,Chris Wilson,1,27,2.0
509,T510,T510,Scott Gregory,1,26,26.0
510,T510,T510,Sam Horsfield,1,26,2.0
511,T510,T510,Kurt Kitayama,1,26,9.0
512,T510,T510,Kyoung-Hoon Lee,1,26,17.0
513,T510,T510,Sandy Lyle,2,26,13.0
514,T510,T510,Carlos Ortiz,1,26,2.0
515,T510,T510,Manav Shah,1,26,26.0
516,T510,T510,Ashton Turner,1,26,26.0
517,T510,T510,Zach Zaback,1,26,8.0
518,T519,T519,Shintaro Ban,1,25,25.0
519,T519,T519,Adam D'Amario,1,25,8.0
520,T519,T519,Glen Day,1,25,25.0
521,T519,T519,Kevin Dougherty,1,25,2.0
522,T519,T519,Hyungjoon Lee,1,25,25.0
523,T519,T519,Chad Proehl,1,25,10.0
524,T519,T519,Graeme Storm,1,25,25.0
525,T519,T519,Andrew Svoboda,1,25,25.0
526,T527,T527,David Gazzolo,1,24,24.0
527,T527,T527,Justin YW Kim,1,24,24.0
528,T527,T527,Neal Lancaster,1,24,18.0
529,T527,T527,Brian Norman,1,24,3.0
530,T527,T527,Ben Wolcott,1,24,2.0
531,T532,T532,Daniel Balin,1,23,9.0
532,T532,T532,"David Berganio, Jr.",4,23,4.0
533,T532,T532,David Bransdon,1,23,23.0
534,T532,T532,Darren Clarke,1,23,12.0
535,T532,T532,Ryan Evans,1,23,2.0
536,T532,T532,Masanori Kobayashi,1,23,1.0
537,T532,T532,Dan McCarthy,1,23,12.0
538,T532,T532,Paul McConnell,1,23,3.0
539,T532,T532,Y.E. Yang,1,23,3.0
540,T541,T541,Rafael Campos,1,22,22.0
541,T541,T541,George Coetzee,1,22,13.0
542,T541,T541,Jens Dantorp,1,22,13.0
543,T541,T541,Grant Forrest,1,22,22.0
544,T541,T541,Scott Jamieson,1,22,6.0
545,T541,T541,Davey Jude,1,22,10.0
546,T541,T541,Tom Lehman,1,22,22.0
547,T541,T541,Yuxin Lin,2,22,6.0
548,T541,T541,Prayad Marksaeng,1,22,22.0
549,T541,T541,Sung Joon Park,1,22,7.0
550,T541,T541,Jovan Rebula,1,22,22.0
551,T541,T541,Ryan Ruffels,3,22,19.0
552,T541,T541,Steve Scott,1,22,22.0
553,T541,T541,Jack Senior,1,22,22.0
554,T555,T555,Philip Barbaree,1,21,21.0
555,T555,T555,Hugo Bernard,1,21,21.0
556,T555,T555,Broc Everett,1,21,
557,T555,T555,Charles Frost,2,21,2.0
558,T555,T555,Hyung-Sung Kim,1,21,1.0
559,T555,T555,James Morrison,1,21,6.0
560,T555,T555,David Muttitt,1,21,21.0
