,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
51,T52,T52,Rich Barcelo,1,7.2
52,T52,T52,"David Berganio, Jr.",5,7.2
53,T52,T52,Bart Bryant,11,7.2
54,T52,T52,K.J. Choi,8,7.2
55,T52,T52,Jason Dufner,17,7.2
56,T52,T52,Richard Finch,1,7.2
57,T52,T52,Steve Flesch,10,7.2
58,T52,T52,Shigeki Maruyama,1,7.2
59,T52,T52,Fernando Mechereffe,1,7.2
60,T52,T52,Nick O'Hern,17,7.2
61,T52,T52,Greg Owen,15,7.2
62,T52,T52,Kenny Perry,18,7.2
63,T52,T52,Rick Price,4,7.2
64,T52,T52,Chris Stroud,14,7.2
65,T52,T52,D.J. Trahan,16,7.2
66,T52,T52,Scott Verplank,18,7.2
67,T52,T52,Camilo Villegas,13,7.2
68,T69,T69,Stephen Ames,12,7.1
69,T69,T69,Cameron Beckman,16,7.1
70,T69,T69,Mark Calcavecchia,9,7.1
71,T69,T69,Paul Casey,6,7.1
72,T69,T69,Alex Cejka,14,7.1
73,T69,T69,Glen Day,11,7.1
74,T69,T69,Steve Elkington,11,7.1
75,T69,T69,Lucas Glover,18,7.1
76,T69,T69,Paul Goydos,12,7.1
77,T69,T69,J.P. Hayes,4,7.1
78,T69,T69,John Huston,5,7.1
79,T69,T69,Dustin Johnson,14,7.1
80,T69,T69,Peter Lonard,11,7.1
81,T69,T69,Steve Marino,17,7.1
82,T69,T69,Rocco Mediate,14,7.1
83,T69,T69,Shaun Micheel,7,7.1
84,T69,T69,Kevin Na,17,7.1
85,T69,T69,Greg Norman,1,7.1
86,T69,T69,Sean O'Hair,12,7.1
87,T69,T69,Ian Poulter,9,7.1
88,T69,T69,Mike Weir,16,7.1
89,T69,T69,Lee Westwood,3,7.1
90,T69,T69,Garrett Willis,3,7.1
91,T69,T69,Dean Wilson,11,7.1
92,T93,T93,Woody Austin,16,7.0
93,T93,T93,Ángel Cabrera,7,7.0
94,T93,T93,John Daly,1,7.0
95,T93,T93,Chris DiMarco,17,7.0
96,T93,T93,Luke Donald,15,7.0
97,T93,T93,Bob Estes,14,7.0
98,T93,T93,Sergio Garcia,10,7.0
99,T93,T93,David Gossett,1,7.0
100,T93,T93,Scott Gutschewski,3,7.0
101,T93,T93,Kent Jones,10,7.0
102,T93,T93,Jonathan Kaye,8,7.0
103,T93,T93,Colt Knost,8,7.0
104,T93,T93,Bill Lunde,14,7.0
105,T93,T93,Jeff Maggert,11,7.0
106,T93,T93,John Mallinger,14,7.0
107,T93,T93,Louis Oosthuizen,2,7.0
108,T93,T93,David Peoples,3,7.0
109,T93,T93,D.A. Points,18,7.0
110,T93,T93,Jeff Quinney,12,7.0
111,T93,T93,Rory Sabbatini,14,7.0
112,T93,T93,Michael Sim,1,7.0
113,T93,T93,Brandt Snedeker,13,7.0
114,T93,T93,Kyle Stanley,4,7.0
115,T116,T116,Rich Beem,9,6.9
116,T116,T116,Ben Crane,18,6.9
117,T116,T116,Rickie Fowler,4,6.9
118,T116,T116,Robert Garrigus,15,6.9
119,T116,T116,Mathew Goggin,11,6.9
120,T116,T116,Mark Hensby,2,6.9
121,T116,T116,Brandt Jobe,6,6.9
122,T116,T116,Jerry Kelly,17,6.9
123,T116,T116,Matt Kuchar,16,6.9
124,T116,T116,Marc Leishman,17,6.9
125,T116,T116,Davis Love III,16,6.9
126,T116,T116,Troy Matteson,15,6.9
127,T116,T116,George McNeill,15,6.9
128,T116,T116,Rod Perry,1,6.9
129,T116,T116,Tim Petrovic,16,6.9
130,T116,T116,Aron Price,15,6.9
131,T116,T116,Chez Reavie,12,6.9
132,T116,T116,Jeff Sluman,1,6.9
133,T116,T116,Charles Warren,10,6.9
134,T116,T116,Charlie Wi,16,6.9
135,T116,T116,Y.E. Yang,16,6.9
136,T137,T137,Stuart Appleby,13,6.8
137,T137,T137,Ricky Barnes,7,6.8
138,T137,T137,Jonathan Byrd,17,6.8
139,T137,T137,Stewart Cink,12,6.8
140,T137,T137,Darren Clarke,3,6.8
141,T137,T137,Brian Davis,18,6.8
142,T137,T137,Retief Goosen,14,6.8
143,T137,T137,Bob Heintz,9,6.8
144,T137,T137,J.J. Henry,17,6.8
145,T137,T137,Lee Janzen,11,6.8
146,T137,T137,Richard Johnson,15,6.8
147,T137,T137,Jeff Klauk,19,6.8
148,T137,T137,Cliff Kresge,9,6.8
149,T137,T137,Graeme McDowell,5,6.8
150,T137,T137,Spike McRoy,1,6.8
151,T137,T137,Corey Pavin,9,6.8
152,T137,T137,Ted Purdy,18,6.8
153,T137,T137,Charl Schwartzel,2,6.8
154,T137,T137,Vijay Singh,10,6.8
155,T137,T137,Henrik Stenson,4,6.8
156,T137,T137,Vaughn Taylor,14,6.8
157,T137,T137,Nicholas Thompson,16,6.8
158,T137,T137,Grant Waite,1,6.8
159,T137,T137,Nick Watney,16,6.8
160,T137,T137,Bubba Watson,11,6.8
161,T137,T137,Matt Weibring,9,6.8
162,T137,T137,Mark Wilson,19,6.8
163,T164,T164,Guy Boros,3,6.7
164,T164,T164,Ken Duke,12,6.7
165,T164,T164,Jason Gore,11,6.7
166,T164,T164,Bill Haas,15,6.7
167,T164,T164,Charley Hoffman,20,6.7
168,T164,T164,Shingo Katayama,2,6.7
169,T164,T164,Ryan Moore,14,6.7
170,T164,T164,Geoff Ogilvy,14,6.7
171,T164,T164,Pat Perez,14,6.7
172,T164,T164,Tom Pernice Jr.,14,6.7
173,T164,T164,Justin Rose,12,6.7
174,T164,T164,Jeev Milkha Singh,9,6.7
175,T164,T164,Kevin Streelman,18,6.7
176,T164,T164,Roland Thatcher,6,6.7
177,T164,T164,Bo Van Pelt,17,6.7
178,T164,T164,Oliver Wilson,3,6.7
179,T164,T164,Casey Wittenberg,8,6.7
180,T164,T164,Gary Woodland,4,6.7
181,T182,T182,Michael Bradley,5,6.6
182,T182,T182,Mark Brooks,7,6.6
183,T182,T182,Carlos Franco,4,6.6
184,T182,T182,Todd Hamilton,9,6.6
185,T182,T182,Tim Herron,15,6.6
186,T182,T182,Charles Howell III,18,6.6
187,T182,T182,John Merrick,13,6.6
188,T182,T182,Phil Mickelson,11,6.6
189,T182,T182,Ryan Palmer,12,6.6
190,T182,T182,Brett Quigley,14,6.6
191,T182,T182,Tag Ridings,8,6.6
192,T182,T182,Kevin Sutherland,16,6.6
193,T194,T194,Tom Byrum,1,6.5
194,T194,T194,Jason Day,11,6.5
195,T194,T194,James Driscoll,7,6.5
196,T194,T194,Harrison Frazar,16,6.5
197,T194,T194,Padraig Harrington,10,6.5
198,T194,T194,Dudley Hart,5,6.5
199,T194,T194,Trevor Immelman,7,6.5
200,T194,T194,Stephen Leaney,2,6.5
201,T194,T194,Michael Letzig,19,6.5
202,T194,T194,Spencer Levin,12,6.5
203,T194,T194,Adam Scott,7,6.5
204,T194,T194,Webb Simpson,16,6.5
205,T194,T194,Brendon Todd,5,6.5
206,T194,T194,Bob Tway,2,6.5
207,T208,T208,Matt Bettencourt,16,6.4
208,T208,T208,Greg Chalmers,13,6.4
209,T208,T208,Brendon de Jonge,14,6.4
210,T208,T208,Bobby Gates,1,6.4
211,T208,T208,Freddie Jacobson,15,6.4
212,T208,T208,Neal Lancaster,1,6.4
213,T208,T208,Steve Lowery,13,6.4
214,T208,T208,Jarrod Lyle,8,6.4
215,T208,T208,Scott McCarron,17,6.4
216,T208,T208,James Nitties,14,6.4
217,T208,T208,Chris Riley,15,6.4
218,T208,T208,John Rollins,16,6.4
219,T208,T208,Tim Wilkinson,5,6.4
220,T221,T221,Brad Adamonis,10,6.3
221,T221,T221,Billy Andrade,1,6.3
222,T221,T221,Eric Axley,4,6.3
223,T221,T221,Chris Baryla,1,6.3
224,T221,T221,Brian Bateman,2,6.3
225,T221,T221,Ben Curtis,11,6.3
226,T221,T221,Anthony Kang,1,6.3
227,T221,T221,Robert Karlsson,3,6.3
228,T221,T221,James Kingston,1,6.3
229,T221,T221,Martin Laird,11,6.3
230,T221,T221,Danny Lee,5,6.3
231,T221,T221,Frank Lickliter II,4,6.3
232,T221,T221,Jamie Lovemark,2,6.3
233,T221,T221,Rory McIlroy,5,6.3
234,T221,T221,Scott Piercy,14,6.3
235,T221,T221,Johnson Wagner,13,6.3
236,T237,T237,Erik Compton,2,6.2
237,T237,T237,Marco Dawson,1,6.2
238,T237,T237,David Duval,4,6.2
239,T237,T237,Todd Fischer,1,6.2
240,T237,T237,Matt Hill,1,6.2
241,T237,T237,Anthony Kim,13,6.2
242,T237,T237,Søren Kjeldsen,2,6.2
243,T237,T237,David Mathis,12,6.2
244,T237,T237,Garth Mulroy,1,6.2
245,T237,T237,James Oh,3,6.2
246,T237,T237,Jeff Overton,15,6.2
247,T237,T237,Carl Pettersson,14,6.2
248,T237,T237,Jimmy Walker,11,6.2
249,T237,T237,Azuma Yano,2,6.2
250,T251,T251,Mark Brown,1,6.1
251,T251,T251,Wil Collins,5,6.1
252,T251,T251,Ryuji Imada,15,6.1
253,T251,T251,Joe Ogilvie,13,6.1
254,T251,T251,José María Olazábal,3,6.1
255,T251,T251,Dicky Pride,3,6.1
256,T251,T251,Paul Stankowski,2,6.1
257,T258,T258,Arjun Atwal,3,6.0
258,T258,T258,Aaron Baddeley,10,6.0
259,T258,T258,José Coceres,1,6.0
260,T258,T258,Tadd Fujikawa,2,6.0
261,T258,T258,Nathan Green,18,6.0
262,T258,T258,Mathias Grönberg,6,6.0
263,T258,T258,J.B. Holmes,10,6.0
264,T258,T258,Matt Jones,10,6.0
265,T258,T258,J.L. Lewis,1,6.0
266,T258,T258,Gregor Main,1,6.0
267,T258,T258,Andres Romero,7,6.0
268,T258,T258,Brian Vranesh,5,6.0
269,T258,T258,Steve Wheatcroft,1,6.0
270,T271,T271,Daniel Chopra,16,5.9
271,T271,T271,Jay Delsing,2,5.9
272,T271,T271,Peter Hanson,1,5.9
273,T271,T271,Thongchai Jaidee,1,5.9
274,T271,T271,Martin Kaymer,6,5.9
275,T271,T271,Pablo Larrazabal,1,5.9
276,T271,T271,Prayad Marksaeng,2,5.9
277,T271,T271,Martin Piller,1,5.9
278,T271,T271,Hideto Tanihara,1,5.9
279,T280,T280,Christian Cévaër,1,5.8
280,T280,T280,Nick Dougherty,1,5.8
281,T280,T280,Mike Grob,1,5.8
282,T280,T280,Matt Harmon,1,5.8
283,T280,T280,Troy Kelly,2,5.8
284,T280,T280,Alvaro Quiros,3,5.8
285,T280,T280,Marc Turnesa,9,5.8
286,T287,T287,Paul Azinger,1,5.7
287,T287,T287,Notah Begay III,2,5.7
288,T287,T287,Ronnie Black,2,5.7
289,T287,T287,Parker McLachlin,10,5.7
290,T287,T287,Vance Veazey,1,5.7
291,T292,T292,Derek Fathauer,4,5.6
292,T292,T292,Reinier Saxton,1,5.6
293,T294,T294,Richard Sterne,3,5.5
294,T294,T294,Junpei Takayama,1,5.5
295,T294,T294,Aaron Watkins,4,5.5
296,297,297,Tyler Aldridge,1,5.4
297,T298,T298,Craig Barlow,1,5.3
298,T298,T298,Matthew Borchert,2,5.3
299,T298,T298,Andres Gonzales,1,5.3
300,T298,T298,Jesper Parnevik,3,5.3
301,T298,T298,Loren Roberts,2,5.3
302,303,303,Chris Couch,3,5.2
303,T304,T304,Wen-Tang Lin,1,5.1
304,T304,T304,Shane Lowry,1,5.1
305,T306,T306,Brad Faxon,5,4.9
306,T306,T306,Gonzalo Fernandez-Castaño,1,4.9
307,T306,T306,Chih-Bing Lam,1,4.9
308,309,309,Matthew Loving,1,4.6
309,T310,T310,Steve Allan,1,4.3
310,T310,T310,Luke List,1,4.3
311,312,312,Grégory Havret,1,4.2
312,313,313,Ryo Ishikawa,1,3.8
313,314,314,Yuji Igarashi,1,3.7
