,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,1,1,Dustin Johnson,4,10.0
1,T2,T2,Graham DeLaet,1,9.9
2,T2,T2,Luke List,1,9.9
3,T2,T2,Alvaro Quiros,1,9.9
4,T5,5,Chris Baryla,1,9.8
5,T5,16,J.B. Holmes,1,9.8
6,T7,T6,Leif Olson,1,9.7
7,T7,T6,Bubba Watson,2,9.7
8,9,8,Robert Garrigus,3,9.6
9,T10,T9,Anthony Kim,1,9.5
10,T10,T9,Phil Mickelson,4,9.5
11,T12,T11,Matt Harmon,1,9.4
12,T12,T11,Louis Oosthuizen,2,9.4
13,T12,T11,Tag Ridings,2,9.4
14,T15,T14,Jamie Lovemark,2,9.3
15,T15,T14,Gary Woodland,1,9.3
16,T17,T17,James Driscoll,1,9.1
17,T17,T17,Troy Matteson,5,9.1
18,T19,T19,Ricky Barnes,2,9.0
19,T19,T19,Robert Floyd,1,9.0
20,T19,T19,Garth Mulroy,1,9.0
21,T19,T19,Adam Scott,3,9.0
22,T23,T23,Rickie Fowler,3,8.9
23,T23,T23,Derek Lamely,1,8.9
24,T25,T25,Stewart Cink,1,8.8
25,T25,T25,Harrison Frazar,4,8.8
26,T25,T25,Andres Romero,3,8.8
27,28,28,Shaun Micheel,1,8.7
28,T29,T29,Ángel Cabrera,3,8.6
29,T29,T29,Daniel Chopra,4,8.6
30,T29,T29,Fred Couples,2,8.6
31,T29,T29,Davis Love III,3,8.6
32,T29,T29,Rory McIlroy,1,8.6
33,T29,T29,Scott Piercy,3,8.6
34,T35,T35,Tommy Gainey,1,8.5
35,T35,T35,Kyle Stanley,4,8.5
36,T35,T35,Nick Watney,2,8.5
37,T38,T38,Jason Day,5,8.4
38,T38,T38,Lucas Glover,3,8.4
39,T38,T38,Martin Laird,4,8.4
40,T38,T38,Ryan Moore,3,8.4
41,T38,T38,John Rollins,2,8.4
42,T38,T38,Rory Sabbatini,2,8.4
43,44,44,Kevin Streelman,4,8.3
44,T45,T45,Tim Herron,3,8.2
45,T45,T45,Will MacKenzie,2,8.2
46,T45,T45,John Merrick,1,8.2
47,T45,T45,Sean O'Hair,2,8.2
48,T49,T49,Bobby Gates,1,8.1
49,T49,T49,Charles Howell III,5,8.1
50,T49,T49,Neal Lancaster,1,8.1
51,T49,T49,Ted Purdy,4,8.1
52,T49,T49,Charl Schwartzel,2,8.1
53,T49,T49,Nicholas Thompson,3,8.1
54,T49,T49,Bo Van Pelt,5,8.1
55,T49,T49,Charles Warren,2,8.1
56,57,57,Sergio Garcia,3,8.0
57,T58,T58,Chris Couch,2,7.9
58,T58,T58,Ross Fisher,1,7.9
59,T58,T58,Anthony Kang,1,7.9
60,T58,T87,Kenny Perry,2,7.9
61,T58,T58,Peter Tomasulo,1,7.9
62,T63,T62,Retief Goosen,4,7.8
