,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,1,1,Alvaro Quiros,3,10.0
1,T2,T2,Graham DeLaet,1,9.9
2,T2,T2,Dustin Johnson,9,9.9
3,T2,T2,Luke List,1,9.9
4,T5,T5,Chris Baryla,1,9.8
5,T5,T5,Bubba Watson,6,9.8
6,7,7,Robert Garrigus,10,9.6
7,8,8,John Daly,2,9.5
8,T9,T9,Matt Harmon,1,9.4
9,T9,T9,J.B. Holmes,5,9.4
10,T9,T9,Ryo Ishikawa,1,9.4
11,T9,T9,Rory McIlroy,5,9.4
12,13,13,Jamie Lovemark,2,9.3
13,14,14,Phil Mickelson,9,9.2
14,15,15,Nick Watney,8,9.1
15,T16,T16,Robert Floyd,1,9.0
16,T16,T16,Anthony Kim,8,9.0
17,T16,T16,Garth Mulroy,1,9.0
18,T16,T16,Leif Olson,3,9.0
19,T16,T16,Louis Oosthuizen,3,9.0
20,T16,T16,Tag Ridings,7,9.0
21,T22,T22,Ángel Cabrera,6,8.9
22,T22,T22,Harrison Frazar,11,8.9
23,T22,T22,Tommy Gainey,5,8.9
24,T22,T22,Martin Laird,9,8.9
25,T22,T22,Derek Lamely,1,8.9
26,27,27,Andres Romero,4,8.8
27,T28,T28,Daniel Chopra,10,8.7
28,T28,T28,Troy Matteson,9,8.7
29,T28,T28,Adam Scott,4,8.7
30,T28,T28,Kevin Streelman,12,8.7
31,T32,T32,Charley Hoffman,9,8.6
32,T32,T32,Davis Love III,8,8.6
33,T32,T32,Charles Warren,8,8.6
34,T32,T32,Gary Woodland,3,8.6
35,T36,T36,Fred Couples,7,8.5
36,T36,T36,Kyle Stanley,4,8.5
37,T36,T36,Lee Westwood,4,8.5
38,T39,T39,Jason Day,10,8.4
39,T39,T39,Rickie Fowler,4,8.4
40,T39,T39,John Rollins,9,8.4
41,T42,T42,Steve Allan,1,8.3
42,T42,T42,Lucas Glover,8,8.3
43,T42,T42,Steve Marino,8,8.3
44,T42,T42,Vijay Singh,7,8.3
45,T46,T46,James Driscoll,6,8.2
46,T46,T46,Hunter Mahan,10,8.2
47,T48,T48,Sergio Garcia,7,8.1
48,T48,T48,Bobby Gates,1,8.1
49,T48,T48,Soren Hansen,4,8.1
50,T48,T48,Tim Herron,10,8.1
51,T48,T48,Sean O'Hair,6,8.1
52,T48,T48,Ryan Palmer,6,8.1
53,T48,T48,Rory Sabbatini,7,8.1
54,T48,T48,Charl Schwartzel,2,8.1
55,T56,T56,Ross Fisher,4,8.0
56,T56,T56,Charles Howell III,10,8.0
57,T56,T56,Brandt Jobe,8,8.0
58,T56,T56,John Merrick,5,8.0
59,T56,T56,Nicholas Thompson,9,8.0
60,T61,T61,Stewart Cink,6,7.9
61,T61,T61,Retief Goosen,10,7.9
62,T61,T61,Matt Jones,9,7.9
63,T61,T61,Anthony Kang,1,7.9
64,T61,T61,Danny Lee,6,7.9
65,T61,T61,Marc Leishman,11,7.9
66,T61,T61,Ryan Moore,8,7.9
67,T61,T61,Paul Stankowski,2,7.9
68,T61,T61,Bo Van Pelt,10,7.9
69,T70,T70,Ricky Barnes,6,7.8
70,T70,T70,Scott Gutschewski,3,7.8
71,T70,T70,Ted Purdy,9,7.8
72,T70,T70,Reinier Saxton,1,7.8
73,T70,T70,Vance Veazey,1,7.8
74,T75,T76,Matt Bettencourt,9,7.7
75,T75,T76,Chris Couch,3,7.7
76,T75,T76,Jack Newman,1,7.7
77,T75,T76,Jeff Overton,7,7.7
78,T75,T70,Kenny Perry,9,7.7
79,T75,T76,Scott Piercy,7,7.7
80,T81,T81,Paul Casey,6,7.6
81,T81,T81,Martin Piller,1,7.6
82,T81,T81,Camilo Villegas,8,7.6
83,T84,T84,Jonathan Byrd,12,7.5
84,T84,T84,Gonzalo Fernandez-Castaño,1,7.5
85,T84,T84,Neal Lancaster,2,7.5
86,T84,T84,Joe Ogilvie,6,7.5
87,T84,T84,Boo Weekley,7,7.5
88,89,89,D.J. Trahan,9,7.4
89,T90,T90,"David Berganio, Jr.",5,7.3
90,T90,T90,Mark Brown,1,7.3
91,T90,T90,Erik Compton,2,7.3
92,T90,T90,Peter Hanson,1,7.3
93,T90,T90,Ian Leggatt,1,7.3
94,T90,T90,Michael Letzig,9,7.3
95,T90,T90,Will MacKenzie,5,7.3
96,T90,T90,Peter Tomasulo,3,7.3
97,T90,T90,Tiger Woods,10,7.3
98,T99,T99,Bill Haas,9,7.2
99,T99,T99,J.P. Hayes,4,7.2
100,T99,T99,J.J. Henry,11,7.2
101,T99,T99,John Huston,6,7.2
102,T99,T99,Troy Kelly,1,7.2
103,T99,T99,Geoff Ogilvy,9,7.2
104,T105,T105,Thomas Aiken,1,7.1
105,T105,T105,Robert Allenby,7,7.1
106,T105,T105,Billy Andrade,1,7.1
107,T105,T105,David Duval,3,7.1
108,T105,T105,Andres Gonzales,1,7.1
109,T105,T105,James Nitties,9,7.1
110,T105,T105,Greg Norman,1,7.1
111,T105,T105,Hideto Tanihara,1,7.1
112,T113,T113,Tadd Fujikawa,2,7.0
113,T113,T113,Mathew Goggin,5,7.0
114,T113,T113,Martin Kaymer,6,7.0
115,T113,T113,Matthew Loving,1,7.0
116,T113,T113,Bill Lunde,8,7.0
117,T113,T113,Greg Owen,9,7.0
118,T113,T113,Jeev Milkha Singh,8,7.0
119,T120,T120,Stephen Ames,8,6.9
120,T120,T120,Aaron Baddeley,6,6.9
121,T120,T120,Jason Dufner,9,6.9
122,T120,T120,Mathias Grönberg,7,6.9
123,T120,T120,Padraig Harrington,6,6.9
124,T120,T120,Prayad Marksaeng,3,6.9
125,T120,T120,John Senden,10,6.9
126,T120,T120,Kevin Sutherland,7,6.9
127,T128,T128,George McNeill,8,6.8
128,T128,T128,Y.E. Yang,10,6.8
129,T130,T130,Stuart Appleby,7,6.7
130,T130,T130,Jason Gore,8,6.7
131,T130,T130,Thongchai Jaidee,1,6.7
