,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Todd Fischer,1,9.4
1,T2,T2,Wen-Tang Lin,1,8.9
2,T2,T2,Martin Piller,1,8.9
3,4,4,Nick Dougherty,1,8.8
4,T5,T5,Ronnie Black,2,8.7
5,T5,T5,Richard Finch,1,8.7
6,T5,T5,Spike McRoy,1,8.7
7,T5,T5,Loren Roberts,2,8.7
8,T9,T9,Thomas Aiken,1,8.5
9,T9,T9,Aaron Baddeley,10,8.5
10,T9,T9,Prayad Marksaeng,2,8.5
11,T9,T9,Shigeki Maruyama,1,8.5
12,T9,T9,José María Olazábal,3,8.5
13,T9,T9,Michael Sim,1,8.5
14,T15,T15,Bob Heintz,9,8.4
15,T15,T15,Greg Kraft,3,8.4
16,T15,T15,Jamie Lovemark,2,8.4
17,T15,T15,Joe Ogilvie,13,8.4
18,T15,T15,Brandt Snedeker,13,8.4
19,T15,T15,Azuma Yano,2,8.4
20,T21,T21,Steve Allan,1,8.3
21,T21,T21,Guy Boros,3,8.3
22,T21,T21,Christian Cévaër,1,8.3
23,T21,T21,Daniel Chopra,16,8.3
24,T21,T21,José Coceres,1,8.3
25,T21,T21,Chris Couch,3,8.3
26,T21,T21,Brad Faxon,5,8.3
27,T21,T21,Padraig Harrington,10,8.3
28,T21,T21,Ryo Ishikawa,1,8.3
29,T21,T21,Anthony Kim,13,8.3
30,T21,T21,Dean Wilson,11,8.3
31,T32,T32,Tom Byrum,1,8.2
32,T32,T32,Wil Collins,5,8.2
33,T32,T32,Brian Davis,18,8.2
34,T32,T32,Luke Donald,15,8.2
35,T32,T32,Tadd Fujikawa,2,8.2
36,T32,T32,Brian Gay,20,8.2
37,T32,T32,Mathias Grönberg,6,8.2
38,T32,T32,Lee Janzen,11,8.2
39,T32,T32,Danny Lee,5,8.2
40,T32,T32,David Mathis,12,8.2
41,T32,T32,Parker McLachlin,10,8.2
42,T32,T32,Kevin Na,17,8.2
43,T32,T32,Jack Newman,1,8.2
44,T32,T32,Jesper Parnevik,3,8.2
45,T32,T32,Corey Pavin,9,8.2
46,T32,T32,Jeff Quinney,12,8.2
47,T32,T32,Chris Riley,15,8.2
48,T32,T32,Webb Simpson,16,8.2
49,T32,T32,Darron Stiles,6,8.2
50,T32,T32,Hideto Tanihara,1,8.2
51,T32,T32,Bo Van Pelt,17,8.2
52,T32,T32,Garrett Willis,3,8.2
53,T54,T54,Craig Barlow,1,8.1
54,T54,T54,Greg Chalmers,13,8.1
55,T54,T54,Harrison Frazar,16,8.1
56,T54,T54,Jim Furyk,15,8.1
57,T54,T54,David Gossett,1,8.1
58,T54,T54,Bill Haas,15,8.1
59,T54,T54,Ryuji Imada,15,8.1
60,T54,T54,Cliff Kresge,9,8.1
61,T54,T54,Matt Kuchar,16,8.1
62,T54,T54,Luke List,1,8.1
63,T54,T54,John Mallinger,14,8.1
64,T54,T54,George McNeill,15,8.1
65,T54,T54,Ryan Moore,14,8.1
66,T54,T54,James Nitties,14,8.1
67,T54,T54,Geoff Ogilvy,14,8.1
68,T54,T54,Jeff Overton,15,8.1
69,T54,T54,Tim Petrovic,16,8.1
70,T54,T54,Carl Pettersson,14,8.1
71,T54,T54,Ian Poulter,9,8.1
72,T54,T54,Rory Sabbatini,14,8.1
73,T54,T54,Reinier Saxton,1,8.1
74,T54,T54,Steve Stricker,15,8.1
75,T54,T54,Vaughn Taylor,14,8.1
76,T54,T54,Omar Uresti,2,8.1
77,T54,T54,Brian Vranesh,5,8.1
78,T54,T54,Aaron Watkins,4,8.1
79,T54,T54,Matt Weibring,9,8.1
80,T54,T54,Mike Weir,16,8.1
81,T54,T54,Tiger Woods,12,8.1
82,T83,T83,Tyler Aldridge,1,8.0
83,T83,T83,Chris Baryla,1,8.0
84,T83,T83,Paul Casey,6,8.0
85,T83,T83,Tim Clark,14,8.0
86,T83,T83,Darren Clarke,3,8.0
87,T83,T83,Jason Day,11,8.0
88,T83,T83,Rickie Fowler,4,8.0
89,T83,T83,Paul Goydos,12,8.0
90,T83,T83,Freddie Jacobson,15,8.0
91,T83,T83,Neal Lancaster,1,8.0
92,T83,T83,Justin Leonard,18,8.0
93,T83,T83,Steve Lowery,13,8.0
94,T83,T83,Bryce Molder,10,8.0
95,T83,T83,Louis Oosthuizen,2,8.0
96,T83,T83,Ryan Palmer,12,8.0
97,T83,T83,Pat Perez,14,8.0
98,T83,T83,Dicky Pride,3,8.0
99,T83,T83,Jimmy Walker,11,8.0
100,T83,T83,Charlie Wi,16,8.0
101,T102,T102,Stephen Ames,12,7.9
102,T102,T102,Arjun Atwal,3,7.9
103,T102,T102,Alex Cejka,14,7.9
104,T102,T102,Ben Crane,18,7.9
105,T102,T102,Marco Dawson,1,7.9
106,T102,T102,David Duval,4,7.9
107,T102,T102,Bob Estes,14,7.9
108,T102,T102,Lucas Glover,18,7.9
109,T102,T102,Todd Hamilton,9,7.9
110,T102,T102,Charley Hoffman,20,7.9
111,T102,T102,Zach Johnson,19,7.9
112,T102,T102,Matt Jones,10,7.9
113,T102,T102,Jerry Kelly,17,7.9
114,T102,T102,Michael Letzig,19,7.9
115,T102,T102,Spencer Levin,12,7.9
116,T102,T102,Frank Lickliter II,4,7.9
117,T102,T102,Phil Mickelson,11,7.9
118,T102,T102,Arron Oberholser,2,7.9
