,Last_5_Events_-_Accuracy_RANK THIS WEEK,Last_5_Events_-_Accuracy_RANK LAST WEEK,Last_5_Events_-_Accuracy_PLAYER NAME,Last_5_Events_-_Accuracy_EVENTS,Last_5_Events_-_Accuracy_RATING
0,1,1,Jeff Maggert,1,8.8
1,2,2,Miguel Angel Jiménez,1,8.7
2,T3,T3,Tom Lehman,2,8.6
3,T3,T3,Will MacKenzie,2,8.6
4,5,5,Greg Kraft,1,8.5
5,6,6,Graham DeLaet,1,8.4
6,T7,T7,Scott Sterling,3,8.3
7,T7,T7,Dean Wilson,3,8.3
8,T9,T10,Michael Allen,2,8.2
9,T9,T10,Robert Allenby,1,8.2
10,T9,T7,Tim Clark,3,8.2
11,T9,T10,Scott Hoch,1,8.2
12,T9,T10,Darron Stiles,2,8.2
13,T14,T14,Omar Uresti,1,8.1
14,T14,T14,Jay Williamson,2,8.1
15,16,16,Jason Gore,2,8.0
16,T17,T17,Mark Calcavecchia,2,7.9
17,T17,T17,Jim Furyk,4,7.9
18,T17,T17,Ernie Gonzalez,1,7.9
19,T17,T17,Soren Hansen,1,7.9
20,T17,T17,Jonathan Kaye,2,7.9
21,T17,T17,Bryce Molder,3,7.9
22,T17,T17,Tim Petrovic,3,7.9
23,T17,T17,Rick Price,1,7.9
24,T17,T17,Henrik Stenson,1,7.9
25,T17,T17,Lee Westwood,1,7.9
26,T27,T27,Jason Bohn,5,7.8
27,T27,T27,Steve Pate,1,7.8
28,T27,T27,Heath Slocum,3,7.8
29,T30,T39,Chad Campbell,3,7.7
30,T30,T30,Todd Hamilton,1,7.7
31,T30,T30,Francesco Molinari,1,7.7
32,T30,T30,Ian Poulter,1,7.7
33,T34,T34,Stewart Cink,1,7.6
34,T34,T34,Brandt Jobe,3,7.6
35,T34,T34,Nick O'Hern,4,7.6
36,T34,T34,Nicholas Thompson,3,7.6
37,T34,T34,Tiger Woods,4,7.6
38,T39,T39,Thomas Aiken,1,7.5
39,T39,T39,Tommy Armour III,1,7.5
40,T39,T39,Mark Brooks,3,7.5
41,T39,T39,Sergio Garcia,3,7.5
42,T39,T39,Bill Haas,4,7.5
43,T39,T39,Anders Hansen,1,7.5
44,T39,T39,John Huston,2,7.5
45,T39,T39,Colt Knost,2,7.5
46,T39,T30,Justin Leonard,3,7.5
47,T39,T39,Shaun Micheel,1,7.5
48,T39,T39,Arron Oberholser,2,7.5
49,T39,T39,Jeff Quinney,2,7.5
50,T39,T39,David Toms,5,7.5
51,T52,T52,"David Berganio, Jr.",1,7.4
52,T52,T52,Scott Gutschewski,2,7.4
53,T52,T52,Jack Newman,1,7.4
54,T52,T52,Sean O'Hair,2,7.4
55,T56,T57,Stuart Appleby,3,7.3
56,T56,T57,Alex Cejka,4,7.3
57,T56,T57,Wil Collins,1,7.3
58,T56,T57,Steve Elkington,3,7.3
59,T56,T57,Ross Fisher,1,7.3
60,T56,T52,Zach Johnson,3,7.3
61,T56,T57,Skip Kendall,2,7.3
62,T56,T57,Jeff Klauk,3,7.3
63,T56,T57,Danny Lee,1,7.3
64,T56,T57,John Mallinger,3,7.3
65,T56,T57,Billy Mayfair,3,7.3
66,T56,T57,Ryan Moore,3,7.3
67,T56,T57,Kevin Na,4,7.3
68,T56,T57,Rod Pampling,3,7.3
69,T56,T57,Rod Perry,2,7.3
70,T56,T57,Kirk Triplett,3,7.3
71,T56,T57,Tim Wilkinson,1,7.3
72,T73,T73,Rich Barcelo,1,7.2
73,T73,T73,Ben Crane,5,7.2
74,T73,T73,Glen Day,2,7.2
75,T73,T73,Joe Durant,2,7.2
76,T73,T73,Ernie Els,3,7.2
77,T73,T73,Richard Finch,1,7.2
78,T73,T73,Robert Garrigus,3,7.2
79,T73,T73,J.P. Hayes,3,7.2
80,T73,T73,Bob Heintz,4,7.2
81,T73,T73,Peter Lonard,3,7.2
82,T73,T73,Shigeki Maruyama,1,7.2
83,T73,T73,Fernando Mechereffe,1,7.2
84,T73,T73,Scott Piercy,3,7.2
85,T73,T73,Chez Reavie,4,7.2
86,T73,T73,Jeev Milkha Singh,3,7.2
87,T73,T73,D.J. Trahan,5,7.2
88,T89,T89,Stephen Ames,4,7.1
89,T89,T89,Jason Dufner,3,7.1
90,T89,T89,Rickie Fowler,3,7.1
91,T89,T89,Padraig Harrington,3,7.1
92,T89,T89,Tim Herron,3,7.1
93,T89,T89,Lee Janzen,1,7.1
