,Last_5_Events_-_Short_Game_RANK THIS WEEK,Last_5_Events_-_Short_Game_RANK LAST WEEK,Last_5_Events_-_Short_Game_PLAYER NAME,Last_5_Events_-_Short_Game_EVENTS,Last_5_Events_-_Short_Game_RATING
0,1,1,Jimmy Walker,1,9.4
1,T2,T2,Rick Price,1,9.3
2,T2,T2,Tim Wilkinson,1,9.3
3,4,4,Vance Veazey,1,8.6
4,5,5,Matt Harmon,1,8.5
5,T6,T6,Shigeki Maruyama,1,8.3
6,T6,T6,Matt Weibring,2,8.3
7,8,8,George McNeill,1,8.2
8,9,9,Robert Karlsson,2,8.1
9,10,10,Marco Dawson,1,8.0
10,T11,T11,Padraig Harrington,3,7.9
11,T11,T11,Lee Janzen,1,7.9
12,T11,T26,Zach Johnson,3,7.9
13,T11,T11,Joe Ogilvie,1,7.9
14,T15,T14,Robert Allenby,1,7.8
15,T15,T14,Ken Duke,2,7.8
16,T17,T16,Bill Haas,4,7.7
17,T17,T16,Freddie Jacobson,4,7.7
18,T17,T16,Loren Roberts,2,7.7
19,T20,T19,Mark Calcavecchia,1,7.6
20,T20,T19,Sergio Garcia,1,7.6
21,T20,T19,Thongchai Jaidee,1,7.6
22,T20,T19,Jamie Lovemark,2,7.6
23,T20,T19,Arron Oberholser,2,7.6
24,T20,T19,Rod Pampling,2,7.6
25,T20,T19,Steve Pate,1,7.6
26,T27,T26,Aaron Baddeley,2,7.5
27,T27,T26,Ben Curtis,2,7.5
28,T27,T26,J.J. Henry,3,7.5
29,T27,T26,Miguel Angel Jiménez,1,7.5
30,T27,T26,Azuma Yano,2,7.5
31,T32,T32,Brad Faxon,1,7.4
32,T32,T32,Søren Kjeldsen,1,7.4
33,T32,T32,José María Olazábal,3,7.4
34,T32,T32,Ted Purdy,4,7.4
35,T36,T36,Scott Gutschewski,2,7.3
36,T36,T36,Shingo Katayama,2,7.3
37,T36,T36,Rocco Mediate,1,7.3
38,T39,T39,Michael Allen,1,7.2
39,T39,T39,Joe Durant,1,7.2
40,T39,T39,Ross Fisher,1,7.2
41,T39,T44,Brian Gay,3,7.2
42,T39,T39,Stephen Leaney,1,7.2
43,T39,T39,Tiger Woods,2,7.2
44,T45,T44,Luke Donald,4,7.1
45,T45,T44,Jim Furyk,4,7.1
46,T45,T44,James Kingston,1,7.1
47,T45,T44,J.L. Lewis,1,7.1
48,T45,T44,John Senden,5,7.1
49,T50,T50,Nick Dougherty,1,7.0
50,T50,T50,Tom Pernice Jr.,3,7.0
51,T50,T50,Kevin Stadler,3,7.0
52,T53,T54,Stewart Cink,1,6.9
53,T53,T54,Darren Clarke,1,6.9
54,T53,T54,Wil Collins,1,6.9
55,T53,T54,Brendon de Jonge,2,6.9
56,T53,T54,Mark Hensby,2,6.9
57,T53,T54,Charles Howell III,4,6.9
58,T53,T54,Parker McLachlin,2,6.9
59,T53,T54,Greg Norman,1,6.9
60,T53,T54,Justin Rose,5,6.9
61,T62,T63,Mark Brown,1,6.8
62,T62,T63,Tom Byrum,1,6.8
63,T62,T106,Tim Clark,3,6.8
64,T62,T63,Nick O'Hern,4,6.8
65,T62,T63,Ryan Palmer,3,6.8
66,T62,T89,Kenny Perry,2,6.8
67,T62,T50,Steve Stricker,3,6.8
68,T62,T63,Kirk Triplett,3,6.8
69,T70,T68,Stuart Appleby,3,6.7
70,T70,T68,Ernie Els,3,6.7
71,T70,T68,Retief Goosen,4,6.7
72,T70,T68,Dudley Hart,2,6.7
73,T70,T68,Tim Herron,3,6.7
74,T70,T68,Steve Marino,2,6.7
75,T70,T68,Rory McIlroy,1,6.7
76,T70,T68,Webb Simpson,2,6.7
77,T70,T68,D.J. Trahan,5,6.7
78,T70,T68,Scott Verplank,4,6.7
79,T70,T68,Mike Weir,4,6.7
80,T81,T80,Michael Bradley,1,6.6
81,T81,T80,Carlos Franco,3,6.6
82,T81,T80,Robert Garrigus,2,6.6
83,T81,T80,John Huston,2,6.6
84,T81,T68,Dustin Johnson,4,6.6
85,T81,T129,Matt Kuchar,3,6.6
86,T81,T80,Pat Perez,3,6.6
87,T81,T80,Chris Riley,4,6.6
88,T81,T80,Charlie Wi,2,6.6
89,T81,T80,Mark Wilson,5,6.6
90,T81,T80,Oliver Wilson,1,6.6
91,T92,T89,Mark Brooks,3,6.5
92,T92,T89,Ángel Cabrera,3,6.5
93,T92,T89,James Driscoll,1,6.5
94,T92,T89,Ryuji Imada,2,6.5
95,T92,T89,Jonathan Kaye,2,6.5
96,T92,T89,Greg Kraft,1,6.5
97,T92,T89,Spencer Levin,2,6.5
98,T92,T89,Bryce Molder,3,6.5
99,T92,T89,Kevin Na,4,6.5
100,T92,T89,Sean O'Hair,2,6.5
101,T92,T89,Jesper Parnevik,1,6.5
102,T92,T89,Jeev Milkha Singh,3,6.5
103,T92,T89,Kyle Stanley,4,6.5
104,T92,T89,Omar Uresti,1,6.5
105,T92,T89,Dean Wilson,3,6.5
106,T92,T89,Y.E. Yang,1,6.5
107,T108,T106,Thomas Aiken,1,6.4
108,T108,T106,José Coceres,1,6.4
109,T108,T106,Ben Crane,5,6.4
110,T108,T106,Jason Day,5,6.4
111,T108,T106,Chris DiMarco,3,6.4
112,T108,T106,Jason Dufner,3,6.4
113,T108,T106,Bob Estes,3,6.4
114,T108,T106,Mathias Grönberg,2,6.4
115,T108,T106,Derek Lamely,1,6.4
116,T108,T106,Frank Lickliter II,2,6.4
