,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Tiger Woods,10,9.0
1,2,2,Todd Fischer,1,8.8
2,3,3,Brent Geiberger,1,8.7
3,3,3,Padraig Harrington,6,8.7
4,5,5,Chris Baryla,1,8.6
5,5,5,Fred Couples,7,8.6
6,5,5,Jim Furyk,11,8.6
7,5,5,Greg Kraft,2,8.6
8,5,5,Steve Stricker,10,8.6
9,10,10,Stephen Ames,8,8.5
10,10,13,Matt Kuchar,8,8.5
11,10,10,Jamie Lovemark,2,8.5
12,10,10,Arron Oberholser,2,8.5
13,14,13,Thomas Aiken,1,8.4
14,14,13,Aaron Baddeley,6,8.4
15,14,13,Paul Casey,6,8.4
16,14,13,Zach Johnson,9,8.4
17,14,13,Danny Lee,6,8.4
18,14,13,Ryan Moore,8,8.4
19,14,13,Leif Olson,3,8.4
20,14,13,Justin Rose,9,8.4
21,14,13,Jeff Sluman,1,8.4
22,14,13,Brandt Snedeker,11,8.4
23,14,13,Lee Westwood,4,8.4
24,25,26,Woody Austin,8,8.3
25,25,26,Chad Campbell,8,8.3
26,25,26,Tim Clark,9,8.3
27,25,26,Marco Dawson,3,8.3
28,25,26,Robert Garrigus,10,8.3
29,25,26,Scott Hoch,1,8.3
30,25,26,Michael Letzig,9,8.3
31,25,26,Steve Marino,8,8.3
32,25,26,George McNeill,8,8.3
33,25,26,Bryce Molder,10,8.3
34,25,26,Tim Petrovic,10,8.3
35,25,13,Ian Poulter,6,8.3
36,25,26,Charl Schwartzel,2,8.3
37,25,26,Hideto Tanihara,1,8.3
38,25,26,Garrett Willis,4,8.3
39,40,40,Ángel Cabrera,6,8.2
40,40,40,Stewart Cink,6,8.2
41,40,40,Jason Day,10,8.2
42,40,40,Bob Estes,9,8.2
43,40,40,Sergio Garcia,7,8.2
44,40,40,Dustin Johnson,9,8.2
45,40,40,Anthony Kim,8,8.2
46,40,40,James Kingston,1,8.2
47,40,40,Tom Lehman,7,8.2
48,40,40,Justin Leonard,9,8.2
49,40,40,Will MacKenzie,5,8.2
50,40,40,Hunter Mahan,10,8.2
51,40,40,Phil Mickelson,9,8.2
52,40,40,Francesco Molinari,1,8.2
53,40,40,Kevin Na,11,8.2
54,40,40,Ryan Palmer,6,8.2
55,40,40,Rod Pampling,8,8.2
56,40,40,Jeff Quinney,9,8.2
57,40,40,Vijay Singh,7,8.2
58,40,40,Kevin Sutherland,7,8.2
59,40,40,Scott Verplank,11,8.2
60,40,40,Jimmy Walker,9,8.2
61,40,40,Bubba Watson,6,8.2
62,40,40,Matt Weibring,7,8.2
63,64,64,Robert Allenby,7,8.1
64,64,64,Kris Blanks,7,8.1
65,64,64,Jonathan Byrd,12,8.1
66,64,64,Tom Byrum,1,8.1
67,64,64,Alex Cejka,10,8.1
68,64,64,Greg Chalmers,10,8.1
69,64,64,Ben Curtis,8,8.1
70,64,64,Graham DeLaet,1,8.1
71,64,64,Ernie Els,8,8.1
72,64,64,Mathew Goggin,5,8.1
73,64,64,Scott Gutschewski,3,8.1
74,64,64,Bill Haas,9,8.1
75,64,64,J.P. Hayes,4,8.1
76,64,64,John Huston,6,8.1
77,64,64,Brandt Jobe,8,8.1
78,64,64,David Mathis,4,8.1
79,64,64,James Nitties,9,8.1
