,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Vance Veazey,1,8.6
1,2,2,Matt Harmon,1,8.5
2,T3,T3,Paul Azinger,1,8.3
3,T3,T3,Shigeki Maruyama,1,8.3
4,5,5,Marco Dawson,1,8.0
5,6,6,Bob Tway,1,7.8
6,T7,T7,Padraig Harrington,10,7.7
7,T7,T7,Søren Kjeldsen,2,7.7
8,T7,T7,Loren Roberts,2,7.7
9,T10,T10,Thongchai Jaidee,1,7.6
10,T10,T10,Jamie Lovemark,2,7.6
11,T10,T10,Arron Oberholser,2,7.6
12,T10,T10,Steve Pate,1,7.6
13,T14,T14,Tim Wilkinson,5,7.5
14,T14,T14,Azuma Yano,2,7.5
15,T16,T16,José María Olazábal,3,7.4
16,T16,T16,Jimmy Walker,9,7.4
17,T18,T18,Shingo Katayama,2,7.3
18,T18,T18,Steve Stricker,13,7.3
19,T18,T18,Matt Weibring,8,7.3
20,T18,T18,Tiger Woods,8,7.3
21,T22,T22,Ryuji Imada,15,7.2
22,T22,T22,Webb Simpson,15,7.2
23,T24,T24,Luke Donald,15,7.1
24,T24,T24,Ross Fisher,3,7.1
25,T24,T24,James Kingston,1,7.1
26,T24,T24,J.L. Lewis,1,7.1
27,T24,T24,Nick O'Hern,17,7.1
28,T29,T29,Aaron Baddeley,9,7.0
29,T29,T29,Nick Dougherty,1,7.0
30,T29,T29,Robert Karlsson,3,7.0
31,T29,T29,Stephen Leaney,2,7.0
32,T29,T29,Michael Letzig,15,7.0
33,T29,T29,Tom Pernice Jr.,13,7.0
34,T35,T35,Ben Curtis,11,6.9
35,T35,T35,Ken Duke,12,6.9
36,T35,T35,Jim Furyk,15,6.9
37,T35,T35,Mark Hensby,2,6.9
38,T35,T35,Lee Janzen,11,6.9
39,T35,T35,Greg Norman,1,6.9
40,T35,T35,Justin Rose,12,6.9
41,T35,T35,John Senden,20,6.9
42,T35,T35,Mike Weir,16,6.9
43,T44,T44,Mark Brown,1,6.8
44,T44,T44,Tom Byrum,1,6.8
45,T44,T44,Brian Gay,19,6.8
46,T44,T44,Tim Herron,15,6.8
47,T44,T44,Jerry Kelly,17,6.8
48,T44,T44,George McNeill,14,6.8
49,T44,T44,Bryce Molder,10,6.8
