,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,1,1,Tiger Woods,18,5.0
1,T2,T2,Rich Beem,30,2.0
2,T2,T2,K.J. Choi,27,2.0
3,T2,T2,Ernie Els,18,2.0
4,T2,T2,Jerry Kelly,29,2.0
5,T2,T2,Len Mattiace,28,2.0
6,T2,T2,Phil Mickelson,26,2.0
7,T2,T2,Vijay Singh,28,2.0
8,T9,T9,Bob Burns,30,1.0
9,T9,T9,Jonathan Byrd,32,1.0
10,T9,T9,Chris DiMarco,29,1.0
11,T9,T9,Luke Donald,30,1.0
12,T9,T9,Bob Estes,26,1.0
13,T9,T9,Dan Forsman,25,1.0
14,T9,T9,Jim Furyk,25,1.0
15,T9,T9,Sergio Garcia,21,1.0
16,T9,T9,Matt Gogel,25,1.0
17,T9,T9,Retief Goosen,15,1.0
18,T9,T9,J.P. Hayes,24,1.0
19,T9,T9,Charles Howell III,32,1.0
20,T9,T9,Matt Kuchar,27,1.0
21,T9,T9,Ian Leggatt,29,1.0
22,T9,T9,Justin Leonard,26,1.0
23,T9,T9,Shigeki Maruyama,24,1.0
24,T9,T9,Spike McRoy,25,1.0
25,T9,T9,Rocco Mediate,23,1.0
26,T9,T9,José María Olazábal,20,1.0
27,T9,T9,Craig Parry,21,1.0
28,T9,T9,Craig Perks,28,1.0
29,T9,T9,Nick Price,18,1.0
30,T9,T9,Chris Riley,28,1.0
31,T9,T9,Loren Roberts,25,1.0
32,T9,T9,John Rollins,34,1.0
33,T9,T9,Gene Sauers,11,1.0
34,T9,T9,Jeff Sluman,32,1.0
35,T9,T9,Chris Smith,30,1.0
36,T9,T9,Kevin Sutherland,28,1.0
37,T9,T9,Phil Tataurangi,25,1.0
38,T39,T39,Tommy Aaron,1,
39,T39,,Jamie Acevedo,0,
40,T39,T39,Bob Ackerman,1,
41,T39,T39,"Joe Acosta, Jr.",0,
42,T39,T39,Brad Adamonis,1,
43,T39,T39,John Adams,1,
44,T39,T39,Richard Ainley,1,
45,T39,T39,Carl Alexander,1,
46,T39,T39,Steve Allan,30,
47,T39,T39,Fulton Allem,26,
48,T39,T39,Michael Allen,29,
49,T39,T39,Robert Allenby,27,
50,T39,,Jesús Amaya,0,
51,T39,T39,Stephen Ames,28,
52,T39,,Robert Ames,0,
53,T39,T39,JC Anderson,1,
54,T39,T39,Fredrik Andersson Hed,1,
55,T39,T39,Chris Anderson,0,
