,Career_Money_Leaders_RANK THIS WEEK,Career_Money_Leaders_RANK LAST WEEK,Career_Money_Leaders_PLAYER NAME,Career_Money_Leaders_MONEY
75,76,76,Bernhard Langer,"$5,797,534"
76,77,77,Tim Herron,"$5,785,524"
77,78,78,Steve Flesch,"$5,755,205"
78,79,79,Jack Nicklaus,"$5,722,901"
79,80,80,Glen Day,"$5,691,380"
80,81,81,Kevin Sutherland,"$5,532,775"
81,82,82,Frank Lickliter II,"$5,404,690"
82,83,83,Raymond Floyd,"$5,323,075"
83,84,84,Jay Don Blake,"$5,319,622"
84,85,85,Mark McCumber,"$5,309,688"
85,86,86,Gil Morgan,"$5,259,164"
86,87,87,Russ Cochran,"$5,240,987"
87,88,88,Shigeki Maruyama,"$5,183,414"
88,89,89,Len Mattiace,"$5,000,508"
89,90,90,Blaine McCallister,"$4,890,985"
90,91,91,D.A. Weibring,"$4,753,416"
91,92,92,Wayne Levi,"$4,688,679"
92,93,93,Mike Reid,"$4,686,774"
93,94,94,Skip Kendall,"$4,659,139"
94,95,95,Carlos Franco,"$4,650,017"
95,96,96,Joe Durant,"$4,505,639"
96,97,97,Charles Howell III,"$4,486,912"
97,98,98,David Edwards,"$4,441,324"
98,99,99,David Peoples,"$4,396,108"
99,100,100,Brent Geiberger,"$4,368,683"
100,101,101,Tom Byrum,"$4,338,806"
101,102,102,Jim Carter,"$4,303,926"
102,103,103,Paul Stankowski,"$4,298,463"
103,104,104,Mark Wiebe,"$4,289,025"
104,105,105,John Daly,"$4,272,541"
105,106,106,Chris Riley,"$4,259,716"
106,107,107,Rich Beem,"$4,259,367"
107,108,108,Mike Hulbert,"$4,164,908"
108,109,109,Tom Purtzer,"$4,134,028"
109,110,110,Retief Goosen,"$4,067,513"
110,111,111,Gene Sauers,"$4,052,783"
111,112,112,Joel Edwards,"$4,047,700"
112,113,113,Olin Browne,"$4,024,326"
113,114,114,Rick Fehr,"$4,012,299"
114,115,115,Neal Lancaster,"$4,005,809"
115,116,116,Jonathan Kaye,"$4,001,337"
116,117,117,Grant Waite,"$3,963,114"
117,118,118,Tom Pernice Jr.,"$3,912,275"
118,119,119,Brandel Chamblee,"$3,885,737"
119,120,120,John Mahaffey,"$3,876,852"
120,121,121,Ted Tryba,"$3,842,799"
121,122,122,Larry Nelson,"$3,827,401"
122,123,123,Notah Begay III,"$3,799,200"
123,124,124,J.P. Hayes,"$3,759,760"
124,125,125,Tommy Armour III,"$3,756,715"
125,126,126,Greg Kraft,"$3,741,366"
126,127,127,Robert Gamez,"$3,726,397"
127,128,128,Ken Green,"$3,631,355"
128,129,129,Rory Sabbatini,"$3,619,110"
129,130,130,Dennis Paulson,"$3,615,621"
130,131,131,Donnie Hammond,"$3,614,779"
131,132,132,Nolan Henke,"$3,592,593"
132,133,133,Paul Goydos,"$3,554,447"
133,134,134,Stephen Ames,"$3,537,696"
134,135,135,Andy Bean,"$3,523,230"
135,136,136,Brad Bryant,"$3,497,058"
136,137,137,Lee Trevino,"$3,478,328"
137,138,138,Robert Damron,"$3,435,605"
138,139,139,Tim Simpson,"$3,406,017"
139,140,140,K.J. Choi,"$3,310,979"
140,141,141,Don Pooley,"$3,296,615"
141,142,142,Tommy Tolles,"$3,235,814"
142,143,143,Phil Blackmar,"$3,226,584"
143,144,144,Harrison Frazar,"$3,124,889"
144,145,145,Fulton Allem,"$3,115,436"
145,146,146,Dan Pohl,"$3,101,557"
146,147,147,J.L. Lewis,"$3,091,088"
147,148,148,Ronnie Black,"$3,070,281"
148,149,149,Franklin Langham,"$3,043,645"
149,150,150,Brian Henninger,"$3,040,528"
150,151,151,Bob Gilder,"$3,032,108"
151,152,152,Woody Austin,"$2,944,407"
152,153,153,Esteban Toledo,"$2,898,941"
153,154,154,Michael Bradley,"$2,883,926"
154,155,155,Frank Nobilo,"$2,875,836"
155,156,156,David Ogrin,"$2,836,039"
156,157,157,Bobby Wadkins,"$2,822,418"
157,158,158,Jodie Mudd,"$2,806,955"
158,159,159,Chris Smith,"$2,784,585"
159,160,160,Brian Gay,"$2,782,453"
160,161,161,Greg Chalmers,"$2,769,463"
161,162,162,Johnny Miller,"$2,747,484"
162,163,163,Doug Tewell,"$2,713,623"
163,164,164,Howard Twitty,"$2,713,551"
164,165,165,Phil Tataurangi,"$2,661,424"
165,166,166,Scott Gump,"$2,635,137"
166,167,167,Brad Fabel,"$2,629,986"
167,168,168,Bob May,"$2,621,643"
168,169,169,Hubert Green,"$2,591,959"
169,170,170,Sandy Lyle,"$2,552,417"
170,171,171,Scott Dunlap,"$2,488,150"
171,172,172,Willie Wood,"$2,478,656"
172,173,173,Jim McGovern,"$2,473,754"
173,174,174,Jay Delsing,"$2,471,861"
174,175,175,Mike Springer,"$2,439,113"
175,176,176,Matt Gogel,"$2,429,308"
176,177,177,Cameron Beckman,"$2,422,818"
177,178,178,Bob Lohr,"$2,417,060"
178,179,179,Gary Hallberg,"$2,408,745"
179,180,180,Dave Barr,"$2,404,793"
180,181,181,Tom Scherrer,"$2,402,876"
181,182,182,Craig Perks,"$2,387,082"
182,183,183,Keith Clearwater,"$2,365,698"
183,184,184,Billy Ray Brown,"$2,330,389"
184,185,185,Bob Burns,"$2,319,451"
185,186,186,Calvin Peete,"$2,302,363"
186,187,187,Mike Sullivan,"$2,295,735"
187,188,188,Lennie Clements,"$2,280,766"
188,189,189,Ed Fiori,"$2,270,198"
189,190,190,Tom Weiskopf,"$2,241,687"
190,191,191,Brandt Jobe,"$2,223,763"
191,192,192,Brett Quigley,"$2,215,799"
192,193,193,Roger Maltbie,"$2,212,879"
193,194,194,Brian Claar,"$2,208,350"
194,195,195,J.C. Snead,"$2,197,545"
195,196,196,Brian Watts,"$2,194,330"
196,197,197,Clarence Rose,"$2,155,380"
197,198,198,John Rollins,"$2,126,135"
198,199,199,Pete Jordan,"$2,103,719"
199,200,200,Bradley Hughes,"$2,085,761"
200,201,201,Ian Baker-Finch,"$2,078,743"
201,202,202,Wayne Grady,"$2,077,433"
202,203,203,Gabriel Hjertstedt,"$2,041,376"
203,204,204,John Adams,"$2,019,582"
204,205,205,Larry Rinker,"$2,007,824"
205,206,206,Carl Paulson,"$1,999,700"
206,207,207,Mike Donald,"$1,970,260"
207,208,208,Robin Freeman,"$1,938,478"
208,209,209,Jim Thorpe,"$1,935,566"
209,210,210,Jay Williamson,"$1,921,480"
210,211,211,Dave Rummells,"$1,889,510"
211,212,212,David Graham,"$1,888,731"
212,213,213,Trevor Dodds,"$1,883,279"
213,214,214,Arnold Palmer,"$1,861,857"
214,215,215,Gary Player,"$1,834,482"
215,216,216,José Coceres,"$1,828,888"
216,217,217,Richard Zokol,"$1,821,242"
217,218,218,Leonard Thompson,"$1,819,028"
218,219,219,Bill Britton,"$1,814,615"
219,220,220,Matt Kuchar,"$1,810,395"
220,221,221,Mark Lye,"$1,800,654"
221,222,222,George Burns,"$1,781,090"
222,223,223,Mike Standly,"$1,756,701"
223,224,224,Briny Baird,"$1,744,872"
224,225,225,Morris Hatalsky,"$1,707,280"
225,226,226,Bruce Fleisher,"$1,695,111"
226,227,227,Billy Casper,"$1,691,583"
227,228,228,Craig Barlow,"$1,665,884"
228,229,229,Kelly Gibson,"$1,661,796"
229,230,230,J.J. Henry,"$1,650,593"
230,231,231,Bob Murphy,"$1,642,330"
231,232,232,Ted Schulz,"$1,638,795"
232,233,233,Jerry Pate,"$1,634,246"
233,234,234,Glen Hnatiuk,"$1,632,932"
234,235,235,Gary Koch,"$1,629,482"
235,236,236,Ian Leggatt,"$1,627,835"
236,237,237,Dicky Pride,"$1,608,179"
237,238,238,Lon Hinkle,"$1,607,691"
238,239,239,Kenny Knox,"$1,607,180"
239,240,240,Gene Littler,"$1,584,210"
240,241,241,Jack Renner,"$1,579,090"
241,242,242,Curt Byrum,"$1,576,535"
242,243,243,Miller Barber,"$1,564,204"
243,244,244,Mark Hayes,"$1,555,739"
244,245,245,Jim Colbert,"$1,553,136"
245,246,246,Peter Lonard,"$1,553,098"
246,247,247,Bob Eastwood,"$1,546,106"
247,248,248,Keith Fergus,"$1,525,554"
248,249,249,David Sutherland,"$1,518,602"
249,250,250,Miguel Angel Jiménez,"$1,511,887"
250,251,251,"David Berganio, Jr.","$1,509,832"
251,252,252,Edward Fryatt,"$1,502,041"
252,253,253,Mike Sposa,"$1,496,498"
253,254,254,Shaun Micheel,"$1,495,663"
254,255,255,Buddy Gardner,"$1,491,943"
255,256,256,Jonathan Byrd,"$1,485,243"
256,257,257,Geoff Ogilvy,"$1,482,522"
257,258,258,Per-Ulrik Johansson,"$1,476,962"
258,259,259,Brad Elder,"$1,475,439"
259,260,260,Pat Perez,"$1,451,726"
260,261,261,David Gossett,"$1,424,434"
261,262,262,Bobby Clampett,"$1,423,000"
262,263,263,Robert Wrenn,"$1,422,635"
263,264,264,Billy Kratzert,"$1,396,819"
264,265,265,Bill Rogers,"$1,384,710"
265,266,266,Bruce Crampton,"$1,376,193"
266,267,267,Andy North,"$1,365,530"
267,268,268,Michael Clark II,"$1,331,235"
268,269,269,Ed Dougherty,"$1,323,769"
269,270,270,Spike McRoy,"$1,314,212"
270,271,271,Tom Sieckmann,"$1,310,647"
271,272,272,Dave Stockton,"$1,303,281"
272,273,273,Denis Watson,"$1,288,621"
273,274,274,Jerry Smith,"$1,268,574"
274,275,275,Al Geiberger,"$1,265,188"
275,276,276,Mike Heinen,"$1,243,313"
276,277,277,John Morse,"$1,227,789"
277,278,278,Danny Edwards,"$1,212,304"
278,279,279,Guy Boros,"$1,201,367"
279,280,280,Joe Ogilvie,"$1,197,971"
280,281,281,Dan Halldorson,"$1,188,289"
281,282,282,Charles Coody,"$1,187,762"
282,283,283,Dave Eichelberger,"$1,186,505"
283,284,284,Tony Sills,"$1,173,361"
284,285,285,Luke Donald,"$1,168,952"
285,286,286,Don January,"$1,140,925"
286,287,287,Dave Hill,"$1,130,420"
287,288,288,Garrett Willis,"$1,128,520"
288,289,289,Kaname Yokoo,"$1,121,143"
289,290,290,Dick Mast,"$1,110,985"
290,291,291,Chad Campbell,"$1,100,044"
291,292,292,Mathew Goggin,"$1,089,140"
292,293,293,John Inman,"$1,087,947"
293,294,294,Lee Porter,"$1,073,321"
294,295,295,Paul Gow,"$1,070,761"
295,296,296,Gibby Gilbert,"$1,056,506"
296,297,297,Mac O'Grady,"$1,050,779"
297,298,298,Kevin Wentworth,"$1,044,288"
298,299,299,Rex Caldwell,"$1,043,403"
299,300,300,Brett Ogle,"$1,042,598"
300,301,301,Chi Chi Rodriguez,"$1,037,106"
301,302,302,Mike Smith,"$1,024,313"
302,303,303,Lee Elder,"$1,020,514"
303,304,304,Bobby Nichols,"$993,025"
304,305,305,Barry Jaeckel,"$982,408"
305,306,306,Jim Simons,"$981,056"
306,307,307,Isao Aoki,"$960,571"
307,308,308,John Riegger,"$948,769"
308,309,309,Ben Crane,"$921,076"
309,310,310,Pat McGowan,"$915,577"
310,311,311,Heath Slocum,"$910,285"
311,312,312,Bruce Devlin,"$907,069"
312,313,313,Mark Carnevale,"$906,925"
313,314,314,Jerry McGee,"$871,753"
314,315,315,Hidemichi Tanaka,"$863,610"
315,316,316,Ed Sneed,"$860,268"
316,317,317,Bart Bryant,"$851,632"
317,318,318,Bill Sander,"$823,428"
318,319,319,Ron Streck,"$817,211"
319,320,320,Tim Petrovic,"$813,305"
320,321,321,Grier Jones,"$803,189"
321,322,322,Gay Brewer,"$800,914"
322,323,323,Rod Pampling,"$794,379"
323,324,324,Lance Ten Broeck,"$790,347"
324,325,325,Jerry Heard,"$780,746"
325,326,326,Kent Jones,"$780,159"
326,327,327,Doug Sanders,"$772,993"
327,328,328,Greg Twiggs,"$767,294"
328,329,329,Frank Conner,"$750,733"
329,330,330,Michael Allen,"$740,360"
330,331,331,Peter Oosterhuis,"$736,692"
331,332,332,Joe Inman,"$729,249"
332,333,333,Kermit Zarley,"$715,721"
333,334,334,Mike McCullough,"$682,511"
334,335,335,Rod Curl,"$677,009"
335,336,336,Homero Blancas,"$671,251"
336,337,337,David Morland IV,"$667,890"
337,338,338,Gary McCord,"$662,359"
338,339,339,Gary Nicklaus,"$655,844"
339,340,340,Tim Clark,"$654,359"
340,341,341,Jeff Gallagher,"$650,543"
341,342,342,Bob Goalby,"$645,013"
342,343,343,Victor Regalado,"$628,557"
343,344,344,Tripp Isenhour,"$621,266"
344,345,345,T.C. Chen,"$616,303"
345,346,346,Deane Pappas,"$607,784"
346,347,347,Pat Bates,"$594,628"
347,348,348,John Senden,"$578,613"
348,349,349,Dale Douglass,"$577,950"
349,350,350,Brent Schwarzrock,"$577,356"
350,351,351,Jeff Brehaut,"$575,733"
351,352,352,Sam Randolph,"$574,876"
352,353,353,Mark Pfeil,"$573,387"
353,354,354,Jim Dent,"$564,809"
354,355,355,Bud Allin,"$563,288"
355,356,356,Stan Utley,"$549,890"
356,357,357,John Schroeder,"$546,569"
357,358,358,Tim Norris,"$545,531"
358,359,359,Steve Allan,"$542,684"
359,360,360,Mac McLendon,"$541,908"
360,361,361,Rik Massengale,"$536,254"
361,362,362,Vance Heafner,"$535,177"
362,363,363,Bobby Cole,"$535,130"
363,364,364,Forrest Fezler,"$527,325"
364,365,365,Mike Morley,"$526,403"
365,366,366,Michael Muehr,"$512,694"
366,367,367,Ken Brown,"$507,919"
367,368,368,Jim Nelford,"$485,111"
368,369,369,Steve Melnyk,"$477,784"
369,370,370,Tom Jenkins,"$470,019"
370,371,371,Bob Lunn,"$459,182"
371,372,372,Kenneth Staton,"$453,816"
372,373,373,Mike Nicolette,"$448,037"
373,374,374,Bob Rosburg,"$436,446"
374,375,375,Tom Shaw,"$434,756"
375,376,376,Allen Miller,"$426,883"
376,377,377,Jeff Gove,"$425,406"
377,378,378,Phillip Hancock,"$425,154"
378,379,379,Bobby Mitchell,"$421,938"
379,380,380,Larry Hinson,"$413,284"
380,381,381,Wally Armstrong,"$406,269"
381,382,382,Fred Marti,"$404,674"
382,383,383,Terry Diehl,"$404,611"
383,384,384,Dow Finsterwald,"$402,102"
384,385,385,Orville Moody,"$389,846"
385,386,386,John Fought,"$387,036"
386,387,387,Greg Powers,"$386,086"
387,388,388,Bob Smith,"$385,283"
388,389,389,Jim Benepe,"$381,314"
389,390,390,Bob Shearer,"$378,336"
390,391,391,Billy Maxwell,"$375,648"
391,392,392,Johnny Pott,"$371,396"
392,393,393,Deane Beman,"$370,003"
393,394,394,George Cadle,"$362,543"
394,395,395,R.H. Sikes,"$344,387"
395,396,396,Charles Sifford,"$341,224"
396,397,397,Tony Jacklin,"$336,530"
397,398,398,Jim Wiechers,"$329,169"
398,399,399,Lyn Lott,"$325,966"
399,400,400,Jeff Mitchell,"$322,320"
400,401,401,Pat Lindsey,"$318,777"
401,402,402,Danny Ellis,"$315,826"
402,403,403,Woody Blackburn,"$310,231"
403,404,404,Jim Jamieson,"$306,618"
404,405,405,Richard Crawford,"$305,500"
405,406,406,Bob Dickson,"$296,640"
406,407,407,Labron Harris,"$295,917"
407,408,408,Mike Souchak,"$287,463"
408,409,409,Brian Bateman,"$281,421"
409,410,410,Howie Johnson,"$280,816"
410,411,411,DeWitt Weaver,"$273,435"
411,412,412,Ken Venturi,"$268,263"
412,413,413,Matt Peterson,"$266,543"
413,414,414,Ernie Gonzalez,"$265,032"
414,415,415,Bert Greene,"$264,230"
415,416,416,Bob Wynn,"$261,565"
416,417,417,Terry Dill,"$255,050"
417,418,418,Bob Heintz,"$254,758"
418,419,419,Paul Claxton,"$235,813"
419,420,420,Fred Wadsworth,"$235,449"
420,421,421,Tommy Jacobs,"$232,720"
421,422,422,Ron Cerrudo,"$228,199"
422,423,423,Stephen Gangluff,"$215,740"
423,424,424,Pete Brown,"$214,884"
424,425,425,Brett Wetterich,"$210,208"
425,426,426,Bo Van Pelt,"$209,437"
426,427,427,Don Massengale,"$207,688"
427,428,428,Fred Hawkins,"$205,228"
428,429,429,Babe Hiskey,"$202,754"
429,430,430,Dwight Nevil,"$199,935"
430,431,431,Don Iverson,"$198,477"
431,432,432,Jack Newton,"$191,898"
432,433,433,Cesar Sanudo,"$175,897"
433,434,434,Dave Ragan,"$172,256"
434,435,435,Al Balding,"$168,446"
435,436,436,Michael Long,"$167,264"
436,437,437,Fred Haas,"$165,873"
437,438,438,Roy Pace,"$165,699"
438,439,439,Marty Fleckman,"$162,141"
439,440,440,Bob Byman,"$161,884"
440,441,441,Bert Weaver,"$161,210"
441,442,442,Jess Daley,"$154,675"
442,443,443,Pat Fitzsimons,"$153,542"
443,444,444,Bunky Henry,"$153,499"
444,445,445,Jason Hill,"$150,860"
445,446,446,Gary Groh,"$148,753"
446,447,447,Mike Holland,"$146,470"
447,448,448,Rocky Thompson,"$146,391"
448,449,449,Steve Spray,"$142,045"
449,450,450,Eduardo Herrera,"$134,220"
450,451,451,Jack Fleck,"$129,737"
451,452,452,Randy Glover,"$123,531"
452,453,453,Brad Lardon,"$120,747"
453,454,454,Al Besselink,"$119,183"
454,455,455,Steve Reid,"$110,441"
455,456,456,Bill Garrett,"$107,610"
456,457,457,Jim Ferree,"$106,895"
457,458,458,Bob Toski,"$105,484"
458,459,459,Bob McCallister,"$101,079"
459,460,460,Boo Weekley,"$95,206"
460,461,461,Tom Nieporte,"$94,555"
461,462,462,Brenden Pappas,"$83,519"
462,463,463,Sam Adams,"$82,787"
463,464,464,Ernie Vossler,"$74,229"
464,465,465,Richie Karl,"$61,566"
465,466,466,Mike Fetchick,"$52,044"
466,467,467,Bill Johnston,"$50,707"
467,468,468,Bob Mann,"$45,113"
468,469,469,Dick Hart,"$34,739"
469,470,470,Laurie Hammer,"$25,992"
470,471,471,Al Johnston,"$24,099"
471,472,472,Joe Kirkwood,"$23,173"
472,473,473,Ty Tryon,"$8,620"
