,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,Luke Donald,69,44.34,47,106,-0.04
1,2,2,Fred Funk,65,43.4,46,106,-0.26
2,3,3,Heath Slocum,101,43.3,84,194,-0.12
3,4,4,Dean Wilson,92,42.68,70,164,-0.10
4,5,5,Anders Hansen,55,42.31,33,78,-0.03
5,6,6,Corey Pavin,81,40.91,63,154,-0.05
6,7,7,Tim Clark,66,40.74,44,108,-0.32
7,8,8,Doug LaBelle II,104,40.5,81,200,-0.09
8,9,9,Bart Bryant,87,40.0,64,160,-0.19
9,10,10,Brian Gay,107,39.81,82,206,-0.23
10,11,11,José Coceres,50,39.77,35,88,+0.20
11,12,12,Shigeki Maruyama,84,39.16,65,166,+0.05
12,13,13,Frank Lickliter II,95,39.01,71,182,+0.03
13,14,14,Jim Furyk,84,38.97,53,136,-0.23
14,15,15,Gavin Coles,87,38.55,64,166,+0.06
15,16,16,Mark Brooks,53,38.3,36,94,-0.14
16,17,17,Richard Johnson,93,37.91,69,182,+0.03
17,18,18,Craig Kanada,109,37.86,78,206,+0.03
18,T19,T19,Craig Bowden,78,37.5,57,152,-0.26
19,T19,T19,Ben Curtis,80,37.5,51,136,+0.06
20,21,21,Rocco Mediate,72,37.32,53,142,-0.04
21,22,22,Darron Stiles,65,37.29,44,118,+0.20
22,23,23,Stephen Leaney,82,36.88,59,160,-0.07
23,24,24,Matt Kuchar,85,36.71,58,158,-0.10
24,25,25,Kirk Triplett,77,36.67,55,150,-0.04
25,26,26,Glen Day,85,36.42,59,162,-0.05
26,27,27,Ian Poulter,63,36.36,32,88,-0.28
27,28,28,Scott Verplank,82,36.15,47,130,-0.04
28,29,29,Steve Elkington,87,36.08,57,158,-0.23
29,30,30,Paul Goydos,60,35.85,38,106,-0.24
30,T31,T31,Nick O'Hern,72,35.71,40,112,-0.15
31,T31,T31,David Toms,80,35.71,45,126,-0.09
32,T33,T33,Ryuji Imada,104,35.42,68,192,-0.07
33,T33,T33,Jeff Sluman,60,35.42,34,96,+0.06
34,35,35,Jerry Kelly,101,34.94,58,166,-0.17
35,36,36,Shaun Micheel,91,34.87,53,152,E
36,37,37,Joe Durant,88,34.42,53,154,-0.09
37,38,38,Tom Lehman,62,34.26,37,108,-0.08
38,39,39,Brian Davis,101,34.02,66,194,+0.03
39,40,40,Tom Byrum,50,33.7,31,92,E
40,41,41,Bob Tway,103,33.68,64,190,+0.03
41,42,42,Chris Riley,59,33.64,37,110,+0.03
42,T43,T43,Michael Boyd,61,33.33,38,114,-0.05
43,T43,T43,Bob Estes,88,33.33,56,168,-0.09
44,T43,T43,Paul Gow,70,33.33,44,132,-0.02
45,T43,T43,Brandt Snedeker,105,33.33,62,186,+0.02
46,47,47,Jeff Maggert,79,32.91,52,158,-0.15
