,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
0,1,1,Bubba Watson,80,55.43,510,920,-0.196
1,2,2,John Daly,59,54.51,375,688,-0.055999999999999994
2,3,3,J.B. Holmes,71,52.29,469,897,-0.051
3,4,4,Robert Garrigus,95,50.17,604,1204,-0.146
4,5,5,Brett Wetterich,88,44.04,432,981,-0.12300000000000001
5,6,6,Harrison Frazar,88,41.74,427,1023,-0.08199999999999999
6,7,7,Tag Ridings,52,40.76,256,628,-0.168
7,8,8,Nick Watney,87,40.16,392,976,-0.14
8,9,9,Tiger Woods,63,39.04,235,602,-0.306
9,10,10,Chris Couch,76,39.02,398,1020,-0.128
10,11,11,Anthony Kim,93,38.61,429,1111,-0.191
11,12,12,Adam Scott,69,38.16,290,760,-0.193
12,13,13,Jason Gore,86,38.07,415,1090,-0.17800000000000002
13,14,14,Jeff Overton,60,37.93,286,754,-0.192
14,15,15,Charley Hoffman,97,37.48,434,1158,-0.152
15,16,16,Charles Howell III,89,37.28,343,920,-0.222
16,17,17,Henrik Stenson,52,37.1,187,504,-0.086
17,18,18,Scott Gutschewski,67,36.58,297,812,-0.192
18,19,19,Bill Haas,93,36.45,417,1144,-0.146
19,20,20,Matt Hendrix,63,35.94,276,768,-0.08
20,21,21,Mathias Grönberg,95,35.18,432,1228,-0.192
21,22,22,Charles Warren,101,35.1,456,1299,-0.171
22,23,23,Troy Matteson,87,34.68,368,1061,-0.152
23,24,24,Geoff Ogilvy,84,34.44,310,900,-0.152
24,25,25,Steve Allan,63,34.07,261,766,-0.153
25,26,26,Ernie Els,59,33.77,208,616,-0.163
26,27,27,Boo Weekley,101,33.58,366,1090,-0.145
27,28,28,Vijay Singh,102,33.36,383,1148,-0.20600000000000002
28,29,29,Bubba Dickerson,51,33.0,198,600,-0.192
29,30,30,Robert Allenby,90,32.98,347,1052,-0.127
30,31,31,Phil Mickelson,73,32.01,233,728,-0.21899999999999997
31,T32,T32,Lucas Glover,98,31.71,346,1091,-0.182
32,T32,T32,Pat Perez,84,31.71,287,905,-0.21600000000000003
33,34,34,Paul Stankowski,52,31.57,185,586,-0.086
34,35,35,Davis Love III,66,31.41,234,745,-0.081
35,36,36,Kenny Perry,83,31.29,326,1042,-0.16
36,37,37,Daniel Chopra,106,31.1,413,1328,-0.131
37,38,38,Andrew Buckle,77,31.06,292,940,-0.11599999999999999
38,39,39,Brendon de Jonge,76,31.02,286,922,-0.14
39,T40,T40,Greg Owen,81,30.28,298,984,-0.141
40,T40,T40,D.J. Trahan,99,30.28,380,1255,-0.121
41,42,42,Chris Tidland,59,30.2,215,712,-0.177
