,Driving_Pct._300_Measured_RANK THIS WEEK,Driving_Pct._300_Measured_RANK LAST WEEK,Driving_Pct._300_Measured_PLAYER NAME,Driving_Pct._300_Measured_ROUNDS,Driving_Pct._300_Measured_%,Driving_Pct._300_Measured_TOTAL DRIVES FOR 300+,Driving_Pct._300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300_Measured_RELATIVE TO PAR
0,1,1,Bubba Watson,80,72.3,107,148,-0.33
1,2,2,John Daly,59,67.92,72,106,-0.04
2,3,3,Robert Garrigus,95,67.89,129,190,-0.31
3,4,4,J.B. Holmes,71,65.94,91,138,-0.19
4,5,5,Harrison Frazar,88,59.15,97,164,-0.20
5,6,6,Jason Gore,86,57.56,99,172,-0.15
6,7,7,Scott Gutschewski,67,57.14,72,126,-0.28
7,8,8,Tag Ridings,52,56.0,56,100,-0.18
8,9,9,Tiger Woods,63,55.68,49,88,-0.41
9,10,10,Brett Wetterich,88,55.33,83,150,-0.25
10,11,11,Matt Hendrix,63,54.92,67,122,-0.10
11,12,12,Nick Watney,87,54.43,86,158,-0.27
12,13,13,Bill Haas,93,53.93,96,178,-0.19
13,14,14,Anthony Kim,93,53.53,91,170,-0.22
14,15,15,Charles Warren,101,53.47,108,202,-0.26
15,16,16,Mathias Grönberg,95,52.11,99,190,-0.25
16,17,17,Adam Scott,69,51.85,56,108,-0.30
17,18,18,Chris Couch,76,51.32,78,152,-0.21
18,T19,T19,Steve Allan,63,50.0,59,118,-0.36
19,T19,T19,Mathew Goggin,97,50.0,93,186,-0.20
20,21,21,Charles Howell III,89,49.31,71,144,-0.35
21,22,22,Charley Hoffman,97,48.35,88,182,-0.24
22,23,23,Jeff Overton,60,48.28,56,116,-0.34
23,24,24,Bubba Dickerson,51,46.81,44,94,-0.14
24,25,25,Pat Perez,84,46.43,65,140,-0.22
25,26,26,Robert Allenby,90,45.68,74,162,-0.22
26,27,27,Sean O'Hair,98,45.45,80,176,-0.48
27,28,28,Troy Matteson,87,45.06,73,162,-0.26
28,29,29,Hunter Mahan,91,44.94,71,158,-0.44
29,30,30,Henrik Stenson,52,44.44,32,72,-0.03
30,31,31,George McNeill,95,44.25,77,174,-0.25
31,32,32,Kenny Perry,83,43.67,69,158,-0.25
32,33,33,Camilo Villegas,82,43.06,62,144,-0.16
33,34,34,Vijay Singh,102,42.44,73,172,-0.23
34,35,35,Jason Schultz,63,42.37,50,118,-0.28
35,36,36,Kyle Reifers,71,42.03,58,138,-0.28
36,37,37,Daniel Chopra,106,41.83,87,208,-0.26
37,38,38,Paul Stankowski,52,41.67,40,96,-0.25
38,T39,T39,Lucas Glover,98,41.57,69,166,-0.23
39,T39,T39,Ryan Palmer,91,41.57,74,178,-0.28
40,41,41,Phil Mickelson,73,41.53,49,118,-0.27
41,42,42,Steve Marino,106,41.5,83,200,-0.29
42,43,43,Andrew Buckle,77,41.1,60,146,-0.20
43,44,44,John Merrick,92,40.91,72,176,-0.24
44,45,45,J.J. Henry,86,40.85,58,142,-0.43
45,46,46,Greg Owen,81,40.51,64,158,-0.23
46,47,47,Craig Barlow,52,40.38,42,104,-0.26
47,48,48,Michael Putnam,96,40.12,69,172,-0.30
48,49,49,Retief Goosen,50,39.71,27,68,-0.19
49,50,50,D.J. Trahan,99,39.69,77,194,-0.22
50,51,51,Sergio Garcia,68,39.29,44,112,-0.27
51,52,52,Chris Tidland,59,39.09,43,110,-0.23
52,53,53,Brendon de Jonge,76,38.89,56,144,-0.27
53,54,54,Boo Weekley,101,38.24,65,170,-0.09
54,55,55,Davis Love III,66,38.18,42,110,-0.02
55,56,56,Jeff Brehaut,59,37.74,40,106,-0.18
