,Driving_Pct._280-300_Measured_RANK THIS WEEK,Driving_Pct._280-300_Measured_RANK LAST WEEK,Driving_Pct._280-300_Measured_PLAYER NAME,Driving_Pct._280-300_Measured_ROUNDS,Driving_Pct._280-300_Measured_%,Driving_Pct._280-300_Measured_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._280-300_Measured_RELATIVE TO PAR
0,1,1,Ernie Els,59,48.86,43,88,-0.26
1,2,2,Freddie Jacobson,70,45.0,63,140,-0.16
2,3,3,Bo Van Pelt,104,44.61,91,204,-0.23
3,T4,T4,John Rollins,102,43.82,78,178,-0.21
4,T4,T4,John Senden,97,43.82,78,178,-0.13
5,6,6,Justin Rose,63,41.86,36,86,-0.42
6,7,7,Jaco Van Zyl,51,41.84,41,98,+0.17
7,8,8,Eric Axley,107,41.75,86,206,+0.01
8,9,9,Todd Hamilton,76,41.67,55,132,-0.05
9,10,10,Phil Mickelson,73,41.53,49,118,-0.24
10,11,11,Rod Pampling,92,41.45,63,152,-0.17
11,12,12,Craig Barlow,52,41.35,43,104,-0.12
12,13,13,Steve Lowery,74,41.22,61,148,-0.11
13,14,14,Mark Calcavecchia,93,41.14,65,158,-0.06
14,15,15,Jeff Gove,103,40.78,84,206,-0.17
15,16,16,Ted Purdy,102,40.1,77,192,-0.23
16,17,17,Davis Love III,66,40.0,44,110,-0.20
17,18,18,Geoff Ogilvy,84,39.84,51,128,-0.12
18,19,19,Kevin Stadler,95,39.66,69,174,+0.06
19,20,20,Vaughn Taylor,91,39.61,61,154,-0.16
20,21,21,Tripp Isenhour,86,39.38,63,160,-0.10
21,22,22,Lee Janzen,66,39.17,47,120,-0.06
22,23,23,Jim Rutledge,59,39.09,43,110,-0.07
23,24,24,Trevor Immelman,74,38.89,42,108,-0.05
24,25,25,Jonathan Byrd,73,38.81,52,134,-0.06
25,26,26,Charlie Wi,90,38.64,68,176,-0.19
26,27,27,Greg Owen,81,38.61,61,158,+0.08
27,28,28,Jason Bohn,57,38.6,44,114,+0.07
28,29,29,Lucas Glover,98,38.55,64,166,-0.08
29,T30,T30,Will MacKenzie,100,38.54,74,192,-0.07
30,T30,T30,Jeff Sluman,60,38.54,37,96,-0.14
31,32,32,Steve Marino,106,38.5,77,200,-0.19
32,33,33,Daniel Chopra,106,38.46,80,208,-0.15
33,34,34,Briny Baird,115,38.29,85,222,-0.04
34,35,35,Stuart Appleby,74,38.14,45,118,+0.11
35,36,36,David Branshaw,83,37.95,63,166,-0.05
36,37,37,Peter Lonard,85,37.89,61,161,-0.07
