,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
0,1,1,Jim Furyk,84,2.7,26,955,+0.231
1,2,2,Mark Brooks,53,2.9,19,656,+0.474
2,T3,T3,Chris Riley,59,3.0,23,769,+0.304
3,T3,T3,Heath Slocum,101,3.0,41,1351,E
4,T5,T5,Steve Elkington,87,3.1,34,1098,+0.265
5,T5,T5,Brian Gay,107,3.1,45,1439,+0.289
6,T5,T5,Paul Goydos,60,3.1,23,734,+0.261
7,T5,T5,Doug LaBelle II,104,3.1,43,1396,+0.512
8,T9,T9,Rich Beem,89,3.2,35,1077,+0.343
9,T9,T9,Zach Johnson,76,3.2,27,850,+0.259
10,T11,T11,Anders Hansen,55,3.3,18,545,+0.222
11,T11,T11,Scott Verplank,82,3.3,30,909,+0.433
12,T13,T13,Fred Funk,65,3.4,25,741,+0.120
13,T13,T13,Phil Mickelson,73,3.4,28,824,+0.036
14,T15,T15,Jeff Brehaut,59,3.5,26,739,+0.231
15,T15,T15,Joe Durant,88,3.5,38,1083,+0.395
16,T15,T15,Corey Pavin,81,3.5,38,1076,+0.158
17,18,18,Brian Davis,101,3.6,49,1356,+0.102
18,T19,T19,Craig Bowden,78,3.7,39,1062,+0.256
19,T19,T19,José Coceres,50,3.7,23,616,+0.174
20,T19,T19,Justin Leonard,95,3.7,46,1246,+0.435
21,T22,T22,Aaron Baddeley,83,3.8,36,955,+0.333
22,T22,T22,Jason Bohn,57,3.8,30,793,+0.100
23,T22,T22,Luke Donald,69,3.8,28,745,+0.107
24,T22,T22,Billy Mayfair,98,3.8,47,1253,+0.255
