,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,Bubba Watson,80,30.87,284,920,-0.243
1,2,2,J.B. Holmes,71,30.43,273,897,-0.114
2,3,3,John Daly,59,28.92,199,688,-0.085
3,4,4,Robert Garrigus,95,21.84,263,1204,-0.202
4,5,5,Brett Wetterich,88,18.14,178,981,-0.157
5,6,6,Tiger Woods,63,17.94,108,602,-0.352
6,7,7,Scott Gutschewski,67,17.61,143,812,-0.329
7,8,8,Harrison Frazar,88,17.6,180,1023,-0.161
8,9,9,Tag Ridings,52,17.52,110,628,-0.309
9,10,10,Chris Couch,76,16.76,171,1020,-0.211
10,11,11,Jason Gore,86,13.67,149,1090,-0.302
11,12,12,Adam Scott,69,13.42,102,760,-0.353
12,13,13,Nick Watney,87,13.11,128,976,-0.117
13,14,14,Jeff Overton,60,12.86,97,754,-0.351
14,15,15,Troy Matteson,87,12.63,134,1061,-0.179
15,16,16,Mathias Grönberg,95,12.62,155,1228,-0.252
16,T17,T17,Bill Haas,93,12.5,143,1144,-0.217
17,T17,T17,Matt Hendrix,63,12.5,96,768,-0.031
18,19,19,Charles Warren,101,12.39,161,1299,-0.242
19,20,20,Bubba Dickerson,51,12.17,73,600,-0.123
20,21,21,Henrik Stenson,52,12.1,61,504,-0.115
21,22,22,Anthony Kim,93,11.97,133,1111,-0.233
22,23,23,Geoff Ogilvy,84,11.89,107,900,-0.187
23,24,24,Steve Allan,63,11.75,90,766,-0.233
24,25,25,Davis Love III,66,11.41,85,745,-0.129
25,T26,T26,Charley Hoffman,97,11.31,131,1158,-0.282
26,T26,T26,D.J. Trahan,99,11.31,142,1255,-0.155
27,28,28,Vijay Singh,102,11.15,128,1148,-0.172
28,29,29,Charles Howell III,89,10.98,101,920,-0.307
29,30,30,Andrew Buckle,77,10.74,101,940,-0.198
30,31,31,Lucas Glover,98,10.54,115,1091,-0.087
31,32,32,Robert Allenby,90,10.36,109,1052,-0.275
32,33,33,Ryan Palmer,91,10.24,117,1143,-0.179
33,34,34,Daniel Chopra,106,10.17,135,1328,-0.178
34,35,35,Steve Marino,106,10.12,129,1275,-0.279
35,36,36,Chris Tidland,59,10.11,72,712,-0.153
36,37,37,Paul Stankowski,52,9.9,58,586,-0.138
37,38,38,Brendon de Jonge,76,9.65,89,922,-0.146
38,39,39,Craig Barlow,52,9.59,59,615,-0.305
39,40,40,Ernie Els,59,9.58,59,616,-0.136
40,41,41,Boo Weekley,101,9.54,104,1090,-0.192
41,42,42,Rory Sabbatini,81,9.49,84,885,-0.321
42,43,43,Kyle Reifers,71,9.39,83,884,-0.277
43,44,44,Kevin Stadler,95,9.34,102,1092,-0.167
44,45,45,Kenny Perry,83,9.21,96,1042,-0.156
45,46,46,Aaron Baddeley,83,9.16,85,928,-0.165
46,47,47,J.J. Henry,86,9.04,86,951,-0.256
47,48,48,Stuart Appleby,74,8.85,72,814,-0.319
48,49,49,Mathew Goggin,97,8.84,107,1211,-0.308
49,50,50,Michael Sim,52,8.83,62,702,-0.258
50,51,51,Sean O'Hair,98,8.76,102,1164,-0.324
51,52,52,Hunter Mahan,91,8.75,88,1006,-0.239
52,53,53,Jason Schultz,63,8.63,64,742,-0.109
53,54,54,George McNeill,95,8.54,95,1112,-0.200
54,55,55,Carl Pettersson,111,8.44,109,1291,-0.294
55,56,56,J.P. Hayes,89,8.34,93,1115,-0.140
56,57,57,Greg Owen,81,8.33,82,984,-0.159
57,58,58,John Merrick,92,8.29,94,1134,-0.213
