,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
59,T60,T60,Tom Pernice Jr.,104,2.17,4.0,184,+0.50
60,T60,T60,Kyle Reifers,71,2.17,3.0,138,+0.33
61,62,62,Mark Brooks,53,2.13,2.0,94,+1.50
62,63,63,Rocco Mediate,72,2.11,3.0,142,-0.33
63,T64,T64,Will MacKenzie,100,2.08,4.0,192,-0.25
64,T64,T64,Ted Purdy,102,2.08,4.0,192,+0.50
65,66,66,Heath Slocum,101,2.06,4.0,194,+1.25
66,67,67,Tag Ridings,52,2.0,2.0,100,+0.50
67,68,68,Rod Pampling,92,1.97,3.0,152,+0.33
68,69,69,Alex Cejka,80,1.92,3.0,156,E
69,70,70,Parker McLachlin,83,1.9,3.0,158,E
70,T71,T71,Tom Lehman,62,1.85,2.0,108,+0.50
71,T71,T71,Troy Matteson,87,1.85,3.0,162,+0.33
72,T71,T71,Adam Scott,69,1.85,2.0,108,E
73,T74,T74,Harrison Frazar,88,1.83,3.0,164,+1.00
74,T74,T74,Dean Wilson,92,1.83,3.0,164,+0.33
75,76,76,David Branshaw,83,1.81,3.0,166,+1.00
76,T77,T77,Sergio Garcia,68,1.79,2.0,112,E
77,T77,T77,Ryan Moore,92,1.79,3.0,168,+0.67
78,79,79,Vijay Singh,102,1.74,3.0,172,+0.33
79,T80,T80,John Rollins,102,1.69,3.0,178,E
80,T80,T80,Jason Schultz,63,1.69,2.0,118,-0.50
81,82,82,Cameron Beckman,96,1.63,3.0,184,-0.33
82,83,83,Chris Stroud,66,1.61,2.0,124,E
83,84,84,Geoff Ogilvy,84,1.56,2.0,128,+1.00
84,T85,T85,Todd Hamilton,76,1.52,2.0,132,+1.00
85,T85,T85,Steve Stricker,81,1.52,2.0,132,E
86,T87,T87,Jonathan Byrd,73,1.49,2.0,134,+0.50
87,T87,T87,Dicky Pride,71,1.49,2.0,134,+0.50
88,T87,T87,Mike Weir,82,1.49,2.0,134,E
89,90,90,Steve Wheatcroft,73,1.45,2.0,138,+2.50
90,T91,T91,Michael Allen,74,1.43,2.0,140,+0.50
91,T91,T91,Freddie Jacobson,70,1.43,2.0,140,-0.50
92,T93,T93,Marco Dawson,73,1.41,2.0,142,+1.00
93,T93,T93,J.J. Henry,86,1.41,2.0,142,+1.00
94,95,95,Brendon de Jonge,76,1.39,2.0,144,+0.50
95,96,96,Joey Sindelar,75,1.37,2.0,146,+1.00
96,97,97,Chris Couch,76,1.32,2.0,152,+1.50
97,T98,T98,Tommy Armour III,81,1.3,2.0,154,E
98,T98,T98,Vaughn Taylor,91,1.3,2.0,154,E
99,T100,T100,Mark Calcavecchia,93,1.27,2.0,158,-0.50
100,T100,T100,Jeff Maggert,79,1.27,2.0,158,+0.50
101,102,102,Tripp Isenhour,86,1.25,2.0,160,E
102,103,103,Bob Heintz,85,1.23,2.0,162,E
103,104,104,Daisuke Maruyama,86,1.22,2.0,164,+1.00
104,105,105,Kevin Na,84,1.19,2.0,168,+0.50
105,106,106,Boo Weekley,101,1.18,2.0,170,+0.50
106,107,107,Justin Rose,63,1.16,1.0,86,-1.00
107,108,108,Kevin Stadler,95,1.15,2.0,174,E
108,T109,T109,Ian Poulter,63,1.14,1.0,88,E
109,T109,T109,Charlie Wi,90,1.14,2.0,176,+1.00
110,T109,T109,Tiger Woods,63,1.14,1.0,88,E
111,112,112,Woody Austin,95,1.12,2.0,178,+2.50
112,113,113,Richard Johnson,93,1.1,2.0,182,-0.50
113,114,114,Brandt Snedeker,105,1.08,2.0,186,-0.50
114,115,115,Bubba Dickerson,51,1.06,1.0,94,E
115,T116,T116,Jason Dufner,100,1.04,2.0,192,-0.50
116,T116,T116,Jeff Sluman,60,1.04,1.0,96,E
117,T116,T116,Paul Stankowski,52,1.04,1.0,96,E
118,119,119,Kent Jones,97,1.03,2.0,194,E
119,120,120,Jay Williamson,50,1.0,1.0,100,+1.00
120,T121,T121,Eric Axley,107,0.97,2.0,206,+1.00
121,T121,T121,Jeff Gove,103,0.97,2.0,206,E
122,T123,T123,Ken Duke,112,0.96,2.0,208,+0.50
123,T123,T123,Michael Sim,52,0.96,1.0,104,+2.00
124,125,125,Jeff Brehaut,59,0.94,1.0,106,+2.00
125,T126,T126,Cliff Kresge,107,0.93,2.0,214,-0.50
126,T126,T126,Bryce Molder,56,0.93,1.0,108,+4.00
127,T126,T126,Arron Oberholser,69,0.93,1.0,108,-1.00
128,T129,T129,Davis Love III,66,0.91,1.0,110,E
129,T129,T129,Jim Rutledge,59,0.91,1.0,110,-1.00
130,131,131,Jason Bohn,57,0.88,1.0,114,E
131,T132,T132,Steve Allan,63,0.85,1.0,118,+2.00
132,T132,T132,Darron Stiles,65,0.85,1.0,118,E
133,134,134,Matt Hendrix,63,0.82,1.0,122,+1.00
134,135,135,Scott Gutschewski,67,0.79,1.0,126,E
135,136,136,Scott Verplank,82,0.77,1.0,130,+3.00
136,137,137,Duffy Waldorf,69,0.75,1.0,134,+1.00
137,138,138,Aaron Baddeley,83,0.74,1.0,136,E
138,T139,T139,Charles Howell III,89,0.69,1.0,144,-1.00
139,T139,T139,Camilo Villegas,82,0.69,1.0,144,+1.00
140,T141,T141,Stewart Cink,91,0.68,1.0,148,E
141,T141,T141,Jarrod Lyle,77,0.68,1.0,146,E
142,T141,T141,Bubba Watson,80,0.68,1.0,148,E
143,144,144,Brett Wetterich,88,0.67,1.0,150,E
144,145,145,Joe Durant,88,0.65,1.0,154,E
145,T146,T146,Hunter Mahan,91,0.63,1.0,158,-1.00
146,T146,T146,Greg Owen,81,0.63,1.0,158,E
147,T146,T146,Kenny Perry,83,0.63,1.0,158,+1.00
148,149,149,Robert Allenby,90,0.62,1.0,162,E
149,T150,T150,Shigeki Maruyama,84,0.6,1.0,166,+1.00
150,T150,T150,Jesper Parnevik,88,0.6,1.0,168,E
151,152,152,Anthony Kim,93,0.59,1.0,170,E
152,153,153,Jason Gore,86,0.58,1.0,172,E
153,154,154,Billy Andrade,88,0.57,1.0,176,E
154,T155,T155,J.P. Hayes,89,0.56,1.0,178,E
155,T155,T155,Ryan Palmer,91,0.56,1.0,178,E
156,157,157,Charley Hoffman,97,0.55,1.0,182,E
157,158,158,Mathew Goggin,97,0.54,1.0,186,E
158,159,159,Robert Garrigus,95,0.53,1.0,190,+2.00
159,160,160,Carl Pettersson,111,0.51,1.0,196,E
160,161,161,Bo Van Pelt,104,0.49,1.0,204,-1.00
161,162,162,Daniel Chopra,106,0.48,1.0,208,+1.00
162,163,163,Briny Baird,115,0.45,1.0,222,+1.00
163,T164,T164,Craig Barlow,52,0.0,,104,E
164,T164,T164,Rich Beem,89,0.0,,154,E
165,T164,T164,Bart Bryant,87,0.0,,160,E
166,T164,T164,Andrew Buckle,77,0.0,,146,E
167,T164,T164,John Daly,59,0.0,,106,E
168,T164,T164,Ernie Els,59,0.0,,88,E
169,T164,T164,Steve Flesch,100,0.0,,192,E
170,T164,T164,Lucas Glover,98,0.0,,166,E
171,T164,T164,Retief Goosen,50,0.0,,68,E
172,T164,T164,Mathias Grönberg,95,0.0,,190,E
173,T164,T164,Bill Haas,93,0.0,,178,E
174,T164,T164,Padraig Harrington,64,0.0,,96,E
175,T164,T164,J.B. Holmes,71,0.0,,138,E
176,T164,T164,Lee Janzen,66,0.0,,120,E
177,T164,T164,Zach Johnson,76,0.0,,122,E
178,T164,T164,Jerry Kelly,101,0.0,,166,E
179,T164,T164,Frank Lickliter II,95,0.0,,182,E
180,T164,T164,Peter Lonard,85,0.0,,161,E
181,T164,T164,Steve Lowery,74,0.0,,148,E
182,T164,T164,Steve Marino,106,0.0,,200,E
183,T164,T164,Billy Mayfair,98,0.0,,180,E
184,T164,T164,George McNeill,95,0.0,,174,E
185,T164,T164,John Merrick,92,0.0,,176,E
186,T164,T164,Shaun Micheel,91,0.0,,152,E
187,T164,T164,Phil Mickelson,73,0.0,,118,E
188,T164,T164,Sean O'Hair,98,0.0,,176,E
189,T164,T164,Jeff Overton,60,0.0,,116,E
190,T164,T164,Pat Perez,84,0.0,,140,E
191,T164,T164,Brett Quigley,79,0.0,,132,E
192,T164,T164,John Senden,97,0.0,,178,E
193,T164,T164,Henrik Stenson,52,0.0,,72,E
194,T164,T164,Charles Warren,101,0.0,,202,E
195,T164,T164,Nick Watney,87,0.0,,158,E
