,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
47,T36,T36,Brandt Snedeker,105,1.476,92.985,63,1.504,1.431
48,T36,T36,Mike Weir,82,1.476,69.362,47,1.506,1.453
49,T50,T50,Robert Allenby,90,1.475,78.15899999999999,53,1.4909999999999999,1.435
50,T50,T50,Stuart Appleby,74,1.475,87.042,59,1.51,1.4369999999999998
51,T50,T50,Briny Baird,115,1.475,110.61,75,1.514,1.391
52,T50,T50,Jason Bohn,57,1.475,51.608000000000004,35,1.5,1.423
53,T50,T50,D.J. Brigman,67,1.475,57.534,39,1.514,1.453
54,T50,T50,K.J. Choi,87,1.475,79.648,54,1.5119999999999998,1.411
55,T50,T50,Steve Elkington,87,1.475,72.278,49,1.493,1.429
56,T50,T50,Robert Gamez,88,1.475,81.124,55,1.5119999999999998,1.423
57,T50,T50,Padraig Harrington,64,1.475,50.146,34,1.4909999999999999,1.431
58,T50,T50,Mark Hensby,81,1.475,84.08,57,1.5019999999999998,1.401
59,T50,T50,Craig Kanada,109,1.475,104.719,71,1.5019999999999998,1.4569999999999999
60,T50,T50,Tom Lehman,62,1.475,56.058,38,1.514,1.395
61,T50,T50,Jarrod Lyle,77,1.475,70.79,48,1.51,1.435
62,T50,T50,Carl Pettersson,111,1.475,112.085,76,1.508,1.4369999999999998
63,T50,T50,Chris Riley,59,1.475,48.66,33,1.5019999999999998,1.425
64,T50,T50,Jim Rutledge,59,1.475,39.827,27,1.4869999999999999,1.449
65,T50,T50,Chris Tidland,59,1.475,63.417,43,1.495,1.4169999999999998
66,T50,T50,D.J. Trahan,99,1.475,84.089,57,1.518,1.425
67,T50,T50,Mark Wilson,87,1.475,94.40700000000001,64,1.5119999999999998,1.433
68,T69,T69,Ryan Armour,107,1.474,104.62899999999999,71,1.5,1.411
69,T69,T69,Michael Boyd,61,1.474,51.573,35,1.485,1.4069999999999998
70,T69,T69,Brian Davis,101,1.474,91.37299999999999,62,1.5,1.403
71,T69,T69,Glen Day,85,1.474,78.132,53,1.514,1.415
72,T69,T69,Luke Donald,69,1.474,61.928000000000004,42,1.489,1.435
73,T69,T69,Ernie Els,59,1.474,48.637,33,1.495,1.425
74,T69,T69,Mathew Goggin,97,1.474,91.41799999999999,62,1.4909999999999999,1.381
75,T69,T69,J.J. Henry,86,1.474,70.758,48,1.514,1.4069999999999998
76,T69,T69,Tim Herron,98,1.474,92.89200000000001,63,1.5,1.409
77,T69,T69,J.B. Holmes,71,1.474,53.068999999999996,36,1.495,1.3980000000000001
78,T69,T69,Charles Howell III,89,1.474,78.14399999999999,53,1.506,1.425
79,T69,T69,Trevor Immelman,74,1.474,55.995,38,1.518,1.3969999999999998
80,T69,T69,Zach Johnson,76,1.474,82.571,56,1.489,1.4269999999999998
81,T69,T69,Jerry Kelly,101,1.474,94.33,64,1.493,1.4269999999999998
82,T69,T69,Hunter Mahan,91,1.474,75.17399999999999,51,1.4969999999999999,1.431
83,T69,T69,John Mallinger,96,1.474,97.286,66,1.4969999999999999,1.401
84,T69,T69,Joe Ogilvie,102,1.474,101.7,69,1.514,1.409
85,T69,T69,Ryan Palmer,91,1.474,78.119,53,1.5,1.431
86,T69,T69,Jesper Parnevik,88,1.474,84.01299999999999,57,1.514,1.421
87,T69,T69,Brett Quigley,79,1.474,57.47,39,1.5,1.395
88,T69,T69,John Rollins,102,1.474,94.35,64,1.514,1.405
89,T69,T69,Jeff Sluman,60,1.474,44.206,30,1.51,1.443
90,T69,T69,Nick Watney,87,1.474,78.105,53,1.51,1.431
91,T92,T92,Rich Barcelo,80,1.473,69.208,47,1.508,1.4169999999999998
92,T92,T92,Cameron Beckman,96,1.473,82.50399999999999,56,1.493,1.423
93,T92,T92,Stewart Cink,91,1.473,95.76299999999999,65,1.493,1.405
94,T92,T92,Harrison Frazar,88,1.473,63.318000000000005,43,1.52,1.3869999999999998
95,T92,T92,Robert Garrigus,95,1.473,85.445,58,1.493,1.423
96,T92,T92,Jeff Gove,103,1.473,104.58200000000001,71,1.504,1.421
97,T92,T92,Charley Hoffman,97,1.473,95.76899999999999,65,1.5219999999999998,1.421
98,T92,T92,Freddie Jacobson,70,1.473,64.809,44,1.5219999999999998,1.435
99,T92,T92,Justin Leonard,95,1.473,97.215,66,1.494,1.391
100,T92,T92,Parker McLachlin,83,1.473,63.343999999999994,43,1.5119999999999998,1.4369999999999998
101,T92,T92,John Merrick,92,1.473,85.42399999999999,58,1.5,1.413
102,T92,T92,Ryan Moore,92,1.473,92.77799999999999,63,1.506,1.3769999999999998
103,T92,T92,Sean O'Hair,98,1.473,94.292,64,1.493,1.431
104,T92,T92,Corey Pavin,81,1.473,73.64399999999999,50,1.4969999999999999,1.421
105,T92,T92,Kyle Reifers,71,1.473,44.181000000000004,30,1.495,1.435
106,T92,T92,Heath Slocum,101,1.473,107.554,73,1.508,1.413
107,T92,T92,Scott Verplank,82,1.473,75.138,51,1.5,1.443
108,T92,T92,Bubba Watson,80,1.473,51.542,35,1.518,1.348
109,T110,T110,Billy Andrade,88,1.472,86.859,59,1.5,1.413
110,T110,T110,Eric Axley,107,1.472,98.633,67,1.524,1.364
111,T110,T110,Jonathan Byrd,73,1.472,72.133,49,1.495,1.415
112,T110,T110,Ben Curtis,80,1.472,78.01,53,1.508,1.399
113,T110,T110,Brendon de Jonge,76,1.472,61.808,42,1.5119999999999998,1.413
114,T110,T110,Paul Goydos,60,1.472,58.876000000000005,40,1.493,1.439
115,T110,T110,Matt Hendrix,63,1.472,54.479,37,1.4909999999999999,1.4169999999999998
116,T110,T110,Shigeki Maruyama,84,1.472,80.985,55,1.508,1.4269999999999998
117,T110,T110,Kevin Na,84,1.472,79.46300000000001,54,1.508,1.3769999999999998
118,T110,T110,Tom Pernice Jr.,104,1.472,91.26,62,1.516,1.383
119,T110,T110,Adam Scott,69,1.472,66.237,45,1.51,1.364
120,T110,T110,Darron Stiles,65,1.472,51.53,35,1.493,1.37
121,T110,T110,Chris Stroud,66,1.472,55.946999999999996,38,1.4980000000000002,1.449
122,T110,T110,Jaco Van Zyl,51,1.472,48.589,33,1.4909999999999999,1.379
123,T110,T110,Charles Warren,101,1.472,97.167,66,1.518,1.411
124,T125,T125,Lucas Glover,98,1.4709999999999999,79.456,54,1.5119999999999998,1.3659999999999999
125,T125,T125,Bill Haas,93,1.4709999999999999,77.941,53,1.5,1.435
126,T125,T125,Richard Johnson,93,1.4709999999999999,69.142,47,1.493,1.425
127,T125,T125,Matt Kuchar,85,1.4709999999999999,72.102,49,1.493,1.425
128,T125,T125,Daisuke Maruyama,86,1.4709999999999999,79.44,54,1.5,1.431
129,T125,T125,Duffy Waldorf,69,1.4709999999999999,58.825,40,1.5219999999999998,1.3969999999999998
130,T125,T125,Brett Wetterich,88,1.4709999999999999,72.069,49,1.4969999999999999,1.403
131,T132,T132,Jim Furyk,84,1.47,83.774,57,1.514,1.415
132,T132,T132,Mathias Grönberg,95,1.47,91.13,62,1.518,1.4169999999999998
133,T132,T132,Ryuji Imada,104,1.47,113.176,77,1.5,1.391
134,T132,T132,Steve Lowery,74,1.47,73.51,50,1.495,1.419
135,T132,T132,Jason Schultz,63,1.47,42.626000000000005,29,1.52,1.314
136,T132,T132,Camilo Villegas,82,1.47,63.192,43,1.5019999999999998,1.395
137,T138,T138,Fred Funk,65,1.469,60.229,41,1.489,1.405
138,T138,T138,Anders Hansen,55,1.469,44.062,30,1.493,1.421
139,T138,T138,Kent Jones,97,1.469,96.93799999999999,66,1.518,1.399
140,T138,T138,George McNeill,95,1.469,82.24600000000001,56,1.504,1.381
141,T138,T138,Ted Purdy,102,1.469,80.779,55,1.493,1.3969999999999998
142,T138,T138,Tiger Woods,63,1.469,48.475,33,1.495,1.425
143,T144,T144,David Branshaw,83,1.4680000000000002,79.286,54,1.508,1.354
144,T144,T144,Chad Campbell,96,1.4680000000000002,83.70100000000001,57,1.493,1.3969999999999998
145,T144,T144,Gavin Coles,87,1.4680000000000002,74.892,51,1.4909999999999999,1.403
146,T144,T144,Chris Couch,76,1.4680000000000002,79.291,54,1.499,1.429
147,T144,T144,Nathan Green,103,1.4680000000000002,93.97399999999999,64,1.52,1.37
148,T144,T144,Scott Gutschewski,67,1.4680000000000002,39.633,27,1.4869999999999999,1.431
149,T144,T144,Jeff Quinney,95,1.4680000000000002,86.637,59,1.493,1.399
150,T144,T144,Dean Wilson,92,1.4680000000000002,77.83,53,1.5019999999999998,1.389
151,T152,T152,Marco Dawson,73,1.4669999999999999,61.632,42,1.504,1.425
152,T152,T152,Retief Goosen,50,1.4669999999999999,39.613,27,1.493,1.401
153,T152,T152,Kenny Perry,83,1.4669999999999999,80.69800000000001,55,1.504,1.401
154,T152,T152,Tim Petrovic,106,1.4669999999999999,85.09299999999999,58,1.499,1.389
155,T152,T152,Joey Sindelar,75,1.4669999999999999,76.304,52,1.499,1.374
156,T157,T157,Tom Byrum,50,1.466,43.989,30,1.4969999999999999,1.3719999999999999
157,T157,T157,Doug LaBelle II,104,1.466,96.759,66,1.504,1.415
158,T157,T157,Troy Matteson,87,1.466,80.648,55,1.516,1.393
159,T157,T157,Bob Tway,103,1.466,90.87200000000001,62,1.495,1.431
160,T157,T157,Johnson Wagner,97,1.466,85.038,58,1.4909999999999999,1.389
161,T162,T162,Tripp Isenhour,86,1.465,74.725,51,1.518,1.409
162,T162,T162,Lee Janzen,66,1.465,55.658,38,1.5,1.3019999999999998
163,T162,T162,Shaun Micheel,91,1.465,65.916,45,1.504,1.4169999999999998
164,T162,T162,Rod Pampling,92,1.465,84.992,58,1.506,1.348
165,T166,T166,Daniel Chopra,106,1.464,99.53299999999999,68,1.52,1.383
166,T166,T166,Sergio Garcia,68,1.464,62.943999999999996,43,1.5,1.395
167,T166,T166,José María Olazábal,52,1.464,38.056,26,1.495,1.3969999999999998
168,T166,T166,Dicky Pride,71,1.464,65.869,45,1.495,1.405
169,T166,T166,Michael Putnam,96,1.464,67.348,46,1.5,1.36
170,T166,T166,John Senden,97,1.464,90.78399999999999,62,1.4909999999999999,1.4169999999999998
171,T172,T172,Brian Bateman,55,1.463,48.265,33,1.489,1.425
172,T172,T172,Joe Durant,88,1.463,83.38799999999999,57,1.4869999999999999,1.3619999999999999
173,T174,T174,Frank Lickliter II,95,1.462,95.01899999999999,65,1.504,1.3719999999999999
174,T174,T174,Justin Rose,63,1.462,51.177,35,1.495,1.4069999999999998
175,T176,T176,Aaron Baddeley,83,1.4609999999999999,56.967,39,1.499,1.385
176,T176,T176,Jason Gore,86,1.4609999999999999,81.807,56,1.51,1.318
177,T178,T178,Greg Owen,81,1.46,61.321000000000005,42,1.495,1.4169999999999998
178,T178,T178,Michael Sim,52,1.46,46.718999999999994,32,1.495,1.298
179,T178,T178,Kevin Stadler,95,1.46,74.471,51,1.5019999999999998,1.3559999999999999
180,T181,T181,José Coceres,50,1.459,56.917,39,1.489,1.391
181,T181,T181,Ken Duke,112,1.459,81.73100000000001,56,1.4969999999999999,1.409
182,T181,T181,Brian Gay,107,1.459,110.867,76,1.5,1.411
183,T184,T184,Stephen Ames,81,1.4580000000000002,64.142,44,1.5,1.374
184,T184,T184,Mark Calcavecchia,93,1.4580000000000002,83.103,57,1.495,1.381
185,T184,T184,Bob Estes,88,1.4580000000000002,87.485,60,1.504,1.3869999999999998
186,T184,T184,Charlie Wi,90,1.4580000000000002,86.001,59,1.4969999999999999,1.389
187,T188,T188,Pat Perez,84,1.4569999999999999,52.45399999999999,36,1.4869999999999999,1.419
188,T188,T188,Henrik Stenson,52,1.4569999999999999,40.794000000000004,28,1.485,1.401
189,T190,T190,Michael Allen,74,1.456,62.59,43,1.4909999999999999,1.344
190,T190,T190,Will MacKenzie,100,1.456,100.47200000000001,69,1.52,1.3869999999999998
191,T190,T190,Phil Mickelson,73,1.456,46.601000000000006,32,1.4969999999999999,1.3659999999999999
192,T193,T193,Bart Bryant,87,1.453,81.384,56,1.499,1.304
193,T193,T193,Boo Weekley,101,1.453,69.756,48,1.493,1.375
194,195,195,Jeff Brehaut,59,1.452,53.733999999999995,37,1.493,1.324
195,196,196,Steve Wheatcroft,73,1.45,56.533,39,1.4869999999999999,1.3719999999999999
