,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Robert Garrigus,95,36.84,70,190,3.71
1,2,2,Anthony Kim,93,36.47,62,170,3.81
2,3,3,Bill Haas,93,35.96,64,178,3.75
3,4,4,Jason Gore,86,35.47,61,172,3.77
4,5,5,Adam Scott,69,35.19,38,108,3.89
5,6,6,Pat Perez,84,35.0,49,140,3.8
6,7,7,Charles Howell III,89,34.72,50,144,3.72
7,8,8,Mathias Grönberg,95,33.68,64,190,3.63
8,9,9,Nick Watney,87,32.91,52,158,3.75
9,10,10,Harrison Frazar,88,32.32,53,164,3.72
10,11,11,Henrik Stenson,52,31.94,23,72,4.39
11,12,12,Jeff Overton,60,31.9,37,116,3.81
12,13,13,Mathew Goggin,97,31.72,59,186,3.73
13,14,14,Brett Wetterich,88,31.33,47,150,3.3
14,15,15,Matt Hendrix,63,31.15,38,122,3.89
15,16,16,John Daly,59,31.13,33,106,3.39
16,17,17,Bubba Watson,80,31.08,46,148,3.57
17,18,18,George McNeill,95,31.03,54,174,3.85
18,19,19,Retief Goosen,50,30.88,21,68,4.14
19,20,20,Bubba Dickerson,51,30.85,29,94,3.9
20,T21,T21,Craig Barlow,52,30.77,32,104,3.5
21,T21,T21,Charley Hoffman,97,30.77,56,182,3.84
22,23,23,Lucas Glover,98,30.72,51,166,3.73
23,24,24,Sergio Garcia,68,30.36,34,112,4.03
24,25,25,Charles Warren,101,30.2,61,202,3.52
25,26,26,Phil Mickelson,73,29.66,35,118,3.89
26,T27,T27,Sean O'Hair,98,29.55,52,176,3.37
27,T27,T27,Tiger Woods,63,29.55,26,88,3.85
28,29,29,Paul Stankowski,52,29.17,28,96,3.68
29,30,30,Vijay Singh,102,29.07,50,172,3.54
30,31,31,Jay Williamson,50,29.0,29,100,3.9
31,32,32,Jason Schultz,63,28.81,34,118,3.5
32,33,33,Scott Gutschewski,67,28.57,36,126,3.81
33,34,34,Hunter Mahan,91,28.48,45,158,3.44
34,35,35,J.B. Holmes,71,28.26,39,138,3.41
35,36,36,Tag Ridings,52,28.0,28,100,4.14
36,37,37,Kenny Perry,83,27.85,44,158,3.41
37,38,38,Troy Matteson,87,27.78,45,162,3.73
38,39,39,Chris Couch,76,27.63,42,152,3.36
39,40,40,Ryan Palmer,91,27.53,49,178,3.65
40,41,41,Andrew Buckle,77,27.4,40,146,3.45
41,42,42,Camilo Villegas,82,27.08,39,144,3.79
42,43,43,Chris Stroud,66,26.61,33,124,3.64
43,44,44,Brian Bateman,55,26.6,25,94,3.16
44,45,45,Bo Van Pelt,104,26.47,54,204,3.83
45,46,46,Michael Putnam,96,26.16,45,172,3.42
46,47,47,Kyle Reifers,71,26.09,36,138,3.5
47,48,48,Brett Quigley,79,25.76,34,132,3.41
48,49,49,Stewart Cink,91,25.68,38,148,3.79
49,50,50,Daniel Chopra,106,25.48,53,208,3.57
50,51,51,Peter Lonard,85,25.47,41,161,3.44
51,52,52,Jarrod Lyle,77,25.34,37,146,3.49
52,53,53,Robert Allenby,90,25.31,41,162,3.29
53,54,54,John Senden,97,25.28,45,178,3.33
54,T55,T55,Aaron Baddeley,83,25.0,34,136,3.82
55,T55,T55,Ernie Els,59,25.0,22,88,3.45
56,57,57,Marco Dawson,73,24.65,35,142,3.6
57,58,58,Steve Allan,63,24.58,29,118,3.41
58,59,59,Jeff Brehaut,59,24.53,26,106,3.46
59,60,60,Steve Marino,106,24.5,49,200,3.2
60,61,61,John Merrick,92,24.43,43,176,3.26
61,62,62,Rich Barcelo,80,24.36,38,156,3.39
62,63,63,D.J. Trahan,99,24.23,47,194,3.15
63,T64,T64,Mark Hensby,81,24.05,38,158,3.89
64,T64,T64,Greg Owen,81,24.05,38,158,3.13
65,66,66,Kevin Sutherland,85,24.03,37,154,3.68
66,67,67,Alex Cejka,80,23.72,37,156,3.57
67,68,68,Brendon de Jonge,76,23.61,34,144,3.5
68,69,69,Michael Allen,74,23.57,33,140,3.58
69,70,70,Ryan Moore,92,23.21,39,168,3.49
70,71,71,Steve Wheatcroft,73,23.19,32,138,3.31
71,72,72,Bryce Molder,56,23.15,25,108,3.72
72,73,73,Padraig Harrington,64,22.92,22,96,3.41
73,74,74,Cameron Beckman,96,22.83,42,184,3.4
74,75,75,Parker McLachlin,83,22.78,36,158,3.36
75,76,76,Chris Tidland,59,22.73,25,110,3.56
76,77,77,Tim Herron,98,22.67,39,172,3.36
77,78,78,J.J. Henry,86,22.54,32,142,3.38
78,79,79,Briny Baird,115,22.52,50,222,3.08
79,80,80,Boo Weekley,101,22.35,38,170,3.66
80,T81,T81,Trevor Immelman,74,22.22,24,108,3.21
81,T81,T81,Tom Johnson,74,22.22,32,144,3.5
82,83,83,Rich Beem,89,22.08,34,154,3.35
83,84,84,Daisuke Maruyama,86,21.95,36,164,3.17
84,85,85,Joey Sindelar,75,21.92,32,146,3.47
85,86,86,J.P. Hayes,89,21.91,39,178,3.54
86,87,87,Davis Love III,66,21.82,24,110,3.5
87,T88,T88,Rory Sabbatini,81,21.64,29,134,3.38
88,T88,T88,Mike Weir,82,21.64,29,134,3.17
89,90,90,John Rollins,102,21.35,38,178,3.24
90,91,91,Geoff Ogilvy,84,21.09,27,128,3.41
91,92,92,Will MacKenzie,100,20.83,40,192,3.08
92,93,93,Chris DiMarco,79,20.77,27,130,3.89
93,94,94,Kevin Stadler,95,20.69,36,174,3.28
94,95,95,Kent Jones,97,20.62,40,194,3.33
95,96,96,Carl Pettersson,111,20.41,40,196,3.53
96,97,97,D.J. Brigman,67,20.34,24,118,3.71
97,T98,T98,Joe Ogilvie,102,20.31,39,192,3.69
98,T98,T98,Ted Purdy,102,20.31,39,192,3.31
99,100,100,Justin Leonard,95,20.22,36,178,3.22
100,101,101,Jonathan Byrd,73,20.15,27,134,3.41
101,102,102,Cliff Kresge,107,20.09,43,214,3.44
102,103,103,Jim Rutledge,59,20.0,22,110,3.23
103,104,104,Kevin Na,84,19.64,33,168,3.39
104,105,105,Mark Calcavecchia,93,19.62,31,158,3.26
105,106,106,Steve Lowery,74,19.59,29,148,3.1
106,107,107,Joe Durant,88,19.48,30,154,3.27
107,T108,T108,Tom Lehman,62,19.44,21,108,3.0
108,T108,T108,Billy Mayfair,98,19.44,35,180,2.97
109,110,110,Billy Andrade,88,19.32,34,176,3.06
110,111,111,Tim Petrovic,106,19.23,40,208,3.23
111,112,112,Lee Janzen,66,19.17,23,120,3.43
112,113,113,Woody Austin,95,19.1,34,178,3.26
113,T114,T114,Ken Duke,112,18.75,39,208,3.33
114,T114,T114,Steve Flesch,100,18.75,36,192,2.89
115,116,116,Craig Lile,77,18.67,28,150,3.5
116,117,117,Duffy Waldorf,69,18.66,25,134,3.68
117,118,118,Stuart Appleby,74,18.64,22,118,3.14
118,119,119,Justin Rose,63,18.6,16,86,3.25
119,120,120,Mark Wilson,87,18.52,30,162,3.07
120,121,121,Ryan Armour,107,18.45,38,206,3.63
121,122,122,Jason Dufner,100,18.23,35,192,2.77
122,T123,T123,Chris Riley,59,18.18,20,110,2.8
123,T123,T123,Charlie Wi,90,18.18,32,176,3.44
124,T125,T125,Tripp Isenhour,86,18.13,29,160,3.45
125,T125,T125,Frank Lickliter II,95,18.13,33,182,3.48
126,127,127,David Branshaw,83,18.07,30,166,3.17
127,128,128,Rod Pampling,92,17.76,27,152,2.59
128,129,129,Ryuji Imada,104,17.71,34,192,3.26
129,130,130,K.J. Choi,87,17.61,25,142,3.28
130,131,131,Arron Oberholser,69,17.59,19,108,3.42
131,132,132,Jason Bohn,57,17.54,20,114,3.1
132,133,133,Jeff Gove,103,17.48,36,206,2.61
133,134,134,Todd Hamilton,76,17.42,23,132,3.43
134,135,135,Bob Tway,103,17.37,33,190,3.52
135,136,136,Michael Sim,52,17.31,18,104,3.33
136,137,137,Bob Heintz,85,17.28,28,162,3.71
137,138,138,Jesper Parnevik,88,17.26,29,168,3.69
138,139,139,John Mallinger,96,17.19,33,192,3.03
139,140,140,Shaun Micheel,91,17.11,26,152,2.92
140,T141,T141,Bob Estes,88,16.67,28,168,3.18
141,T141,T141,Brandt Snedeker,105,16.67,31,186,3.74
142,143,143,Jaco Van Zyl,51,16.33,16,98,2.56
143,144,144,Tom Byrum,50,16.3,15,92,3.07
144,145,145,Vaughn Taylor,91,16.23,25,154,3.52
145,146,146,Jeff Quinney,95,16.13,30,186,3.13
146,147,147,Glen Day,85,16.05,26,162,3.42
147,148,148,Eric Axley,107,16.02,33,206,3.15
148,149,149,Chad Campbell,96,15.38,24,156,2.67
149,150,150,Johnson Wagner,97,15.26,29,190,3.07
150,151,151,Steve Stricker,81,15.15,20,132,3.3
151,152,152,Jerry Kelly,101,15.06,25,166,3.0
