,Driving_Pct._240-260_All_Drives_RANK THIS WEEK,Driving_Pct._240-260_All_Drives_RANK LAST WEEK,Driving_Pct._240-260_All_Drives_PLAYER NAME,Driving_Pct._240-260_All_Drives_ROUNDS,Driving_Pct._240-260_All_Drives_%,Driving_Pct._240-260_All_Drives_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._240-260_All_Drives_RELATIVE TO PAR
0,1,1,Gavin Coles,87,32.5,349,1074,+0.074
1,2,2,Brian Gay,107,30.53,414,1356,+0.063
2,3,3,Corey Pavin,81,28.87,287,994,-0.017
3,4,4,Paul Goydos,60,27.3,178,652,+0.124
4,5,5,Craig Bowden,78,27.08,254,938,+0.071
5,T6,T6,José Coceres,50,26.32,155,589,+0.090
6,T6,T6,Fred Funk,65,26.32,195,741,+0.087
7,8,8,Mark Brooks,53,26.18,150,573,+0.120
8,9,9,Michael Boyd,61,25.51,186,729,+0.048
9,10,10,Shigeki Maruyama,84,22.81,255,1118,+0.090
10,11,11,Stephen Leaney,82,21.77,224,1029,+0.125
11,12,12,Nick O'Hern,72,20.94,161,769,+0.149
12,13,13,Craig Kanada,109,20.32,267,1314,+0.146
13,14,14,Richard Johnson,93,19.86,232,1168,+0.155
14,15,15,Matt Kuchar,85,19.7,196,995,-0.051
15,16,16,Doug LaBelle II,104,19.67,250,1271,+0.048
16,T17,T17,Tim Clark,66,19.54,144,737,-0.056
17,T17,T17,Dean Wilson,92,19.54,205,1049,+0.083
18,19,19,Craig Lile,77,19.42,188,968,+0.011
19,20,20,Ben Curtis,80,19.38,175,903,+0.166
20,21,21,Anders Hansen,55,19.33,92,476,+0.109
21,22,22,Jeff Quinney,95,19.2,231,1203,+0.139
22,23,23,Scott Verplank,82,19.15,158,825,+0.019
23,24,24,Nathan Green,103,18.69,226,1209,+0.075
24,25,25,Glen Day,85,17.97,188,1046,+0.101
25,26,26,José María Olazábal,52,17.95,93,518,+0.237
26,27,27,Justin Leonard,95,17.93,206,1149,+0.053
27,28,28,Tom Byrum,50,17.66,101,572,+0.089
28,29,29,Kirk Triplett,77,17.47,166,950,+0.169
29,30,30,Dicky Pride,71,17.45,149,854,+0.114
30,31,31,Jim Furyk,84,17.26,160,927,+0.056
31,32,32,Ryuji Imada,104,17.14,213,1243,+0.070
32,33,33,Steve Elkington,87,17.04,173,1015,+0.121
33,34,34,Jerry Kelly,101,17.03,179,1051,+0.067
34,35,35,Arron Oberholser,69,16.94,125,738,+0.096
35,T36,T36,Chad Campbell,96,16.91,173,1023,+0.208
36,T36,T36,Bob Estes,88,16.91,189,1118,E
37,38,38,Bart Bryant,87,16.89,175,1036,+0.029
38,39,39,Rocco Mediate,72,16.79,157,935,+0.096
39,40,40,Luke Donald,69,16.62,117,704,-0.026
40,41,41,Robert Gamez,88,16.57,176,1062,+0.131
41,42,42,Joey Sindelar,75,16.52,154,932,+0.084
42,43,43,Chris Riley,59,16.39,117,714,-0.111
43,44,44,Heath Slocum,101,16.37,212,1295,+0.024
44,45,45,Stephen Ames,81,16.07,140,871,+0.007
