,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
0,1,1,Tiger Woods,63,2.38,0.624,1.653,0.10300000000000001,43
1,2,2,Ernie Els,59,1.609,0.452,0.9940000000000001,0.163,44
2,3,3,Phil Mickelson,73,1.4409999999999998,0.32799999999999996,0.614,0.499,52
3,4,4,Vijay Singh,102,1.402,0.583,0.46399999999999997,0.355,82
4,5,5,Alex Cejka,80,1.207,0.257,0.609,0.34,74
5,6,6,Jim Furyk,84,1.202,0.19899999999999998,0.589,0.413,66
6,7,7,Sergio Garcia,68,1.192,0.048,0.784,0.36,55
7,8,8,Scott Verplank,82,1.179,0.32299999999999995,0.6709999999999999,0.185,59
8,9,9,Steve Stricker,81,1.1640000000000001,0.002,0.8109999999999999,0.35100000000000003,65
9,10,10,Adam Scott,69,1.105,0.478,0.708,-0.081,54
10,11,11,Robert Allenby,90,1.034,0.638,0.845,-0.449,75
11,12,12,Mike Weir,82,1.005,0.267,0.24100000000000002,0.498,60
12,13,13,Kenny Perry,83,0.981,0.485,0.43700000000000006,0.059000000000000004,75
13,14,14,Sean O'Hair,98,0.972,0.484,0.44,0.048,83
14,15,15,Ian Poulter,63,0.958,0.27899999999999997,0.027000000000000003,0.653,39
15,16,16,Camilo Villegas,82,0.903,0.369,0.603,-0.068,69
16,17,17,Joe Durant,88,0.88,0.698,0.545,-0.363,73
17,18,18,K.J. Choi,87,0.8740000000000001,0.161,0.081,0.632,68
18,19,19,Jerry Kelly,101,0.848,0.27899999999999997,0.469,0.1,75
19,20,20,Jeff Overton,60,0.8220000000000001,0.613,0.217,-0.008,54
20,21,21,Arron Oberholser,69,0.821,0.125,0.3,0.396,53
21,22,22,Boo Weekley,101,0.8190000000000001,0.8759999999999999,0.231,-0.289,78
22,23,23,Justin Rose,63,0.816,0.157,0.40399999999999997,0.255,39
23,24,24,Jeff Gove,103,0.812,0.147,0.593,0.073,94
24,25,25,Anthony Kim,93,0.794,0.578,0.2,0.016,80
25,26,26,Bo Van Pelt,104,0.789,0.354,0.282,0.153,97
26,27,27,John Senden,97,0.778,0.366,0.435,-0.023,84
27,28,28,Geoff Ogilvy,84,0.7490000000000001,0.523,0.026000000000000002,0.2,64
28,29,29,Trevor Immelman,74,0.735,0.35700000000000004,0.322,0.055999999999999994,54
29,30,30,Mark Calcavecchia,93,0.7170000000000001,0.27699999999999997,0.33299999999999996,0.107,73
30,31,31,Rory Sabbatini,81,0.716,0.151,0.254,0.311,63
31,32,32,Billy Mayfair,98,0.69,0.23399999999999999,0.315,0.141,83
32,33,33,Brett Wetterich,88,0.667,0.6709999999999999,0.205,-0.21,70
33,34,34,Padraig Harrington,64,0.6659999999999999,0.133,0.298,0.235,46
34,35,35,Heath Slocum,101,0.659,0.134,0.409,0.115,93
35,36,36,Tom Lehman,62,0.6559999999999999,-0.07,0.5660000000000001,0.16,49
36,T37,T37,Rod Pampling,92,0.638,0.292,0.198,0.14800000000000002,74
37,T37,T37,Charles Warren,101,0.638,0.68,0.11900000000000001,-0.162,93
38,39,39,Briny Baird,115,0.635,0.132,0.502,0.001,105
39,40,40,Lucas Glover,98,0.619,0.542,0.15,-0.07400000000000001,78
40,41,41,David Toms,80,0.612,-0.087,0.596,0.102,63
41,42,42,Carl Pettersson,111,0.589,0.092,0.312,0.185,92
42,43,43,Jason Bohn,57,0.534,0.237,0.418,-0.122,53
43,44,44,D.J. Trahan,99,0.53,0.556,0.14300000000000002,-0.16899999999999998,90
44,45,45,Brian Davis,101,0.528,0.013999999999999999,0.23,0.284,88
45,46,46,Woody Austin,95,0.527,0.183,0.38299999999999995,-0.039,84
46,47,47,Will MacKenzie,100,0.516,0.295,0.27,-0.049,91
47,48,48,Steve Elkington,87,0.505,0.276,-0.07200000000000001,0.301,73
48,49,49,Cameron Beckman,96,0.49,0.201,0.273,0.016,85
49,50,50,Luke Donald,69,0.489,0.005,0.142,0.342,50
50,51,51,Nick Watney,87,0.45399999999999996,0.622,-0.261,0.09300000000000001,70
51,52,52,J.J. Henry,86,0.45,0.374,0.171,-0.096,68
52,53,53,Mark Wilson,87,0.44299999999999995,0.094,0.078,0.27,73
53,54,54,Bart Bryant,87,0.44,0.18,0.253,0.008,74
54,55,55,Ken Duke,112,0.439,0.32899999999999996,0.233,-0.12300000000000001,95
55,56,56,Aaron Baddeley,83,0.435,0.152,-0.252,0.535,66
56,57,57,Bill Haas,93,0.426,0.44299999999999995,0.063,-0.081,82
57,58,58,Johnson Wagner,97,0.424,0.124,0.40399999999999997,-0.105,86
58,59,59,Hunter Mahan,91,0.419,0.496,0.32,-0.397,72
59,60,60,Zach Johnson,76,0.415,0.214,0.414,-0.214,60
60,61,61,John Rollins,102,0.413,0.41700000000000004,-0.16899999999999998,0.165,84
61,T62,T62,Justin Leonard,95,0.39299999999999996,-0.073,0.17300000000000001,0.293,82
62,T62,T62,Shaun Micheel,91,0.39299999999999996,-0.017,0.382,0.027000000000000003,70
63,64,64,John Merrick,92,0.385,0.13699999999999998,0.105,0.142,81
64,65,65,Stuart Appleby,74,0.376,0.040999999999999995,-0.157,0.493,58
65,66,66,Matt Kuchar,85,0.369,-0.32,0.318,0.371,71
66,67,67,Darron Stiles,65,0.368,0.08900000000000001,0.21600000000000003,0.063,53
67,68,68,Mathew Goggin,97,0.365,0.691,-0.255,-0.071,87
68,69,69,Steve Marino,106,0.363,0.25,0.155,-0.040999999999999995,91
69,70,70,Tim Herron,98,0.36200000000000004,-0.021,0.146,0.23800000000000002,82
70,71,71,Ryan Moore,92,0.355,0.196,0.287,-0.128,75
71,72,72,Freddie Jacobson,70,0.353,-0.033,0.24,0.145,68
72,73,73,Davis Love III,66,0.337,0.223,0.42100000000000004,-0.307,53
73,74,74,Stephen Ames,81,0.33,0.124,0.46399999999999997,-0.258,62
74,75,75,Peter Lonard,85,0.32,0.524,-0.138,-0.066,76
75,76,76,Kent Jones,97,0.317,-0.059000000000000004,0.218,0.158,88
76,77,77,Tom Pernice Jr.,104,0.313,-0.19,0.149,0.354,84
77,78,78,Jay Williamson,50,0.31,0.447,0.026000000000000002,-0.162,48
78,79,79,J.P. Hayes,89,0.297,0.028999999999999998,-0.08900000000000001,0.35700000000000004,80
79,80,80,Tim Clark,66,0.293,-0.105,0.24600000000000002,0.151,53
80,81,81,Bubba Watson,80,0.28800000000000003,0.539,-0.06,-0.192,66
81,82,82,Craig Barlow,52,0.278,-0.046,0.135,0.18899999999999997,44
82,83,83,Vaughn Taylor,91,0.26899999999999996,-0.076,0.355,-0.01,72
83,84,84,Stewart Cink,91,0.256,-0.233,0.552,-0.062,72
84,85,85,Steve Flesch,100,0.252,-0.13699999999999998,0.204,0.185,90
85,86,86,Rocco Mediate,72,0.249,-0.292,0.518,0.022000000000000002,67
86,87,87,José Coceres,50,0.245,0.009000000000000001,0.34600000000000003,-0.11,42
87,T88,T88,Chad Campbell,96,0.24,-0.134,0.474,-0.099,73
88,T88,T88,Pat Perez,84,0.24,-0.09,0.265,0.065,65
89,90,90,Rich Beem,89,0.228,0.223,0.11199999999999999,-0.107,70
90,91,91,Nick O'Hern,72,0.22699999999999998,-0.287,0.226,0.28800000000000003,55
91,92,92,Retief Goosen,50,0.225,-0.039,0.17600000000000002,0.08800000000000001,34
92,93,93,J.B. Holmes,71,0.223,0.828,-0.447,-0.159,64
93,94,94,Jonathan Byrd,73,0.213,-0.191,0.13,0.27399999999999997,62
94,95,95,Ted Purdy,102,0.2,0.235,0.054000000000000006,-0.08900000000000001,87
95,96,96,Stephen Leaney,82,0.193,-0.478,0.67,0.001,74
96,97,97,Chris DiMarco,79,0.183,-0.349,0.556,-0.023,63
97,98,98,Daniel Chopra,106,0.18,-0.02,0.036000000000000004,0.16399999999999998,95
98,99,99,Brandt Snedeker,105,0.161,-0.157,0.226,0.092,86
99,100,100,Troy Matteson,87,0.147,0.239,-0.045,-0.047,76
100,101,101,Tommy Armour III,81,0.138,0.33299999999999996,0.084,-0.27899999999999997,69
101,102,102,Brett Quigley,79,0.134,-0.248,0.36200000000000004,0.02,63
102,103,103,Michael Allen,74,0.129,-0.08199999999999999,0.013999999999999999,0.196,64
103,104,104,Jason Gore,86,0.10800000000000001,0.41100000000000003,-0.158,-0.145,78
104,105,105,Anders Hansen,55,0.087,-0.22399999999999998,0.335,-0.023,34
105,106,106,Kevin Sutherland,85,0.08199999999999999,-0.077,-0.078,0.237,69
106,107,107,Robert Garrigus,95,0.08,0.46799999999999997,0.222,-0.609,86
107,108,108,Jason Dufner,100,0.077,-0.07,-0.011000000000000001,0.158,87
108,109,109,Joe Ogilvie,102,0.073,-0.008,-0.11900000000000001,0.2,87
109,110,110,Kevin Stadler,95,0.05,0.259,0.146,-0.35600000000000004,78
110,111,111,Chris Stroud,66,0.046,0.146,-0.257,0.157,56
111,112,112,Charles Howell III,89,0.03,-0.212,0.14400000000000002,0.099,66
112,113,113,Chris Riley,59,0.024,-0.34299999999999997,-0.27699999999999997,0.644,51
113,114,114,Nathan Green,103,0.022000000000000002,-0.134,-0.017,0.17300000000000001,87
114,115,115,Jarrod Lyle,77,0.021,0.099,-0.204,0.126,67
115,116,116,Jeff Maggert,79,0.019,0.017,0.152,-0.151,78
116,117,117,Harrison Frazar,88,0.011000000000000001,0.26899999999999996,-0.278,0.02,73
117,118,118,Kirk Triplett,77,0.01,-0.046,-0.07200000000000001,0.128,68
118,119,119,Charlie Wi,90,0.005,-0.032,-0.195,0.23199999999999998,83
119,120,120,Mathias Grönberg,95,0.001,0.424,-0.19699999999999998,-0.226,88
120,121,121,Craig Kanada,109,-0.001,-0.308,0.038,0.268,94
121,122,122,Michael Putnam,96,-0.009000000000000001,-0.008,0.14400000000000002,-0.146,80
122,123,123,Henrik Stenson,52,-0.012,0.21100000000000002,0.191,-0.414,36
123,124,124,Steve Allan,63,-0.015,0.439,-0.402,-0.052000000000000005,55
124,125,125,Cliff Kresge,107,-0.021,-0.231,0.248,-0.038,100
125,126,126,Kevin Na,84,-0.027000000000000003,-0.22899999999999998,-0.156,0.35700000000000004,78
126,127,127,Brian Gay,107,-0.027999999999999997,-0.442,0.177,0.237,97
127,128,128,Duffy Waldorf,69,-0.032,0.040999999999999995,0.102,-0.174,59
128,129,129,Fred Funk,65,-0.053,-0.27,0.33299999999999996,-0.11599999999999999,53
129,130,130,Greg Owen,81,-0.066,0.41100000000000003,-0.17800000000000002,-0.299,70
130,131,131,John Mallinger,96,-0.068,0.027999999999999997,-0.16399999999999998,0.068,87
