,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
64,T65,T65,J.J. Henry,86,66.29,210137.7,317015
65,T65,T65,Tiger Woods,63,66.29,134966.3,203614
66,67,67,George McNeill,95,66.28,240033.4,362145
67,68,68,Jim Rutledge,59,66.26,139055.7,209867
68,69,69,Brian Bateman,55,66.24,134292.2,202736
69,T70,T70,Alex Cejka,80,66.22,220359.6,332776
70,T70,T70,Carl Pettersson,111,66.22,282323.3,426359
71,72,72,Kyle Reifers,71,66.2,189661.7,286507
72,T73,T73,Stewart Cink,91,66.19,223280.5,337358
73,T73,T73,Bryce Molder,56,66.19,145665.7,220082
74,75,75,Rich Beem,89,66.16,214193.0,323727
75,76,76,Stuart Appleby,74,66.13,179128.7,270876
76,T77,T77,Peter Lonard,85,66.12,233094.7,352525
77,T77,T77,Chris Stroud,66,66.12,168556.6,254927
78,79,79,Pat Perez,84,66.04,203629.8,308335
79,80,80,Camilo Villegas,82,66.01,211207.0,319969
80,T81,T81,Hunter Mahan,91,66.0,224804.0,340634
81,T81,T81,Mike Weir,82,66.0,186083.1,281953
82,83,83,Tommy Armour III,81,65.94,204404.5,309966
83,T84,T84,Marco Dawson,73,65.92,195361.5,296363
84,T84,T84,Kevin Sutherland,85,65.92,206580.4,313404
85,86,86,Cameron Beckman,96,65.91,252957.5,383764
86,87,87,Jonathan Byrd,73,65.81,186692.4,283681
87,88,88,Briny Baird,115,65.77,314957.1,478888
88,89,89,Kevin Na,84,65.76,233162.5,354578
89,90,90,Tom Johnson,74,65.75,186501.1,283660
90,T91,T91,D.J. Brigman,67,65.74,160670.8,244398
91,T91,T91,Rory Sabbatini,81,65.74,195408.6,297247
92,T93,T93,Tim Herron,98,65.72,250740.8,381500
93,T93,T93,Michael Putnam,96,65.72,240944.9,366604
94,T95,T95,Eric Axley,107,65.71,283765.4,431863
95,T95,T95,Ryan Moore,92,65.71,223744.1,340490
96,T97,T97,Aaron Baddeley,83,65.7,204569.2,311357
97,T97,T97,Jeff Gove,103,65.7,280585.5,427052
98,T99,T99,Michael Allen,74,65.69,190458.1,289919
99,T99,T99,Mark Hensby,81,65.69,215758.1,328471
100,T101,T101,Frank Lickliter II,95,65.68,255522.9,389070
101,T101,T101,Darron Stiles,65,65.68,158523.4,241346
102,103,103,Ryan Armour,107,65.67,282276.9,429832
103,104,104,Duffy Waldorf,69,65.64,174000.1,265065
104,105,105,Trevor Immelman,74,65.62,163974.2,249875
105,T106,T106,Brett Quigley,79,65.59,191744.2,292341
106,T106,T106,Justin Rose,63,65.59,124510.5,189824
107,108,108,Jaco Van Zyl,51,65.57,127856.4,195007
108,109,109,Joe Durant,88,65.56,221427.3,337765
109,110,110,John Senden,97,65.55,254150.8,387721
110,111,111,Jason Dufner,100,65.53,260630.6,397751
111,112,112,Ken Duke,112,65.51,283007.2,431987
112,113,113,Jeff Maggert,79,65.5,232693.4,355265
113,114,114,Rich Barcelo,80,65.49,209491.9,319872
114,115,115,David Branshaw,83,65.48,223208.8,340864
115,116,116,Todd Hamilton,76,65.41,173128.4,264673
116,T117,T117,Daisuke Maruyama,86,65.39,227800.8,348388
117,T117,T117,Jesper Parnevik,88,65.39,221983.2,339474
118,119,119,Billy Andrade,88,65.37,233922.8,357827
119,120,120,Johnson Wagner,97,65.36,254367.2,389172
120,121,121,Woody Austin,95,65.34,256038.3,391883
121,T122,T122,K.J. Choi,87,65.29,207359.8,317599
122,T122,T122,Parker McLachlin,83,65.29,216190.1,331104
123,T122,T122,Vaughn Taylor,91,65.29,218019.2,333910
124,125,125,Bob Heintz,85,65.25,213170.4,326680
125,126,126,Chad Campbell,96,65.24,222432.0,340970
126,127,127,Sergio Garcia,68,65.2,168405.5,258277
127,T128,T128,Freddie Jacobson,70,65.18,203971.7,312924
128,T128,T128,Tim Petrovic,106,65.18,286594.4,439681
129,T128,T128,Bob Tway,103,65.18,259898.8,398744
130,131,131,Arron Oberholser,69,65.16,161473.8,247812
131,132,132,David Toms,80,65.1,193323.5,296973
132,133,133,Tom Lehman,62,65.08,146936.6,225767
133,T134,T134,Brian Davis,101,65.04,261780.7,402484
134,T134,T134,Steve Flesch,100,65.04,269968.4,415094
135,136,136,Kent Jones,97,65.03,258428.5,397421
136,137,137,Charlie Wi,90,64.95,244060.3,375769
137,T138,T138,Cliff Kresge,107,64.93,301899.3,464927
138,T138,T138,Shaun Micheel,91,64.93,206247.4,317655
139,140,140,Paul Gow,70,64.91,168114.2,259001
140,141,141,Lee Janzen,66,64.87,150716.5,232352
141,142,142,Tripp Isenhour,86,64.75,215832.6,333357
142,143,143,Jason Bohn,57,64.74,159454.8,246318
143,T144,T144,Steve Elkington,87,64.69,214496.2,331601
144,T144,T144,Brandt Snedeker,105,64.69,259638.3,401333
145,T144,T144,Mark Wilson,87,64.69,216796.0,335144
146,147,147,John Mallinger,96,64.67,258055.6,399063
147,148,148,Justin Leonard,95,64.65,249057.8,385233
148,149,149,Glen Day,85,64.64,221621.6,342878
149,T150,T150,Bart Bryant,87,64.62,219746.5,340081
150,T150,T150,Jerry Kelly,101,64.62,229206.2,354672
151,152,152,Stephen Ames,81,64.6,190898.1,295527
152,153,153,Kirk Triplett,77,64.58,195587.1,302853
153,154,154,Zach Johnson,76,64.54,178729.2,276914
154,T155,T155,Robert Gamez,88,64.53,223333.6,346111
155,T155,T155,Tom Pernice Jr.,104,64.53,251454.0,389670
156,157,157,Billy Mayfair,98,64.51,249829.3,387260
157,158,158,Dicky Pride,71,64.49,178972.0,277515
158,159,159,Joey Sindelar,75,64.42,191848.7,297802
159,160,160,Chris DiMarco,79,64.4,186688.6,289910
160,T161,T161,Jeff Sluman,60,64.38,122029.1,189542
161,T161,T161,Steve Stricker,81,64.38,196421.1,305117
162,T163,T163,Tom Byrum,50,64.34,118249.2,183775
163,T163,T163,Jeff Quinney,95,64.34,255903.0,397747
164,T165,T165,Ryuji Imada,104,64.28,259589.7,403853
165,T165,T165,Craig Lile,77,64.28,202889.1,315613
166,167,167,Nathan Green,103,64.24,254828.7,396713
167,T168,T168,Jim Furyk,84,64.21,198215.0,308702
168,T168,T168,Heath Slocum,101,64.21,278192.5,433272
169,170,170,Luke Donald,69,64.17,152252.5,237278
170,T171,T171,Ben Curtis,80,64.16,193546.7,301640
171,T171,T171,Chris Riley,59,64.16,147064.6,229201
172,173,173,Ian Poulter,63,64.11,116376.2,181533
173,174,174,Bob Estes,88,64.1,233980.5,365037
174,175,175,Tim Clark,66,64.09,157224.9,245338
175,176,176,Mark Brooks,53,64.06,117962.4,184140
176,T177,T177,Craig Kanada,109,64.0,273384.1,427175
177,T177,T177,Rocco Mediate,72,64.0,196763.3,307451
178,179,179,Craig Bowden,78,63.88,191954.4,300495
179,180,180,Richard Johnson,93,63.77,246352.4,386324
180,181,181,Scott Verplank,82,63.74,178979.6,280794
181,182,182,Matt Kuchar,85,63.71,207806.6,326167
182,T183,T183,Michael Boyd,61,63.7,148284.7,232804
183,T183,T183,Doug LaBelle II,104,63.7,266156.0,417832
184,185,185,Shigeki Maruyama,84,63.69,235111.9,369152
185,186,186,Nick O'Hern,72,63.67,164111.0,257748
186,187,187,Dean Wilson,92,63.61,220506.6,346639
187,188,188,Anders Hansen,55,63.54,100096.1,157536
188,189,189,José María Olazábal,52,63.35,108590.9,171406
189,190,190,José Coceres,50,63.12,122816.6,194575
190,191,191,Stephen Leaney,82,62.95,212423.5,337454
191,192,192,Paul Goydos,60,62.92,138426.4,220006
192,193,193,Fred Funk,65,62.84,156824.7,249563
193,194,194,Brian Gay,107,62.43,276482.0,442884
194,195,195,Gavin Coles,87,62.15,217208.0,349502
195,196,196,Corey Pavin,81,61.62,200787.2,325866
