,Proximity_to_Hole_from_30_yards_RANK THIS WEEK,Proximity_to_Hole_from_30_yards_RANK LAST WEEK,Proximity_to_Hole_from_30_yards_PLAYER NAME,Proximity_to_Hole_from_30_yards_ROUNDS,Proximity_to_Hole_from_30_yards_AVG DTP,Proximity_to_Hole_from_30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_30_yards_# OF SHOTS,Proximity_to_Hole_from_30_yards_SCRAMBLING RANK
29,T28,T28,J.B. Holmes,81,"11' 4""",622.3330000000001,55,188
30,T28,T28,Steve Lowery,99,"11' 4""",825.5830000000001,73,111
31,T28,T28,Tom Pernice Jr.,108,"11' 4""",916.8330000000001,81,80
32,T28,T28,Bubba Watson,83,"11' 4""",815.75,72,83
33,T34,T34,Phil Mickelson,74,"11' 5""",558.0,49,138
34,T34,T34,Arron Oberholser,82,"11' 5""",650.3330000000001,57,98
35,T36,T36,Woody Austin,107,"11' 6""",838.0830000000001,73,43
36,T36,T36,Bob Estes,85,"11' 6""",517.25,45,40
37,T36,T36,Scott Verplank,88,"11' 6""",528.0,46,12
38,T39,T39,Geoff Ogilvy,76,"11' 7""",681.75,59,69
39,T39,T39,Mike Weir,88,"11' 7""",670.9169999999999,58,79
40,T41,T41,Lucas Glover,105,"11' 8""",735.8330000000001,63,129
41,T41,T41,Jason Gore,86,"11' 8""",745.3330000000001,64,170
42,T41,T41,José María Olazábal,62,"11' 8""",444.083,38,95
43,T41,T41,Justin Rose,98,"11' 8""",628.1669999999999,54,84
44,T41,T41,Tiger Woods,55,"11' 8""",269.25,23,10
45,T46,T46,Billy Andrade,78,"11' 9""",457.167,39,72
46,T46,T46,Jonathan Byrd,66,"11' 9""",516.3330000000001,44,20
47,T46,T46,Brian Gay,107,"11' 9""",977.1669999999999,83,5
48,T46,T46,Kent Jones,103,"11' 9""",822.0830000000001,70,136
49,T46,T46,Stephen Leaney,84,"11' 9""",633.0830000000001,54,19
50,T51,T51,Stephen Ames,63,"11' 10""",448.667,38,58
51,T51,T51,Arjun Atwal,97,"11' 10""",864.1669999999999,73,113
52,T51,T51,Brad Faxon,78,"11' 10""",1005.8330000000001,85,110
53,T51,T51,D.A. Points,82,"11' 10""",792.4169999999999,67,131
54,T51,T51,Jason Schultz,77,"11' 10""",839.8330000000001,71,119
55,56,56,John Daly,51,"11' 11""",559.75,47,186
56,T57,T57,Ernie Els,69,"12' 0""",552.25,46,53
57,T57,T57,Sean O'Hair,100,"12' 0""",1136.75,95,139
58,T59,T59,Skip Kendall,72,"12' 1""",747.6669999999999,62,73
59,T59,T59,Bob May,65,"12' 1""",494.167,41,144
60,T61,T61,David Duval,71,"12' 2""",522.0830000000001,43,187
61,T61,T61,John Huston,74,"12' 2""",608.8330000000001,50,63
62,T61,T61,Billy Mayfair,94,"12' 2""",897.75,74,35
63,T61,T61,Jon Mills,68,"12' 2""",607.5830000000001,50,140
64,T61,T61,Joe Ogilvie,95,"12' 2""",765.0,63,45
65,T66,T66,Robert Damron,91,"12' 3""",673.0830000000001,55,100
66,T66,T66,Joe Durant,101,"12' 3""",945.5830000000001,77,133
67,T66,T66,Steve Flesch,119,"12' 3""",989.75,81,22
68,T66,T66,Tom Lehman,70,"12' 3""",562.5830000000001,46,155
69,T66,T66,Vaughn Taylor,88,"12' 3""",957.5,78,144
70,T71,T71,Bart Bryant,87,"12' 4""",617.1669999999999,50,142
71,T71,T71,Jeff Gove,91,"12' 4""",949.5830000000001,77,78
72,T71,T71,Bill Haas,99,"12' 4""",976.0,79,48
73,T71,T71,Charley Hoffman,100,"12' 4""",1013.75,82,137
74,T71,T71,Daisuke Maruyama,83,"12' 4""",615.0,50,104
75,T71,T71,Jimmy Walker,60,"12' 4""",652.25,53,175
76,T77,T77,Lee Janzen,79,"12' 5""",820.8330000000001,66,184
77,T77,T77,Zach Johnson,98,"12' 5""",794.5830000000001,64,103
78,T77,T77,Mark O'Meara,52,"12' 5""",571.75,46,67
79,T80,T80,Olin Browne,108,"12' 6""",912.9169999999999,73,152
80,T80,T80,Paul Goydos,72,"12' 6""",711.0,57,25
81,T80,T80,Freddie Jacobson,56,"12' 6""",551.3330000000001,44,101
82,T80,T80,Heath Slocum,96,"12' 6""",735.5830000000001,59,141
83,T80,T80,Kevin Sutherland,100,"12' 6""",935.75,75,30
84,T85,T85,Mark Calcavecchia,94,"12' 7""",842.8330000000001,67,130
85,T85,T85,Brian Davis,92,"12' 7""",1108.25,88,49
86,T85,T85,Todd Fischer,101,"12' 7""",1110.083,88,117
87,T88,T88,Todd Hamilton,72,"12' 8""",673.0830000000001,53,191
88,T88,T88,Ryuji Imada,105,"12' 8""",1036.833,82,24
89,T88,T88,Trevor Immelman,86,"12' 8""",836.75,66,32
90,T88,T88,Larry Mize,53,"12' 8""",353.833,28,33
91,T88,T88,Jeff Sluman,101,"12' 8""",848.1669999999999,67,71
92,T88,T88,Nick Watney,97,"12' 8""",952.9169999999999,75,15
93,T88,T88,Ron Whittaker,81,"12' 8""",609.0830000000001,48,167
94,T88,T88,Mark Wilson,79,"12' 8""",760.5,60,82
95,T96,T96,Jerry Kelly,100,"12' 9""",779.9169999999999,61,17
96,T96,T96,Bernhard Langer,77,"12' 9""",738.1669999999999,58,57
97,T96,T96,Peter Lonard,77,"12' 9""",699.0,55,87
98,T96,T96,Davis Love III,85,"12' 9""",588.3330000000001,46,149
99,T100,T100,Jason Bohn,104,"12' 10""",772.3330000000001,60,13
100,T100,T100,Daniel Chopra,110,"12' 10""",1117.083,87,105
101,T100,T100,Paul Stankowski,70,"12' 10""",807.75,63,114
102,T100,T100,Duffy Waldorf,96,"12' 10""",562.8330000000001,44,61
103,T104,T104,Craig Barlow,77,"12' 11""",891.25,69,159
104,T104,T104,Adam Scott,70,"12' 11""",426.583,33,91
105,T104,T104,Vance Veazey,59,"12' 11""",605.3330000000001,47,189
106,T104,T104,Dean Wilson,115,"12' 11""",982.5,76,51
107,T108,T108,Alex Cejka,93,"13' 0""",972.4169999999999,75,156
108,T108,T108,Chris Couch,75,"13' 0""",715.25,55,196
109,T108,T108,"John Engler, Jr.",69,"13' 0""",1041.167,80,176
110,T111,T111,Tommy Armour III,65,"13' 1""",602.25,46,172
111,T111,T111,Danny Ellis,68,"13' 1""",717.5830000000001,55,90
112,T111,T111,Dudley Hart,83,"13' 1""",707.1669999999999,54,64
113,T111,T111,Will MacKenzie,91,"13' 1""",798.0,61,165
114,T111,T111,Ian Poulter,53,"13' 1""",340.333,26,36
115,T116,T116,Jonathan Kaye,95,"13' 2""",950.75,72,102
116,T116,T116,Jesper Parnevik,84,"13' 2""",1042.5,79,28
117,T116,T116,Brett Wetterich,82,"13' 2""",736.9169999999999,56,178
118,T119,T119,Troy Matteson,101,"13' 3""",1321.4170000000001,100,97
119,T119,T119,Corey Pavin,74,"13' 3""",478.333,36,1
120,T119,T119,John Rollins,93,"13' 3""",969.4169999999999,73,182
121,T119,T119,Mike Sposa,68,"13' 3""",651.0,49,47
122,T123,T123,Shane Bertsch,104,"13' 4""",1000.75,75,105
123,T123,T123,Steve Elkington,52,"13' 4""",628.1669999999999,47,6
124,T123,T123,Brett Quigley,109,"13' 4""",1095.833,82,14
125,T126,T126,Carlos Franco,86,"13' 5""",910.4169999999999,68,163
126,T126,T126,Jeff Maggert,81,"13' 5""",1018.75,76,178
127,T128,T128,Rich Beem,85,"13' 6""",608.5830000000001,45,174
128,T128,T128,Nathan Green,108,"13' 6""",1242.333,92,17
129,T128,T128,J.J. Henry,96,"13' 6""",905.0830000000001,67,157
130,T128,T128,Charles Howell III,96,"13' 6""",1190.25,88,115
131,T128,T128,Patrick Sheehan,104,"13' 6""",744.4169999999999,55,60
132,133,133,David Howell,52,"13' 7""",393.25,29,173
133,T134,T134,K.J. Choi,93,"13' 8""",847.9169999999999,62,67
134,T134,T134,Ryan Moore,68,"13' 8""",669.4169999999999,49,46
135,T136,T136,James Driscoll,80,"13' 9""",894.8330000000001,65,160
136,T136,T136,Ted Purdy,103,"13' 9""",1074.917,78,168
137,T138,T138,Len Mattiace,59,"13' 10""",760.5,55,143
138,T138,T138,Shaun Micheel,96,"13' 10""",929.25,67,127
139,T140,T140,Paul Azinger,87,"13' 11""",1041.333,75,8
140,T140,T140,Jim Furyk,89,"13' 11""",638.25,46,4
141,T140,T140,Mathew Goggin,72,"13' 11""",709.3330000000001,51,146
142,T140,T140,Steve Jones,83,"13' 11""",795.4169999999999,57,92
143,T140,T140,Tjaart van der Walt,60,"13' 11""",611.25,44,9
144,T145,T145,Aaron Baddeley,78,"14' 0""",882.6669999999999,63,51
145,T145,T145,Chad Campbell,91,"14' 0""",698.5,50,93
146,T145,T145,Ben Curtis,86,"14' 0""",686.9169999999999,49,116
147,T145,T145,Richard Johnson,94,"14' 0""",1090.25,78,44
148,T145,T145,Jeff Overton,95,"14' 0""",1287.417,92,55
149,T145,T145,Chris Smith,67,"14' 0""",673.6669999999999,48,185
150,T145,T145,Nicholas Thompson,96,"14' 0""",851.8330000000001,61,171
151,T152,T152,Ian Leggatt,80,"14' 1""",860.0830000000001,61,164
152,T152,T152,Tag Ridings,103,"14' 1""",1284.333,91,160
153,T154,T154,Harrison Frazar,95,"14' 2""",1005.6669999999999,71,96
154,T154,T154,Greg Owen,79,"14' 2""",766.25,54,11
155,T154,T154,Roger Tambellini,64,"14' 2""",749.1669999999999,53,195
156,157,157,Mathias Grönberg,92,"14' 3""",928.9169999999999,65,125
157,T158,T158,David McKenzie,82,"14' 4""",861.5,60,112
158,T158,T158,Ryan Palmer,101,"14' 4""",1174.083,82,74
159,T158,T158,Carl Pettersson,95,"14' 4""",844.5830000000001,59,66
160,T161,T161,Briny Baird,81,"14' 5""",704.6669999999999,49,124
161,T161,T161,Henrik Bjornstad,97,"14' 5""",1098.417,76,109
162,T161,T161,Matt Hansen,68,"14' 5""",662.9169999999999,46,89
163,T161,T161,Tim Petrovic,95,"14' 5""",1496.5829999999999,104,31
164,165,165,D.J. Trahan,92,"14' 6""",810.9169999999999,56,128
165,166,166,Alex Aragon,63,"14' 7""",670.25,46,193
166,T167,T167,Jeff Brehaut,100,"14' 8""",866.9169999999999,59,153
167,T167,T167,J.P. Hayes,55,"14' 8""",587.3330000000001,40,75
168,T169,T169,Kenny Perry,73,"14' 9""",576.8330000000001,39,162
169,T169,T169,John Senden,96,"14' 9""",841.5,57,86
170,T169,T169,Hidemichi Tanaka,74,"14' 9""",796.0,54,169
171,172,172,Jerry Smith,94,"14' 10""",977.0,66,41
172,173,173,Hunter Mahan,98,"14' 11""",1149.0,77,150
173,T174,T174,Robert Allenby,79,"15' 0""",823.6669999999999,55,131
174,T174,T174,Eric Axley,91,"15' 0""",943.0830000000001,63,121
175,T174,T174,Brent Geiberger,99,"15' 0""",1214.333,81,34
176,T177,T177,Mark Brooks,90,"15' 1""",1008.8330000000001,67,107
177,T177,T177,Ryan Hietala,61,"15' 1""",829.0830000000001,55,180
178,T179,T179,Brian Bateman,69,"15' 4""",827.3330000000001,54,94
179,T179,T179,Scott Gutschewski,53,"15' 4""",552.6669999999999,36,190
180,T179,T179,"Wes Short, Jr.",96,"15' 4""",1044.25,68,194
181,T179,T179,Charles Warren,93,"15' 4""",1013.0,66,64
182,T183,T183,Bubba Dickerson,98,"15' 5""",1310.417,85,181
183,T183,T183,Kirk Triplett,58,"15' 5""",478.25,31,133
184,T185,T185,Stewart Cink,93,"15' 6""",759.3330000000001,49,27
185,T185,T185,John Cook,67,"15' 6""",606.0830000000001,39,28
186,187,187,Kris Cox,83,"15' 8""",863.25,55,118
187,188,188,David Branshaw,98,"15' 9""",1136.0,72,38
188,189,189,Sergio Garcia,59,"16' 0""",575.8330000000001,36,183
189,T190,T190,Fred Couples,52,"16' 3""",342.083,21,150
190,T190,T190,Brandt Jobe,91,"16' 3""",1008.9169999999999,62,154
191,T190,T190,Joey Sindelar,90,"16' 3""",895.0830000000001,55,177
192,193,193,Robert Garrigus,85,"17' 1""",855.5,50,158
193,194,194,J.L. Lewis,57,"17' 4""",917.3330000000001,53,76
194,195,195,Michael Connell,51,"17' 10""",713.0830000000001,40,192
195,196,196,Greg Kraft,79,"18' 3""",857.1669999999999,47,88
