,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
0,1,1,José María Olazábal,62,"2' 2""",89.25,41,95
1,2,2,Rod Pampling,89,"2' 7""",218.917,84,85
2,3,3,Tiger Woods,55,"2' 8""",117.25,44,10
3,T4,T4,Aaron Baddeley,78,"2' 9""",243.083,88,51
4,T4,T4,Justin Leonard,83,"2' 9""",231.75,85,77
5,T4,T4,Dean Wilson,115,"2' 9""",362.833,130,51
6,T7,T7,Chad Campbell,91,"2' 10""",282.08299999999997,101,93
7,T7,T7,Scott Verplank,88,"2' 10""",316.16700000000003,113,12
8,T9,T9,Luke Donald,66,"2' 11""",112.75,39,3
9,T9,T9,Charley Hoffman,100,"2' 11""",316.08299999999997,109,137
10,T9,T9,Corey Pavin,74,"2' 11""",245.0,84,1
11,T12,T12,Brad Faxon,78,"3' 0""",354.417,117,110
12,T12,T12,Bob May,65,"3' 0""",225.333,75,144
13,T12,T12,Steve Stricker,64,"3' 0""",176.583,59,2
14,T15,T15,Todd Hamilton,72,"3' 1""",242.0,79,191
15,T15,T15,Peter Lonard,77,"3' 1""",297.33299999999997,97,87
16,T15,T15,Justin Rose,98,"3' 1""",393.167,128,84
17,T15,T15,Bubba Watson,83,"3' 1""",297.0,96,83
18,T19,T19,K.J. Choi,93,"3' 2""",369.333,117,67
19,T19,T19,Steve Flesch,119,"3' 2""",483.0,151,22
20,T19,T19,Robert Gamez,94,"3' 2""",381.833,122,135
21,T19,T19,Scott Gutschewski,53,"3' 2""",185.583,58,190
22,T19,T19,Padraig Harrington,54,"3' 2""",171.083,54,36
23,T19,T19,Vijay Singh,103,"3' 2""",390.583,124,39
24,T19,T19,David Toms,76,"3' 2""",246.833,78,54
25,T26,T26,Todd Fischer,101,"3' 3""",470.333,145,117
26,T26,T26,Ryuji Imada,105,"3' 3""",311.0,96,24
27,T26,T26,Steve Jones,83,"3' 3""",284.83299999999997,87,92
28,T26,T26,Shigeki Maruyama,94,"3' 3""",401.167,124,21
29,T26,T26,Larry Mize,53,"3' 3""",174.167,53,33
30,T26,T26,Ian Poulter,53,"3' 3""",166.0,51,36
31,T26,T26,John Senden,96,"3' 3""",287.25,89,86
32,T26,T26,Jeff Sluman,101,"3' 3""",328.667,100,71
33,T26,T26,Mike Sposa,68,"3' 3""",225.917,70,47
34,T26,T26,Bob Tway,81,"3' 3""",316.5,97,147
35,T36,T36,Stuart Appleby,83,"3' 4""",260.08299999999997,78,56
36,T36,T36,Arjun Atwal,97,"3' 4""",414.333,124,113
37,T36,T36,Craig Barlow,77,"3' 4""",232.833,69,159
38,T36,T36,Mark Brooks,90,"3' 4""",375.0,113,107
39,T36,T36,Robert Damron,91,"3' 4""",421.5,128,100
40,T36,T36,Steve Elkington,52,"3' 4""",205.833,61,6
41,T36,T36,Ernie Els,69,"3' 4""",215.583,65,53
42,T36,T36,Harrison Frazar,95,"3' 4""",408.5,122,96
43,T36,T36,Retief Goosen,68,"3' 4""",207.417,63,108
44,T36,T36,Paul Goydos,72,"3' 4""",317.33299999999997,95,25
45,T36,T36,Phil Mickelson,74,"3' 4""",205.667,62,138
46,T36,T36,Mark O'Meara,52,"3' 4""",177.5,53,67
47,T36,T36,Heath Slocum,96,"3' 4""",341.917,102,141
48,T36,T36,Roger Tambellini,64,"3' 4""",266.5,80,195
49,T36,T36,Kirk Triplett,58,"3' 4""",255.667,76,133
50,T51,T51,Tim Clark,80,"3' 5""",300.0,88,58
51,T51,T51,Mathias Grönberg,92,"3' 5""",473.333,137,125
52,T51,T51,J.B. Holmes,81,"3' 5""",344.417,102,188
53,T51,T51,Lee Janzen,79,"3' 5""",364.5,108,184
54,T51,T51,Bernhard Langer,77,"3' 5""",316.25,92,57
55,T51,T51,Tom Pernice Jr.,108,"3' 5""",428.75,125,80
56,T51,T51,Jerry Smith,94,"3' 5""",378.583,110,41
57,T51,T51,Camilo Villegas,95,"3' 5""",499.75,147,123
58,T59,T59,Robert Allenby,79,"3' 6""",287.75,82,131
59,T59,T59,Bob Estes,85,"3' 6""",416.667,118,40
60,T59,T59,David Howell,52,"3' 6""",119.333,34,173
61,T59,T59,Jonathan Kaye,95,"3' 6""",419.0,120,102
62,T59,T59,Stephen Leaney,84,"3' 6""",350.083,101,19
63,T59,T59,Greg Owen,79,"3' 6""",359.083,103,11
64,T59,T59,Chris Riley,86,"3' 6""",304.0,87,26
65,T59,T59,Kevin Sutherland,100,"3' 6""",433.333,124,30
66,T67,T67,Stephen Ames,63,"3' 7""",230.5,65,58
67,T67,T67,Brian Bateman,69,"3' 7""",292.75,81,94
68,T67,T67,Olin Browne,108,"3' 7""",481.083,133,152
69,T67,T67,Kris Cox,83,"3' 7""",366.0,103,118
70,T67,T67,Marco Dawson,87,"3' 7""",388.833,109,121
71,T67,T67,Jim Furyk,89,"3' 7""",340.75,95,4
72,T67,T67,Robert Garrigus,85,"3' 7""",409.25,114,158
73,T67,T67,J.J. Henry,96,"3' 7""",371.75,104,157
74,T67,T67,Trevor Immelman,86,"3' 7""",277.0,77,32
75,T67,T67,Zach Johnson,98,"3' 7""",309.66700000000003,86,103
76,T67,T67,Ian Leggatt,80,"3' 7""",388.583,108,164
77,T67,T67,Frank Lickliter II,99,"3' 7""",411.083,116,16
78,T67,T67,Troy Matteson,101,"3' 7""",483.5,134,97
79,T67,T67,Jon Mills,68,"3' 7""",286.91700000000003,81,140
80,T67,T67,Geoff Ogilvy,76,"3' 7""",271.83299999999997,76,69
81,T67,T67,Hidemichi Tanaka,74,"3' 7""",352.167,98,169
82,T67,T67,Omar Uresti,61,"3' 7""",272.5,76,7
83,T67,T67,Duffy Waldorf,96,"3' 7""",406.917,113,61
84,T85,T85,Michael Allen,84,"3' 8""",403.583,111,70
85,T85,T85,Billy Andrade,78,"3' 8""",295.5,80,72
86,T85,T85,Jason Bohn,104,"3' 8""",417.833,115,13
87,T85,T85,Fred Couples,52,"3' 8""",171.75,47,150
88,T85,T85,Chris DiMarco,83,"3' 8""",359.167,97,62
89,T85,T85,Bill Haas,99,"3' 8""",507.083,137,48
90,T85,T85,Dudley Hart,83,"3' 8""",383.5,104,64
91,T85,T85,Jerry Kelly,100,"3' 8""",485.417,131,17
92,T85,T85,Steve Lowery,99,"3' 8""",421.25,114,111
93,T85,T85,Joe Ogilvie,95,"3' 8""",424.917,115,45
94,T85,T85,Patrick Sheehan,104,"3' 8""",544.8330000000001,150,60
95,T85,T85,"Wes Short, Jr.",96,"3' 8""",488.75,132,194
96,T85,T85,Chris Smith,67,"3' 8""",262.58299999999997,72,185
97,T85,T85,Jimmy Walker,60,"3' 8""",317.25,87,175
98,T99,T99,Woody Austin,107,"3' 9""",568.4169999999999,150,43
99,T99,T99,Briny Baird,81,"3' 9""",397.333,106,124
100,T99,T99,Doug Barron,74,"3' 9""",412.417,110,23
101,T99,T99,Henrik Bjornstad,97,"3' 9""",512.6669999999999,138,109
102,T99,T99,Alex Cejka,93,"3' 9""",440.833,117,156
103,T99,T99,Stewart Cink,93,"3' 9""",338.833,90,27
104,T99,T99,Kent Jones,103,"3' 9""",428.25,114,136
105,T99,T99,Skip Kendall,72,"3' 9""",287.91700000000003,77,73
106,T99,T99,Billy Mayfair,94,"3' 9""",362.083,96,35
107,T99,T99,Ryan Palmer,101,"3' 9""",534.0,144,74
108,T99,T99,Carl Pettersson,95,"3' 9""",469.833,126,66
109,T99,T99,Rory Sabbatini,84,"3' 9""",261.75,70,50
110,T99,T99,Jason Schultz,77,"3' 9""",370.5,98,119
111,T99,T99,Adam Scott,70,"3' 9""",261.5,70,91
112,T99,T99,Nick Watney,97,"3' 9""",544.3330000000001,144,15
113,T99,T99,Mark Wilson,79,"3' 9""",379.583,101,82
