,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
114,T115,T115,Paul Azinger,87,"3' 10""",500.833,130,8
115,T115,T115,Jonathan Byrd,66,"3' 10""",285.66700000000003,75,20
116,T115,T115,Bubba Dickerson,98,"3' 10""",515.1669999999999,133,181
117,T115,T115,Lucas Glover,105,"3' 10""",497.333,131,129
118,T115,T115,Richard Johnson,94,"3' 10""",449.167,117,44
119,T115,T115,Jeff Maggert,81,"3' 10""",468.75,121,178
120,T115,T115,Len Mattiace,59,"3' 10""",315.41700000000003,82,143
121,T115,T115,Shaun Micheel,96,"3' 10""",368.083,95,127
122,T115,T115,Jesper Parnevik,84,"3' 10""",403.083,105,28
123,T115,T115,Pat Perez,50,"3' 10""",304.0,79,166
124,T115,T115,Tim Petrovic,95,"3' 10""",489.0,127,31
125,T126,T126,Tommy Armour III,65,"3' 11""",302.41700000000003,78,172
126,T126,T126,Shane Bertsch,104,"3' 11""",453.417,116,105
127,T126,T126,Mark Calcavecchia,94,"3' 11""",536.6669999999999,138,130
128,T126,T126,Daniel Chopra,110,"3' 11""",467.333,119,105
129,T126,T126,Carlos Franco,86,"3' 11""",401.5,102,163
130,T126,T126,Fred Funk,106,"3' 11""",494.667,125,42
131,T126,T126,Sergio Garcia,59,"3' 11""",200.167,51,183
132,T126,T126,Tim Herron,82,"3' 11""",346.25,88,148
133,T126,T126,J.L. Lewis,57,"3' 11""",320.75,82,76
134,T126,T126,Ryan Moore,68,"3' 11""",408.25,104,46
135,T126,T126,Sean O'Hair,100,"3' 11""",478.583,123,139
136,T126,T126,Brett Quigley,109,"3' 11""",439.833,113,14
137,T126,T126,Joey Sindelar,90,"3' 11""",403.5,102,177
138,T126,T126,Paul Stankowski,70,"3' 11""",319.75,81,114
139,T126,T126,Vaughn Taylor,88,"3' 11""",450.833,116,144
140,T126,T126,Tjaart van der Walt,60,"3' 11""",299.33299999999997,77,9
141,T126,T126,Charles Warren,93,"3' 11""",517.9169999999999,132,64
142,T143,T143,Bart Bryant,87,"4' 0""",421.833,106,142
143,T143,T143,Michael Connell,51,"4' 0""",235.417,59,192
144,T143,T143,Ben Curtis,86,"4' 0""",319.75,80,116
145,T143,T143,Joe Durant,101,"4' 0""",519.4169999999999,131,133
146,T143,T143,Brian Gay,107,"4' 0""",597.6669999999999,150,5
147,T143,T143,Brent Geiberger,99,"4' 0""",600.9169999999999,149,34
148,T143,T143,Mathew Goggin,72,"4' 0""",341.0,86,146
149,T143,T143,Jeff Gove,91,"4' 0""",364.833,91,78
150,T143,T143,Nathan Green,108,"4' 0""",598.3330000000001,151,17
151,T143,T143,Ryan Hietala,61,"4' 0""",331.083,83,180
152,T143,T143,Charles Howell III,96,"4' 0""",521.1669999999999,131,115
153,T143,T143,Freddie Jacobson,56,"4' 0""",255.583,64,101
154,T143,T143,Tom Lehman,70,"4' 0""",242.0,61,155
155,T143,T143,D.A. Points,82,"4' 0""",495.167,123,131
156,T143,T143,John Rollins,93,"4' 0""",361.083,91,182
157,T143,T143,Bo Van Pelt,102,"4' 0""",544.8330000000001,137,99
158,T159,T159,Jeff Brehaut,100,"4' 1""",447.333,110,153
159,T159,T159,Greg Chalmers,71,"4' 1""",305.0,75,126
160,T159,T159,Brian Davis,92,"4' 1""",471.0,116,49
161,T159,T159,"John Engler, Jr.",69,"4' 1""",316.83299999999997,78,176
162,T159,T159,John Huston,74,"4' 1""",430.833,106,63
163,T159,T159,Davis Love III,85,"4' 1""",318.25,78,149
164,T159,T159,Ted Purdy,103,"4' 1""",459.75,112,168
165,T166,T166,Rich Beem,85,"4' 2""",376.333,90,174
166,T166,T166,David Branshaw,98,"4' 2""",570.3330000000001,137,38
167,T166,T166,John Cook,67,"4' 2""",300.83299999999997,72,28
168,T166,T166,Greg Kraft,79,"4' 2""",398.75,96,88
169,T166,T166,Daisuke Maruyama,83,"4' 2""",482.417,116,104
170,T166,T166,D.J. Trahan,92,"4' 2""",574.3330000000001,139,128
171,T166,T166,Ron Whittaker,81,"4' 2""",413.667,99,167
172,T173,T173,J.P. Hayes,55,"4' 3""",281.5,66,75
173,T173,T173,Thomas Levet,53,"4' 3""",313.66700000000003,74,81
174,T173,T173,Jeff Overton,95,"4' 3""",593.8330000000001,140,55
175,T176,T176,David Duval,71,"4' 4""",346.167,80,187
176,T176,T176,Will MacKenzie,91,"4' 4""",469.75,109,165
177,T176,T176,Hunter Mahan,98,"4' 4""",542.75,126,150
178,T176,T176,Arron Oberholser,82,"4' 4""",344.833,79,98
179,T176,T176,Kenny Perry,73,"4' 4""",362.75,83,162
180,T176,T176,Vance Veazey,59,"4' 4""",314.91700000000003,73,189
181,T182,T182,John Daly,51,"4' 5""",241.5,55,186
182,T182,T182,David McKenzie,82,"4' 5""",471.5,107,112
183,T182,T182,Tag Ridings,103,"4' 5""",727.1669999999999,165,160
184,T182,T182,Nicholas Thompson,96,"4' 5""",530.0830000000001,120,171
185,T186,T186,Alex Aragon,63,"4' 6""",527.75,118,193
186,T186,T186,Danny Ellis,68,"4' 6""",439.25,97,90
187,T188,T188,Ben Crane,85,"4' 7""",438.25,95,120
188,T188,T188,Matt Hansen,68,"4' 7""",389.0,85,89
189,T188,T188,Brandt Jobe,91,"4' 7""",443.083,97,154
190,T191,T191,Eric Axley,91,"4' 8""",500.333,108,121
191,T191,T191,Mike Weir,88,"4' 8""",404.75,86,79
192,T191,T191,Brett Wetterich,82,"4' 8""",445.25,95,178
193,T194,T194,Chris Couch,75,"4' 9""",489.5,103,196
194,T194,T194,James Driscoll,80,"4' 9""",576.5830000000001,121,160
195,196,196,Jason Gore,86,"4' 11""",570.75,116,170
