,Sand_Saves_from_30_yards_RANK THIS WEEK,Sand_Saves_from_30_yards_RANK LAST WEEK,Sand_Saves_from_30_yards_PLAYER NAME,Sand_Saves_from_30_yards_ROUNDS,Sand_Saves_from_30_yards_%,Sand_Saves_from_30_yards_# OF SAVES,Sand_Saves_from_30_yards_# OF BUNKERS
0,1,1,Rod Pampling,89,80.0,4.0,5
1,T2,T2,Rich Beem,85,66.67,6.0,9
2,T2,T2,José María Olazábal,62,66.67,4.0,6
3,T4,T4,Michael Allen,84,60.0,3.0,5
4,T4,T4,Mike Sposa,68,60.0,3.0,5
5,T4,T4,Brett Wetterich,82,60.0,3.0,5
6,7,7,Rory Sabbatini,84,58.33,7.0,12
7,8,8,Brian Gay,107,57.89,11.0,19
8,9,9,Stuart Appleby,83,57.14,8.0,14
9,T10,T10,Nathan Green,108,55.56,10.0,18
10,T10,T10,Jon Mills,68,55.56,5.0,9
11,12,12,J.B. Holmes,81,54.55,6.0,11
12,13,13,Greg Chalmers,71,53.85,7.0,13
13,T14,T14,Brian Bateman,69,50.0,3.0,6
14,T14,T14,Jonathan Byrd,66,50.0,3.0,6
15,T14,T14,Chad Campbell,91,50.0,7.0,14
16,T14,T14,Fred Couples,52,50.0,1.0,2
17,T14,T14,Luke Donald,66,50.0,2.0,4
18,T14,T14,Danny Ellis,68,50.0,3.0,6
19,T14,T14,Robert Gamez,94,50.0,4.0,8
20,T14,T14,Scott Gutschewski,53,50.0,2.0,4
21,T14,T14,Jerry Kelly,100,50.0,5.0,10
22,T14,T14,Peter Lonard,77,50.0,6.0,12
23,T14,T14,Tim Petrovic,95,50.0,5.0,10
24,T14,T14,Chris Riley,86,50.0,8.0,16
25,T14,T14,Steve Stricker,64,50.0,2.0,4
26,T14,T14,D.J. Trahan,92,50.0,7.0,14
27,T14,T14,Bob Tway,81,50.0,3.0,6
28,T14,T14,Jimmy Walker,60,50.0,11.0,22
29,T14,T14,Tiger Woods,55,50.0,2.0,4
30,31,31,Sean O'Hair,100,47.37,9.0,19
31,32,32,Brent Geiberger,99,47.06,8.0,17
32,T33,T33,Justin Leonard,83,46.67,7.0,15
33,T33,T33,Tom Pernice Jr.,108,46.67,7.0,15
34,T35,T35,Dudley Hart,83,46.15,6.0,13
35,T35,T35,Dean Wilson,115,46.15,6.0,13
36,T37,T37,James Driscoll,80,45.45,5.0,11
37,T37,T37,Paul Goydos,72,45.45,5.0,11
38,T39,T39,David Duval,71,44.44,4.0,9
39,T39,T39,Davis Love III,85,44.44,4.0,9
40,T39,T39,Tag Ridings,103,44.44,4.0,9
41,T39,T39,Bo Van Pelt,102,44.44,4.0,9
42,T43,T43,Aaron Baddeley,78,43.75,7.0,16
43,T43,T43,Ben Crane,85,43.75,7.0,16
44,T43,T43,Paul Stankowski,70,43.75,7.0,16
45,T46,T46,Steve Flesch,119,42.86,9.0,21
46,T46,T46,Troy Matteson,101,42.86,9.0,21
47,T46,T46,Len Mattiace,59,42.86,3.0,7
48,T46,T46,Ryan Moore,68,42.86,6.0,14
49,T50,T50,Jason Schultz,77,41.67,5.0,12
50,T50,T50,Vijay Singh,103,41.67,5.0,12
51,T52,T52,Billy Andrade,78,40.0,6.0,15
52,T52,T52,Arjun Atwal,97,40.0,8.0,20
53,T52,T52,Stewart Cink,93,40.0,4.0,10
54,T52,T52,Bernhard Langer,77,40.0,4.0,10
55,T52,T52,Frank Lickliter II,99,40.0,6.0,15
56,T52,T52,Larry Mize,53,40.0,2.0,5
57,T52,T52,Pat Perez,50,40.0,2.0,5
58,T59,T59,Jason Bohn,104,38.46,5.0,13
59,T59,T59,Mark Wilson,79,38.46,5.0,13
60,T61,T61,Ted Purdy,103,37.5,3.0,8
61,T61,T61,Omar Uresti,61,37.5,3.0,8
62,T61,T61,Tjaart van der Walt,60,37.5,3.0,8
63,T61,T61,Bubba Watson,83,37.5,3.0,8
64,T65,T65,Todd Hamilton,72,36.36,4.0,11
65,T65,T65,Charley Hoffman,100,36.36,4.0,11
66,T65,T65,Trevor Immelman,86,36.36,4.0,11
67,T65,T65,Skip Kendall,72,36.36,4.0,11
68,T69,T69,Ryuji Imada,105,35.71,5.0,14
69,T69,T69,Lee Janzen,79,35.71,5.0,14
70,T69,T69,Kevin Sutherland,100,35.71,5.0,14
71,T72,T72,Briny Baird,81,33.33,3.0,9
72,T72,T72,David Branshaw,98,33.33,6.0,18
73,T72,T72,K.J. Choi,93,33.33,6.0,18
74,T72,T72,John Cook,67,33.33,2.0,6
75,T72,T72,Kris Cox,83,33.33,2.0,6
76,T72,T72,Chris DiMarco,83,33.33,2.0,6
77,T72,T72,Joe Durant,101,33.33,6.0,18
78,T72,T72,Steve Elkington,52,33.33,3.0,9
79,T72,T72,Ernie Els,69,33.33,4.0,12
80,T72,T72,Padraig Harrington,54,33.33,2.0,6
81,T72,T72,Ryan Hietala,61,33.33,3.0,9
82,T72,T72,David Howell,52,33.33,2.0,6
83,T72,T72,Kent Jones,103,33.33,3.0,9
84,T72,T72,Will MacKenzie,91,33.33,2.0,6
85,T72,T72,Daisuke Maruyama,83,33.33,4.0,12
86,T72,T72,Jeff Overton,95,33.33,3.0,9
87,T72,T72,Adam Scott,70,33.33,2.0,6
88,T72,T72,Vaughn Taylor,88,33.33,2.0,6
89,T72,T72,David Toms,76,33.33,3.0,9
90,T72,T72,Nick Watney,97,33.33,5.0,15
91,T72,T72,Mike Weir,88,33.33,5.0,15
92,T93,T93,Arron Oberholser,82,31.25,5.0,16
93,T93,T93,Carl Pettersson,95,31.25,5.0,16
94,T93,T93,Camilo Villegas,95,31.25,5.0,16
95,96,96,Daniel Chopra,110,30.77,4.0,13
96,T97,T97,Woody Austin,107,30.0,6.0,20
97,T97,T97,Mark Calcavecchia,94,30.0,3.0,10
98,T97,T97,Ben Curtis,86,30.0,3.0,10
99,T97,T97,Carlos Franco,86,30.0,3.0,10
100,T97,T97,Zach Johnson,98,30.0,3.0,10
101,T97,T97,J.L. Lewis,57,30.0,3.0,10
102,T97,T97,Joe Ogilvie,95,30.0,3.0,10
103,T97,T97,Justin Rose,98,30.0,3.0,10
104,T105,T105,Mathias Grönberg,92,28.57,2.0,7
105,T105,T105,Bob May,65,28.57,2.0,7
106,T105,T105,Phil Mickelson,74,28.57,2.0,7
107,T105,T105,D.A. Points,82,28.57,4.0,14
108,T109,T109,John Daly,51,27.27,3.0,11
109,T109,T109,Ryan Palmer,101,27.27,3.0,11
110,T109,T109,John Rollins,93,27.27,3.0,11
111,T109,T109,Nicholas Thompson,96,27.27,3.0,11
112,T113,T113,Mark Brooks,90,26.67,4.0,15
113,T113,T113,Jonathan Kaye,95,26.67,4.0,15
114,T115,T115,Doug Barron,74,25.0,2.0,8
115,T115,T115,Jeff Brehaut,100,25.0,3.0,12
116,T115,T115,Bubba Dickerson,98,25.0,5.0,20
117,T115,T115,"John Engler, Jr.",69,25.0,3.0,12
118,T115,T115,Sergio Garcia,59,25.0,1.0,4
119,T115,T115,J.J. Henry,96,25.0,4.0,16
120,T115,T115,Richard Johnson,94,25.0,5.0,20
121,T115,T115,Stephen Leaney,84,25.0,2.0,8
122,T115,T115,Tom Lehman,70,25.0,2.0,8
