,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
164,165,165,Troy Matteson,101,59.17,129,218
165,166,166,Vaughn Taylor,88,59.14,110,186
166,167,167,Mike Weir,88,59.01,95,161
167,168,168,Bubba Watson,83,58.76,104,177
168,169,169,Jeff Brehaut,100,58.69,125,213
169,170,170,Steve Jones,83,58.48,100,171
170,T171,T171,John Daly,51,58.33,63,108
171,T171,T171,Greg Kraft,79,58.33,119,204
172,173,173,Jason Gore,86,58.29,109,187
173,174,174,Sean O'Hair,100,58.24,106,182
174,175,175,Rich Beem,85,58.2,110,189
175,176,176,Brandt Jobe,91,58.14,100,172
176,177,177,Bob Tway,81,57.62,87,151
177,178,178,Bart Bryant,87,57.33,86,150
178,179,179,D.A. Points,82,57.14,112,196
179,180,180,Phil Mickelson,74,57.0,57,100
180,181,181,John Rollins,93,56.91,107,188
181,182,182,Chris Smith,67,56.83,79,139
182,183,183,Alex Aragon,63,56.69,89,157
183,184,184,Jonathan Kaye,95,56.59,116,205
184,185,185,Briny Baird,81,56.52,91,161
185,186,186,Tommy Armour III,65,56.46,83,147
186,187,187,Roger Tambellini,64,55.3,73,132
187,188,188,Fred Couples,52,55.21,53,96
188,189,189,Pat Perez,50,55.0,66,120
189,190,190,Scott Gutschewski,53,54.76,69,126
190,191,191,Brett Wetterich,82,54.7,99,181
191,192,192,Will MacKenzie,91,54.65,94,172
192,193,193,J.B. Holmes,81,53.8,85,158
193,194,194,Joe Durant,101,52.81,122,231
194,195,195,Sergio Garcia,59,51.19,43,84
195,196,196,Chris Couch,75,49.44,88,178
