,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
130,T129,T129,Heath Slocum,96,0.531,192,102.0
131,T129,T129,Bubba Watson,83,0.531,177,94.0
132,133,133,Vance Veazey,59,0.532,154,82.0
133,134,134,Retief Goosen,68,0.5329999999999999,120,64.0
134,T135,T135,Briny Baird,81,0.534,133,71.0
135,T135,T135,Kris Cox,83,0.534,189,101.0
136,T135,T135,Rod Pampling,89,0.534,191,102.0
137,138,138,D.A. Points,82,0.536,194,104.0
138,T139,T139,Brandt Jobe,91,0.5379999999999999,184,99.0
139,T139,T139,Thomas Levet,53,0.5379999999999999,106,57.0
140,T139,T139,Len Mattiace,59,0.5379999999999999,160,86.0
141,142,142,Mark Wilson,79,0.541,157,85.0
142,143,143,Robert Garrigus,85,0.542,216,117.0
143,T144,T144,Phil Mickelson,74,0.544,125,68.0
144,T144,T144,Ryan Moore,68,0.544,147,80.0
145,146,146,Robert Gamez,94,0.545,213,116.0
146,147,147,Ryan Palmer,101,0.5479999999999999,241,132.0
147,148,148,Kirk Triplett,58,0.55,100,55.0
148,149,149,Steve Lowery,99,0.551,198,109.0
149,150,150,Arjun Atwal,97,0.5529999999999999,237,131.0
150,T151,T151,Tim Clark,80,0.5539999999999999,130,72.0
151,T151,T151,Zach Johnson,98,0.5539999999999999,166,92.0
152,T151,T151,Ron Whittaker,81,0.5539999999999999,193,107.0
153,T154,T154,Michael Connell,51,0.555,110,61.0
154,T154,T154,James Driscoll,80,0.555,218,121.0
155,T154,T154,Chris Smith,67,0.555,119,66.0
156,T154,T154,Nicholas Thompson,96,0.555,229,127.0
157,158,158,Paul Stankowski,70,0.556,169,94.0
158,T159,T159,Fred Couples,52,0.557,79,44.0
159,T159,T159,David McKenzie,82,0.557,176,98.0
160,T161,T161,David Branshaw,98,0.56,182,102.0
161,T161,T161,Tag Ridings,103,0.56,282,158.0
162,T163,T163,Chris Couch,75,0.563,167,94.0
163,T163,T163,Will MacKenzie,91,0.563,197,111.0
164,T165,T165,Matt Hansen,68,0.564,172,97.0
165,T165,T165,Hidemichi Tanaka,74,0.564,195,110.0
166,T167,T167,Doug Barron,74,0.5660000000000001,189,107.0
167,T167,T167,Adam Scott,70,0.5660000000000001,113,64.0
168,169,169,Carlos Franco,86,0.5670000000000001,187,106.0
169,T170,T170,Sergio Garcia,59,0.568,81,46.0
170,T170,T170,Mathew Goggin,72,0.568,132,75.0
171,T172,T172,Craig Barlow,77,0.5710000000000001,163,93.0
172,T172,T172,Brett Wetterich,82,0.5710000000000001,177,101.0
173,174,174,Brad Faxon,78,0.575,212,122.0
174,175,175,Jimmy Walker,60,0.5760000000000001,151,87.0
175,176,176,Jeff Brehaut,100,0.583,199,116.0
176,T177,T177,Jason Gore,86,0.5870000000000001,196,115.0
177,T177,T177,Jeff Maggert,81,0.5870000000000001,184,108.0
178,179,179,Sean O'Hair,100,0.593,182,108.0
179,180,180,"John Engler, Jr.",69,0.595,200,119.0
180,181,181,Alex Aragon,63,0.599,147,88.0
181,182,182,J.B. Holmes,81,0.6,155,93.0
182,T183,T183,Ben Curtis,86,0.604,154,93.0
183,T183,T183,Bubba Dickerson,98,0.604,230,139.0
184,185,185,Ian Leggatt,80,0.608,194,118.0
185,186,186,Davis Love III,85,0.615,135,83.0
186,T187,T187,Greg Chalmers,71,0.617,209,129.0
187,T187,T187,Lee Janzen,79,0.617,175,108.0
188,189,189,Scott Gutschewski,53,0.623,130,81.0
189,190,190,Roger Tambellini,64,0.627,150,94.0
190,191,191,D.J. Trahan,92,0.638,218,139.0
191,192,192,Rich Beem,85,0.6409999999999999,170,109.0
192,193,193,John Daly,51,0.648,122,79.0
193,194,194,Bob May,65,0.65,143,93.0
194,195,195,David Howell,52,0.6559999999999999,64,42.0
195,196,196,"Wes Short, Jr.",96,0.6829999999999999,240,164.0
