,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
0,1,1,Jim Furyk,89,0.33299999999999996,111,37.0
1,2,2,Steve Stricker,64,0.33899999999999997,112,38.0
2,3,3,Corey Pavin,74,0.373,153,57.0
3,4,4,Omar Uresti,61,0.379,140,53.0
4,5,5,Stuart Appleby,83,0.39299999999999996,178,70.0
5,6,6,J.P. Hayes,55,0.396,134,53.0
6,7,7,Jason Bohn,104,0.405,227,92.0
7,8,8,Luke Donald,66,0.41100000000000003,107,44.0
8,T9,T9,Mark Brooks,90,0.41200000000000003,216,89.0
9,T9,T9,Skip Kendall,72,0.41200000000000003,131,54.0
10,T11,T11,Scott Verplank,88,0.418,141,59.0
11,T11,T11,Tiger Woods,55,0.418,67,28.0
12,T13,T13,Bernhard Langer,77,0.419,129,54.0
13,T13,T13,J.L. Lewis,57,0.419,136,57.0
14,T13,T13,Arron Oberholser,82,0.419,117,49.0
15,16,16,Nick Watney,97,0.424,236,100.0
16,17,17,Aaron Baddeley,78,0.425,200,85.0
17,T18,T18,Woody Austin,107,0.426,270,115.0
18,T18,T18,Brian Gay,107,0.426,256,109.0
19,T20,T20,Jonathan Byrd,66,0.42700000000000005,117,50.0
20,T20,T20,Bill Haas,99,0.42700000000000005,241,103.0
21,22,22,Danny Ellis,68,0.434,159,69.0
22,23,23,Ernie Els,69,0.435,124,54.0
23,T24,T24,Brent Geiberger,99,0.43700000000000006,199,87.0
24,T24,T24,Ian Poulter,53,0.43700000000000006,87,38.0
25,26,26,José María Olazábal,62,0.44,100,44.0
26,27,27,John Cook,67,0.441,143,63.0
27,T28,T28,Stephen Ames,63,0.44299999999999995,88,39.0
28,T28,T28,Shane Bertsch,104,0.44299999999999995,219,97.0
29,T28,T28,Lucas Glover,105,0.44299999999999995,203,90.0
30,T31,T31,Billy Andrade,78,0.444,180,80.0
31,T31,T31,Padraig Harrington,54,0.444,81,36.0
32,T31,T31,Mark O'Meara,52,0.444,124,55.0
33,34,34,Shaun Micheel,96,0.445,200,89.0
34,T35,T35,Jerry Kelly,100,0.446,195,87.0
35,T35,T35,Shigeki Maruyama,94,0.446,222,99.0
36,T35,T35,John Rollins,93,0.446,195,87.0
37,T35,T35,Vijay Singh,103,0.446,184,82.0
38,T39,T39,Paul Goydos,72,0.447,159,71.0
39,T39,T39,Trevor Immelman,86,0.447,141,63.0
40,T41,T41,Larry Mize,53,0.44799999999999995,134,60.0
41,T41,T41,Carl Pettersson,95,0.44799999999999995,194,87.0
42,43,43,Tom Lehman,70,0.449,118,53.0
43,44,44,Chris Riley,86,0.45,202,91.0
44,45,45,Bo Van Pelt,102,0.451,206,93.0
45,T46,T46,Daniel Chopra,110,0.452,299,135.0
46,T46,T46,Fred Funk,106,0.452,188,85.0
47,T48,T48,Brian Davis,92,0.45399999999999996,205,93.0
48,T48,T48,Steve Elkington,52,0.45399999999999996,97,44.0
49,T50,T50,Justin Rose,98,0.455,198,90.0
50,T50,T50,Rory Sabbatini,84,0.455,191,87.0
51,52,52,Kevin Sutherland,100,0.456,226,103.0
52,53,53,Frank Lickliter II,99,0.457,197,90.0
53,54,54,Olin Browne,108,0.45899999999999996,233,107.0
54,55,55,Tim Herron,82,0.461,165,76.0
55,T56,T56,Stewart Cink,93,0.462,173,80.0
56,T56,T56,Tim Petrovic,95,0.462,238,110.0
57,T56,T56,Patrick Sheehan,104,0.462,249,115.0
58,T59,T59,Paul Azinger,87,0.46299999999999997,201,93.0
59,T59,T59,Jeff Sluman,101,0.46299999999999997,231,107.0
60,61,61,Jonathan Kaye,95,0.465,202,94.0
61,T62,T62,Troy Matteson,101,0.466,251,117.0
62,T62,T62,David Toms,76,0.466,133,62.0
63,64,64,Ted Purdy,103,0.467,199,93.0
64,65,65,Duffy Waldorf,96,0.46799999999999997,205,96.0
65,66,66,Joey Sindelar,90,0.469,160,75.0
66,T67,T67,Freddie Jacobson,56,0.47100000000000003,138,65.0
67,T67,T67,John Senden,96,0.47100000000000003,172,81.0
68,T69,T69,Mark Calcavecchia,94,0.474,209,99.0
69,T69,T69,Jeff Gove,91,0.474,156,74.0
70,T69,T69,Charles Warren,93,0.474,192,91.0
71,T72,T72,Jon Mills,68,0.475,160,76.0
72,T72,T72,Jeff Overton,95,0.475,236,112.0
73,T74,T74,Tommy Armour III,65,0.478,136,65.0
74,T74,T74,Robert Damron,91,0.478,201,96.0
75,T76,T76,John Huston,74,0.479,167,80.0
76,T76,T76,Brett Quigley,109,0.479,188,90.0
77,T78,T78,Nathan Green,108,0.48,229,110.0
78,T78,T78,Daisuke Maruyama,83,0.48,171,82.0
79,T80,T80,Steve Flesch,119,0.48100000000000004,241,116.0
80,T80,T80,Justin Leonard,83,0.48100000000000004,160,77.0
81,T80,T80,Tom Pernice Jr.,108,0.48100000000000004,237,114.0
82,T83,T83,Ryuji Imada,105,0.483,240,116.0
83,T83,T83,Dean Wilson,115,0.483,261,126.0
84,85,85,Charley Hoffman,100,0.485,233,113.0
85,86,86,Michael Allen,84,0.486,222,108.0
86,T87,T87,J.J. Henry,96,0.48700000000000004,195,95.0
87,T87,T87,Greg Kraft,79,0.48700000000000004,189,92.0
88,T87,T87,Stephen Leaney,84,0.48700000000000004,191,93.0
89,90,90,K.J. Choi,93,0.488,164,80.0
90,91,91,Peter Lonard,77,0.489,176,86.0
91,92,92,Jesper Parnevik,84,0.49,210,103.0
92,93,93,Mike Weir,88,0.491,175,86.0
93,T94,T94,Alex Cejka,93,0.49200000000000005,193,95.0
94,T94,T94,Chris DiMarco,83,0.49200000000000005,132,65.0
95,96,96,Brian Bateman,69,0.494,158,78.0
96,T97,T97,Todd Hamilton,72,0.495,190,94.0
97,T97,T97,Charles Howell III,96,0.495,194,96.0
98,99,99,Tjaart van der Walt,60,0.496,133,66.0
99,T100,T100,Greg Owen,79,0.49700000000000005,153,76.0
100,T100,T100,Vaughn Taylor,88,0.49700000000000005,197,98.0
101,T102,T102,Robert Allenby,79,0.5,118,59.0
102,T102,T102,Bob Estes,85,0.5,160,80.0
103,T104,T104,Richard Johnson,94,0.502,223,112.0
104,T104,T104,Kent Jones,103,0.502,205,103.0
105,106,106,David Duval,71,0.503,159,80.0
106,107,107,Steve Jones,83,0.505,198,100.0
107,108,108,Ben Crane,85,0.506,168,85.0
108,109,109,Joe Ogilvie,95,0.507,223,113.0
109,T110,T110,Marco Dawson,87,0.509,212,108.0
110,T110,T110,Mike Sposa,68,0.509,161,82.0
111,T112,T112,Harrison Frazar,95,0.51,204,104.0
112,T112,T112,Hunter Mahan,98,0.51,249,127.0
113,T114,T114,Eric Axley,91,0.512,205,105.0
114,T114,T114,Billy Mayfair,94,0.512,168,86.0
115,116,116,Dudley Hart,83,0.513,197,101.0
116,T117,T117,Jason Schultz,77,0.514,183,94.0
117,T117,T117,Jerry Smith,94,0.514,179,92.0
118,119,119,Camilo Villegas,95,0.516,190,98.0
119,120,120,Ryan Hietala,61,0.518,170,88.0
120,T121,T121,Todd Fischer,101,0.519,239,124.0
121,T121,T121,Mathias Grönberg,92,0.519,189,98.0
122,T123,T123,Bart Bryant,87,0.52,152,79.0
123,T123,T123,Bob Tway,81,0.52,177,92.0
124,125,125,Kenny Perry,73,0.522,113,59.0
125,126,126,Henrik Bjornstad,97,0.524,246,129.0
126,127,127,Chad Campbell,91,0.528,142,75.0
127,128,128,Joe Durant,101,0.53,183,97.0
128,T129,T129,Geoff Ogilvy,76,0.531,128,68.0
129,T129,T129,Pat Perez,50,0.531,113,60.0
