,Scrambling_from__30_yards_RANK THIS WEEK,Scrambling_from__30_yards_RANK LAST WEEK,Scrambling_from__30_yards_PLAYER NAME,Scrambling_from__30_yards_ROUNDS,Scrambling_from__30_yards_%,Scrambling_from__30_yards_SUCCESSES,Scrambling_from__30_yards_ATTEMPTS
0,1,1,Jim Furyk,89,46.3,25,54
1,2,2,Steve Stricker,64,46.0,23,50
2,3,3,Tjaart van der Walt,60,43.1,25,58
3,4,4,Luke Donald,66,42.37,25,59
4,5,5,Stephen Ames,63,41.67,20,48
5,6,6,Stewart Cink,93,40.86,38,93
6,7,7,Stuart Appleby,83,40.7,35,86
7,8,8,Chris Riley,86,40.28,29,72
8,9,9,Thomas Levet,53,40.0,16,40
9,10,10,Jerry Kelly,100,39.39,26,66
10,T11,T11,Ernie Els,69,37.5,21,56
11,T11,T11,Bob Estes,85,37.5,30,80
12,T11,T11,Tom Lehman,70,37.5,24,64
13,14,14,Bubba Watson,83,36.84,28,76
14,T15,T15,Steve Elkington,52,36.59,15,41
15,T15,T15,Billy Mayfair,94,36.59,30,82
16,17,17,Retief Goosen,68,36.49,27,74
17,18,18,Skip Kendall,72,36.07,22,61
18,19,19,Stephen Leaney,84,36.05,31,86
19,20,20,José María Olazábal,62,35.85,19,53
20,21,21,Mark Calcavecchia,94,35.56,32,90
21,22,22,Nick Watney,97,35.44,28,79
22,23,23,Phil Mickelson,74,35.19,19,54
23,24,24,Jesper Parnevik,84,35.16,32,91
24,25,25,J.L. Lewis,57,35.06,27,77
25,26,26,Rod Pampling,89,34.95,36,103
26,27,27,Mark Wilson,79,34.94,29,83
27,28,28,Greg Owen,79,34.78,16,46
28,29,29,Brad Faxon,78,34.51,39,113
29,30,30,Bernhard Langer,77,34.29,24,70
30,31,31,Omar Uresti,61,34.15,14,41
31,32,32,Trevor Immelman,86,33.75,27,80
32,33,33,Steve Flesch,119,33.61,40,119
33,T34,T34,Jon Mills,68,33.33,27,81
34,T34,T34,Larry Mize,53,33.33,16,48
35,T34,T34,Rory Sabbatini,84,33.33,23,69
36,T37,T37,Joe Ogilvie,95,32.97,30,91
37,T37,T37,D.A. Points,82,32.97,30,91
38,39,39,Fred Funk,106,32.86,23,70
39,40,40,Chris DiMarco,83,32.76,19,58
40,41,41,Jason Gore,86,32.71,35,107
41,42,42,Michael Allen,84,32.38,34,105
42,T43,T43,Joe Durant,101,32.26,20,62
43,T43,T43,Steve Jones,83,32.26,30,93
44,45,45,Dean Wilson,115,32.2,38,118
45,46,46,Fred Couples,52,32.14,9,28
46,47,47,Adam Scott,70,31.91,15,47
47,48,48,Brian Gay,107,31.9,37,116
48,49,49,Corey Pavin,74,31.75,20,63
49,50,50,J.J. Henry,96,31.73,33,104
50,51,51,Davis Love III,85,31.67,19,60
51,52,52,Richard Johnson,94,31.63,31,98
52,53,53,Robert Damron,91,31.58,30,95
53,54,54,Peter Lonard,77,31.52,29,92
54,55,55,Danny Ellis,68,31.51,23,73
55,56,56,John Huston,74,31.4,27,86
