,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
166,T167,T167,Fred Couples,52,"11' 1""",711.25,64,150
167,T167,T167,Nicholas Thompson,96,"11' 1""",1325.5829999999999,120,171
168,T169,T169,Stephen Ames,63,"11' 2""",760.5,68,58
169,T169,T169,Jeff Brehaut,100,"11' 2""",1315.0,118,153
170,T169,T169,David Howell,52,"11' 2""",547.9169999999999,49,173
171,T169,T169,Pat Perez,50,"11' 2""",758.25,68,166
172,T169,T169,Bubba Watson,83,"11' 2""",1138.25,102,83
173,T174,T174,Brandt Jobe,91,"11' 3""",1078.167,96,154
174,T174,T174,Greg Kraft,79,"11' 3""",981.9169999999999,87,88
175,T174,T174,Frank Lickliter II,99,"11' 3""",1193.75,106,16
176,T174,T174,Hunter Mahan,98,"11' 3""",1215.083,108,150
177,T174,T174,Roger Tambellini,64,"11' 3""",811.5,72,195
178,T174,T174,Tjaart van der Walt,60,"11' 3""",643.5,57,9
179,T180,T180,Shane Bertsch,104,"11' 4""",1617.0,143,105
180,T180,T180,Charley Hoffman,100,"11' 4""",1404.3329999999999,124,137
181,T182,T182,Richard Johnson,94,"11' 5""",1300.25,114,44
182,T182,T182,Daisuke Maruyama,83,"11' 5""",1059.5,93,104
183,T182,T182,Shaun Micheel,96,"11' 5""",1062.75,93,127
184,185,185,Joe Durant,101,"11' 6""",1359.0829999999999,118,133
185,186,186,Henrik Bjornstad,97,"11' 7""",1387.75,120,109
186,187,187,Patrick Sheehan,104,"11' 8""",1321.8329999999999,113,60
187,188,188,Matt Hansen,68,"11' 9""",774.8330000000001,66,89
188,T189,T189,Alex Aragon,63,"11' 10""",778.5830000000001,66,193
189,T189,T189,Mathew Goggin,72,"11' 10""",978.9169999999999,83,146
190,191,191,Steve Elkington,52,"12' 0""",684.9169999999999,57,6
191,192,192,Chris Couch,75,"12' 1""",1122.417,93,196
192,193,193,John Cook,67,"12' 2""",837.1669999999999,69,28
193,T194,T194,J.J. Henry,96,"12' 5""",1127.083,91,157
194,T194,T194,Troy Matteson,101,"12' 5""",1563.0829999999999,126,97
195,196,196,Chris Smith,67,"13' 4""",1013.8330000000001,76,185
