,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
107,T107,T107,Tom Pernice Jr.,108,51.35,38,74
108,109,109,John Daly,51,51.28,20,39
109,110,110,Jeff Brehaut,100,51.22,42,82
110,111,111,Stephen Leaney,84,51.16,22,43
111,112,112,Paul Stankowski,70,51.06,24,47
112,113,113,Paul Goydos,72,51.02,25,49
113,114,114,Kris Cox,83,50.98,26,51
114,115,115,Robert Allenby,79,50.94,27,53
115,T116,T116,Jeff Overton,95,50.77,33,65
116,T116,T116,Heath Slocum,96,50.77,33,65
117,118,118,Jason Gore,86,50.72,35,69
118,119,119,Carlos Franco,86,50.68,37,73
119,120,120,James Driscoll,80,50.63,40,79
120,T121,T121,Shane Bertsch,104,50.62,41,81
121,T121,T121,Mathias Grönberg,92,50.62,41,81
122,T123,T123,Stephen Ames,63,50.0,22,44
123,T123,T123,Sergio Garcia,59,50.0,20,40
124,T123,T123,Len Mattiace,59,50.0,27,54
125,T123,T123,Jason Schultz,77,50.0,22,44
126,T123,T123,Joey Sindelar,90,50.0,28,56
127,T123,T123,Vance Veazey,59,50.0,21,42
128,T123,T123,Brett Wetterich,82,50.0,33,66
129,130,130,Jason Bohn,104,49.43,43,87
130,131,131,Bo Van Pelt,102,49.41,42,85
131,132,132,Olin Browne,108,49.35,38,77
132,133,133,J.B. Holmes,81,49.18,30,61
133,134,134,Tim Herron,82,49.09,27,55
134,135,135,Jonathan Byrd,66,48.98,24,49
135,136,136,Ryan Moore,68,48.89,22,45
136,137,137,Corey Pavin,74,48.72,19,39
137,138,138,J.L. Lewis,57,48.33,29,60
138,139,139,Nick Watney,97,47.83,33,69
139,140,140,Ryan Palmer,101,47.76,32,67
140,141,141,Rich Beem,85,47.69,31,65
141,T142,T142,Billy Andrade,78,47.62,20,42
142,T142,T142,John Cook,67,47.62,20,42
143,T142,T142,Matt Hansen,68,47.62,20,42
144,T145,T145,Bill Haas,99,47.37,36,76
145,T145,T145,Omar Uresti,61,47.37,18,38
146,147,147,D.A. Points,82,47.3,35,74
147,148,148,Craig Barlow,77,47.27,26,55
148,149,149,Frank Lickliter II,99,47.06,32,68
149,150,150,Ron Whittaker,81,46.81,22,47
150,T151,T151,Danny Ellis,68,46.51,20,43
151,T151,T151,Jon Mills,68,46.51,20,43
152,T151,T151,Greg Owen,79,46.51,20,43
153,154,154,John Rollins,93,46.48,33,71
154,155,155,Mathew Goggin,72,46.34,19,41
155,156,156,Troy Matteson,101,46.27,31,67
156,157,157,Michael Connell,51,46.15,18,39
157,158,158,Ben Curtis,86,46.03,29,63
158,T159,T159,Lucas Glover,105,45.95,34,74
159,T159,T159,Tjaart van der Walt,60,45.95,17,37
160,T161,T161,J.J. Henry,96,45.65,21,46
161,T161,T161,Roger Tambellini,64,45.65,21,46
162,163,163,Todd Fischer,101,45.45,35,77
163,164,164,Bernhard Langer,77,45.0,18,40
164,165,165,Bob Tway,81,44.83,26,58
165,166,166,Thomas Levet,53,44.64,25,56
166,T167,T167,Ben Crane,85,44.44,20,45
167,T167,T167,David Howell,52,44.44,12,27
168,169,169,Alex Cejka,93,43.9,18,41
169,170,170,Zach Johnson,98,43.86,25,57
170,171,171,Brent Geiberger,99,43.75,28,64
171,T172,T172,Henrik Bjornstad,97,43.24,32,74
172,T172,T172,Tom Lehman,70,43.24,16,37
173,174,174,Brian Bateman,69,43.18,19,44
174,175,175,Will MacKenzie,91,43.14,22,51
175,T176,T176,Scott Gutschewski,53,42.86,18,42
176,T176,T176,Bubba Watson,83,42.86,27,63
177,178,178,Patrick Sheehan,104,42.65,29,68
178,179,179,Todd Hamilton,72,42.62,26,61
179,180,180,Alex Aragon,63,42.5,17,40
180,181,181,Tommy Armour III,65,42.31,22,52
181,182,182,Fred Couples,52,42.11,16,38
182,183,183,Joe Durant,101,41.77,33,79
183,184,184,Larry Mize,53,41.67,10,24
184,185,185,Eric Axley,91,41.1,30,73
185,186,186,Bart Bryant,87,41.03,16,39
186,187,187,Jimmy Walker,60,40.0,20,50
187,188,188,Davis Love III,85,39.39,26,66
188,189,189,Chris Couch,75,38.71,24,62
189,190,190,Ted Purdy,103,36.99,27,73
190,191,191,Briny Baird,81,36.59,15,41
191,192,192,Pat Perez,50,35.14,13,37
192,193,193,Chris Smith,67,34.88,15,43
193,194,194,Jonathan Kaye,95,34.29,24,70
194,T195,T195,Greg Kraft,79,33.33,17,51
195,T195,T195,Phil Mickelson,74,33.33,11,33
