,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
167,T157,T157,Rory Sabbatini,84,"4' 2""",458.75,110,50
168,T169,T169,Fred Couples,52,"4' 3""",206.583,49,150
169,T169,T169,John Daly,51,"4' 3""",340.167,80,186
170,T169,T169,James Driscoll,80,"4' 3""",465.417,110,160
171,T169,T169,Steve Elkington,52,"4' 3""",307.91700000000003,73,6
172,T169,T169,Ernie Els,69,"4' 3""",324.25,77,53
173,T169,T169,Robert Garrigus,85,"4' 3""",665.3330000000001,157,158
174,T169,T169,Thomas Levet,53,"4' 3""",362.583,85,81
175,T169,T169,Joe Ogilvie,95,"4' 3""",622.0830000000001,146,45
176,T169,T169,Bo Van Pelt,102,"4' 3""",612.0,143,99
177,T169,T169,Brett Wetterich,82,"4' 3""",532.8330000000001,126,178
178,T179,T179,Shane Bertsch,104,"4' 4""",680.75,156,105
179,T179,T179,David Duval,71,"4' 4""",474.833,109,187
180,T179,T179,Steve Lowery,99,"4' 4""",659.0,152,111
181,T179,T179,Heath Slocum,96,"4' 4""",620.75,143,141
182,183,183,Kenny Perry,73,"4' 5""",433.667,99,162
183,T184,T184,Hunter Mahan,98,"4' 6""",743.25,166,150
184,T184,T184,Phil Mickelson,74,"4' 6""",382.667,85,138
185,T184,T184,Roger Tambellini,64,"4' 6""",429.583,96,195
186,T184,T184,Vance Veazey,59,"4' 6""",452.25,101,189
187,T184,T184,Bubba Watson,83,"4' 6""",591.0830000000001,131,83
188,T189,T189,Mark Calcavecchia,94,"4' 7""",701.6669999999999,153,130
189,T189,T189,Robert Gamez,94,"4' 7""",791.25,173,135
190,T191,T191,Freddie Jacobson,56,"4' 8""",451.25,96,101
191,T191,T191,Ryan Palmer,101,"4' 8""",799.0,172,74
192,T191,T191,Chris Smith,67,"4' 8""",421.917,91,185
193,194,194,Scott Gutschewski,53,"4' 11""",438.833,89,190
194,195,195,Arron Oberholser,82,"5' 0""",436.0,87,98
195,196,196,Greg Chalmers,71,"5' 2""",504.333,98,126
