,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Michael Connell,51,100.0,3.0,3
1,T1,T1,Padraig Harrington,54,100.0,2.0,2
2,T1,T1,Ryan Hietala,61,100.0,2.0,2
3,T1,T1,J.B. Holmes,81,100.0,5.0,5
4,T1,T1,Bernhard Langer,77,100.0,1.0,1
5,T1,T1,Bob May,65,100.0,4.0,4
6,T1,T1,José María Olazábal,62,100.0,3.0,3
7,T1,T1,Tom Pernice Jr.,108,100.0,6.0,6
8,T1,T1,Omar Uresti,61,100.0,1.0,1
9,10,10,Corey Pavin,74,90.91,10.0,11
10,T11,T11,Steve Jones,83,88.89,8.0,9
11,T11,T11,Rod Pampling,89,88.89,8.0,9
12,T11,T11,Brett Quigley,109,88.89,8.0,9
13,14,14,Duffy Waldorf,96,87.5,7.0,8
14,T15,T15,Jeff Overton,95,85.71,6.0,7
15,T15,T15,Nicholas Thompson,96,85.71,6.0,7
16,T17,T17,Jeff Maggert,81,83.33,5.0,6
17,T17,T17,Jeff Sluman,101,83.33,10.0,12
18,T17,T17,Tjaart van der Walt,60,83.33,5.0,6
19,20,20,Robert Gamez,94,81.82,9.0,11
20,T21,T21,John Cook,67,80.0,4.0,5
21,T21,T21,Ryuji Imada,105,80.0,4.0,5
22,T21,T21,Mark Wilson,79,80.0,4.0,5
23,T24,T24,Bart Bryant,87,77.78,7.0,9
24,T24,T24,Mathew Goggin,72,77.78,7.0,9
25,T24,T24,Sean O'Hair,100,77.78,7.0,9
26,T24,T24,"Wes Short, Jr.",96,77.78,7.0,9
27,T24,T24,Paul Stankowski,70,77.78,7.0,9
28,T29,T29,Jason Bohn,104,76.92,10.0,13
29,T29,T29,Dean Wilson,115,76.92,10.0,13
30,T31,T31,Robert Allenby,79,75.0,9.0,12
31,T31,T31,Eric Axley,91,75.0,3.0,4
32,T31,T31,"John Engler, Jr.",69,75.0,6.0,8
33,T31,T31,Bill Haas,99,75.0,9.0,12
34,T31,T31,Dudley Hart,83,75.0,6.0,8
35,T31,T31,Tim Herron,82,75.0,6.0,8
36,T31,T31,Justin Leonard,83,75.0,3.0,4
37,T31,T31,Chris Riley,86,75.0,6.0,8
38,T31,T31,John Senden,96,75.0,9.0,12
39,T31,T31,Vaughn Taylor,88,75.0,9.0,12
40,T31,T31,Camilo Villegas,95,75.0,3.0,4
41,T31,T31,Mike Weir,88,75.0,3.0,4
42,T43,T43,Steve Flesch,119,72.73,8.0,11
43,T43,T43,Jason Schultz,77,72.73,8.0,11
44,T43,T43,Jerry Smith,94,72.73,8.0,11
45,T43,T43,Steve Stricker,64,72.73,8.0,11
46,T47,T47,Chad Campbell,91,71.43,5.0,7
47,T47,T47,Luke Donald,66,71.43,5.0,7
48,T47,T47,Trevor Immelman,86,71.43,5.0,7
49,T47,T47,Zach Johnson,98,71.43,5.0,7
50,T47,T47,Troy Matteson,101,71.43,5.0,7
51,T47,T47,Pat Perez,50,71.43,5.0,7
52,T47,T47,David Toms,76,71.43,5.0,7
53,T54,T54,Paul Azinger,87,70.0,7.0,10
54,T54,T54,Jon Mills,68,70.0,7.0,10
55,T54,T54,Geoff Ogilvy,76,70.0,7.0,10
56,57,57,Brian Davis,92,69.23,9.0,13
57,58,58,Aaron Baddeley,78,68.75,11.0,16
58,T59,T59,Michael Allen,84,66.67,4.0,6
59,T59,T59,Stuart Appleby,83,66.67,8.0,12
60,T59,T59,Briny Baird,81,66.67,6.0,9
61,T59,T59,Brian Bateman,69,66.67,6.0,9
62,T59,T59,Shane Bertsch,104,66.67,6.0,9
63,T59,T59,Olin Browne,108,66.67,4.0,6
64,T59,T59,K.J. Choi,93,66.67,6.0,9
65,T59,T59,Steve Elkington,52,66.67,4.0,6
66,T59,T59,Danny Ellis,68,66.67,4.0,6
67,T59,T59,Ernie Els,69,66.67,6.0,9
68,T59,T59,Fred Funk,106,66.67,6.0,9
69,T59,T59,J.J. Henry,96,66.67,2.0,3
70,T59,T59,Brandt Jobe,91,66.67,4.0,6
71,T59,T59,Skip Kendall,72,66.67,2.0,3
72,T59,T59,Steve Lowery,99,66.67,8.0,12
73,T59,T59,Shaun Micheel,96,66.67,2.0,3
74,T59,T59,Arron Oberholser,82,66.67,6.0,9
75,T59,T59,Ian Poulter,53,66.67,2.0,3
76,T59,T59,Bo Van Pelt,102,66.67,6.0,9
77,T59,T59,Vance Veazey,59,66.67,4.0,6
78,79,79,Adam Scott,70,64.29,9.0,14
79,T80,T80,Marco Dawson,87,63.64,7.0,11
80,T80,T80,Jimmy Walker,60,63.64,7.0,11
81,T82,T82,Mark Brooks,90,62.5,5.0,8
82,T82,T82,Kris Cox,83,62.5,5.0,8
83,T82,T82,Todd Hamilton,72,62.5,5.0,8
84,T82,T82,Greg Kraft,79,62.5,5.0,8
85,T82,T82,Tag Ridings,103,62.5,5.0,8
86,T82,T82,Bubba Watson,83,62.5,5.0,8
87,T88,T88,Tim Clark,80,61.54,8.0,13
88,T88,T88,James Driscoll,80,61.54,8.0,13
89,T88,T88,Vijay Singh,103,61.54,8.0,13
90,T91,T91,Billy Andrade,78,60.0,6.0,10
91,T91,T91,Jonathan Byrd,66,60.0,3.0,5
92,T91,T91,Stewart Cink,93,60.0,3.0,5
93,T91,T91,Fred Couples,52,60.0,3.0,5
94,T91,T91,Ben Curtis,86,60.0,6.0,10
95,T91,T91,Chris DiMarco,83,60.0,6.0,10
96,T91,T91,Jim Furyk,89,60.0,6.0,10
97,T91,T91,Sergio Garcia,59,60.0,3.0,5
98,T91,T91,Thomas Levet,53,60.0,6.0,10
99,T91,T91,Peter Lonard,77,60.0,6.0,10
100,T91,T91,Larry Mize,53,60.0,3.0,5
101,T91,T91,Carl Pettersson,95,60.0,6.0,10
102,T91,T91,Rory Sabbatini,84,60.0,6.0,10
103,T91,T91,D.J. Trahan,92,60.0,3.0,5
104,105,105,Harrison Frazar,95,58.33,7.0,12
105,T106,T106,Brad Faxon,78,57.14,8.0,14
106,T106,T106,Carlos Franco,86,57.14,4.0,7
