,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
107,T106,T106,Paul Goydos,72,57.14,4.0,7
108,T106,T106,J.L. Lewis,57,57.14,4.0,7
109,T106,T106,Ted Purdy,103,57.14,4.0,7
110,T106,T106,Brett Wetterich,82,57.14,8.0,14
111,T112,T112,Arjun Atwal,97,55.56,5.0,9
112,T112,T112,Woody Austin,107,55.56,10.0,18
113,T112,T112,Lucas Glover,105,55.56,5.0,9
114,T112,T112,Ron Whittaker,81,55.56,5.0,9
115,T116,T116,Hunter Mahan,98,54.55,6.0,11
116,T116,T116,Joe Ogilvie,95,54.55,6.0,11
117,T116,T116,Scott Verplank,88,54.55,6.0,11
118,T119,T119,Doug Barron,74,53.85,7.0,13
119,T119,T119,Greg Chalmers,71,53.85,7.0,13
120,T119,T119,Billy Mayfair,94,53.85,7.0,13
121,122,122,Davis Love III,85,53.33,8.0,15
122,T123,T123,Tommy Armour III,65,50.0,2.0,4
123,T123,T123,Craig Barlow,77,50.0,3.0,6
124,T123,T123,Henrik Bjornstad,97,50.0,4.0,8
125,T123,T123,Robert Damron,91,50.0,3.0,6
126,T123,T123,Bubba Dickerson,98,50.0,7.0,14
127,T123,T123,Todd Fischer,101,50.0,1.0,2
128,T123,T123,Brent Geiberger,99,50.0,7.0,14
129,T123,T123,Retief Goosen,68,50.0,2.0,4
130,T123,T123,Jason Gore,86,50.0,4.0,8
131,T123,T123,Nathan Green,108,50.0,9.0,18
132,T123,T123,Matt Hansen,68,50.0,4.0,8
133,T123,T123,David Howell,52,50.0,2.0,4
134,T123,T123,Jerry Kelly,100,50.0,4.0,8
135,T123,T123,Stephen Leaney,84,50.0,5.0,10
136,T123,T123,Shigeki Maruyama,94,50.0,3.0,6
137,T123,T123,David McKenzie,82,50.0,3.0,6
138,T123,T123,Ryan Moore,68,50.0,6.0,12
139,T123,T123,Greg Owen,79,50.0,6.0,12
140,T123,T123,Jesper Parnevik,84,50.0,4.0,8
141,T123,T123,Tim Petrovic,95,50.0,5.0,10
142,T123,T123,D.A. Points,82,50.0,4.0,8
143,T123,T123,Heath Slocum,96,50.0,8.0,16
144,T123,T123,Mike Sposa,68,50.0,4.0,8
145,T123,T123,Kevin Sutherland,100,50.0,4.0,8
146,T123,T123,Roger Tambellini,64,50.0,1.0,2
147,T123,T123,Charles Warren,93,50.0,4.0,8
148,149,149,Daniel Chopra,110,47.37,9.0,19
149,150,150,Charley Hoffman,100,46.67,7.0,15
150,151,151,Nick Watney,97,46.15,6.0,13
151,152,152,Richard Johnson,94,45.45,5.0,11
152,T153,T153,J.P. Hayes,55,44.44,4.0,9
153,T153,T153,Lee Janzen,79,44.44,4.0,9
154,T155,T155,Justin Rose,98,42.86,3.0,7
155,T155,T155,Chris Smith,67,42.86,3.0,7
156,157,157,Freddie Jacobson,56,41.67,5.0,12
157,T158,T158,Alex Aragon,63,40.0,2.0,5
158,T158,T158,Bob Estes,85,40.0,4.0,10
159,T158,T158,Scott Gutschewski,53,40.0,2.0,5
160,T158,T158,Charles Howell III,96,40.0,4.0,10
161,T158,T158,John Huston,74,40.0,2.0,5
162,T158,T158,Kent Jones,103,40.0,2.0,5
163,T158,T158,Kirk Triplett,58,40.0,2.0,5
164,T165,T165,Joe Durant,101,38.46,5.0,13
165,T165,T165,Phil Mickelson,74,38.46,5.0,13
166,T167,T167,Rich Beem,85,37.5,3.0,8
167,T167,T167,Mark Calcavecchia,94,37.5,3.0,8
168,T167,T167,David Duval,71,37.5,3.0,8
169,T167,T167,Ian Leggatt,80,37.5,3.0,8
170,171,171,Daisuke Maruyama,83,36.36,4.0,11
171,172,172,Robert Garrigus,85,35.71,5.0,14
172,T173,T173,Jeff Brehaut,100,33.33,2.0,6
173,T173,T173,Jonathan Kaye,95,33.33,1.0,3
174,T173,T173,Tom Lehman,70,33.33,1.0,3
175,T173,T173,Will MacKenzie,91,33.33,2.0,6
176,T173,T173,Len Mattiace,59,33.33,1.0,3
177,T173,T173,Patrick Sheehan,104,33.33,3.0,9
178,179,179,Joey Sindelar,90,30.0,3.0,10
179,180,180,Frank Lickliter II,99,28.57,2.0,7
180,181,181,Alex Cejka,93,27.27,3.0,11
181,T182,T182,Stephen Ames,63,25.0,1.0,4
182,T182,T182,Mark O'Meara,52,25.0,1.0,4
183,T182,T182,Ryan Palmer,101,25.0,3.0,12
184,T182,T182,John Rollins,93,25.0,3.0,12
185,186,186,Brian Gay,107,22.22,2.0,9
186,T187,T187,David Branshaw,98,20.0,1.0,5
187,T187,T187,Jeff Gove,91,20.0,1.0,5
188,T187,T187,Kenny Perry,73,20.0,2.0,10
189,190,190,Mathias Grönberg,92,16.67,1.0,6
190,T191,T191,John Daly,51,14.29,1.0,7
191,T191,T191,Hidemichi Tanaka,74,14.29,1.0,7
192,193,193,Ben Crane,85,12.5,1.0,8
193,T194,T194,Chris Couch,75,0.0,,4
194,T194,T194,Bob Tway,81,0.0,,6
195,T194,T194,Tiger Woods,55,0.0,,3
