,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Corey Pavin,74,0.37,54,20.0
1,2,2,Ernie Els,69,0.379,58,22.0
2,3,3,Vijay Singh,103,0.386,88,34.0
3,4,4,David Toms,76,0.38799999999999996,80,31.0
4,5,5,J.L. Lewis,57,0.389,54,21.0
5,6,6,Kris Cox,83,0.395,76,30.0
6,7,7,Rory Sabbatini,84,0.40399999999999997,52,21.0
7,8,8,Greg Kraft,79,0.414,58,24.0
8,9,9,Ben Crane,85,0.415,82,34.0
9,10,10,Mike Sposa,68,0.41600000000000004,77,32.0
10,11,11,Jim Furyk,89,0.41700000000000004,48,20.0
11,12,12,Paul Azinger,87,0.424,85,36.0
12,13,13,Michael Allen,84,0.43,79,34.0
13,T14,T14,Tim Clark,80,0.436,55,24.0
14,T14,T14,Sergio Garcia,59,0.436,39,17.0
15,16,16,Tim Petrovic,95,0.43799999999999994,105,46.0
16,17,17,Bernhard Langer,77,0.439,66,29.0
17,T18,T18,Brian Gay,107,0.447,132,59.0
18,T18,T18,Brett Quigley,109,0.447,103,46.0
19,T20,T20,Craig Barlow,77,0.44799999999999995,58,26.0
20,T20,T20,Ryuji Imada,105,0.44799999999999995,134,60.0
21,22,22,Stewart Cink,93,0.45,80,36.0
22,23,23,Jason Bohn,104,0.452,84,38.0
23,24,24,Jonathan Byrd,66,0.45299999999999996,53,24.0
24,25,25,Chris DiMarco,83,0.456,57,26.0
25,T26,T26,Kent Jones,103,0.45799999999999996,96,44.0
26,T26,T26,Jesper Parnevik,84,0.45799999999999996,96,44.0
27,28,28,Mark O'Meara,52,0.46,63,29.0
28,T29,T29,Lucas Glover,105,0.462,91,42.0
29,T29,T29,Skip Kendall,72,0.462,52,24.0
30,T31,T31,Peter Lonard,77,0.46299999999999997,67,31.0
31,T31,T31,Ryan Moore,68,0.46299999999999997,67,31.0
32,33,33,K.J. Choi,93,0.46399999999999997,97,45.0
33,34,34,Bob Tway,81,0.465,86,40.0
34,35,35,Aaron Baddeley,78,0.467,90,42.0
35,T36,T36,Trevor Immelman,86,0.46799999999999997,62,29.0
36,T36,T36,Rod Pampling,89,0.46799999999999997,77,36.0
37,38,38,Steve Stricker,64,0.469,32,15.0
38,T39,T39,Brad Faxon,78,0.47,115,54.0
39,T39,T39,Jerry Kelly,100,0.47,100,47.0
40,41,41,Stuart Appleby,83,0.475,80,38.0
41,T42,T42,Troy Matteson,101,0.47700000000000004,109,52.0
42,T42,T42,Jerry Smith,94,0.47700000000000004,86,41.0
43,T44,T44,James Driscoll,80,0.479,117,56.0
44,T44,T44,Omar Uresti,61,0.479,48,23.0
45,46,46,Marco Dawson,87,0.48200000000000004,85,41.0
46,T47,T47,Mark Brooks,90,0.483,87,42.0
47,T47,T47,Paul Goydos,72,0.483,60,29.0
48,49,49,Bob Estes,85,0.484,64,31.0
49,T50,T50,Henrik Bjornstad,97,0.485,99,48.0
50,T50,T50,Chris Riley,86,0.485,103,50.0
51,T50,T50,Kevin Sutherland,100,0.485,101,49.0
52,T53,T53,José María Olazábal,62,0.488,41,20.0
53,T53,T53,Jeff Sluman,101,0.488,86,42.0
54,55,55,Daniel Chopra,110,0.49,104,51.0
55,56,56,Paul Stankowski,70,0.491,53,26.0
56,57,57,John Cook,67,0.49200000000000005,61,30.0
57,T58,T58,J.J. Henry,96,0.494,87,43.0
58,T58,T58,Daisuke Maruyama,83,0.494,87,43.0
59,T60,T60,Nathan Green,108,0.495,105,52.0
60,T60,T60,Richard Johnson,94,0.495,95,47.0
61,T60,T60,Shigeki Maruyama,94,0.495,103,51.0
62,T60,T60,Carl Pettersson,95,0.495,91,45.0
63,T60,T60,Nick Watney,97,0.495,105,52.0
64,T65,T65,Doug Barron,74,0.5,74,37.0
65,T65,T65,Luke Donald,66,0.5,44,22.0
66,T65,T65,Charles Howell III,96,0.5,78,39.0
67,T65,T65,Thomas Levet,53,0.5,46,23.0
68,T65,T65,Joe Ogilvie,95,0.5,72,36.0
69,T65,T65,Tom Pernice Jr.,108,0.5,100,50.0
70,T65,T65,Jimmy Walker,60,0.5,78,39.0
71,T65,T65,Tiger Woods,55,0.5,14,7.0
72,73,73,Jeff Overton,95,0.504,113,57.0
73,74,74,Arjun Atwal,97,0.505,109,55.0
74,T75,T75,Jonathan Kaye,95,0.506,77,39.0
75,T75,T75,Frank Lickliter II,99,0.506,77,39.0
76,T77,T77,Sean O'Hair,100,0.507,69,35.0
77,T77,T77,Mark Wilson,79,0.507,69,35.0
78,79,79,Bill Haas,99,0.509,106,54.0
79,80,80,Scott Verplank,88,0.51,51,26.0
80,81,81,John Huston,74,0.511,94,48.0
81,82,82,Pat Perez,50,0.512,43,22.0
82,83,83,John Rollins,93,0.513,78,40.0
83,T84,T84,Billy Andrade,78,0.514,70,36.0
84,T84,T84,Danny Ellis,68,0.514,70,36.0
85,T84,T84,Phil Mickelson,74,0.514,35,18.0
86,T87,T87,Brent Geiberger,99,0.517,116,60.0
87,T87,T87,Zach Johnson,98,0.517,89,46.0
88,89,89,Arron Oberholser,82,0.518,56,29.0
89,90,90,Alex Cejka,93,0.519,79,41.0
90,91,91,Briny Baird,81,0.522,67,35.0
91,92,92,Kirk Triplett,58,0.523,44,23.0
92,93,93,Hidemichi Tanaka,74,0.524,84,44.0
93,94,94,Steve Jones,83,0.526,97,51.0
94,T95,T95,Ben Curtis,86,0.527,74,39.0
95,T95,T95,Robert Garrigus,85,0.527,74,39.0
96,T95,T95,Jason Schultz,77,0.527,91,48.0
97,98,98,Steve Lowery,99,0.529,87,46.0
98,99,99,Jon Mills,68,0.532,62,33.0
99,100,100,Len Mattiace,59,0.5329999999999999,75,40.0
