,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
33,34,34,Scott Verplank,88,0.326,181,59.0
34,35,35,Todd Fischer,101,0.327,245,80.0
35,36,36,Shaun Micheel,96,0.32799999999999996,180,59.0
36,37,37,Corey Pavin,74,0.331,160,53.0
37,T38,T38,Charles Howell III,96,0.33299999999999996,213,71.0
38,T38,T38,Bernhard Langer,77,0.33299999999999996,153,51.0
39,T38,T38,Chris Riley,86,0.33299999999999996,201,67.0
40,T41,T41,Chad Campbell,91,0.335,161,54.0
41,T41,T41,Daniel Chopra,110,0.335,245,82.0
42,T43,T43,Steve Flesch,119,0.337,261,88.0
43,T43,T43,Retief Goosen,68,0.337,86,29.0
44,45,45,John Cook,67,0.33799999999999997,133,45.0
45,T46,T46,Frank Lickliter II,99,0.33899999999999997,221,75.0
46,T46,T46,Larry Mize,53,0.33899999999999997,109,37.0
47,T48,T48,Brian Davis,92,0.341,223,76.0
48,T48,T48,Bill Haas,99,0.341,229,78.0
49,T48,T48,Jason Schultz,77,0.341,173,59.0
50,51,51,Aaron Baddeley,78,0.34299999999999997,216,74.0
51,T52,T52,Harrison Frazar,95,0.344,186,64.0
52,T52,T52,Jesper Parnevik,84,0.344,195,67.0
53,54,54,Ryuji Imada,105,0.34600000000000003,217,75.0
54,55,55,John Huston,74,0.34700000000000003,176,61.0
55,T56,T56,Kris Cox,83,0.348,178,62.0
56,T56,T56,Freddie Jacobson,56,0.348,138,48.0
57,T56,T56,Ian Poulter,53,0.348,112,39.0
58,T56,T56,David Toms,76,0.348,138,48.0
59,T56,T56,Duffy Waldorf,96,0.348,227,79.0
60,61,61,Michael Allen,84,0.35,206,72.0
61,T62,T62,Woody Austin,107,0.35100000000000003,271,95.0
62,T62,T62,Ted Purdy,103,0.35100000000000003,185,65.0
63,T62,T62,John Senden,96,0.35100000000000003,174,61.0
64,T62,T62,Mike Sposa,68,0.35100000000000003,174,61.0
65,66,66,"John Engler, Jr.",69,0.35200000000000004,179,63.0
66,T67,T67,Mark Brooks,90,0.353,201,71.0
67,T67,T67,Tim Petrovic,95,0.353,241,85.0
68,T67,T67,Omar Uresti,61,0.353,136,48.0
69,T70,T70,Jason Bohn,104,0.355,248,88.0
70,T70,T70,Padraig Harrington,54,0.355,93,33.0
71,T72,T72,Stewart Cink,93,0.35600000000000004,174,62.0
72,T72,T72,Adam Scott,70,0.35600000000000004,101,36.0
73,74,74,Brian Bateman,69,0.35700000000000004,154,55.0
74,75,75,Jeff Maggert,81,0.358,165,59.0
75,76,76,Mathias Grönberg,92,0.359,206,74.0
76,77,77,Ryan Hietala,61,0.361,155,56.0
77,T78,T78,Stephen Ames,63,0.36200000000000004,116,42.0
78,T78,T78,Carl Pettersson,95,0.36200000000000004,210,76.0
79,80,80,Fred Funk,106,0.363,226,82.0
80,T81,T81,Bob Estes,85,0.364,198,72.0
81,T81,T81,Shigeki Maruyama,94,0.364,198,72.0
82,T83,T83,Robert Damron,91,0.368,234,86.0
83,T83,T83,Peter Lonard,77,0.368,174,64.0
84,T83,T83,Charles Warren,93,0.368,190,70.0
85,T86,T86,Matt Hansen,68,0.369,157,58.0
86,T86,T86,Zach Johnson,98,0.369,179,66.0
87,T86,T86,Daisuke Maruyama,83,0.369,187,69.0
88,89,89,Kenny Perry,73,0.371,124,46.0
89,90,90,Ben Curtis,86,0.37200000000000005,164,61.0
90,91,91,Skip Kendall,72,0.373,134,50.0
91,92,92,Ben Crane,85,0.374,155,58.0
92,T93,T93,David Branshaw,98,0.376,221,83.0
93,T93,T93,Marco Dawson,87,0.376,210,79.0
94,T93,T93,Joe Ogilvie,95,0.376,210,79.0
95,96,96,Nick Watney,97,0.377,212,80.0
96,97,97,Jimmy Walker,60,0.37799999999999995,148,56.0
97,98,98,Tom Pernice Jr.,108,0.379,240,91.0
98,99,99,Eric Axley,91,0.38,192,73.0
99,T100,T100,Jonathan Byrd,66,0.382,136,52.0
100,T100,T100,Carlos Franco,86,0.382,212,81.0
101,T100,T100,J.L. Lewis,57,0.382,144,55.0
102,T100,T100,Heath Slocum,96,0.382,204,78.0
103,T100,T100,Hidemichi Tanaka,74,0.382,178,68.0
104,T105,T105,Lucas Glover,105,0.38299999999999995,206,79.0
105,T105,T105,Lee Janzen,79,0.38299999999999995,180,69.0
106,T105,T105,Mark Wilson,79,0.38299999999999995,183,70.0
107,108,108,Henrik Bjornstad,97,0.384,250,96.0
108,T109,T109,Robert Gamez,94,0.385,208,80.0
109,T109,T109,Jeff Overton,95,0.385,208,80.0
110,T109,T109,Vijay Singh,103,0.385,187,72.0
111,T109,T109,Dean Wilson,115,0.385,244,94.0
112,T113,T113,Mathew Goggin,72,0.386,140,54.0
113,T113,T113,Justin Rose,98,0.386,220,85.0
114,T113,T113,Bo Van Pelt,102,0.386,233,90.0
115,T116,T116,Shane Bertsch,104,0.389,229,89.0
116,T116,T116,Ian Leggatt,80,0.389,193,75.0
117,T116,T116,Tom Lehman,70,0.389,108,42.0
118,119,119,Brad Faxon,78,0.39,210,82.0
119,T120,T120,Paul Goydos,72,0.392,158,62.0
120,T120,T120,Charley Hoffman,100,0.392,212,83.0
121,122,122,Tim Herron,82,0.39299999999999996,173,68.0
122,T123,T123,Mark Calcavecchia,94,0.39399999999999996,221,87.0
123,T123,T123,Chris DiMarco,83,0.39399999999999996,155,61.0
124,T123,T123,David McKenzie,82,0.39399999999999996,180,71.0
125,T123,T123,D.J. Trahan,92,0.39399999999999996,226,89.0
126,127,127,Len Mattiace,59,0.396,144,57.0
127,T128,T128,Olin Browne,108,0.39799999999999996,246,98.0
128,T128,T128,Kent Jones,103,0.39799999999999996,231,92.0
129,T128,T128,Bob May,65,0.39799999999999996,123,49.0
130,T128,T128,Jeff Sluman,101,0.39799999999999996,206,82.0
131,132,132,Steve Lowery,99,0.39899999999999997,228,91.0
132,133,133,José María Olazábal,62,0.4,80,32.0
133,134,134,J.J. Henry,96,0.401,177,71.0
134,135,135,Patrick Sheehan,104,0.40299999999999997,253,102.0
135,T136,T136,Craig Barlow,77,0.40399999999999997,161,65.0
136,T136,T136,Mike Weir,88,0.40399999999999997,161,65.0
137,138,138,Billy Mayfair,94,0.405,210,85.0
138,139,139,Todd Hamilton,72,0.40700000000000003,167,68.0
139,T140,T140,Alex Cejka,93,0.408,191,78.0
140,T140,T140,James Driscoll,80,0.408,211,86.0
141,T140,T140,Ryan Palmer,101,0.408,213,87.0
142,143,143,Tag Ridings,103,0.41,251,103.0
143,144,144,Robert Allenby,79,0.41100000000000003,151,62.0
144,145,145,Vance Veazey,59,0.413,138,57.0
145,146,146,Jon Mills,68,0.414,157,65.0
146,T147,T147,David Howell,52,0.415,65,27.0
147,T147,T147,Hunter Mahan,98,0.415,200,83.0
148,149,149,Ron Whittaker,81,0.41600000000000004,178,74.0
149,T150,T150,David Duval,71,0.41700000000000004,144,60.0
150,T150,T150,Rory Sabbatini,84,0.41700000000000004,187,78.0
151,T150,T150,Bob Tway,81,0.41700000000000004,151,63.0
152,T150,T150,Tiger Woods,55,0.41700000000000004,72,30.0
153,T154,T154,Davis Love III,85,0.418,153,64.0
154,T154,T154,Ryan Moore,68,0.418,158,66.0
155,156,156,Paul Stankowski,70,0.419,167,70.0
156,157,157,"Wes Short, Jr.",96,0.42,219,92.0
157,158,158,Robert Garrigus,85,0.42100000000000004,202,85.0
158,T159,T159,Greg Kraft,79,0.42200000000000004,204,86.0
159,T159,T159,Troy Matteson,101,0.42200000000000004,218,92.0
160,T159,T159,Joey Sindelar,90,0.42200000000000004,192,81.0
161,162,162,Jeff Brehaut,100,0.423,213,90.0
162,163,163,Bubba Watson,83,0.424,177,75.0
163,164,164,Tjaart van der Walt,60,0.425,134,57.0
164,165,165,Arjun Atwal,97,0.429,205,88.0
165,T166,T166,Michael Connell,51,0.43,114,49.0
166,T166,T166,Brandt Jobe,91,0.43,172,74.0
167,T166,T166,Vaughn Taylor,88,0.43,186,80.0
168,T169,T169,Chris Smith,67,0.43200000000000005,139,60.0
169,T169,T169,Camilo Villegas,95,0.43200000000000005,213,92.0
170,171,171,Bart Bryant,87,0.433,150,65.0
171,172,172,Sean O'Hair,100,0.434,182,79.0
172,173,173,Nicholas Thompson,96,0.435,230,100.0
173,174,174,Jonathan Kaye,95,0.439,205,90.0
174,175,175,Tim Clark,80,0.44,134,59.0
175,176,176,Briny Baird,81,0.441,161,71.0
176,177,177,Brett Wetterich,82,0.442,181,80.0
177,T178,T178,Rich Beem,85,0.444,189,84.0
178,T178,T178,Jason Gore,86,0.444,187,83.0
179,T178,T178,Steve Jones,83,0.444,171,76.0
180,181,181,John Rollins,93,0.447,188,84.0
181,182,182,Fred Couples,52,0.44799999999999995,96,43.0
182,T183,T183,Thomas Levet,53,0.449,138,62.0
183,T183,T183,D.A. Points,82,0.449,196,88.0
184,185,185,Scott Gutschewski,53,0.452,126,57.0
185,186,186,Pat Perez,50,0.45799999999999996,120,55.0
186,187,187,John Daly,51,0.46299999999999997,108,50.0
187,188,188,Alex Aragon,63,0.465,157,73.0
188,189,189,Phil Mickelson,74,0.47,100,47.0
189,T190,T190,Will MacKenzie,91,0.47700000000000004,172,82.0
190,T190,T190,Roger Tambellini,64,0.47700000000000004,132,63.0
191,192,192,Sergio Garcia,59,0.488,84,41.0
192,193,193,Tommy Armour III,65,0.49700000000000005,147,73.0
193,194,194,J.B. Holmes,81,0.506,158,80.0
194,195,195,Joe Durant,101,0.515,231,119.0
195,196,196,Chris Couch,75,0.539,178,96.0
