,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Jim Carter,95,2.9,232,80
1,T1,T1,Brian Henninger,56,2.9,142,49
2,3,3,Chris Riley,96,2.92,388,133
3,T4,T4,Paul Stankowski,67,2.93,319,109
4,T4,T4,Tiger Woods,74,2.93,481,164
5,6,6,Heath Slocum,101,2.94,371,126
6,7,7,Mark Calcavecchia,84,2.95,322,109
7,T8,T8,John Huston,76,2.96,337,114
8,T8,T8,Nick Price,65,2.96,335,113
9,T10,T10,Billy Andrade,100,2.97,324,109
10,T10,T10,Brad Elder,51,2.97,110,37
11,T10,T10,Jonathan Kaye,91,2.97,416,140
12,T10,T10,Scott McCarron,86,2.97,356,120
13,T10,T10,Loren Roberts,87,2.97,350,118
14,T10,T10,Mike Weir,80,2.97,410,138
15,T10,T10,Mark Wilson,82,2.97,255,86
16,T17,T17,Luke Donald,88,2.98,295,99
17,T17,T17,Dudley Hart,66,2.98,167,56
18,T17,T17,Tom Lehman,87,2.98,289,97
19,T20,T20,Tommy Armour III,66,2.99,263,88
20,T20,T20,Chris DiMarco,98,2.99,383,128
21,T20,T20,Scott Laycock,71,2.99,242,81
22,T20,T20,J.L. Lewis,99,2.99,362,121
23,T20,T20,Davis Love III,85,2.99,424,142
24,T20,T20,Craig Perks,82,2.99,254,85
25,T20,T20,Dean Wilson,82,2.99,302,101
26,T27,T27,Jay Don Blake,77,3.0,198,66
27,T27,T27,Thomas Levet,85,3.0,258,86
28,T27,T27,Carl Paulson,101,3.0,327,109
29,T27,T27,Scott Verplank,97,3.0,432,144
30,T31,T31,Stewart Cink,104,3.01,518,172
31,T31,T31,Ben Crane,94,3.01,307,102
32,T31,T31,Bob Estes,92,3.01,463,154
33,T31,T31,Glen Hnatiuk,92,3.01,280,93
34,T31,T31,Shaun Micheel,97,3.01,328,109
35,T31,T31,Carl Pettersson,80,3.01,280,93
36,T31,T31,Hidemichi Tanaka,112,3.01,484,161
37,T31,T31,David Toms,90,3.01,400,133
38,T31,T31,Duffy Waldorf,90,3.01,361,120
39,T40,T40,Tim Clark,79,3.02,278,92
40,T40,T40,Brad Faxon,97,3.02,429,142
41,T40,T40,Bernhard Langer,65,3.02,269,89
42,T40,T40,Shigeki Maruyama,87,3.02,372,123
43,T40,T40,David Peoples,96,3.02,338,112
44,T40,T40,Kenneth Staton,59,3.02,151,50
45,T40,T40,Kevin Sutherland,97,3.02,365,121
46,T47,T47,Fred Couples,71,3.03,376,124
47,T47,T47,Joe Durant,96,3.03,354,117
