,First_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_1_Scoring_Average_AVG,First_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
146,T146,T146,Jeff Maggert,72.33,434,6
147,148,148,Mike Grob,72.38,579,8
148,149,149,Tim Clark,72.4,362,5
149,150,150,Stuart Appleby,72.43,507,7
150,T151,T151,Brian Bateman,72.5,290,4
151,T151,T151,Bob Burns,72.5,435,6
152,T151,T151,Len Mattiace,72.5,580,8
153,T151,T151,John Rollins,72.5,290,4
154,155,155,Lee Janzen,72.56,653,9
155,T156,T156,Brent Geiberger,72.63,581,8
156,T156,T156,Richard Johnson,72.63,581,8
157,158,158,Kenneth Staton,72.67,218,3
158,159,159,Steve Allan,72.71,509,7
159,T160,T160,Gavin Coles,72.75,582,8
160,T160,T160,Steve Lowery,72.75,291,4
161,T162,T162,John Daly,72.83,437,6
162,T162,T162,Shaun Micheel,72.83,437,6
163,T162,T162,Dicky Pride,72.83,437,6
164,T162,T162,Vance Veazey,72.83,437,6
165,166,166,Brad Faxon,72.86,510,7
166,167,167,Ben Crane,72.88,583,8
167,T168,T168,Jason Buha,73.0,365,5
168,T168,T168,Brian Gay,73.0,584,8
169,T170,T170,Mark Brooks,73.22,659,9
170,T170,T170,Peter Jacobsen,73.22,659,9
171,T170,T170,Chris Smith,73.22,659,9
172,173,173,Rich Beem,73.29,513,7
173,174,174,Adam Scott,73.33,440,6
174,175,175,John Morgan,73.38,587,8
175,T176,T176,Matt Kuchar,73.4,367,5
176,T176,T176,Kaname Yokoo,73.4,367,5
177,178,178,David Peoples,73.44,661,9
178,179,179,Jeff Klein,73.5,441,6
179,180,180,Mathew Goggin,73.6,368,5
180,T181,T181,Dudley Hart,73.75,295,4
181,T181,T181,Scott Laycock,73.75,295,4
182,183,183,José Coceres,73.78,664,9
183,T184,T184,Michael Clark II,74.0,370,5
184,T184,T184,Frank Lickliter II,74.0,370,5
185,186,186,Jay Haas,74.25,594,8
186,187,187,Todd Barranger,74.8,374,5
187,188,188,Cameron Yancey,75.0,300,4
188,189,189,Ty Tryon,75.17,451,6
189,190,190,Brent Schwarzrock,75.25,301,4
