,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Vijay Singh,68.5,1781,26
1,2,2,Ernie Els,68.8,1032,15
2,3,3,Tiger Woods,68.88,1171,17
3,4,4,Briny Baird,69.23,2077,30
4,5,5,Retief Goosen,69.24,1177,17
5,6,6,Scott Verplank,69.32,1733,25
6,7,7,Chris DiMarco,69.38,1665,24
7,8,8,Tim Herron,69.39,1943,28
8,9,9,Jim Furyk,69.42,1805,26
9,10,10,Stewart Cink,69.44,1875,27
10,11,11,Charles Howell III,69.48,2015,29
11,12,12,Jay Haas,69.57,1600,23
12,13,13,Paul Stankowski,69.6,1392,20
13,14,14,Carlos Franco,69.62,2019,29
14,15,15,David Peoples,69.67,1881,27
15,T16,T16,Neal Lancaster,69.69,2230,32
16,T16,T16,Nick Price,69.69,1115,16
17,18,18,Mark Calcavecchia,69.74,1604,23
18,19,19,Woody Austin,69.76,2023,29
19,20,20,Hidemichi Tanaka,69.8,2094,30
20,21,21,Peter Jacobsen,69.82,1536,22
21,22,22,Tim Petrovic,69.84,2165,31
22,T23,T23,Chad Campbell,69.88,1817,26
23,T23,T23,Shaun Micheel,69.88,1817,26
24,25,25,Cameron Beckman,69.92,1678,24
25,T26,T26,Stephen Ames,69.96,1679,24
26,T26,T26,Dan Forsman,69.96,1889,27
27,T26,T26,J.P. Hayes,69.96,1749,25
28,T26,T26,Loren Roberts,69.96,1609,23
29,T30,T30,Brandt Jobe,70.0,1470,21
30,T30,T30,Arron Oberholser,70.0,1680,24
31,32,32,Paul Goydos,70.04,1681,24
32,33,33,John Riegger,70.07,981,14
33,34,34,Kevin Sutherland,70.08,1822,26
34,35,35,Davis Love III,70.1,1472,21
35,T36,T36,Andrew Magee,70.12,1753,25
36,T36,T36,Brett Quigley,70.12,1823,26
37,T38,T38,Robert Gamez,70.13,2174,31
38,T38,T38,Lee Janzen,70.13,1613,23
39,T40,T40,Tim Clark,70.17,1684,24
40,T40,T40,David Toms,70.17,1614,23
41,42,42,Brian Henninger,70.18,1193,17
42,43,43,Alex Cejka,70.19,1825,26
43,44,44,Brent Geiberger,70.2,1053,15
44,45,45,Brent Schwarzrock,70.22,1264,18
45,46,46,Fred Funk,70.23,2177,31
46,T47,T47,Glen Day,70.24,2037,29
47,T47,T47,Geoff Ogilvy,70.24,1756,25
48,49,49,Bob Estes,70.25,1686,24
49,50,50,Mike Weir,70.26,1335,19
50,51,51,J.J. Henry,70.27,2108,30
51,52,52,Joe Durant,70.29,1968,28
52,53,53,Harrison Frazar,70.32,1758,25
53,54,54,Dicky Pride,70.35,1618,23
54,55,55,Bob Tway,70.36,1759,25
55,56,56,Tom Pernice Jr.,70.37,2111,30
56,57,57,Justin Leonard,70.38,1478,21
57,T58,T58,K.J. Choi,70.4,2112,30
58,T58,T58,John Huston,70.4,1408,20
59,T60,T60,Robert Allenby,70.43,1479,21
60,T60,T60,David Gossett,70.43,1972,28
61,62,62,Kenny Perry,70.44,1761,25
62,63,63,Jeff Brehaut,70.45,2184,31
63,64,64,Frank Lickliter II,70.46,1973,28
64,65,65,Dean Wilson,70.48,1903,27
65,T66,T66,Hank Kuehne,70.5,1551,22
66,T66,T66,Len Mattiace,70.5,1833,26
67,T68,T68,Paul Gow,70.52,1481,21
68,T68,T68,Steve Lowery,70.52,1763,25
69,T68,T68,Carl Pettersson,70.52,1763,25
70,71,71,John Senden,70.53,2257,32
71,T72,T72,John Rollins,70.54,1834,26
72,T72,T72,Hal Sutton,70.54,1693,24
73,74,74,Jesper Parnevik,70.55,2046,29
74,75,75,Brenden Pappas,70.56,2258,32
75,76,76,Kirk Triplett,70.57,1623,23
76,T77,T77,Brian Gay,70.58,2329,33
77,T77,T77,Jonathan Kaye,70.58,1835,26
78,T77,T77,Carl Paulson,70.58,2188,31
79,T77,T77,David Sutherland,70.58,1694,24
80,81,81,Peter Lonard,70.6,1765,25
81,82,82,Dudley Hart,70.61,1271,18
82,T83,T83,Billy Andrade,70.62,2048,29
83,T83,T83,Shigeki Maruyama,70.62,1836,26
84,85,85,Rory Sabbatini,70.65,1837,26
85,86,86,Olin Browne,70.67,2332,33
86,87,87,Rod Pampling,70.69,1838,26
87,T88,T88,Fred Couples,70.71,1202,17
88,T88,T88,David Frost,70.71,1697,24
89,90,90,Aaron Baddeley,70.72,1273,18
90,91,91,Patrick Sheehan,70.77,2194,31
91,92,92,Steve Flesch,70.78,2265,32
92,T93,T93,Marco Dawson,70.79,2053,29
93,T93,T93,Jerry Kelly,70.79,1982,28
94,T95,T95,J.L. Lewis,70.8,2124,30
95,T95,T95,Jeff Sluman,70.8,2124,30
96,T95,T95,Steve Stricker,70.8,1416,20
97,T98,T98,Per-Ulrik Johansson,70.81,2195,31
98,T98,T98,Phil Mickelson,70.81,1487,21
