,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
0,1,1,Vijay Singh,106,34.57,3526,102
1,2,2,Tiger Woods,74,34.62,2354,68
2,T3,T3,Jim Furyk,104,34.77,3512,101
3,T3,T3,Retief Goosen,69,34.77,2225,64
4,5,5,Stewart Cink,104,34.8,3480,100
5,6,6,Rod Pampling,87,34.89,2896,83
6,7,7,Briny Baird,113,34.92,3806,109
7,8,8,Chad Campbell,105,34.96,3566,102
8,9,9,Brett Quigley,92,34.99,3079,88
9,T10,T10,Robert Gamez,114,35.0,3990,114
10,T10,T10,David Toms,90,35.0,2835,81
11,T12,T12,Chris DiMarco,98,35.01,3256,93
12,T12,T12,Tim Petrovic,108,35.01,3641,104
13,T14,T14,Dan Forsman,98,35.03,3433,98
14,T14,T14,Kent Jones,74,35.03,2452,70
15,T16,T16,Davis Love III,85,35.11,2774,79
16,T16,T16,Kenny Perry,98,35.11,3406,97
17,18,18,Brandt Jobe,77,35.12,2704,77
18,T19,T19,Stephen Ames,91,35.13,3127,89
19,T19,T19,Ernie Els,65,35.13,2108,60
20,21,21,Arron Oberholser,80,35.14,2811,80
21,22,22,Scott Verplank,97,35.17,3376,96
22,23,23,Jeff Sluman,106,35.18,3659,104
23,T24,T24,Joe Durant,96,35.2,3379,96
24,T24,T24,Joey Sindelar,93,35.2,3203,91
25,T26,T26,Robert Allenby,87,35.21,2817,80
26,T26,T26,Fred Funk,112,35.21,3838,109
27,28,28,Ben Crane,94,35.22,3240,92
28,29,29,Bob Tway,89,35.25,2996,85
29,30,30,Bob Estes,92,35.26,3209,91
30,T31,T31,Fred Couples,71,35.28,2364,67
31,T31,T31,Geoff Ogilvy,86,35.28,2893,82
32,T33,T33,David Peoples,96,35.29,3388,96
33,T33,T33,John Senden,111,35.29,3776,107
34,T33,T33,Patrick Sheehan,101,35.29,3494,99
35,T36,T36,Shaun Micheel,97,35.3,3318,94
36,T36,T36,Loren Roberts,87,35.3,3036,86
37,T36,T36,Hal Sutton,81,35.3,2859,81
38,39,39,Harrison Frazar,88,35.31,3001,85
39,T40,T40,Luke Donald,88,35.32,3108,88
40,T40,T40,John Rollins,89,35.32,3002,85
41,T42,T42,Charles Howell III,120,35.33,4063,115
42,T42,T42,John Riegger,55,35.33,1837,52
43,T42,T42,Chris Riley,96,35.33,3180,90
44,T45,T45,Craig Barlow,95,35.34,3287,93
45,T45,T45,Per-Ulrik Johansson,96,35.34,3393,96
46,T45,T45,Skip Kendall,110,35.34,3887,110
47,T45,T45,Andrew Magee,91,35.34,3145,89
48,T45,T45,Hidemichi Tanaka,112,35.34,3958,112
49,T50,T50,Cameron Beckman,86,35.35,2934,83
50,T50,T50,Glen Day,103,35.35,3570,101
51,T50,T50,Jay Haas,89,35.35,2934,83
52,T53,T53,Stuart Appleby,90,35.36,3006,85
53,T53,T53,Tim Herron,102,35.36,3536,100
54,55,55,Mike Weir,80,35.37,2653,75
55,T56,T56,Jerry Kelly,108,35.38,3679,104
56,T56,T56,Deane Pappas,75,35.38,2583,73
57,T58,T58,Billy Andrade,100,35.4,3540,100
58,T58,T58,Steve Flesch,110,35.4,3823,108
59,T58,T58,Paul Stankowski,67,35.4,2372,67
60,T58,T58,Duffy Waldorf,90,35.4,3044,86
61,T62,T62,Paul Goydos,86,35.41,2939,83
62,T62,T62,John Huston,76,35.41,2656,75
63,T62,T62,Kevin Sutherland,97,35.41,3329,94
64,65,65,Esteban Toledo,109,35.42,3754,106
65,T66,T66,David Gossett,92,35.43,3260,92
66,T66,T66,Cliff Kresge,102,35.43,3543,100
67,T68,T68,Lee Janzen,83,35.44,2835,80
68,T68,T68,Kirk Triplett,92,35.44,3190,90
69,T70,T70,Carlos Franco,99,35.45,3439,97
70,T70,T70,Dudley Hart,66,35.45,2340,66
71,T70,T70,Neal Lancaster,110,35.45,3793,107
72,T70,T70,Billy Mayfair,105,35.45,3722,105
73,T70,T70,David Sutherland,77,35.45,2588,73
74,75,75,J.L. Lewis,99,35.46,3440,97
75,T76,T76,Woody Austin,107,35.47,3689,104
76,T76,T76,Tom Gillis,71,35.47,2412,68
77,T76,T76,Paul Gow,62,35.47,2199,62
78,T76,T76,Rocco Mediate,80,35.47,2767,78
79,T80,T80,Mike Heinen,89,35.48,3122,88
80,T80,T80,Dicky Pride,73,35.48,2590,73
81,T80,T80,Rory Sabbatini,95,35.48,3300,93
82,T83,T83,Aaron Baddeley,71,35.49,2378,67
83,T83,T83,Jeff Brehaut,110,35.49,3797,107
84,T83,T83,Mike Grob,83,35.49,2875,81
85,T83,T83,Tom Lehman,87,35.49,2910,82
86,T83,T83,Justin Leonard,80,35.49,2662,75
87,T83,T83,Steve Lowery,86,35.49,2839,80
88,T83,T83,Brenden Pappas,105,35.49,3655,103
89,T90,T90,Jonathan Byrd,101,35.5,3586,101
90,T90,T90,Marco Dawson,86,35.5,2982,84
91,92,92,Alex Cejka,98,35.51,3231,91
92,T93,T93,Mark Calcavecchia,84,35.52,2984,84
93,T93,T93,Tom Pernice Jr.,105,35.52,3623,102
94,95,95,Peter Lonard,96,35.53,3198,90
95,96,96,Pat Bates,111,35.54,3838,108
96,T97,T97,Doug Barron,90,35.55,3128,88
97,T97,T97,Olin Browne,113,35.55,3910,110
98,T97,T97,Tim Clark,79,35.55,2773,78
99,T97,T97,J.J. Henry,100,35.55,3413,96
100,T101,T101,Darren Clarke,61,35.56,1920,54
