,First_Tee_Early_Round_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_5_Scoring_Average_AVG,First_Tee_Early_Round_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_5_Scoring_Average_TOTAL ROUNDS
0,1,1,Dean Wilson,66.0,66,1
1,T2,T2,Rory Sabbatini,67.0,67,1
2,T2,T2,Kirk Triplett,67.0,67,1
3,T4,T4,Glen Day,68.0,68,1
4,T4,T4,Jim Furyk,68.0,68,1
5,T4,T4,Patrick Sheehan,68.0,68,1
6,7,7,Jerry Kelly,68.5,137,2
7,T8,T8,Jeff Brehaut,69.0,69,1
8,T8,T8,Donnie Hammond,69.0,69,1
9,T10,T10,Chris DiMarco,70.0,70,1
10,T10,T10,Brad Faxon,70.0,70,1
11,T10,T10,Todd Fischer,70.0,70,1
12,T10,T10,Justin Leonard,70.0,70,1
13,T10,T10,John Senden,70.0,70,1
14,T10,T10,Scott Verplank,70.0,70,1
15,T16,T16,Matt Gogel,71.0,142,2
16,T16,T16,Kent Jones,71.0,71,1
17,T16,T16,Skip Kendall,71.0,142,2
18,T16,T16,J.L. Lewis,71.0,71,1
19,T16,T16,Davis Love III,71.0,71,1
20,T21,T21,Mike Heinen,72.0,72,1
21,T21,T21,Paul Stankowski,72.0,72,1
22,T23,T23,Craig Barlow,73.0,73,1
23,T23,T23,Tom Pernice Jr.,73.0,73,1
24,T23,T23,John Riegger,73.0,73,1
25,T26,T26,Dan Forsman,74.0,74,1
26,T26,T26,Robert Gamez,74.0,148,2
27,T26,T26,Scott McCarron,74.0,74,1
28,T29,T29,Briny Baird,75.0,75,1
29,T29,T29,John Huston,75.0,75,1
30,T29,T29,Tim Petrovic,75.0,75,1
31,T32,T32,Alex Cejka,76.0,76,1
32,T32,T32,Fred Couples,76.0,76,1
33,34,34,Ben Crane,79.0,79,1
