,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,67.43,472,7
1,2,2,Paul Stankowski,68.2,682,10
2,3,3,Tim Herron,68.38,1094,16
3,4,4,Ernie Els,68.5,274,4
4,5,5,Briny Baird,68.57,960,14
5,6,6,Scott Verplank,68.71,962,14
6,7,7,Jim Furyk,68.73,756,11
7,8,8,Loren Roberts,68.75,550,8
8,9,9,Tiger Woods,68.8,344,5
9,T10,T10,Robert Allenby,68.86,482,7
10,T10,T10,Vijay Singh,68.86,964,14
11,12,12,Alex Cejka,69.0,1242,18
12,13,13,Stewart Cink,69.07,967,14
13,14,14,David Peoples,69.08,898,13
14,15,15,Carlos Franco,69.14,968,14
15,16,16,David Sutherland,69.17,830,12
16,17,17,Kent Jones,69.2,692,10
17,18,18,Fred Funk,69.25,1108,16
18,19,19,Mark Calcavecchia,69.33,832,12
19,T20,T20,Steve Flesch,69.38,902,13
20,T20,T20,Nick Price,69.38,555,8
21,22,22,David Toms,69.4,694,10
22,T23,T23,Shaun Micheel,69.45,764,11
23,T23,T23,Geoff Ogilvy,69.45,764,11
24,T23,T23,Bob Tway,69.45,764,11
25,26,26,Tom Pernice Jr.,69.46,903,13
26,T27,T27,Steve Allan,69.5,556,8
27,T27,T27,Peter Lonard,69.5,834,12
28,T27,T27,John Riegger,69.5,556,8
29,T27,T27,Kevin Sutherland,69.5,834,12
30,31,31,Justin Leonard,69.55,765,11
31,32,32,Brandt Jobe,69.58,835,12
32,33,33,Marco Dawson,69.6,1044,15
33,34,34,Jay Haas,69.62,905,13
34,35,35,Woody Austin,69.65,1184,17
35,36,36,Cameron Beckman,69.67,627,9
36,37,37,Phil Mickelson,69.73,767,11
37,38,38,Charles Howell III,69.75,837,12
38,39,39,Hidemichi Tanaka,69.77,907,13
39,40,40,Glen Day,69.79,977,14
40,41,41,Peter Jacobsen,69.82,768,11
41,42,42,Robert Gamez,69.87,1048,15
42,43,43,Brian Gay,69.88,1118,16
43,44,44,Davis Love III,69.89,629,9
44,45,45,Duffy Waldorf,69.92,839,12
45,46,46,Andrew Magee,69.94,1259,18
46,T47,T47,Darren Clarke,70.0,420,6
47,T47,T47,Robert Damron,70.0,1050,15
48,T47,T47,Bob Estes,70.0,840,12
49,T47,T47,Arron Oberholser,70.0,770,11
50,T47,T47,Rod Pampling,70.0,770,11
51,T47,T47,Kenny Perry,70.0,770,11
52,T47,T47,Steve Stricker,70.0,770,11
53,T47,T47,Mike Weir,70.0,560,8
54,55,55,Scott McCarron,70.09,771,11
55,56,56,K.J. Choi,70.11,1262,18
56,57,57,Tim Clark,70.14,982,14
57,58,58,Stephen Ames,70.15,912,13
58,59,59,Neal Lancaster,70.16,1333,19
59,60,60,Brent Geiberger,70.22,632,9
60,61,61,Per-Ulrik Johansson,70.23,913,13
61,T62,T62,Craig Barlow,70.25,1124,16
62,T62,T62,Chris DiMarco,70.25,843,12
63,T64,T64,Chad Campbell,70.29,984,14
64,T64,T64,J.J. Henry,70.29,984,14
65,66,66,Tom Gillis,70.3,703,10
66,67,67,Harrison Frazar,70.31,914,13
67,68,68,Tim Petrovic,70.33,1266,18
68,69,69,Carl Pettersson,70.36,985,14
69,70,70,Dudley Hart,70.38,563,8
70,T71,T71,Brian Henninger,70.4,704,10
71,T71,T71,Brenden Pappas,70.4,1056,15
72,T71,T71,Darron Stiles,70.4,1056,15
73,74,74,Luke Donald,70.42,845,12
74,T75,T75,Todd Fischer,70.44,1268,18
75,T75,T75,John Huston,70.44,634,9
