,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
152,T148,T148,Olin Browne,113,4.0
153,T148,T148,Jason Caron,74,4.0
154,T148,T148,Fred Couples,71,4.0
155,T148,T148,Ben Curtis,69,4.0
156,T148,T148,Bob Estes,92,4.0
157,T148,T148,Richard Johnson,89,4.0
158,T148,T148,Kent Jones,74,4.0
159,T148,T148,Jeff Klein,60,4.0
160,T148,T148,Peter Lonard,96,4.0
161,T148,T148,Deane Pappas,75,4.0
162,T148,T148,Corey Pavin,88,4.0
163,T148,T148,John Rollins,89,4.0
164,T148,T148,Akio Sadakata,83,4.0
165,T166,T166,Jay Don Blake,77,3.0
166,T166,T166,Michael Clark II,54,3.0
167,T166,T166,Joe Durant,96,3.0
168,T166,T166,Joel Edwards,60,3.0
169,T166,T166,Brett Quigley,92,3.0
170,T166,T166,Brent Schwarzrock,60,3.0
171,T166,T166,Heath Slocum,101,3.0
172,T166,T166,Dean Wilson,82,3.0
173,T174,T174,Steve Allan,53,2.0
174,T174,T174,Mark Calcavecchia,84,2.0
175,T174,T174,Gavin Coles,69,2.0
176,T174,T174,Robert Damron,96,2.0
177,T174,T174,Donnie Hammond,92,2.0
178,T174,T174,J.P. Hayes,79,2.0
179,T174,T174,Matt Kuchar,63,2.0
180,T174,T174,Bernhard Langer,65,2.0
181,T174,T174,Scott Laycock,71,2.0
182,T174,T174,Dicky Pride,73,2.0
183,T174,T174,Loren Roberts,87,2.0
184,T174,T174,Steve Stricker,59,2.0
185,T186,T186,Mark Brooks,90,1.0
186,T186,T186,Jason Buha,61,1.0
187,T186,T186,Brad Elder,51,1.0
188,T186,T186,Mark Wilson,82,1.0
189,190,190,Brian Henninger,56,
