,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,John Huston,34.32,755,22
1,2,2,Retief Goosen,34.35,584,17
2,3,3,Jim Furyk,34.46,896,26
3,4,4,Aaron Baddeley,34.53,656,19
4,5,5,Darren Clarke,34.64,485,14
5,6,6,Mark Calcavecchia,34.67,832,24
6,7,7,Duffy Waldorf,34.71,833,24
7,8,8,Glen Day,34.73,1042,30
8,T9,T9,Charles Howell III,34.76,1008,29
9,T9,T9,Phil Mickelson,34.76,730,21
10,11,11,Paul Goydos,34.79,835,24
11,12,12,Nick Price,34.81,557,16
12,13,13,Carl Paulson,34.87,1081,31
13,T14,T14,Fred Couples,34.88,593,17
14,T14,T14,Kirk Triplett,34.88,837,24
15,16,16,Tiger Woods,34.94,594,17
16,T17,T17,Bob Tway,34.96,874,25
17,T17,T17,Scott Verplank,34.96,874,25
18,19,19,K.J. Choi,34.97,1049,30
19,T20,T20,Ernie Els,35.0,525,15
20,T20,T20,Tom Lehman,35.0,805,23
21,T22,T22,Stephen Ames,35.04,876,25
22,T22,T22,Corey Pavin,35.04,841,24
23,T22,T22,Loren Roberts,35.04,806,23
24,T22,T22,Vijay Singh,35.04,911,26
25,26,26,Olin Browne,35.06,1157,33
26,27,27,Jeff Maggert,35.08,842,24
27,28,28,Justin Leonard,35.1,737,21
28,T29,T29,Dan Forsman,35.11,948,27
29,T29,T29,Mike Weir,35.11,667,19
30,T31,T31,Harrison Frazar,35.12,913,26
31,T31,T31,Jonathan Kaye,35.12,913,26
32,33,33,Bob Estes,35.13,843,24
33,34,34,Donnie Hammond,35.15,949,27
34,35,35,Arron Oberholser,35.16,879,25
35,T36,T36,Sergio Garcia,35.17,633,18
36,T36,T36,Dicky Pride,35.17,809,23
37,T38,T38,Rocco Mediate,35.22,810,23
38,T38,T38,Deane Pappas,35.22,810,23
39,T40,T40,J.J. Henry,35.23,1057,30
40,T40,T40,Rod Pampling,35.23,916,26
41,42,42,Jerry Kelly,35.24,1022,29
42,43,43,Todd Fischer,35.26,1093,31
43,T44,T44,Robert Allenby,35.27,776,22
44,T44,T44,Woody Austin,35.27,1058,30
45,T44,T44,Alex Cejka,35.27,917,26
46,T44,T44,Peter Jacobsen,35.27,776,22
47,T44,T44,Brandt Jobe,35.27,776,22
48,T44,T44,Tom Pernice Jr.,35.27,1058,30
49,50,50,Kenny Perry,35.28,882,25
50,T51,T51,Craig Barlow,35.29,988,28
51,T51,T51,Cameron Beckman,35.29,847,24
52,T51,T51,Davis Love III,35.29,741,21
53,T51,T51,Patrick Sheehan,35.29,1094,31
54,55,55,Chris Riley,35.3,953,27
55,T56,T56,Chad Campbell,35.31,918,26
56,T56,T56,Kevin Sutherland,35.31,918,26
57,58,58,Lee Janzen,35.33,848,24
58,T59,T59,Jeff Brehaut,35.35,1096,31
59,T59,T59,David Toms,35.35,813,23
60,T61,T61,Stewart Cink,35.37,955,27
61,T61,T61,Luke Donald,35.37,955,27
62,T63,T63,Aaron Barber,35.38,1132,32
63,T63,T63,Pat Bates,35.38,1203,34
64,T63,T63,Jay Don Blake,35.38,920,26
65,T63,T63,Brad Faxon,35.38,920,26
66,T63,T63,Ian Leggatt,35.38,849,24
67,T68,T68,Fred Funk,35.39,1097,31
68,T68,T68,Robert Gamez,35.39,1097,31
69,T68,T68,Tim Herron,35.39,991,28
70,T71,T71,Skip Kendall,35.4,1062,30
71,T71,T71,Andy Miller,35.4,885,25
72,T71,T71,David Peoples,35.4,1062,30
73,T74,T74,Briny Baird,35.41,1133,32
74,T74,T74,Steve Flesch,35.41,1133,32
75,T74,T74,Esteban Toledo,35.41,1204,34
76,77,77,Richard Johnson,35.43,992,28
77,78,78,Mike Sposa,35.46,851,24
78,79,79,Hidemichi Tanaka,35.47,1064,30
79,80,80,Doug Barron,35.48,1100,31
80,T81,T81,John Riegger,35.5,568,16
81,T81,T81,Jeff Sluman,35.5,1065,30
82,T81,T81,Hal Sutton,35.5,852,24
83,T84,T84,Chris DiMarco,35.52,888,25
84,T84,T84,Tim Petrovic,35.52,1101,31
85,T86,T86,Marco Dawson,35.53,1066,30
86,T86,T86,Jesper Parnevik,35.53,1066,30
87,T88,T88,Tom Gillis,35.54,853,24
88,T88,T88,Akio Sadakata,35.54,995,28
89,90,90,Hank Kuehne,35.55,782,22
90,T91,T91,Brent Geiberger,35.56,569,16
91,T91,T91,Shigeki Maruyama,35.56,960,27
92,T91,T91,Shaun Micheel,35.56,960,27
93,94,94,Greg Chalmers,35.57,1067,30
94,T95,T95,David Frost,35.58,854,24
95,T95,T95,Brett Quigley,35.58,925,26
96,T95,T95,Heath Slocum,35.58,1103,31
97,T98,T98,Carlos Franco,35.59,1032,29
98,T98,T98,Spike McRoy,35.59,1210,34
99,100,100,Stuart Appleby,35.6,890,25
100,T101,T101,Chris Anderson,35.61,1104,31
101,T101,T101,Jason Caron,35.61,997,28
102,T101,T101,Billy Mayfair,35.61,1104,31
103,T101,T101,Darron Stiles,35.61,997,28
104,T105,T105,Billy Andrade,35.62,1033,29
105,T105,T105,Paul Gow,35.62,748,21
106,T107,T107,Mathew Goggin,35.63,962,27
107,T107,T107,Kenichi Kuboya,35.63,1069,30
108,T107,T107,John Senden,35.63,1140,32
109,T107,T107,Jay Williamson,35.63,1069,30
110,T111,T111,Joe Durant,35.64,998,28
111,T111,T111,Mike Heinen,35.64,998,28
112,113,113,Brenden Pappas,35.66,1141,32
113,T114,T114,Matt Gogel,35.67,856,24
114,T114,T114,Scott Laycock,35.67,856,24
115,T114,T114,Pat Perez,35.67,1070,30
116,T117,T117,David Gossett,35.68,999,28
117,T117,T117,Thomas Levet,35.68,892,25
118,T117,T117,Garrett Willis,35.68,1106,31
119,T120,T120,Steven Alker,35.69,1035,29
120,T120,T120,Jonathan Byrd,35.69,1035,29
121,T120,T120,Frank Lickliter II,35.69,1035,29
122,123,123,Brian Henninger,35.71,607,17
123,T124,T124,Robert Damron,35.72,1143,32
124,T124,T124,Andrew Magee,35.72,893,25
125,T124,T124,Geoff Ogilvy,35.72,893,25
126,T127,T127,Mark Brooks,35.73,1072,30
127,T127,T127,Len Mattiace,35.73,929,26
128,T127,T127,Rory Sabbatini,35.73,929,26
129,130,130,Joel Edwards,35.74,822,23
130,131,131,Jim Carter,35.75,1144,32
131,T132,T132,J.P. Hayes,35.76,894,25
132,T132,T132,Neal Lancaster,35.76,1216,34
133,T134,T134,Tom Byrum,35.77,1109,31
134,T134,T134,Per-Ulrik Johansson,35.77,1109,31
135,T134,T134,Cliff Kresge,35.77,1109,31
136,137,137,Jay Haas,35.78,823,23
137,138,138,Notah Begay III,35.79,1038,29
138,139,139,Paul Stankowski,35.81,752,21
139,140,140,John Daly,35.82,788,22
140,141,141,Jason Gore,35.83,1039,29
141,142,142,Scott McCarron,35.84,896,25
142,143,143,Adam Scott,35.85,466,13
143,T144,T144,José Coceres,35.86,753,21
144,T144,T144,Matt Kuchar,35.86,789,22
145,146,146,Mike Grob,35.88,933,26
146,147,147,Steve Stricker,35.9,718,20
147,148,148,Paul Azinger,35.92,898,25
148,149,149,Brian Gay,35.94,1186,33
149,T150,T150,Brian Bateman,35.96,863,24
150,T150,T150,Peter Lonard,35.96,899,25
151,152,152,Chris Smith,35.97,1079,30
152,T153,T153,Rich Beem,36.0,864,24
153,T153,T153,Brad Elder,36.0,684,19
154,T153,T153,Glen Hnatiuk,36.0,1008,28
155,T153,T153,Kenneth Staton,36.0,756,21
156,157,157,Ben Crane,36.04,937,26
157,T158,T158,Ben Curtis,36.05,757,21
158,T158,T158,Dudley Hart,36.05,757,21
159,T160,T160,J.L. Lewis,36.07,1082,30
160,T160,T160,Joey Sindelar,36.07,1010,28
161,T162,T162,John Rollins,36.08,938,26
162,T162,T162,Vance Veazey,36.08,938,26
163,164,164,Tommy Armour III,36.09,794,22
164,165,165,Brent Schwarzrock,36.11,686,19
165,166,166,John Morgan,36.14,1012,28
166,167,167,Dean Wilson,36.15,976,27
167,168,168,Tim Clark,36.17,868,24
168,T169,T169,Gavin Coles,36.19,977,27
169,T169,T169,Steve Lowery,36.19,977,27
170,171,171,"Dave Stockton, Jr.",36.23,1087,30
171,T172,T172,Michael Clark II,36.24,761,21
172,T172,T172,Carl Pettersson,36.24,906,25
173,174,174,Jason Buha,36.25,870,24
174,175,175,Kent Jones,36.27,798,22
175,176,176,David Sutherland,36.29,871,24
176,177,177,Bob Burns,36.3,980,27
177,T178,T178,John Maginnes,36.34,1054,29
178,T178,T178,Mark Wilson,36.34,1054,29
179,T180,T180,Gene Sauers,36.41,1056,29
180,T180,T180,Cameron Yancey,36.41,801,22
181,182,182,Anthony Painter,36.47,1094,30
182,183,183,Bernhard Langer,36.5,730,20
183,184,184,Mark O'Meara,36.52,840,23
184,185,185,Steve Allan,36.53,621,17
185,186,186,Kaname Yokoo,36.57,768,21
186,187,187,Todd Barranger,36.6,1098,30
187,188,188,Jeff Klein,36.71,881,24
188,189,189,Craig Perks,36.89,996,27
189,190,190,Ty Tryon,36.9,738,20
