,Par_5_Performance_RANK THIS WEEK,Par_5_Performance_RANK LAST WEEK,Par_5_Performance_PLAYER NAME,Par_5_Performance_ROUNDS,Par_5_Performance_STATUS,Par_5_Performance_PAR 5 AVG,Par_5_Performance_TOTAL PAR
0,1,1,Vijay Singh,106,-172,4.48,1645
1,2,2,Robert Gamez,114,-167,4.57,1930
2,T3,T3,Charles Howell III,120,-166,4.56,1870
3,T3,T3,John Senden,111,-166,4.55,1850
4,T5,T5,Jeff Brehaut,110,-158,4.58,1870
5,T5,T5,Carlos Franco,99,-158,4.53,1665
6,7,7,Jim Furyk,104,-157,4.52,1630
7,8,8,K.J. Choi,112,-156,4.53,1675
8,9,9,Brenden Pappas,105,-152,4.57,1775
9,10,10,Steve Flesch,110,-150,4.59,1845
10,11,11,Tim Petrovic,108,-147,4.57,1710
11,T12,T12,Briny Baird,113,-146,4.59,1775
12,T12,T12,Chad Campbell,105,-146,4.55,1625
13,T14,T14,Jerry Kelly,108,-142,4.6,1795
14,T14,T14,Skip Kendall,110,-142,4.65,2000
15,16,16,Carl Paulson,101,-141,4.59,1730
16,17,17,Glen Day,103,-138,4.61,1785
17,T18,T18,Neal Lancaster,110,-136,4.64,1885
18,T18,T18,Hidemichi Tanaka,112,-136,4.65,1935
19,T18,T18,Tiger Woods,74,-136,4.38,1100
20,T21,T21,Stewart Cink,104,-135,4.59,1665
21,T21,T21,Tom Pernice Jr.,105,-135,4.62,1770
22,T21,T21,Scott Verplank,97,-135,4.55,1515
23,T24,T24,Craig Barlow,95,-129,4.6,1620
24,T24,T24,Jesper Parnevik,102,-129,4.61,1675
25,T26,T26,Geoff Ogilvy,86,-127,4.57,1465
26,T26,T26,Jeff Sluman,106,-127,4.64,1745
27,28,28,Olin Browne,113,-126,4.65,1810
28,29,29,Woody Austin,107,-125,4.66,1850
29,T30,T30,Tim Herron,102,-124,4.62,1650
30,T30,T30,Kevin Sutherland,97,-124,4.62,1620
31,T32,T32,Chris DiMarco,98,-123,4.6,1525
32,T32,T32,David Gossett,92,-123,4.63,1645
33,T34,T34,Jonathan Byrd,101,-122,4.64,1680
34,T34,T34,Greg Chalmers,98,-122,4.63,1630
35,T34,T34,Frank Lickliter II,94,-122,4.6,1520
36,T34,T34,Davis Love III,85,-122,4.55,1355
37,T34,T34,Kenny Perry,98,-122,4.61,1565
38,T34,T34,Patrick Sheehan,101,-122,4.63,1650
39,T40,T40,John Huston,76,-121,4.55,1340
40,T40,T40,David Peoples,96,-121,4.64,1670
41,T42,T42,Marco Dawson,86,-120,4.57,1405
42,T42,T42,Mike Heinen,89,-120,4.62,1580
43,T44,T44,Pat Perez,95,-118,4.64,1630
44,T44,T44,Esteban Toledo,109,-118,4.68,1820
45,T46,T46,Stephen Ames,91,-117,4.63,1580
46,T46,T46,Luke Donald,88,-117,4.6,1470
47,T46,T46,Cliff Kresge,102,-117,4.67,1750
48,T46,T46,Billy Mayfair,105,-117,4.67,1770
49,50,50,Dan Forsman,98,-116,4.64,1605
50,T51,T51,Darron Stiles,93,-115,4.62,1525
51,T51,T51,Duffy Waldorf,90,-115,4.61,1485
52,53,53,Todd Fischer,97,-114,4.66,1670
53,54,54,Fred Funk,112,-113,4.67,1710
54,55,55,J.J. Henry,100,-112,4.66,1645
55,T56,T56,Jay Haas,89,-111,4.58,1310
56,T56,T56,Rod Pampling,87,-111,4.6,1375
57,T58,T58,John Rollins,89,-110,4.61,1400
58,T58,T58,Bob Tway,89,-110,4.6,1390
59,T60,T60,Pat Bates,111,-109,4.71,1885
60,T60,T60,Harrison Frazar,88,-109,4.62,1435
61,T60,T60,Justin Leonard,80,-109,4.56,1240
62,T60,T60,Kirk Triplett,92,-109,4.65,1550
63,T64,T64,Bob Estes,92,-108,4.63,1455
64,T64,T64,Per-Ulrik Johansson,96,-108,4.67,1625
65,T64,T64,David Toms,90,-108,4.58,1290
66,T67,T67,Stuart Appleby,90,-107,4.62,1415
67,T67,T67,Shaun Micheel,97,-107,4.65,1535
68,T69,T69,Hank Kuehne,73,-106,4.57,1235
69,T69,T69,J.L. Lewis,99,-106,4.66,1575
70,T69,T69,Peter Lonard,96,-106,4.62,1380
71,T69,T69,David Sutherland,77,-106,4.61,1350
72,73,73,Ben Crane,94,-105,4.67,1595
73,T74,T74,Billy Andrade,100,-104,4.69,1695
74,T74,T74,Brad Faxon,97,-104,4.66,1520
75,T74,T74,Phil Mickelson,87,-104,4.59,1280
76,T74,T74,Chris Smith,92,-104,4.68,1610
77,78,78,Robert Allenby,87,-103,4.58,1235
78,T79,T79,Tom Lehman,87,-102,4.63,1370
79,T79,T79,Garrett Willis,97,-102,4.69,1655
80,T81,T81,Mike Grob,83,-101,4.63,1350
81,T81,T81,Andrew Magee,91,-101,4.67,1510
82,T81,T81,Arron Oberholser,80,-101,4.62,1320
83,T81,T81,Craig Perks,82,-101,4.64,1390
84,T85,T85,Joe Durant,96,-100,4.69,1595
85,T85,T85,Lee Janzen,83,-100,4.62,1315
86,T85,T85,Joey Sindelar,93,-100,4.68,1570
87,T88,T88,Aaron Baddeley,71,-99,4.54,1085
88,T88,T88,Len Mattiace,94,-99,4.67,1495
89,T88,T88,Paul Stankowski,67,-99,4.6,1230
90,T91,T91,Cameron Beckman,86,-98,4.64,1380
91,T91,T91,Jason Gore,83,-98,4.65,1415
92,T91,T91,Jeff Maggert,81,-98,4.65,1410
93,T91,T91,Mike Weir,80,-98,4.6,1235
94,T95,T95,Mark Calcavecchia,84,-97,4.64,1365
95,T95,T95,Jim Carter,95,-97,4.69,1585
96,T95,T95,Thomas Levet,85,-97,4.67,1465
97,T98,T98,Chris Anderson,96,-96,4.71,1635
98,T98,T98,Brian Gay,100,-96,4.71,1630
99,T98,T98,Mathew Goggin,90,-96,4.69,1540
100,T98,T98,Brett Quigley,92,-96,4.68,1505
101,T102,T102,Kent Jones,74,-95,4.6,1180
102,T102,T102,Kenichi Kuboya,91,-95,4.69,1550
103,T102,T102,Spike McRoy,103,-95,4.73,1775
104,T102,T102,Heath Slocum,101,-95,4.72,1715
105,T102,T102,Dean Wilson,82,-95,4.66,1380
106,T107,T107,Retief Goosen,69,-94,4.54,1020
