,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
81,T82,T82,Jason Buha,70.75,566,8
82,T82,T82,Rocco Mediate,70.75,283,4
83,T82,T82,Shaun Micheel,70.75,566,8
84,T82,T82,Loren Roberts,70.75,566,8
85,T86,T86,Jim Carter,70.8,354,5
86,T86,T86,J.P. Hayes,70.8,354,5
87,T88,T88,Mathew Goggin,70.83,425,6
88,T88,T88,Hal Sutton,70.83,425,6
89,T90,T90,Thomas Levet,70.86,496,7
90,T90,T90,John Morgan,70.86,496,7
91,T90,T90,Kenneth Staton,70.86,496,7
92,93,93,Marco Dawson,70.88,567,8
93,94,94,Kenny Perry,70.9,709,10
94,T95,T95,Craig Barlow,71.0,355,5
95,T95,T95,Jonathan Byrd,71.0,497,7
96,T95,T95,Ben Crane,71.0,213,3
97,T95,T95,Jeff Maggert,71.0,639,9
98,T95,T95,Shigeki Maruyama,71.0,568,8
99,100,100,Heath Slocum,71.13,569,8
100,T101,T101,Jay Don Blake,71.14,498,7
101,T101,T101,Greg Chalmers,71.14,498,7
102,T101,T101,Bob Estes,71.14,498,7
103,104,104,Tom Byrum,71.17,427,6
104,105,105,Jerry Kelly,71.22,641,9
105,T106,T106,Donnie Hammond,71.25,570,8
106,T106,T106,Jay Williamson,71.25,285,4
107,108,108,Tom Lehman,71.27,784,11
108,109,109,Mike Sposa,71.29,499,7
109,110,110,Frank Lickliter II,71.3,713,10
110,T111,T111,Briny Baird,71.33,428,6
111,T111,T111,John Daly,71.33,214,3
112,T111,T111,John Maginnes,71.33,642,9
113,114,114,Steve Flesch,71.36,785,11
114,T115,T115,Paul Gow,71.4,357,5
115,T115,T115,Paul Goydos,71.4,357,5
116,T115,T115,Hank Kuehne,71.4,357,5
117,T115,T115,Scott McCarron,71.4,357,5
118,119,119,Pat Bates,71.42,857,12
119,T120,T120,Cliff Kresge,71.43,500,7
120,T120,T120,Bob Tway,71.43,500,7
121,T122,T122,Stuart Appleby,71.44,643,9
122,T122,T122,Olin Browne,71.44,643,9
123,T124,T124,Glen Day,71.5,572,8
124,T124,T124,Skip Kendall,71.5,572,8
125,T124,T124,Craig Perks,71.5,572,8
126,T124,T124,"Dave Stockton, Jr.",71.5,286,4
127,T124,T124,Mike Weir,71.5,429,6
128,129,129,Esteban Toledo,71.55,787,11
129,T130,T130,Robert Allenby,71.56,644,9
130,T130,T130,Joel Edwards,71.56,644,9
131,T130,T130,Brenden Pappas,71.56,644,9
132,133,133,Deane Pappas,71.57,501,7
133,134,134,Tom Gillis,71.6,716,10
134,T135,T135,Luke Donald,71.63,573,8
135,T135,T135,Sergio Garcia,71.63,573,8
136,T135,T135,Corey Pavin,71.63,573,8
137,T138,T138,Brian Bateman,71.67,645,9
138,T138,T138,Brian Henninger,71.67,215,3
139,T138,T138,Kenichi Kuboya,71.67,645,9
140,T141,T141,Chris Anderson,71.7,717,10
141,T141,T141,Fred Funk,71.7,717,10
142,T143,T143,Todd Fischer,71.71,502,7
143,T143,T143,Jason Gore,71.71,502,7
144,T143,T143,Paul Stankowski,71.71,502,7
145,146,146,Steven Alker,71.73,789,11
146,147,147,Notah Begay III,71.75,574,8
147,T148,T148,Brian Gay,71.8,718,10
148,T148,T148,Kent Jones,71.8,359,5
149,T148,T148,Justin Leonard,71.8,359,5
150,T151,T151,Glen Hnatiuk,71.88,575,8
151,T151,T151,Garrett Willis,71.88,575,8
152,T153,T153,Robert Damron,72.0,576,8
153,T153,T153,Andy Miller,72.0,720,10
154,T153,T153,Pat Perez,72.0,360,5
155,T153,T153,Steve Stricker,72.0,144,2
156,T153,T153,Vance Veazey,72.0,792,11
157,T158,T158,Matt Gogel,72.11,649,9
158,T158,T158,Rod Pampling,72.11,649,9
159,160,160,Bob Burns,72.13,577,8
160,161,161,Gavin Coles,72.17,433,6
161,162,162,Kaname Yokoo,72.2,361,5
162,163,163,John Riegger,72.33,217,3
163,164,164,Paul Azinger,72.38,579,8
164,165,165,Steve Allan,72.4,362,5
165,T166,T166,Todd Barranger,72.5,435,6
166,T166,T166,Doug Barron,72.5,580,8
167,T166,T166,Bernhard Langer,72.5,580,8
168,T166,T166,Andrew Magee,72.5,145,2
169,170,170,Duffy Waldorf,72.56,653,9
170,T171,T171,Matt Kuchar,72.57,508,7
171,T171,T171,Gene Sauers,72.57,508,7
172,173,173,Mark Brooks,72.6,363,5
173,174,174,Peter Lonard,72.71,509,7
174,175,175,David Sutherland,72.75,582,8
175,T176,T176,Mike Heinen,72.86,510,7
176,T176,T176,Darron Stiles,72.86,510,7
177,T176,T176,Cameron Yancey,72.86,510,7
178,T179,T179,Darren Clarke,73.0,365,5
179,T179,T179,Mike Grob,73.0,365,5
180,181,181,Michael Clark II,73.14,512,7
181,182,182,Patrick Sheehan,73.17,439,6
182,183,183,Phil Mickelson,73.29,513,7
183,184,184,Jason Caron,73.33,660,9
184,T185,T185,Aaron Barber,73.43,514,7
185,T185,T185,Spike McRoy,73.43,514,7
186,187,187,Alex Cejka,73.5,294,4
187,188,188,Ben Curtis,73.6,368,5
188,189,189,Jeff Klein,73.67,442,6
189,190,190,Ty Tryon,75.0,75,1
