,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Ernie Els,65,2.79,134,48
1,2,2,Mike Weir,80,2.9,232,80
2,T3,T3,Stewart Cink,104,2.93,322,110
3,T3,T3,David Peoples,96,2.93,361,123
4,T5,T5,Cameron Beckman,86,2.94,306,104
5,T5,T5,Retief Goosen,69,2.94,212,72
6,7,7,Paul Goydos,86,2.95,283,96
7,T8,T8,Jim Furyk,104,2.96,388,131
8,T8,T8,Charles Howell III,120,2.96,415,140
9,T8,T8,Per-Ulrik Johansson,96,2.96,252,85
10,T8,T8,Geoff Ogilvy,86,2.96,275,93
11,T8,T8,Loren Roberts,87,2.96,343,116
12,T8,T8,Vijay Singh,106,2.96,216,73
13,T14,T14,K.J. Choi,112,2.97,433,146
14,T14,T14,Joel Edwards,60,2.97,217,73
15,T14,T14,Fred Funk,112,2.97,374,126
16,T14,T14,Mathew Goggin,90,2.97,348,117
17,T14,T14,Jay Haas,89,2.97,344,116
18,T14,T14,Lee Janzen,83,2.97,321,108
19,T14,T14,Jeff Sluman,106,2.97,389,131
20,T21,T21,Tom Byrum,97,2.98,397,133
21,T21,T21,David Frost,80,2.98,289,97
22,T21,T21,Jay Williamson,93,2.98,352,118
23,T24,T24,Fred Couples,71,2.99,206,69
24,T24,T24,Marco Dawson,86,2.99,350,117
25,T24,T24,Bob Estes,92,2.99,263,88
26,T24,T24,Dan Forsman,98,2.99,433,145
27,T24,T24,Dudley Hart,66,2.99,314,105
28,T24,T24,Shigeki Maruyama,87,2.99,239,80
29,T24,T24,Arron Oberholser,80,2.99,338,113
30,T31,T31,Glen Day,103,3.0,384,128
31,T31,T31,Brian Gay,100,3.0,360,120
32,T31,T31,Frank Lickliter II,94,3.0,345,115
33,T31,T31,Nick Price,65,3.0,237,79
34,T31,T31,Dicky Pride,73,3.0,255,85
35,T31,T31,Brett Quigley,92,3.0,303,101
36,T31,T31,Adam Scott,52,3.0,144,48
37,T38,T38,Stuart Appleby,90,3.01,337,112
38,T38,T38,Chris DiMarco,98,3.01,427,142
39,T38,T38,Paul Gow,62,3.01,208,69
40,T38,T38,Tim Herron,102,3.01,416,138
41,T38,T38,Cliff Kresge,102,3.01,367,122
42,T38,T38,Phil Mickelson,87,3.01,304,101
43,T38,T38,Tim Petrovic,108,3.01,419,139
44,T38,T38,Esteban Toledo,109,3.01,445,148
45,T46,T46,Craig Barlow,95,3.02,371,123
46,T46,T46,Todd Fischer,97,3.02,377,125
47,T46,T46,Steve Flesch,110,3.02,392,130
48,T46,T46,Richard Johnson,89,3.02,359,119
49,T46,T46,Spike McRoy,103,3.02,435,144
50,T46,T46,Carl Pettersson,80,3.02,329,109
51,T46,T46,John Riegger,55,3.02,193,64
52,T46,T46,Hal Sutton,81,3.02,332,110
53,T46,T46,David Toms,90,3.02,302,100
54,T46,T46,Dean Wilson,82,3.02,305,101
55,T56,T56,Woody Austin,107,3.03,342,113
56,T56,T56,Brian Bateman,70,3.03,218,72
57,T56,T56,Alex Cejka,98,3.03,406,134
58,T56,T56,José Coceres,62,3.03,182,60
59,T56,T56,Donnie Hammond,92,3.03,358,118
60,T56,T56,J.J. Henry,100,3.03,354,117
61,T56,T56,Kent Jones,74,3.03,324,107
62,T56,T56,Davis Love III,85,3.03,203,67
63,T56,T56,Rocco Mediate,80,3.03,282,93
64,T56,T56,Deane Pappas,75,3.03,233,77
65,T56,T56,Hidemichi Tanaka,112,3.03,448,148
66,T67,T67,Robert Allenby,87,3.04,243,80
