,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Vijay Singh,27
1,2,2,Jim Furyk,27
2,3,3,Briny Baird,33
3,4,4,Robert Gamez,31
4,5,5,Fred Funk,33
5,6,6,Pat Bates,35
6,T7,T7,Steve Flesch,33
7,T7,T7,Skip Kendall,30
8,T7,T7,John Senden,33
9,T7,T7,Hidemichi Tanaka,30
10,11,11,Charles Howell III,31
11,T12,T12,Jeff Brehaut,32
12,T12,T12,Tim Petrovic,32
13,T14,T14,Jeff Sluman,31
14,T14,T14,Scott Verplank,26
15,16,16,Chad Campbell,27
16,T17,T17,Woody Austin,31
17,T17,T17,Jerry Kelly,30
18,T17,T17,Kenny Perry,26
19,20,20,Chris DiMarco,27
20,21,21,Tim Herron,29
21,T22,T22,Stewart Cink,28
22,T22,T22,Glen Day,31
23,T22,T22,Dan Forsman,27
24,T22,T22,Neal Lancaster,35
25,T22,T22,Tom Pernice Jr.,31
26,T22,T22,Esteban Toledo,35
27,T28,T28,Stephen Ames,27
28,T28,T28,Billy Andrade,29
29,T28,T28,David Peoples,30
30,T31,T31,Olin Browne,34
31,T31,T31,Billy Mayfair,31
32,T31,T31,Carl Paulson,32
33,T34,T34,Craig Barlow,29
34,T34,T34,Jonathan Byrd,29
35,T34,T34,K.J. Choi,32
36,T34,T34,Mike Heinen,29
37,T34,T34,J.J. Henry,31
38,T34,T34,Brenden Pappas,33
39,T34,T34,Patrick Sheehan,32
40,T34,T34,Kirk Triplett,25
41,T34,T34,Garrett Willis,32
42,T43,T43,Joe Durant,28
43,T43,T43,Spike McRoy,35
44,T45,T45,Bob Estes,25
45,T45,T45,Cliff Kresge,32
46,T45,T45,Davis Love III,23
47,T48,T48,Ben Crane,27
48,T48,T48,Brad Faxon,27
49,T48,T48,Carlos Franco,30
50,T48,T48,Rod Pampling,27
51,T48,T48,Bob Tway,26
52,T53,T53,Cameron Beckman,26
53,T53,T53,Joey Sindelar,29
54,T53,T53,Kevin Sutherland,27
55,T56,T56,Harrison Frazar,27
56,T56,T56,John Huston,23
57,T56,T56,Per-Ulrik Johansson,31
58,T56,T56,Andrew Magee,26
59,T56,T56,Shaun Micheel,28
60,T56,T56,Jesper Parnevik,31
61,T56,T56,Chris Riley,29
62,T56,T56,Duffy Waldorf,25
63,T64,T64,David Gossett,28
64,T64,T64,Justin Leonard,23
65,T64,T64,Brett Quigley,27
66,T64,T64,Heath Slocum,32
67,T64,T64,Hal Sutton,24
68,T69,T69,Robert Allenby,24
69,T69,T69,Luke Donald,27
70,T69,T69,Todd Fischer,32
71,T69,T69,David Frost,26
72,T69,T69,Jay Haas,25
73,T69,T69,Brandt Jobe,22
74,T69,T69,Tom Lehman,25
75,T69,T69,J.L. Lewis,31
76,T77,T77,Stuart Appleby,27
77,T77,T77,Aaron Barber,32
78,T77,T77,Tom Byrum,31
79,T77,T77,Mark Calcavecchia,24
80,T77,T77,Peter Lonard,26
81,T77,T77,David Toms,26
82,T83,T83,Greg Chalmers,32
83,T83,T83,Brian Gay,34
84,T83,T83,Richard Johnson,28
85,T83,T83,Shigeki Maruyama,28
86,T83,T83,Scott McCarron,27
87,T83,T83,Mike Weir,21
88,T83,T83,Tiger Woods,18
89,T90,T90,Robert Damron,32
90,T90,T90,Glen Hnatiuk,29
91,T90,T90,Hank Kuehne,23
92,T90,T90,Rocco Mediate,24
93,T90,T90,Arron Oberholser,25
94,T90,T90,Geoff Ogilvy,26
95,T90,T90,Rory Sabbatini,27
96,T97,T97,Notah Begay III,30
97,T97,T97,Alex Cejka,30
98,T97,T97,Marco Dawson,31
99,T97,T97,Donnie Hammond,27
100,T97,T97,Lee Janzen,25
101,T97,T97,Corey Pavin,26
102,T97,T97,Paul Stankowski,21
103,T104,T104,Frank Lickliter II,30
104,T104,T104,Len Mattiace,27
105,T104,T104,Carl Pettersson,26
106,T104,T104,Dicky Pride,23
107,T104,T104,Chris Smith,30
108,T109,T109,Tim Clark,25
109,T109,T109,Paul Goydos,25
110,T109,T109,J.P. Hayes,25
111,T109,T109,Kent Jones,23
112,T109,T109,Phil Mickelson,23
113,T109,T109,Loren Roberts,24
114,T109,T109,John Rollins,27
115,T109,T109,David Sutherland,25
116,T117,T117,Matt Gogel,25
117,T117,T117,Peter Jacobsen,22
118,T117,T117,Jonathan Kaye,27
119,T117,T117,Jay Williamson,31
120,T117,T117,Dean Wilson,27
121,T122,T122,Chris Anderson,31
122,T122,T122,Tom Gillis,25
123,T122,T122,Mathew Goggin,28
124,T122,T122,Kenichi Kuboya,31
125,T122,T122,Darron Stiles,29
126,T127,T127,Doug Barron,32
127,T127,T127,Bob Burns,28
128,T127,T127,Retief Goosen,19
129,T130,T130,Jim Carter,33
130,T130,T130,Mike Grob,27
131,T130,T130,Jeff Maggert,24
132,T133,T133,Mark Brooks,31
133,T133,T133,Pat Perez,33
134,T133,T133,Craig Perks,28
135,T133,T133,Akio Sadakata,29
136,T137,T137,Steven Alker,30
137,T137,T137,Ernie Els,17
138,T137,T137,Dudley Hart,22
139,T137,T137,Deane Pappas,24
140,T141,T141,Aaron Baddeley,20
141,T141,T141,Rich Beem,26
142,T141,T141,Fred Couples,18
143,T141,T141,Jason Gore,30
144,T141,T141,Ian Leggatt,26
145,T141,T141,Steve Lowery,29
146,T147,T147,Thomas Levet,26
147,T147,T147,Mike Sposa,25
148,T149,T149,Paul Azinger,26
149,T149,T149,Scott Laycock,25
150,T149,T149,John Maginnes,29
151,T149,T149,Gene Sauers,30
152,T149,T149,Mark Wilson,30
153,T154,T154,Brian Bateman,26
154,T154,T154,Jay Don Blake,27
155,T154,T154,Paul Gow,21
156,T154,T154,Andy Miller,25
157,T154,T154,John Morgan,29
158,T154,T154,Anthony Painter,31
159,T160,T160,Tommy Armour III,23
160,T160,T160,Nick Price,17
161,T160,T160,John Riegger,17
162,T163,T163,Darren Clarke,16
163,T163,T163,Brent Schwarzrock,20
164,T163,T163,"Dave Stockton, Jr.",31
165,166,166,Sergio Garcia,20
166,T167,T167,Ben Curtis,21
167,T167,T167,Bernhard Langer,21
168,T167,T167,Vance Veazey,26
169,T170,T170,Todd Barranger,31
170,T170,T170,Jason Caron,29
171,T170,T170,José Coceres,21
172,T170,T170,Brent Geiberger,16
173,T170,T170,Mark O'Meara,25
174,T170,T170,Dennis Paulson,15
175,T176,T176,Brian Henninger,17
176,T176,T176,Steve Stricker,21
177,T178,T178,Joel Edwards,23
178,T178,T178,Matt Kuchar,23
179,180,180,Kenneth Staton,22
180,T181,T181,James McLean,19
181,T181,T181,Grant Waite,18
182,T183,T183,Steve Allan,18
183,T183,T183,Jason Buha,25
184,T185,T185,Michael Clark II,21
185,T185,T185,John Daly,22
186,T187,T187,"David Berganio, Jr.",15
187,T187,T187,David Edwards,13
188,T187,T187,Steve Elkington,14
189,T187,T187,Danny Ellis,10
190,T187,T187,Jeff Gallagher,10
191,T187,T187,Bill Glasson,13
192,T187,T187,Adam Scott,14
193,T194,T194,Gavin Coles,28
194,T194,T194,Jay Delsing,9
195,T194,T194,Brad Elder,20
196,T194,T194,Kelly Gibson,13
197,T194,T194,Steve Pate,16
198,T199,T199,Bart Bryant,6
199,T199,T199,Niclas Fasth,14
200,T199,T199,Freddie Jacobson,8
201,T199,T199,Jim McGovern,11
202,T199,T199,Justin Rose,11
203,T199,T199,Ty Tryon,21
204,T199,T199,Willie Wood,11
205,T206,T206,Brandel Chamblee,15
206,T206,T206,Steve Jones,11
207,T206,T206,Jeff Klein,25
208,T206,T206,Bob May,7
209,T210,T210,Padraig Harrington,11
210,T210,T210,José María Olazábal,16
211,T210,T210,Scott Simpson,18
212,T210,T210,Brian Watts,13
213,T210,T210,Kaname Yokoo,22
