,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Tiger Woods,74,4.34,629,145
1,2,2,Vijay Singh,106,4.48,927,207
2,T3,T3,Robert Allenby,87,4.49,597,133
3,T3,T3,Davis Love III,85,4.49,660,147
4,T5,T5,Ernie Els,65,4.5,513,114
5,T5,T5,Jim Furyk,104,4.5,779,173
6,T5,T5,Sergio Garcia,62,4.5,342,76
7,T8,T8,K.J. Choi,112,4.51,744,165
8,T8,T8,Hank Kuehne,73,4.51,546,121
9,T10,T10,Retief Goosen,69,4.52,579,128
10,T10,T10,Ian Leggatt,71,4.52,466,103
11,T10,T10,Geoff Ogilvy,86,4.52,759,168
12,13,13,Justin Leonard,80,4.53,553,122
13,T14,T14,Chad Campbell,105,4.54,839,185
14,T14,T14,Jay Haas,89,4.54,581,128
15,T14,T14,Kent Jones,74,4.54,545,120
16,T14,T14,Kenny Perry,98,4.54,768,169
17,T14,T14,John Rollins,89,4.54,554,122
18,T14,T14,Bob Tway,89,4.54,772,170
19,T20,T20,Charles Howell III,120,4.55,841,185
20,T20,T20,Lee Janzen,83,4.55,560,123
21,T20,T20,Jerry Kelly,108,4.55,829,182
22,T20,T20,Neal Lancaster,110,4.55,796,175
23,T20,T20,J.L. Lewis,99,4.55,619,136
24,T20,T20,Carl Paulson,101,4.55,706,155
25,T26,T26,Carlos Franco,99,4.56,752,165
26,T26,T26,Robert Gamez,114,4.56,921,202
27,T28,T28,Briny Baird,113,4.57,950,208
28,T28,T28,Mike Grob,83,4.57,621,136
29,T28,T28,Tim Herron,102,4.57,741,162
30,T28,T28,Rod Pampling,87,4.57,717,157
31,T28,T28,David Toms,90,4.57,617,135
32,T33,T33,Aaron Baddeley,71,4.58,476,104
33,T33,T33,Craig Barlow,95,4.58,733,160
34,T33,T33,Chris DiMarco,98,4.58,715,156
35,T33,T33,Scott Verplank,97,4.58,700,153
36,T37,T37,Bob Estes,92,4.59,707,154
37,T37,T37,Brent Geiberger,51,4.59,367,80
38,T37,T37,John Huston,76,4.59,619,135
39,T37,T37,Kirk Triplett,92,4.59,643,140
40,T41,T41,Olin Browne,113,4.6,884,192
41,T41,T41,Fred Couples,71,4.6,589,128
42,T41,T41,Steve Flesch,110,4.6,865,188
43,T41,T41,David Frost,80,4.6,529,115
44,T41,T41,Billy Mayfair,105,4.6,685,149
45,T41,T41,John Riegger,55,4.6,382,83
46,T41,T41,John Senden,111,4.6,815,177
47,T41,T41,Jeff Sluman,106,4.6,741,161
48,T41,T41,Kevin Sutherland,97,4.6,699,152
49,T50,T50,Darren Clarke,61,4.61,327,71
50,T50,T50,Tom Lehman,87,4.61,507,110
51,T50,T50,Len Mattiace,94,4.61,631,137
52,T50,T50,Arron Oberholser,80,4.61,608,132
53,T50,T50,Mike Weir,80,4.61,627,136
54,T55,T55,Jeff Brehaut,110,4.62,905,196
55,T55,T55,Stewart Cink,104,4.62,845,183
56,T55,T55,Mathew Goggin,90,4.62,674,146
57,T55,T55,Jonathan Kaye,91,4.62,600,130
58,T55,T55,David Peoples,96,4.62,794,172
59,T55,T55,Tom Pernice Jr.,105,4.62,837,181
60,T55,T55,Tim Petrovic,108,4.62,854,185
61,T55,T55,Duffy Waldorf,90,4.62,661,143
62,T55,T55,Garrett Willis,97,4.62,688,149
63,T64,T64,Joe Durant,96,4.63,690,149
64,T64,T64,Jason Gore,83,4.63,639,138
65,T64,T64,Kenichi Kuboya,91,4.63,703,152
66,T64,T64,Frank Lickliter II,94,4.63,708,153
67,T64,T64,Phil Mickelson,87,4.63,565,122
68,T64,T64,Andy Miller,75,4.63,505,109
69,T64,T64,Brenden Pappas,105,4.63,851,184
70,T64,T64,Jesper Parnevik,102,4.63,666,144
71,T64,T64,Kenneth Staton,59,4.63,454,98
72,T64,T64,Hidemichi Tanaka,112,4.63,842,182
73,T64,T64,Esteban Toledo,109,4.63,703,152
74,T75,T75,Jonathan Byrd,101,4.64,803,173
75,T75,T75,Mark Calcavecchia,84,4.64,636,137
76,T75,T75,Greg Chalmers,98,4.64,691,149
77,T75,T75,José Coceres,62,4.64,520,112
78,T75,T75,Glen Day,103,4.64,839,181
79,T75,T75,Luke Donald,88,4.64,705,152
80,T75,T75,David Gossett,92,4.64,766,165
81,T75,T75,Craig Perks,82,4.64,599,129
82,T75,T75,Paul Stankowski,67,4.64,645,139
83,T75,T75,David Sutherland,77,4.64,645,139
84,T85,T85,Pat Bates,111,4.65,841,181
85,T85,T85,Ben Crane,94,4.65,712,153
86,T85,T85,Dan Forsman,98,4.65,646,139
87,T85,T85,Harrison Frazar,88,4.65,655,141
88,T85,T85,J.P. Hayes,79,4.65,576,124
