,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Jim Furyk,67.0,335,5
1,T1,T1,Scott Laycock,67.0,335,5
2,3,3,Retief Goosen,67.67,203,3
3,T4,T4,Jeff Sluman,68.0,476,7
4,T4,T4,Vance Veazey,68.0,136,2
5,6,6,Davis Love III,68.2,341,5
6,7,7,David Sutherland,68.25,273,4
7,8,8,Tommy Armour III,68.33,205,3
8,9,9,Mike Sposa,68.6,343,5
9,T10,T10,Mike Heinen,68.67,618,9
10,T10,T10,Vijay Singh,68.67,206,3
11,12,12,Dean Wilson,68.71,481,7
12,13,13,Tom Pernice Jr.,68.75,275,4
13,14,14,Peter Lonard,68.86,482,7
14,T15,T15,Glen Day,69.0,483,7
15,T15,T15,Ernie Els,69.0,138,2
16,T15,T15,Tiger Woods,69.0,138,2
17,18,18,Tim Petrovic,69.14,484,7
18,19,19,Tom Gillis,69.17,415,6
19,T20,T20,Briny Baird,69.2,346,5
20,T20,T20,Dicky Pride,69.2,346,5
21,T22,T22,Deane Pappas,69.33,208,3
22,T22,T22,Brenden Pappas,69.33,416,6
23,T24,T24,Robert Allenby,69.4,347,5
24,T24,T24,Patrick Sheehan,69.4,694,10
25,T26,T26,Joe Durant,69.43,486,7
26,T26,T26,Frank Lickliter II,69.43,486,7
27,T28,T28,Jeff Brehaut,69.5,417,6
28,T28,T28,Michael Clark II,69.5,278,4
29,T28,T28,Corey Pavin,69.5,417,6
30,T31,T31,Brad Faxon,69.67,418,6
31,T31,T31,J.J. Henry,69.67,209,3
32,33,33,Stuart Appleby,69.71,488,7
33,T34,T34,Steve Flesch,69.75,279,4
34,T34,T34,Dan Forsman,69.75,837,12
35,T34,T34,Thomas Levet,69.75,558,8
36,T34,T34,Spike McRoy,69.75,558,8
37,38,38,Mark Calcavecchia,69.83,419,6
38,39,39,Marco Dawson,69.88,559,8
39,T40,T40,Jason Gore,70.0,210,3
40,T40,T40,John Huston,70.0,350,5
41,T40,T40,Steve Lowery,70.0,210,3
42,T40,T40,Phil Mickelson,70.0,420,6
43,T40,T40,David Peoples,70.0,490,7
44,T40,T40,Pat Perez,70.0,350,5
45,T40,T40,John Riegger,70.0,280,4
46,47,47,Skip Kendall,70.13,561,8
47,T48,T48,Stewart Cink,70.14,491,7
48,T48,T48,Ben Curtis,70.14,491,7
49,T50,T50,Jay Don Blake,70.17,421,6
50,T50,T50,David Frost,70.17,421,6
51,T50,T50,Brandt Jobe,70.17,421,6
52,T50,T50,Jay Williamson,70.17,421,6
53,T54,T54,Greg Chalmers,70.2,351,5
54,T54,T54,Chris DiMarco,70.2,702,10
55,T54,T54,Kent Jones,70.2,351,5
56,T57,T57,Todd Barranger,70.25,281,4
57,T57,T57,Luke Donald,70.25,562,8
58,T59,T59,Stephen Ames,70.29,492,7
59,T59,T59,Jeff Maggert,70.29,492,7
60,T61,T61,Sergio Garcia,70.33,211,3
61,T61,T61,Scott McCarron,70.33,211,3
62,T61,T61,Joey Sindelar,70.33,422,6
63,T61,T61,Mike Weir,70.33,211,3
64,65,65,Garrett Willis,70.38,563,8
65,66,66,Cameron Beckman,70.4,352,5
66,67,67,Ben Crane,70.43,493,7
67,T68,T68,Mike Grob,70.5,423,6
68,T68,T68,John Rollins,70.5,423,6
69,T68,T68,Paul Stankowski,70.5,141,2
70,T71,T71,Tom Byrum,70.57,494,7
71,T71,T71,Akio Sadakata,70.57,494,7
72,73,73,Billy Andrade,70.58,847,12
73,74,74,Notah Begay III,70.6,353,5
74,75,75,Justin Leonard,70.63,565,8
75,T76,T76,Brian Bateman,70.67,212,3
76,T76,T76,K.J. Choi,70.67,636,9
77,T76,T76,Brad Elder,70.67,212,3
78,T76,T76,Jay Haas,70.67,424,6
79,T76,T76,Richard Johnson,70.67,424,6
80,T76,T76,Jerry Kelly,70.67,424,6
81,T76,T76,Nick Price,70.67,212,3
82,T83,T83,Fred Funk,70.75,566,8
83,T83,T83,Paul Gow,70.75,283,4
84,T83,T83,Charles Howell III,70.75,849,12
85,T83,T83,Tom Lehman,70.75,566,8
86,T83,T83,Hal Sutton,70.75,283,4
87,88,88,Billy Mayfair,70.8,708,10
88,89,89,Tim Herron,70.82,779,11
89,T90,T90,Pat Bates,70.83,425,6
90,T90,T90,Bob Estes,70.83,425,6
91,T92,T92,Brian Gay,70.88,567,8
92,T92,T92,John Maginnes,70.88,567,8
93,94,94,Jesper Parnevik,70.9,709,10
94,T95,T95,Jason Buha,71.0,142,2
95,T95,T95,Robert Damron,71.0,639,9
96,T95,T95,Brent Geiberger,71.0,284,4
97,T95,T95,Mathew Goggin,71.0,142,2
98,T95,T95,Paul Goydos,71.0,355,5
99,T95,T95,Cliff Kresge,71.0,355,5
100,T95,T95,Matt Kuchar,71.0,142,2
101,T95,T95,Bernhard Langer,71.0,284,4
102,T95,T95,Andy Miller,71.0,213,3
103,T95,T95,Geoff Ogilvy,71.0,284,4
104,T95,T95,David Toms,71.0,426,6
105,T95,T95,Mark Wilson,71.0,284,4
106,107,107,Arron Oberholser,71.14,498,7
107,T108,T108,Jonathan Byrd,71.17,427,6
108,T108,T108,Andrew Magee,71.17,427,6
109,T108,T108,Kirk Triplett,71.17,427,6
110,111,111,Shaun Micheel,71.2,712,10
111,112,112,Rod Pampling,71.25,285,4
112,T113,T113,Darren Clarke,71.33,428,6
113,T113,T113,Harrison Frazar,71.33,214,3
114,T113,T113,Glen Hnatiuk,71.33,428,6
115,T113,T113,Kenneth Staton,71.33,214,3
116,T113,T113,Scott Verplank,71.33,428,6
117,118,118,Carl Paulson,71.38,571,8
118,T119,T119,Matt Gogel,71.4,357,5
119,T119,T119,J.P. Hayes,71.4,357,5
120,121,121,Heath Slocum,71.44,643,9
121,T122,T122,Steve Allan,71.5,143,2
122,T122,T122,Chris Anderson,71.5,572,8
123,T122,T122,Mark Brooks,71.5,429,6
124,T122,T122,Chad Campbell,71.5,286,4
125,T122,T122,Per-Ulrik Johansson,71.5,143,2
126,T122,T122,Rocco Mediate,71.5,286,4
127,T122,T122,Kenny Perry,71.5,429,6
128,T122,T122,Brent Schwarzrock,71.5,286,4
129,T122,T122,Kevin Sutherland,71.5,286,4
130,T122,T122,Ty Tryon,71.5,143,2
131,T122,T122,Kaname Yokoo,71.5,286,4
132,133,133,Brett Quigley,71.6,358,5
133,134,134,Rory Sabbatini,71.63,573,8
134,135,135,Craig Barlow,71.67,430,6
135,T136,T136,Olin Browne,71.71,502,7
136,T136,T136,Lee Janzen,71.71,502,7
137,T138,T138,John Morgan,71.75,287,4
138,T138,T138,Loren Roberts,71.75,574,8
139,T138,T138,Chris Smith,71.75,861,12
140,141,141,Carl Pettersson,71.78,646,9
141,142,142,Todd Fischer,71.8,359,5
142,143,143,Ian Leggatt,71.83,431,6
143,144,144,Gene Sauers,71.86,503,7
144,145,145,Alex Cejka,71.89,647,9
145,146,146,Neal Lancaster,71.9,719,10
146,T147,T147,Aaron Baddeley,72.0,504,7
147,T147,T147,Dudley Hart,72.0,288,4
148,T147,T147,Brian Henninger,72.0,288,4
149,T147,T147,Peter Jacobsen,72.0,216,3
150,T147,T147,Mark O'Meara,72.0,432,6
151,T147,T147,John Senden,72.0,360,5
152,T147,T147,Darron Stiles,72.0,216,3
153,T147,T147,Steve Stricker,72.0,216,3
154,T147,T147,Esteban Toledo,72.0,792,11
155,T147,T147,Bob Tway,72.0,288,4
156,T147,T147,Duffy Waldorf,72.0,720,10
157,158,158,Carlos Franco,72.13,577,8
158,159,159,Jason Caron,72.2,361,5
159,160,160,Anthony Painter,72.25,289,4
160,T161,T161,Steven Alker,72.33,434,6
161,T161,T161,Jim Carter,72.33,651,9
162,T161,T161,Kenichi Kuboya,72.33,434,6
163,164,164,Hidemichi Tanaka,72.4,1086,15
164,T165,T165,Aaron Barber,72.6,363,5
165,T165,T165,"Dave Stockton, Jr.",72.6,363,5
166,T167,T167,Paul Azinger,72.67,218,3
167,T167,T167,Robert Gamez,72.67,436,6
168,169,169,Shigeki Maruyama,72.75,291,4
169,T170,T170,Tim Clark,73.0,292,4
170,T170,T170,Gavin Coles,73.0,219,3
171,T170,T170,Joel Edwards,73.0,219,3
172,T170,T170,Cameron Yancey,73.0,146,2
173,174,174,Rich Beem,73.17,439,6
174,175,175,Doug Barron,73.25,293,4
175,176,176,Bob Burns,73.29,513,7
176,177,177,Fred Couples,73.33,220,3
177,178,178,J.L. Lewis,73.43,514,7
178,179,179,Len Mattiace,73.44,661,9
179,T180,T180,David Gossett,73.5,441,6
180,T180,T180,Donnie Hammond,73.5,294,4
181,T180,T180,Craig Perks,73.5,294,4
182,T180,T180,Adam Scott,73.5,147,2
183,184,184,Hank Kuehne,73.71,516,7
184,185,185,John Daly,74.2,371,5
185,186,186,Jonathan Kaye,74.4,372,5
186,T187,T187,Woody Austin,75.0,375,5
187,T187,T187,Chris Riley,75.0,75,1
188,189,189,José Coceres,77.0,308,4
189,190,190,Jeff Klein,78.0,78,1
