,First_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_2_Scoring_Average_AVG,First_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Robert Allenby,66.0,66,1
1,T2,T2,Steve Allan,67.0,134,2
2,T2,T2,Paul Stankowski,67.0,201,3
3,T4,T4,Retief Goosen,68.0,408,6
4,T4,T4,John Riegger,68.0,272,4
5,6,6,Tim Herron,68.1,681,10
6,T7,T7,Shaun Micheel,68.29,478,7
7,T7,T7,David Peoples,68.29,478,7
8,T9,T9,Briny Baird,68.5,548,8
9,T9,T9,Tom Gillis,68.5,137,2
10,11,11,Robert Gamez,68.67,412,6
11,T12,T12,Steve Flesch,68.75,550,8
12,T12,T12,Davis Love III,68.75,275,4
13,T12,T12,Vijay Singh,68.75,550,8
14,T15,T15,Carlos Franco,68.78,619,9
15,T15,T15,David Sutherland,68.78,619,9
16,17,17,Justin Leonard,68.83,413,6
17,18,18,Geoff Ogilvy,68.86,482,7
18,19,19,Woody Austin,68.9,689,10
19,T20,T20,Mark Calcavecchia,69.0,483,7
20,T20,T20,Peter Jacobsen,69.0,345,5
21,T20,T20,Kent Jones,69.0,483,7
22,T20,T20,Nick Price,69.0,414,6
23,T20,T20,Duffy Waldorf,69.0,345,5
24,25,25,Alex Cejka,69.09,760,11
25,26,26,Stewart Cink,69.1,691,10
26,T27,T27,Darren Clarke,69.2,346,5
27,T27,T27,Tim Petrovic,69.2,692,10
28,29,29,Jim Furyk,69.22,623,9
29,30,30,Rod Pampling,69.4,347,5
30,T31,T31,Marco Dawson,69.5,695,10
31,T31,T31,Luke Donald,69.5,417,6
32,T31,T31,Ernie Els,69.5,139,2
33,T31,T31,Brian Gay,69.5,556,8
34,T31,T31,Brandt Jobe,69.5,417,6
35,T31,T31,Kevin Sutherland,69.5,417,6
36,37,37,Jay Haas,69.56,626,9
37,T38,T38,David Frost,69.6,348,5
38,T38,T38,Brian Henninger,69.6,348,5
39,T38,T38,Glen Hnatiuk,69.6,696,10
40,T38,T38,Loren Roberts,69.6,348,5
41,T42,T42,Fred Funk,69.63,557,8
42,T42,T42,Arron Oberholser,69.63,557,8
43,T44,T44,Cameron Beckman,69.67,418,6
44,T44,T44,Jerry Kelly,69.67,209,3
45,T44,T44,Peter Lonard,69.67,418,6
46,T44,T44,Patrick Sheehan,69.67,418,6
47,48,48,Charles Howell III,69.71,488,7
48,T49,T49,K.J. Choi,69.82,768,11
49,T49,T49,Andrew Magee,69.82,768,11
50,51,51,Robert Damron,69.83,838,12
51,52,52,Chris DiMarco,69.9,699,10
52,T53,T53,Harrison Frazar,70.0,630,9
53,T53,T53,Hank Kuehne,70.0,560,8
54,T53,T53,Dicky Pride,70.0,350,5
55,56,56,J.J. Henry,70.1,701,10
56,57,57,Scott Verplank,70.14,491,7
57,58,58,Esteban Toledo,70.3,703,10
58,T59,T59,Olin Browne,70.33,633,9
59,T59,T59,Tim Clark,70.33,633,9
60,T59,T59,Tom Pernice Jr.,70.33,422,6
61,62,62,Brenden Pappas,70.4,704,10
62,63,63,Brad Faxon,70.43,493,7
63,64,64,Jay Williamson,70.45,775,11
64,65,65,Todd Fischer,70.46,916,13
65,T66,T66,Bob Estes,70.5,282,4
66,T66,T66,Mike Grob,70.5,423,6
67,T66,T66,J.P. Hayes,70.5,564,8
68,T66,T66,Rory Sabbatini,70.5,705,10
69,T66,T66,David Toms,70.5,282,4
70,T66,T66,Mike Weir,70.5,282,4
71,T66,T66,Tiger Woods,70.5,141,2
72,73,73,Spike McRoy,70.55,776,11
73,74,74,Steven Alker,70.57,494,7
74,75,75,Per-Ulrik Johansson,70.63,565,8
75,T76,T76,Fred Couples,70.67,212,3
76,T76,T76,Glen Day,70.67,424,6
77,T76,T76,David Gossett,70.67,848,12
78,T76,T76,Bob Tway,70.67,424,6
79,T80,T80,Todd Barranger,70.7,707,10
80,T80,T80,Jeff Brehaut,70.7,707,10
81,T80,T80,Mike Heinen,70.7,707,10
82,T83,T83,Skip Kendall,70.71,495,7
83,T83,T83,Carl Pettersson,70.71,495,7
84,T83,T83,Ty Tryon,70.71,495,7
85,T86,T86,Paul Gow,70.75,283,4
86,T86,T86,John Rollins,70.75,849,12
87,T88,T88,Tommy Armour III,70.8,354,5
88,T88,T88,Jesper Parnevik,70.8,354,5
89,T88,T88,Carl Paulson,70.8,354,5
90,T88,T88,Adam Scott,70.8,354,5
91,T92,T92,Neal Lancaster,70.83,850,12
92,T92,T92,Steve Lowery,70.83,850,12
93,T92,T92,Corey Pavin,70.83,425,6
94,95,95,Phil Mickelson,70.86,496,7
95,96,96,J.L. Lewis,70.88,567,8
96,T97,T97,Stephen Ames,71.0,426,6
97,T97,T97,Craig Barlow,71.0,639,9
98,T97,T97,Frank Lickliter II,71.0,568,8
99,T97,T97,Len Mattiace,71.0,710,10
100,T97,T97,Andy Miller,71.0,426,6
101,T97,T97,Brent Schwarzrock,71.0,355,5
102,T97,T97,Joey Sindelar,71.0,639,9
103,T97,T97,Darron Stiles,71.0,568,8
104,T105,T105,Steve Stricker,71.13,569,8
105,T105,T105,Cameron Yancey,71.13,569,8
106,T107,T107,Joe Durant,71.14,498,7
107,T107,T107,Dudley Hart,71.14,498,7
108,109,109,Thomas Levet,71.17,427,6
109,T110,T110,Kenny Perry,71.2,356,5
110,T110,T110,John Senden,71.2,356,5
111,112,112,Chris Anderson,71.22,641,9
112,T113,T113,Aaron Barber,71.3,713,10
113,T113,T113,Mark Wilson,71.3,713,10
114,T115,T115,Jay Don Blake,71.33,428,6
115,T115,T115,Jim Carter,71.33,428,6
116,T115,T115,Dan Forsman,71.33,214,3
117,T115,T115,Scott McCarron,71.33,428,6
118,T115,T115,Anthony Painter,71.33,428,6
119,T120,T120,Paul Azinger,71.4,357,5
120,T120,T120,Lee Janzen,71.4,357,5
121,T120,T120,Hal Sutton,71.4,357,5
122,T120,T120,Hidemichi Tanaka,71.4,357,5
123,124,124,Scott Laycock,71.43,500,7
124,125,125,Rich Beem,71.44,643,9
125,T126,T126,Stuart Appleby,71.5,286,4
126,T126,T126,Deane Pappas,71.5,429,6
127,T126,T126,Jeff Sluman,71.5,429,6
128,129,129,Mathew Goggin,71.54,930,13
129,T130,T130,Chris Smith,71.56,644,9
130,T130,T130,Kenneth Staton,71.56,644,9
131,132,132,Rocco Mediate,71.6,358,5
132,133,133,Billy Andrade,71.67,645,9
133,T134,T134,Tom Byrum,71.71,502,7
134,T134,T134,Dean Wilson,71.71,502,7
135,T136,T136,Aaron Baddeley,71.75,287,4
136,T136,T136,Michael Clark II,71.75,287,4
137,T136,T136,Jeff Klein,71.75,287,4
138,139,139,John Huston,71.8,359,5
139,140,140,Paul Goydos,71.83,431,6
140,141,141,Billy Mayfair,71.86,503,7
141,T142,T142,Jason Caron,72.0,720,10
142,T142,T142,Ben Curtis,72.0,288,4
143,T142,T142,Tom Lehman,72.0,288,4
144,T142,T142,Mike Sposa,72.0,360,5
145,T142,T142,Kaname Yokoo,72.0,360,5
146,147,147,Heath Slocum,72.13,577,8
147,148,148,Donnie Hammond,72.17,433,6
148,149,149,Pat Bates,72.18,794,11
149,150,150,Greg Chalmers,72.2,361,5
150,T151,T151,Richard Johnson,72.22,650,9
151,T151,T151,Jonathan Kaye,72.22,650,9
152,153,153,Matt Kuchar,72.29,506,7
153,T154,T154,Ben Crane,72.33,651,9
154,T154,T154,Sergio Garcia,72.33,217,3
155,T154,T154,Cliff Kresge,72.33,651,9
156,T154,T154,Ian Leggatt,72.33,217,3
157,T158,T158,Chad Campbell,72.4,362,5
158,T158,T158,Brett Quigley,72.4,362,5
159,T160,T160,Bob Burns,72.5,580,8
160,T160,T160,Kenichi Kuboya,72.5,580,8
161,T160,T160,Shigeki Maruyama,72.5,290,4
162,T160,T160,Pat Perez,72.5,580,8
163,164,164,Brian Bateman,72.63,581,8
164,T165,T165,Notah Begay III,72.75,291,4
165,T165,T165,Akio Sadakata,72.75,582,8
166,167,167,Brad Elder,72.83,437,6
167,168,168,John Morgan,72.89,656,9
168,T169,T169,Doug Barron,73.0,584,8
169,T169,T169,Jonathan Byrd,73.0,657,9
170,T169,T169,Matt Gogel,73.0,292,4
171,T169,T169,Bernhard Langer,73.0,219,3
172,T169,T169,Kirk Triplett,73.0,365,5
173,174,174,Gene Sauers,73.09,804,11
174,175,175,Jason Gore,73.22,659,9
175,176,176,John Daly,73.38,587,8
176,177,177,Jeff Maggert,73.5,294,4
177,T178,T178,John Maginnes,73.57,515,7
178,T178,T178,Chris Riley,73.57,515,7
179,180,180,"Dave Stockton, Jr.",73.6,736,10
180,181,181,José Coceres,73.67,221,3
181,182,182,Mark Brooks,73.75,295,4
182,183,183,Mark O'Meara,73.78,664,9
183,T184,T184,Jason Buha,74.0,444,6
184,T184,T184,Gavin Coles,74.0,370,5
185,T184,T184,Joel Edwards,74.0,296,4
186,T184,T184,Craig Perks,74.0,444,6
187,T184,T184,Vance Veazey,74.0,296,4
188,189,189,Garrett Willis,74.5,596,8
