,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Chris Anderson,31,100.0,1.0
1,T1,T1,Pat Bates,35,100.0,1.0
2,T1,T1,Ben Crane,27,100.0,2.0
3,T1,T1,Ben Curtis,21,100.0,1.0
4,T1,T1,John Daly,22,100.0,1.0
5,T1,T1,Brent Geiberger,16,100.0,1.0
6,T1,T1,Matt Gogel,25,100.0,2.0
7,T1,T1,Richard Johnson,28,100.0,1.0
8,T1,T1,Skip Kendall,30,100.0,1.0
9,T1,T1,Hank Kuehne,23,100.0,2.0
10,T1,T1,Tom Lehman,25,100.0,1.0
11,T1,T1,Justin Leonard,23,100.0,1.0
12,T1,T1,Thomas Levet,26,100.0,1.0
13,T1,T1,J.L. Lewis,31,100.0,4.0
14,T1,T1,Davis Love III,23,100.0,9.0
15,T1,T1,Pat Perez,33,100.0,1.0
16,T1,T1,Carl Pettersson,26,100.0,1.0
17,T1,T1,Gene Sauers,30,100.0,1.0
18,T1,T1,Adam Scott,14,100.0,1.0
19,T1,T1,Joey Sindelar,29,100.0,1.0
20,T1,T1,Bob Tway,26,100.0,5.0
21,T1,T1,Duffy Waldorf,25,100.0,3.0
22,T1,T1,Dean Wilson,27,100.0,1.0
23,T1,T1,Mark Wilson,30,100.0,1.0
24,25,25,Tiger Woods,18,87.5,7.0
25,26,26,Vijay Singh,27,84.2,16.0
26,27,27,Jim Furyk,27,83.3,10.0
27,T28,T28,Nick Price,17,80.0,4.0
28,T28,T28,John Rollins,27,80.0,4.0
29,T30,T30,Jay Haas,25,75.0,3.0
30,T30,T30,Phil Mickelson,23,75.0,3.0
31,T30,T30,Geoff Ogilvy,26,75.0,3.0
32,T30,T30,Hidemichi Tanaka,30,75.0,3.0
33,34,34,Chad Campbell,27,72.7,8.0
34,35,35,Tim Herron,29,71.4,5.0
35,T36,T36,Steve Allan,18,66.7,2.0
36,T36,T36,Robert Allenby,24,66.7,4.0
