,Back_9_Round_2_Scoring_Average_RANK THIS WEEK,Back_9_Round_2_Scoring_Average_RANK LAST WEEK,Back_9_Round_2_Scoring_Average_PLAYER NAME,Back_9_Round_2_Scoring_Average_AVG,Back_9_Round_2_Scoring_Average_TOTAL STROKES,Back_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Retief Goosen,34.06,579,17
1,2,2,Chris DiMarco,34.08,818,24
2,3,3,Vijay Singh,34.35,893,26
3,4,4,Stewart Cink,34.37,928,27
4,5,5,Ernie Els,34.4,516,15
5,6,6,Tiger Woods,34.41,585,17
6,7,7,Scott Verplank,34.48,862,25
7,8,8,John Riegger,34.5,483,14
8,9,9,Briny Baird,34.53,1036,30
9,T10,T10,Mark Calcavecchia,34.57,795,23
10,T10,T10,Brandt Jobe,34.57,726,21
11,12,12,Lee Janzen,34.65,797,23
12,13,13,Jay Haas,34.7,798,23
13,14,14,Tim Petrovic,34.74,1077,31
14,15,15,Peter Jacobsen,34.77,765,22
15,T16,T16,Paul Goydos,34.79,835,24
16,T16,T16,Charles Howell III,34.79,1009,29
17,18,18,Jim Furyk,34.81,905,26
18,T19,T19,Glen Day,34.86,1011,29
19,T19,T19,Tim Herron,34.86,976,28
20,21,21,Geoff Ogilvy,34.88,872,25
21,T22,T22,Woody Austin,34.9,1012,29
22,T22,T22,Jesper Parnevik,34.9,1012,29
23,T24,T24,Arron Oberholser,34.92,838,24
24,T24,T24,Brett Quigley,34.92,908,26
25,26,26,Aaron Baddeley,34.94,629,18
26,T27,T27,Shaun Micheel,34.96,909,26
27,T27,T27,David Toms,34.96,804,23
28,T29,T29,Andrew Magee,35.0,875,25
29,T29,T29,Len Mattiace,35.0,910,26
30,T29,T29,Hidemichi Tanaka,35.0,1050,30
31,32,32,Neal Lancaster,35.03,1121,32
32,T33,T33,Ben Crane,35.04,911,26
33,T33,T33,Frank Lickliter II,35.04,981,28
34,T33,T33,David Peoples,35.04,946,27
35,T33,T33,Hal Sutton,35.04,841,24
36,37,37,Robert Allenby,35.05,736,21
37,T38,T38,Carl Paulson,35.06,1087,31
38,T38,T38,Patrick Sheehan,35.06,1087,31
39,40,40,Brent Geiberger,35.07,526,15
40,41,41,Carl Pettersson,35.08,877,25
41,42,42,Dicky Pride,35.09,807,23
42,T43,T43,J.L. Lewis,35.1,1053,30
43,T43,T43,Tom Pernice Jr.,35.1,1053,30
44,T43,T43,Paul Stankowski,35.1,702,20
45,46,46,Dudley Hart,35.11,632,18
46,47,47,Fred Funk,35.13,1089,31
47,48,48,Craig Barlow,35.14,984,28
48,49,49,Dean Wilson,35.15,949,27
49,50,50,Robert Gamez,35.16,1090,31
50,T51,T51,Greg Chalmers,35.17,1055,30
51,T51,T51,J.J. Henry,35.17,1055,30
52,T51,T51,Loren Roberts,35.17,809,23
53,T54,T54,John Rollins,35.19,915,26
54,T54,T54,Kevin Sutherland,35.19,915,26
55,T56,T56,Steve Lowery,35.2,880,25
56,T56,T56,Kenny Perry,35.2,880,25
57,T56,T56,Bob Tway,35.2,880,25
58,59,59,Duffy Waldorf,35.21,845,24
59,T60,T60,Dan Forsman,35.22,951,27
60,T60,T60,Brenden Pappas,35.22,1127,32
61,T62,T62,Chad Campbell,35.23,916,26
62,T62,T62,Alex Cejka,35.23,916,26
63,T62,T62,Kent Jones,35.23,775,22
64,T62,T62,Rod Pampling,35.23,916,26
65,T66,T66,Carlos Franco,35.24,1022,29
66,T66,T66,Phil Mickelson,35.24,740,21
67,T68,T68,Luke Donald,35.26,952,27
68,T68,T68,Tom Gillis,35.26,811,23
69,T70,T70,J.P. Hayes,35.28,882,25
70,T70,T70,Brent Schwarzrock,35.28,635,18
71,72,72,K.J. Choi,35.3,1059,30
72,T73,T73,Mike Heinen,35.32,989,28
73,T73,T73,Mike Weir,35.32,671,19
74,75,75,Tom Byrum,35.33,1060,30
75,76,76,Marco Dawson,35.34,1025,29
76,T77,T77,Todd Fischer,35.35,1096,31
77,T77,T77,Kirk Triplett,35.35,813,23
78,79,79,Jay Williamson,35.36,990,28
79,80,80,Skip Kendall,35.37,1061,30
80,T81,T81,Cameron Beckman,35.38,849,24
81,T81,T81,Adam Scott,35.38,460,13
82,T83,T83,Olin Browne,35.39,1168,33
83,T83,T83,Joe Durant,35.39,991,28
84,T83,T83,Per-Ulrik Johansson,35.39,1097,31
85,T83,T83,Tom Lehman,35.39,814,23
86,87,87,David Gossett,35.43,992,28
87,T88,T88,Steve Flesch,35.44,1134,32
88,T88,T88,Nick Price,35.44,567,16
89,T90,T90,Billy Andrade,35.45,1028,29
90,T90,T90,Billy Mayfair,35.45,1099,31
91,T92,T92,Stephen Ames,35.46,851,24
92,T92,T92,Tim Clark,35.46,851,24
93,T92,T92,Bob Estes,35.46,851,24
94,95,95,Peter Lonard,35.48,887,25
95,T96,T96,Darren Clarke,35.5,497,14
96,T96,T96,Jonathan Kaye,35.5,923,26
97,T96,T96,David Sutherland,35.5,852,24
98,T99,T99,Brian Gay,35.52,1172,33
99,T99,T99,Justin Leonard,35.52,746,21
100,101,101,Steve Allan,35.53,604,17
101,T102,T102,Jerry Kelly,35.54,995,28
102,T102,T102,Rory Sabbatini,35.54,924,26
103,T104,T104,Robert Damron,35.55,1102,31
104,T104,T104,Hank Kuehne,35.55,782,22
105,T104,T104,Esteban Toledo,35.55,1173,33
106,107,107,Harrison Frazar,35.56,889,25
107,108,108,Richard Johnson,35.57,996,28
108,109,109,Mike Grob,35.58,925,26
109,110,110,Cliff Kresge,35.6,1068,30
110,111,111,Doug Barron,35.61,1104,31
111,112,112,Garrett Willis,35.62,1033,29
112,113,113,John Senden,35.63,1140,32
113,114,114,Glen Hnatiuk,35.64,998,28
114,T115,T115,Fred Couples,35.65,606,17
115,T115,T115,Steve Stricker,35.65,713,20
116,T117,T117,Davis Love III,35.67,749,21
117,T117,T117,Rocco Mediate,35.67,749,21
118,T119,T119,Brad Faxon,35.69,928,26
119,T119,T119,Shigeki Maruyama,35.69,928,26
120,T121,T121,John Huston,35.7,714,20
121,T121,T121,Bernhard Langer,35.7,714,20
122,T121,T121,Jeff Sluman,35.7,1071,30
123,T124,T124,Pat Bates,35.71,1214,34
124,T124,T124,Jeff Brehaut,35.71,1107,31
125,T124,T124,Paul Gow,35.71,750,21
126,127,127,Thomas Levet,35.72,893,25
127,T128,T128,Aaron Barber,35.75,1144,32
128,T128,T128,Darron Stiles,35.75,1001,28
129,T130,T130,Jay Don Blake,35.76,894,25
130,T130,T130,Brian Henninger,35.76,608,17
131,132,132,John Morgan,35.78,966,27
132,T133,T133,Notah Begay III,35.79,1038,29
133,T133,T133,Scott Laycock,35.79,859,24
134,T133,T133,Jeff Maggert,35.79,859,24
135,T136,T136,Donnie Hammond,35.81,967,27
136,T136,T136,Chris Riley,35.81,967,27
137,138,138,Ian Leggatt,35.83,824,23
138,139,139,John Maginnes,35.86,1040,29
139,140,140,Jason Buha,35.87,825,23
140,T141,T141,Bob Burns,35.89,969,27
141,T141,T141,Joey Sindelar,35.89,1005,28
142,T143,T143,Chris Anderson,35.9,1113,31
143,T143,T143,Pat Perez,35.9,1041,29
144,145,145,Matt Kuchar,35.91,790,22
145,146,146,Tommy Armour III,35.95,719,20
146,T147,T147,Joel Edwards,35.96,827,23
147,T147,T147,David Frost,35.96,863,24
148,T147,T147,Akio Sadakata,35.96,971,27
149,T150,T150,Heath Slocum,35.97,1115,31
150,T150,T150,Mark Wilson,35.97,1043,29
151,T152,T152,Stuart Appleby,36.0,900,25
152,T152,T152,Kenichi Kuboya,36.0,1044,29
153,T152,T152,Mark O'Meara,36.0,792,22
154,T152,T152,Deane Pappas,36.0,792,22
155,156,156,Brad Elder,36.05,685,19
156,157,157,Matt Gogel,36.08,866,24
157,158,158,Spike McRoy,36.09,1191,33
158,T159,T159,Kenneth Staton,36.1,758,21
159,T159,T159,Kaname Yokoo,36.1,758,21
160,161,161,Paul Azinger,36.12,903,25
161,162,162,Rich Beem,36.13,867,24
162,T163,T163,Sergio Garcia,36.17,651,18
163,T163,T163,Corey Pavin,36.17,868,24
164,165,165,Jonathan Byrd,36.21,1050,29
165,T166,T166,Anthony Painter,36.23,1087,30
166,T166,T166,Cameron Yancey,36.23,797,22
167,168,168,Michael Clark II,36.24,761,21
168,169,169,Mathew Goggin,36.26,979,27
169,170,170,Scott McCarron,36.28,907,25
