,Late_Round_1_Scoring_Average_RANK THIS WEEK,Late_Round_1_Scoring_Average_RANK LAST WEEK,Late_Round_1_Scoring_Average_PLAYER NAME,Late_Round_1_Scoring_Average_AVG,Late_Round_1_Scoring_Average_TOTAL STROKES,Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Tiger Woods,68.17,409,6
1,2,2,Kenny Perry,68.55,754,11
2,3,3,John Huston,69.1,691,10
3,4,4,Jim Furyk,69.17,830,12
4,5,5,Rod Pampling,69.22,623,9
5,6,6,Bob Tway,69.36,763,11
6,7,7,Fred Couples,69.4,347,5
7,8,8,Sergio Garcia,69.5,695,10
8,9,9,Vijay Singh,69.59,1183,17
9,10,10,Retief Goosen,69.67,627,9
10,11,11,Carl Paulson,69.69,906,13
11,12,12,Kent Jones,69.7,697,10
12,13,13,Jerry Kelly,69.75,837,12
13,14,14,Robert Allenby,69.78,628,9
14,15,15,Spike McRoy,69.83,1257,18
15,16,16,Charles Howell III,69.9,699,10
16,17,17,Tom Pernice Jr.,69.92,909,13
17,T18,T18,Aaron Baddeley,70.0,770,11
18,T18,T18,Chris DiMarco,70.0,770,11
19,T18,T18,Davis Love III,70.0,700,10
20,21,21,Dan Forsman,70.1,701,10
21,22,22,Chad Campbell,70.15,912,13
22,23,23,Kirk Triplett,70.18,772,11
23,T24,T24,Paul Goydos,70.27,773,11
24,T24,T24,Ian Leggatt,70.27,773,11
25,26,26,Deane Pappas,70.33,844,12
26,27,27,Bob Estes,70.36,774,11
27,T28,T28,Glen Day,70.38,915,13
28,T28,T28,Nick Price,70.38,563,8
29,30,30,David Toms,70.4,704,10
30,31,31,Jesper Parnevik,70.43,986,14
31,32,32,Olin Browne,70.47,1198,17
32,33,33,Tim Herron,70.5,987,14
33,T34,T34,Donnie Hammond,70.54,917,13
34,T34,T34,Peter Lonard,70.54,917,13
35,36,36,Mike Sposa,70.56,635,9
36,37,37,Robert Gamez,70.57,988,14
37,38,38,Pat Bates,70.64,989,14
38,39,39,Cliff Kresge,70.65,1201,17
39,T40,T40,Brian Bateman,70.67,848,12
40,T40,T40,Phil Mickelson,70.67,848,12
41,T40,T40,John Riegger,70.67,636,9
42,T40,T40,Scott Verplank,70.67,848,12
43,T40,T40,Duffy Waldorf,70.67,848,12
44,45,45,Hidemichi Tanaka,70.69,919,13
45,46,46,Heath Slocum,70.71,1202,17
46,T47,T47,Marco Dawson,70.73,1061,15
47,T47,T47,John Senden,70.73,1061,15
48,T49,T49,Craig Barlow,70.75,1132,16
49,T49,T49,Luke Donald,70.75,849,12
50,T49,T49,Brandt Jobe,70.75,849,12
51,52,52,Brett Quigley,70.77,920,13
52,53,53,Esteban Toledo,70.78,1274,18
53,54,54,Stephen Ames,70.79,991,14
54,55,55,Brad Elder,70.8,708,10
55,56,56,Tim Petrovic,70.82,1204,17
56,T57,T57,Mark Calcavecchia,70.83,850,12
57,T57,T57,Alex Cejka,70.83,1275,18
58,T57,T57,Ernie Els,70.83,425,6
59,60,60,Tom Byrum,70.85,921,13
60,61,61,Neal Lancaster,70.89,1276,18
61,62,62,Justin Leonard,70.91,780,11
62,T63,T63,Harrison Frazar,70.92,922,13
63,T63,T63,Joey Sindelar,70.92,851,12
64,T63,T63,Kevin Sutherland,70.92,851,12
65,T66,T66,Skip Kendall,70.94,1135,16
66,T66,T66,J.L. Lewis,70.94,1135,16
67,T68,T68,Tommy Armour III,71.0,639,9
68,T68,T68,Briny Baird,71.0,994,14
69,T68,T68,Jay Don Blake,71.0,852,12
70,T68,T68,Darren Clarke,71.0,426,6
71,T68,T68,Robert Damron,71.0,1065,15
72,T68,T68,Matt Gogel,71.0,781,11
73,T68,T68,Loren Roberts,71.0,568,8
74,75,75,Fred Funk,71.06,1137,16
75,76,76,Jim Carter,71.07,1066,15
76,T77,T77,Stewart Cink,71.08,924,13
77,T77,T77,Per-Ulrik Johansson,71.08,924,13
78,T79,T79,Doug Barron,71.13,1138,16
79,T79,T79,Jeff Brehaut,71.13,1067,15
80,T81,T81,Jonathan Kaye,71.14,996,14
81,T81,T81,Bernhard Langer,71.14,498,7
82,T83,T83,Steve Flesch,71.17,854,12
83,T83,T83,Hank Kuehne,71.17,854,12
84,85,85,Woody Austin,71.22,1282,18
85,86,86,David Frost,71.23,926,13
86,87,87,Billy Mayfair,71.25,1140,16
87,T88,T88,Rocco Mediate,71.27,784,11
88,T88,T88,Arron Oberholser,71.27,784,11
89,T88,T88,Geoff Ogilvy,71.27,784,11
90,T88,T88,Paul Stankowski,71.27,784,11
91,T92,T92,J.J. Henry,71.29,998,14
92,T92,T92,Carl Pettersson,71.29,998,14
93,T94,T94,K.J. Choi,71.33,1284,18
94,T94,T94,Joel Edwards,71.33,642,9
95,T94,T94,Scott McCarron,71.33,856,12
96,T94,T94,Chris Riley,71.33,642,9
97,T94,T94,Dean Wilson,71.33,856,12
98,99,99,Carlos Franco,71.36,999,14
99,T100,T100,Joe Durant,71.38,928,13
100,T100,T100,David Sutherland,71.38,928,13
101,T102,T102,Todd Fischer,71.39,1285,18
102,T102,T102,Andrew Magee,71.39,1285,18
103,104,104,Shaun Micheel,71.42,857,12
104,105,105,Kenichi Kuboya,71.44,1143,16
105,106,106,Tom Gillis,71.45,786,11
106,107,107,Darron Stiles,71.47,1072,15
107,T108,T108,Paul Azinger,71.5,715,10
108,T108,T108,Corey Pavin,71.5,715,10
109,110,110,Mike Grob,71.53,1073,15
110,111,111,Jonathan Byrd,71.54,930,13
111,112,112,Akio Sadakata,71.56,1288,18
112,113,113,Rich Beem,71.58,859,12
113,T114,T114,Paul Gow,71.6,716,10
114,T114,T114,David Peoples,71.6,1074,15
115,116,116,Shigeki Maruyama,71.62,931,13
116,117,117,Mike Weir,71.63,573,8
117,T118,T118,Steven Alker,71.71,1004,14
118,T118,T118,Len Mattiace,71.71,1004,14
119,T118,T118,Patrick Sheehan,71.71,1004,14
120,121,121,Billy Andrade,71.72,1291,18
121,122,122,Rory Sabbatini,71.73,1076,15
122,T123,T123,Tim Clark,71.75,861,12
123,T123,T123,Tom Lehman,71.75,574,8
124,T123,T123,Brenden Pappas,71.75,1148,16
125,126,126,Lee Janzen,71.77,933,13
126,T127,T127,Ben Curtis,71.78,646,9
127,T127,T127,Jay Williamson,71.78,1292,18
128,T129,T129,Jason Gore,71.79,1005,14
129,T129,T129,Mike Heinen,71.79,1005,14
130,131,131,Jason Caron,71.8,1077,15
131,132,132,Notah Begay III,71.87,1078,15
132,133,133,Jeff Maggert,71.89,647,9
133,134,134,Peter Jacobsen,71.91,791,11
134,T135,T135,David Gossett,71.94,1151,16
135,T135,T135,Anthony Painter,71.94,1223,17
136,T137,T137,Stuart Appleby,72.0,720,10
137,T137,T137,Richard Johnson,72.0,1224,17
138,139,139,Chris Smith,72.07,1081,15
139,T140,T140,Greg Chalmers,72.08,937,13
140,T140,T140,Mark O'Meara,72.08,865,12
141,T140,T140,John Rollins,72.08,937,13
142,143,143,Andy Miller,72.09,793,11
143,144,144,Matt Kuchar,72.1,721,10
144,T145,T145,Brian Gay,72.13,1082,15
145,T145,T145,Glen Hnatiuk,72.13,1154,16
146,T147,T147,Gene Sauers,72.14,1010,14
147,T147,T147,Garrett Willis,72.14,1010,14
148,149,149,Dicky Pride,72.18,794,11
149,150,150,John Maginnes,72.21,1011,14
150,151,151,Chris Anderson,72.24,1228,17
151,T152,T152,Steve Allan,72.25,578,8
152,T152,T152,Thomas Levet,72.25,867,12
153,T152,T152,Steve Lowery,72.25,1156,16
154,T152,T152,Craig Perks,72.25,867,12
155,156,156,Hal Sutton,72.27,795,11
156,157,157,Jeff Sluman,72.3,723,10
157,158,158,Ben Crane,72.36,1013,14
158,159,159,Mark Wilson,72.4,1086,15
159,160,160,Dudley Hart,72.44,652,9
160,T161,T161,Mark Brooks,72.46,942,13
161,T161,T161,Frank Lickliter II,72.46,942,13
162,163,163,Aaron Barber,72.47,1377,19
163,164,164,Bob Burns,72.5,870,12
164,165,165,Brad Faxon,72.55,798,11
165,166,166,Brian Henninger,72.6,726,10
166,T167,T167,Brent Geiberger,72.63,581,8
167,T167,T167,John Morgan,72.63,1162,16
168,T167,T167,Adam Scott,72.63,581,8
169,170,170,Scott Laycock,72.64,799,11
170,171,171,Pat Perez,72.67,1090,15
171,172,172,J.P. Hayes,72.7,727,10
172,173,173,Steve Stricker,72.73,800,11
173,174,174,Vance Veazey,72.75,873,12
174,175,175,Kenneth Staton,72.85,947,13
175,176,176,Gavin Coles,72.92,875,12
176,177,177,John Daly,73.0,949,13
177,178,178,Mathew Goggin,73.06,1169,16
178,T179,T179,Jay Haas,73.09,804,11
179,T179,T179,Cameron Yancey,73.09,804,11
180,181,181,"Dave Stockton, Jr.",73.2,1098,15
181,182,182,Cameron Beckman,73.22,659,9
182,183,183,Jason Buha,73.27,806,11
183,184,184,Jeff Klein,73.3,733,10
184,185,185,Todd Barranger,73.4,1101,15
185,T186,T186,Michael Clark II,73.44,661,9
186,T186,T186,Kaname Yokoo,73.44,661,9
187,188,188,José Coceres,73.73,811,11
188,189,189,Brent Schwarzrock,74.13,593,8
189,190,190,Ty Tryon,74.15,964,13
