,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Vijay Singh,67.25,269,4
1,T2,T2,Aaron Baddeley,67.33,202,3
2,T2,T2,Justin Leonard,67.33,202,3
3,4,4,Lee Janzen,67.5,135,2
4,5,5,Steve Flesch,67.86,475,7
5,T6,T6,Chad Campbell,68.0,204,3
6,T6,T6,Andrew Magee,68.0,136,2
7,T6,T6,Kirk Triplett,68.0,204,3
8,9,9,Rory Sabbatini,68.25,273,4
9,10,10,Robert Gamez,68.4,342,5
10,11,11,Duffy Waldorf,68.57,480,7
11,12,12,Chris DiMarco,68.67,206,3
12,13,13,Dicky Pride,68.75,275,4
13,T14,T14,Billy Andrade,69.0,207,3
14,T14,T14,Craig Barlow,69.0,345,5
15,T14,T14,Darren Clarke,69.0,138,2
16,T14,T14,Fred Couples,69.0,345,5
17,T14,T14,Luke Donald,69.0,345,5
18,T14,T14,Brian Henninger,69.0,207,3
19,T14,T14,Chris Riley,69.0,345,5
20,21,21,Tom Lehman,69.11,622,9
21,T22,T22,Richard Johnson,69.2,346,5
22,T22,T22,Loren Roberts,69.2,346,5
23,T22,T22,Patrick Sheehan,69.2,346,5
24,T25,T25,Stephen Ames,69.33,416,6
25,T25,T25,Ernie Els,69.33,208,3
26,T25,T25,Jim Furyk,69.33,208,3
27,28,28,Notah Begay III,69.38,555,8
28,29,29,Bob Tway,69.4,347,5
29,30,30,Tim Clark,69.5,278,4
30,31,31,Fred Funk,69.57,487,7
31,T32,T32,Steve Lowery,69.6,348,5
32,T32,T32,Craig Perks,69.6,348,5
33,34,34,Jeff Sluman,69.63,557,8
34,T35,T35,Joe Durant,69.67,627,9
35,T35,T35,Davis Love III,69.67,418,6
36,T35,T35,Rocco Mediate,69.67,209,3
37,T38,T38,Dan Forsman,69.75,558,8
38,T38,T38,Tiger Woods,69.75,279,4
39,T40,T40,Brad Faxon,69.8,349,5
40,T40,T40,Harrison Frazar,69.8,349,5
41,T42,T42,Charles Howell III,69.88,559,8
42,T42,T42,Joey Sindelar,69.88,559,8
43,T44,T44,Woody Austin,70.0,350,5
44,T44,T44,Stewart Cink,70.0,560,8
45,T44,T44,Brad Elder,70.0,140,2
46,T44,T44,Rod Pampling,70.0,560,8
47,T44,T44,Kenneth Staton,70.0,420,6
48,T49,T49,Cameron Beckman,70.2,351,5
49,T49,T49,José Coceres,70.2,351,5
50,T49,T49,Kaname Yokoo,70.2,351,5
51,52,52,Phil Mickelson,70.25,281,4
52,T53,T53,Doug Barron,70.29,492,7
53,T53,T53,Donnie Hammond,70.29,492,7
54,T53,T53,Darron Stiles,70.29,492,7
55,T56,T56,Tom Gillis,70.33,633,9
56,T56,T56,Mike Grob,70.33,211,3
57,T58,T58,Bob Estes,70.4,352,5
58,T58,T58,Shigeki Maruyama,70.4,352,5
59,T60,T60,Bob Burns,70.43,493,7
60,T60,T60,Corey Pavin,70.43,493,7
61,T62,T62,Chris Anderson,70.5,705,10
62,T62,T62,Paul Azinger,70.5,564,8
63,T62,T62,Aaron Barber,70.5,564,8
64,T62,T62,Tom Byrum,70.5,423,6
65,T62,T62,Skip Kendall,70.5,423,6
66,T62,T62,Cliff Kresge,70.5,423,6
67,T62,T62,Carl Paulson,70.5,564,8
68,T62,T62,Nick Price,70.5,141,2
69,T62,T62,Brett Quigley,70.5,423,6
70,T62,T62,Kevin Sutherland,70.5,282,4
71,72,72,Jeff Brehaut,70.55,776,11
72,73,73,Tommy Armour III,70.56,635,9
73,T74,T74,Jay Haas,70.6,353,5
74,T74,T74,Tim Herron,70.6,353,5
75,T76,T76,Shaun Micheel,70.63,565,8
76,T76,T76,Brent Schwarzrock,70.63,565,8
77,T78,T78,Mathew Goggin,70.67,424,6
78,T78,T78,Dudley Hart,70.67,212,3
79,T78,T78,Brandt Jobe,70.67,212,3
80,T81,T81,K.J. Choi,70.75,283,4
81,T81,T81,Carlos Franco,70.75,283,4
82,T81,T81,Glen Hnatiuk,70.75,566,8
83,T81,T81,Peter Lonard,70.75,283,4
84,T81,T81,Jeff Maggert,70.75,566,8
85,86,86,John Senden,70.8,354,5
86,87,87,Esteban Toledo,70.82,779,11
87,T88,T88,Jay Don Blake,70.83,425,6
88,T88,T88,Kenny Perry,70.83,425,6
89,T90,T90,John Huston,70.86,496,7
90,T90,T90,Jonathan Kaye,70.86,496,7
91,92,92,Glen Day,70.88,567,8
92,T93,T93,Jason Caron,70.89,638,9
93,T93,T93,Scott Laycock,70.89,638,9
94,T93,T93,Andy Miller,70.89,638,9
95,96,96,Hidemichi Tanaka,70.91,780,11
96,97,97,Pat Bates,70.93,993,14
97,T98,T98,Brent Geiberger,71.0,142,2
98,T98,T98,J.L. Lewis,71.0,355,5
99,T98,T98,Scott McCarron,71.0,284,4
100,T98,T98,Arron Oberholser,71.0,426,6
101,T98,T98,Deane Pappas,71.0,568,8
102,T98,T98,Tom Pernice Jr.,71.0,568,8
103,T98,T98,Tim Petrovic,71.0,213,3
104,T98,T98,John Rollins,71.0,284,4
105,T98,T98,Adam Scott,71.0,71,1
106,T98,T98,Mike Sposa,71.0,497,7
107,T108,T108,Per-Ulrik Johansson,71.17,854,12
108,T108,T108,Len Mattiace,71.17,427,6
109,110,110,Garrett Willis,71.18,783,11
110,T111,T111,Briny Baird,71.2,356,5
111,T111,T111,David Frost,71.2,356,5
112,113,113,John Maginnes,71.25,570,8
113,114,114,Geoff Ogilvy,71.29,499,7
114,T115,T115,Mark Calcavecchia,71.33,214,3
115,T115,T115,Jim Carter,71.33,428,6
116,T115,T115,Ben Curtis,71.33,214,3
117,T115,T115,Ian Leggatt,71.33,428,6
