,Early_Par_3_Scoring_Average_RANK THIS WEEK,Early_Par_3_Scoring_Average_RANK LAST WEEK,Early_Par_3_Scoring_Average_PLAYER NAME,Early_Par_3_Scoring_Average_ROUNDS,Early_Par_3_Scoring_Average_AVG,Early_Par_3_Scoring_Average_TOTAL STROKES,Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Ernie Els,65,2.84,210,74
1,2,2,Retief Goosen,69,2.92,222,76
2,T3,T3,Jay Haas,89,2.94,482,164
3,T3,T3,Mike Weir,80,2.94,350,119
4,T5,T5,Fred Funk,112,2.95,608,206
5,T5,T5,Jim Furyk,104,2.95,484,164
6,T5,T5,Shigeki Maruyama,87,2.95,451,153
7,T8,T8,Loren Roberts,87,2.96,467,158
8,T8,T8,Vijay Singh,106,2.96,370,125
9,T8,T8,Jeff Sluman,106,2.96,606,205
10,T11,T11,Paul Goydos,86,2.97,452,152
11,T11,T11,Geoff Ogilvy,86,2.97,425,143
12,T11,T11,David Peoples,96,2.97,577,194
13,T14,T14,Stewart Cink,104,2.98,536,180
14,T14,T14,Bob Estes,92,2.98,471,158
15,T14,T14,Dicky Pride,73,2.98,465,156
16,T14,T14,Steve Stricker,59,2.98,376,126
17,T14,T14,Hidemichi Tanaka,112,2.98,701,235
18,T19,T19,Tom Byrum,97,2.99,618,207
19,T19,T19,Marco Dawson,86,2.99,569,190
20,T19,T19,Glen Day,103,2.99,593,198
21,T19,T19,Chris DiMarco,98,2.99,521,174
22,T19,T19,Brett Quigley,92,2.99,575,192
23,T19,T19,John Riegger,55,2.99,335,112
24,T19,T19,Esteban Toledo,109,2.99,748,250
25,T26,T26,Brian Gay,100,3.0,619,206
26,T26,T26,Dudley Hart,66,3.0,375,125
27,T26,T26,Tom Lehman,87,3.0,561,187
28,T26,T26,Phil Mickelson,87,3.0,465,155
29,T26,T26,Arron Oberholser,80,3.0,498,166
30,T26,T26,Tiger Woods,74,3.0,228,76
31,T32,T32,Craig Barlow,95,3.01,578,192
32,T32,T32,Brian Bateman,70,3.01,430,143
33,T32,T32,K.J. Choi,112,3.01,612,203
34,T32,T32,Fred Couples,71,3.01,310,103
35,T32,T32,Steve Flesch,110,3.01,639,212
36,T32,T32,Donnie Hammond,92,3.01,621,206
37,T32,T32,Tim Herron,102,3.01,624,207
38,T32,T32,Charles Howell III,120,3.01,639,212
39,T32,T32,Davis Love III,85,3.01,388,129
40,T32,T32,Jeff Maggert,81,3.01,472,157
41,T32,T32,Rocco Mediate,80,3.01,461,153
42,T32,T32,Nick Price,65,3.01,286,95
43,T32,T32,Hal Sutton,81,3.01,499,166
44,T45,T45,José Coceres,62,3.02,365,121
45,T45,T45,David Frost,80,3.02,562,186
46,T45,T45,Brandt Jobe,77,3.02,477,158
47,T45,T45,Richard Johnson,89,3.02,629,208
48,T45,T45,Cliff Kresge,102,3.02,662,219
49,T45,T45,Carl Pettersson,80,3.02,538,178
50,T45,T45,Rory Sabbatini,95,3.02,611,202
51,T45,T45,Kevin Sutherland,97,3.02,537,178
52,T53,T53,Notah Begay III,92,3.03,542,179
53,T53,T53,Ben Crane,94,3.03,600,198
54,T53,T53,J.P. Hayes,79,3.03,530,175
55,T53,T53,Lee Janzen,83,3.03,497,164
56,T53,T53,Adam Scott,52,3.03,182,60
57,T53,T53,Paul Stankowski,67,3.03,358,118
58,T53,T53,David Toms,90,3.03,424,140
59,T60,T60,Robert Allenby,87,3.04,389,128
60,T60,T60,Stephen Ames,91,3.04,599,197
61,T60,T60,Cameron Beckman,86,3.04,513,169
62,T60,T60,Joe Durant,96,3.04,636,209
