,Front_9_Par_4_Scoring_Average_RANK THIS WEEK,Front_9_Par_4_Scoring_Average_RANK LAST WEEK,Front_9_Par_4_Scoring_Average_PLAYER NAME,Front_9_Par_4_Scoring_Average_ROUNDS,Front_9_Par_4_Scoring_Average_AVG,Front_9_Par_4_Scoring_Average_TOTAL STROKES,Front_9_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Jim Furyk,104,3.95,2111,534
1,T1,T1,Vijay Singh,106,3.95,2131,539
2,T1,T1,Mike Weir,80,3.95,1576,399
3,4,4,Kirk Triplett,92,3.96,1857,469
4,T5,T5,Pat Bates,111,3.97,2212,557
5,T5,T5,Davis Love III,85,3.97,1638,413
6,T5,T5,Scott Verplank,97,3.97,2043,515
7,T8,T8,Stephen Ames,91,3.98,1851,465
8,T8,T8,Cameron Beckman,86,3.98,1742,438
9,T8,T8,Chad Campbell,105,3.98,2161,543
10,T8,T8,Dan Forsman,98,3.98,2058,517
11,T8,T8,J.J. Henry,100,3.98,2004,503
12,T8,T8,John Huston,76,3.98,1544,388
13,T8,T8,Peter Jacobsen,75,3.98,1549,389
14,T8,T8,Justin Leonard,80,3.98,1568,394
15,T8,T8,Kenny Perry,98,3.98,2045,514
16,T8,T8,Mike Sposa,72,3.98,1442,362
17,T18,T18,Glen Day,103,3.99,2083,522
18,T18,T18,Bob Estes,92,3.99,1929,484
19,T18,T18,David Frost,80,3.99,1627,408
20,T18,T18,Tim Herron,102,3.99,2099,526
21,T18,T18,Richard Johnson,89,3.99,1821,456
22,T18,T18,Skip Kendall,110,3.99,2261,566
23,T18,T18,Duffy Waldorf,90,3.99,1792,449
24,T25,T25,Briny Baird,113,4.0,2299,575
25,T25,T25,Jeff Brehaut,110,4.0,2234,558
26,T25,T25,Mark Calcavecchia,84,4.0,1761,440
27,T25,T25,Ernie Els,65,4.0,1248,312
28,T25,T25,Fred Funk,112,4.0,2314,579
29,T25,T25,Tom Gillis,71,4.0,1388,347
30,T25,T25,Retief Goosen,69,4.0,1351,338
31,T25,T25,Paul Goydos,86,4.0,1736,434
32,T25,T25,Charles Howell III,120,4.0,2448,612
33,T25,T25,Tom Lehman,87,4.0,1746,436
34,T25,T25,Nick Price,65,4.0,1325,331
35,T25,T25,Chris Riley,96,4.0,1920,480
36,T25,T25,Patrick Sheehan,101,4.0,2055,514
37,T25,T25,Jeff Sluman,106,4.0,2197,549
38,T39,T39,Robert Allenby,87,4.01,1720,429
39,T39,T39,Woody Austin,107,4.01,2116,528
40,T39,T39,Olin Browne,113,4.01,2332,581
41,T39,T39,Brad Faxon,97,4.01,2021,504
42,T39,T39,Carlos Franco,99,4.01,2006,500
43,T39,T39,Brandt Jobe,77,4.01,1605,400
44,T39,T39,Jerry Kelly,108,4.01,2179,543
45,T39,T39,Neal Lancaster,110,4.01,2194,547
46,T39,T39,Andrew Magee,91,4.01,1862,464
47,T39,T39,Tim Petrovic,108,4.01,2212,551
48,T39,T39,Dicky Pride,73,4.01,1497,373
