,Front_9_Round_5_Scoring_Average_RANK THIS WEEK,Front_9_Round_5_Scoring_Average_RANK LAST WEEK,Front_9_Round_5_Scoring_Average_PLAYER NAME,Front_9_Round_5_Scoring_Average_AVG,Front_9_Round_5_Scoring_Average_TOTAL STROKES,Front_9_Round_5_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Jim Furyk,32.0,32,1
1,T1,T1,Jay Haas,32.0,32,1
2,T1,T1,Jeff Maggert,32.0,32,1
3,T1,T1,Dean Wilson,32.0,32,1
4,T5,T5,Brian Bateman,33.0,33,1
5,T5,T5,Pat Bates,33.0,33,1
6,T5,T5,Rich Beem,33.0,33,1
7,T5,T5,Harrison Frazar,33.0,33,1
8,T5,T5,Jerry Kelly,33.0,66,2
9,T5,T5,Len Mattiace,33.0,33,1
10,T5,T5,Kirk Triplett,33.0,66,2
11,12,12,Scott Verplank,33.5,67,2
12,T13,T13,Stephen Ames,34.0,68,2
13,T13,T13,Billy Andrade,34.0,34,1
14,T13,T13,Tom Byrum,34.0,34,1
15,T13,T13,Glen Day,34.0,34,1
16,T13,T13,Brad Faxon,34.0,34,1
17,T13,T13,Steve Flesch,34.0,34,1
18,T13,T13,David Frost,34.0,34,1
19,T13,T13,Paul Goydos,34.0,34,1
20,T13,T13,Mike Heinen,34.0,34,1
21,T13,T13,John Huston,34.0,34,1
22,T13,T13,Richard Johnson,34.0,34,1
23,T13,T13,Justin Leonard,34.0,34,1
24,T13,T13,Davis Love III,34.0,34,1
25,T13,T13,Scott McCarron,34.0,68,2
26,T13,T13,Phil Mickelson,34.0,68,2
27,T13,T13,Tom Pernice Jr.,34.0,68,2
28,T13,T13,Rory Sabbatini,34.0,34,1
29,T13,T13,Patrick Sheehan,34.0,34,1
30,T13,T13,Jeff Sluman,34.0,68,2
31,T13,T13,Hal Sutton,34.0,34,1
32,T13,T13,Esteban Toledo,34.0,34,1
33,T13,T13,Mark Wilson,34.0,34,1
34,T35,T35,Dan Forsman,34.5,69,2
35,T35,T35,Skip Kendall,34.5,69,2
36,T35,T35,Tom Lehman,34.5,69,2
37,T35,T35,Frank Lickliter II,34.5,69,2
38,T39,T39,Stuart Appleby,35.0,35,1
39,T39,T39,Bob Estes,35.0,35,1
40,T39,T39,Matt Gogel,35.0,70,2
41,T39,T39,Charles Howell III,35.0,35,1
42,T39,T39,Jonathan Kaye,35.0,35,1
43,T39,T39,Kenichi Kuboya,35.0,35,1
44,T39,T39,Billy Mayfair,35.0,35,1
45,T39,T39,Kevin Sutherland,35.0,35,1
46,T39,T39,Mike Weir,35.0,35,1
47,T48,T48,Bob Burns,35.5,71,2
48,T48,T48,Chris DiMarco,35.5,71,2
49,T48,T48,Cliff Kresge,35.5,71,2
50,T48,T48,Chris Riley,35.5,71,2
51,T48,T48,John Senden,35.5,71,2
52,T53,T53,Robert Allenby,36.0,36,1
53,T53,T53,Woody Austin,36.0,36,1
54,T53,T53,Paul Azinger,36.0,36,1
55,T53,T53,Aaron Barber,36.0,36,1
56,T53,T53,Craig Barlow,36.0,36,1
57,T53,T53,Doug Barron,36.0,36,1
58,T53,T53,Jonathan Byrd,36.0,36,1
59,T53,T53,Alex Cejka,36.0,36,1
60,T53,T53,Darren Clarke,36.0,36,1
61,T53,T53,Joe Durant,36.0,72,2
62,T53,T53,Fred Funk,36.0,36,1
63,T53,T53,Robert Gamez,36.0,72,2
64,T53,T53,Dudley Hart,36.0,36,1
65,T53,T53,J.L. Lewis,36.0,36,1
66,T53,T53,Steve Lowery,36.0,72,2
67,T53,T53,David Peoples,36.0,36,1
68,T53,T53,Joey Sindelar,36.0,36,1
69,T53,T53,Duffy Waldorf,36.0,72,2
70,T53,T53,Cameron Yancey,36.0,36,1
71,T72,T72,Jeff Brehaut,36.5,73,2
72,T72,T72,Stewart Cink,36.5,73,2
73,T72,T72,Ben Crane,36.5,73,2
74,T72,T72,Todd Fischer,36.5,73,2
75,T72,T72,Andrew Magee,36.5,73,2
76,T72,T72,Tim Petrovic,36.5,73,2
77,T78,T78,Notah Begay III,37.0,37,1
78,T78,T78,Mark Brooks,37.0,37,1
79,T78,T78,David Gossett,37.0,37,1
80,T78,T78,Donnie Hammond,37.0,74,2
81,T78,T78,Tim Herron,37.0,74,2
82,T78,T78,Jesper Parnevik,37.0,37,1
83,T78,T78,Pat Perez,37.0,37,1
84,T78,T78,Kenny Perry,37.0,37,1
85,T78,T78,John Riegger,37.0,37,1
86,T78,T78,David Toms,37.0,37,1
87,T78,T78,Vance Veazey,37.0,37,1
88,89,89,Chad Campbell,37.5,75,2
89,T90,T90,Briny Baird,38.0,38,1
90,T90,T90,Mark Calcavecchia,38.0,38,1
91,T90,T90,Kent Jones,38.0,38,1
92,T90,T90,John Maginnes,38.0,38,1
93,T90,T90,Geoff Ogilvy,38.0,38,1
94,T90,T90,Deane Pappas,38.0,38,1
95,T90,T90,Dicky Pride,38.0,38,1
96,T90,T90,David Sutherland,38.0,38,1
97,T98,T98,Cameron Beckman,39.0,39,1
98,T98,T98,Olin Browne,39.0,39,1
99,T98,T98,Fred Couples,39.0,39,1
100,T98,T98,Peter Jacobsen,39.0,78,2
101,T98,T98,Rod Pampling,39.0,39,1
102,T98,T98,Paul Stankowski,39.0,78,2
103,T104,T104,John Daly,40.0,40,1
104,T104,T104,Spike McRoy,40.0,80,2
105,T104,T104,Corey Pavin,40.0,40,1
106,T107,T107,Glen Hnatiuk,41.0,41,1
107,T107,T107,Shaun Micheel,41.0,41,1
108,109,109,Greg Chalmers,42.0,42,1
