,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Retief Goosen,69,3.8,38,10
1,2,2,Chris DiMarco,98,3.88,314,81
2,T3,T3,Billy Andrade,100,3.89,658,169
3,T3,T3,Chad Campbell,105,3.89,665,171
4,T3,T3,Bob Tway,89,3.89,436,112
5,T6,T6,Jim Furyk,104,3.91,313,80
6,T6,T6,Adam Scott,52,3.91,125,32
7,T8,T8,Stephen Ames,91,3.92,945,241
8,T8,T8,Kenny Perry,98,3.92,658,168
9,10,10,Briny Baird,113,3.93,543,138
10,T11,T11,Steve Lowery,86,3.94,575,146
11,T11,T11,Scott McCarron,86,3.94,544,138
12,T11,T11,Chris Riley,96,3.94,508,129
13,T11,T11,Rory Sabbatini,95,3.94,658,167
14,T11,T11,Mike Weir,80,3.94,355,90
15,T16,T16,Woody Austin,107,3.95,880,223
16,T16,T16,Ernie Els,65,3.95,249,63
17,T16,T16,Steve Flesch,110,3.95,806,204
18,T16,T16,Fred Funk,112,3.95,878,222
19,T16,T16,Duffy Waldorf,90,3.95,734,186
20,T21,T21,Alex Cejka,98,3.97,746,188
21,T21,T21,Brad Faxon,97,3.97,488,123
22,T21,T21,Neal Lancaster,110,3.97,782,197
23,T21,T21,Tom Lehman,87,3.97,946,238
24,T21,T21,Andrew Magee,91,3.97,735,185
25,T21,T21,Billy Mayfair,105,3.97,957,241
26,T21,T21,Paul Stankowski,67,3.97,675,170
27,T21,T21,Kirk Triplett,92,3.97,734,185
28,T21,T21,Scott Verplank,97,3.97,548,138
29,T30,T30,Craig Barlow,95,3.98,709,178
30,T30,T30,Tim Clark,79,3.98,501,126
31,T30,T30,Tom Gillis,71,3.98,803,202
32,T30,T30,Tim Herron,102,3.98,713,179
33,T30,T30,Justin Leonard,80,3.98,374,94
34,T30,T30,David Peoples,96,3.98,693,174
35,T30,T30,Hal Sutton,81,3.98,585,147
36,T37,T37,Chris Anderson,96,3.99,842,211
37,T37,T37,Mark Calcavecchia,84,3.99,475,119
38,T37,T37,Glen Day,103,3.99,695,174
39,T37,T37,Robert Gamez,114,3.99,873,219
40,T37,T37,J.P. Hayes,79,3.99,587,147
41,T37,T37,Charles Howell III,120,3.99,758,190
42,T37,T37,Jonathan Kaye,91,3.99,837,210
43,T37,T37,Skip Kendall,110,3.99,1178,295
44,T37,T37,Arron Oberholser,80,3.99,538,135
45,T37,T37,Rod Pampling,87,3.99,675,169
46,T37,T37,Dicky Pride,73,3.99,719,180
47,T37,T37,Akio Sadakata,83,3.99,666,167
48,T49,T49,Doug Barron,90,4.0,988,247
49,T49,T49,Pat Bates,111,4.0,1117,279
50,T49,T49,Cameron Beckman,86,4.0,676,169
51,T49,T49,Notah Begay III,92,4.0,880,220
52,T49,T49,Fred Couples,71,4.0,312,78
53,T49,T49,Dudley Hart,66,4.0,220,55
54,T49,T49,Richard Johnson,89,4.0,933,233
55,T49,T49,Darron Stiles,93,4.0,887,222
56,T49,T49,Kevin Sutherland,97,4.0,580,145
57,T49,T49,Hidemichi Tanaka,112,4.0,873,218
58,T49,T49,Garrett Willis,97,4.0,955,239
59,T60,T60,Bob Estes,92,4.01,717,179
60,T60,T60,Dan Forsman,98,4.01,746,186
61,T60,T60,Lee Janzen,83,4.01,521,130
62,T60,T60,Per-Ulrik Johansson,96,4.01,1111,277
63,T60,T60,Phil Mickelson,87,4.01,529,132
64,T60,T60,Tom Pernice Jr.,105,4.01,910,227
65,T60,T60,Vijay Singh,106,4.01,558,139
66,T67,T67,Aaron Baddeley,71,4.02,511,127
67,T67,T67,Stewart Cink,104,4.02,703,175
68,T67,T67,Luke Donald,88,4.02,510,127
69,T67,T67,David Frost,80,4.02,925,230
70,T67,T67,Brent Geiberger,51,4.02,587,146
71,T67,T67,David Gossett,92,4.02,490,122
72,T67,T67,John Huston,76,4.02,567,141
73,T67,T67,J.L. Lewis,99,4.02,941,234
74,T67,T67,John Maginnes,87,4.02,760,189
