,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,1,Vijay Singh,106,-51,3.95,4392
1,2,2,Jim Furyk,104,-45,3.96,4364
2,3,3,Stephen Ames,91,-29,3.97,3680
3,T4,T4,Briny Baird,113,-10,3.99,4660
4,T4,T4,Dan Forsman,98,-10,3.99,4180
5,T6,T6,Chad Campbell,105,-6,3.99,4388
6,T6,T6,Kirk Triplett,92,-6,3.99,3772
7,8,8,Skip Kendall,110,-5,4.0,4516
8,9,9,Peter Jacobsen,75,-3,4.0,3124
9,10,10,Kenny Perry,98,-2,4.0,4136
10,T11,T11,Woody Austin,107,-1,4.0,4316
11,T11,T11,Davis Love III,85,-1,4.0,3312
12,13,13,Retief Goosen,69,1,4.0,2768
13,T14,T14,Robert Allenby,87,5,4.01,3492
14,T14,T14,Glen Day,103,5,4.0,4204
15,16,16,Ernie Els,65,6,4.01,2624
16,17,17,Brandt Jobe,77,7,4.01,3240
17,T18,T18,John Huston,76,8,4.01,3104
18,T18,T18,Rod Pampling,87,8,4.01,3536
19,T18,T18,Jeff Sluman,106,8,4.01,4412
20,T18,T18,Hal Sutton,81,8,4.01,3440
21,T22,T22,Joe Durant,96,9,4.01,4068
22,T22,T22,Paul Goydos,86,9,4.01,3508
23,T24,T24,Tim Petrovic,108,10,4.01,4428
24,T24,T24,Mike Weir,80,10,4.01,3184
25,T26,T26,Robert Gamez,114,11,4.01,4796
26,T26,T26,Andrew Magee,91,11,4.01,3764
27,T26,T26,Bob Tway,89,11,4.01,3644
28,T29,T29,Chris DiMarco,98,12,4.01,3996
29,T29,T29,Harrison Frazar,88,12,4.01,3588
30,T31,T31,Pat Bates,111,13,4.01,4500
31,T31,T31,Cameron Beckman,86,13,4.01,3536
32,T31,T31,Tim Herron,102,13,4.01,4252
33,T31,T31,Jerry Kelly,108,13,4.01,4360
34,T31,T31,Rocco Mediate,80,13,4.02,3336
35,36,36,Arron Oberholser,80,14,4.02,3404
36,T37,T37,Stewart Cink,104,15,4.01,4244
37,T37,T37,Justin Leonard,80,15,4.02,3200
38,T37,T37,Duffy Waldorf,90,15,4.02,3604
39,40,40,Chris Riley,96,16,4.02,3884
40,41,41,Jeff Brehaut,110,17,4.02,4460
41,T42,T42,Stuart Appleby,90,18,4.02,3628
42,T42,T42,Tom Gillis,71,18,4.02,2884
43,T44,T44,Paul Gow,62,19,4.03,2628
44,T44,T44,Tiger Woods,74,19,4.03,2928
45,46,46,Fred Funk,112,20,4.02,4720
46,47,47,Scott Verplank,97,21,4.02,4156
47,T48,T48,Bob Estes,92,22,4.02,3932
48,T48,T48,John Riegger,55,22,4.04,2208
49,T50,T50,J.J. Henry,100,24,4.02,4024
50,T50,T50,Richard Johnson,89,24,4.03,3764
51,T50,T50,Kent Jones,74,24,4.03,2956
52,T50,T50,Shaun Micheel,97,24,4.02,4020
53,T50,T50,Deane Pappas,75,24,4.03,3044
54,T50,T50,Patrick Sheehan,101,24,4.02,4196
55,T50,T50,Mike Sposa,72,24,4.03,2956
56,T57,T57,Brent Geiberger,51,26,4.05,2148
57,T57,T57,Tom Pernice Jr.,105,26,4.02,4260
58,T57,T57,Dicky Pride,73,26,4.03,3076
59,T57,T57,Brett Quigley,92,26,4.03,3688
60,T57,T57,David Toms,90,26,4.03,3496
61,62,62,David Frost,80,27,4.03,3356
62,T63,T63,Alex Cejka,98,28,4.03,3916
63,T63,T63,Darren Clarke,61,28,4.05,2356
64,T63,T63,Nick Price,65,28,4.04,2736
65,66,66,Scott Laycock,71,29,4.04,2908
66,T67,T67,Billy Andrade,100,30,4.03,4204
67,T67,T67,Hank Kuehne,73,30,4.04,2968
68,T67,T67,David Peoples,96,30,4.03,3996
69,T67,T67,Paul Stankowski,67,30,4.04,2756
70,T71,T71,Fred Couples,71,31,4.04,2848
71,T71,T71,Neal Lancaster,110,31,4.03,4452
72,T73,T73,Mark Calcavecchia,84,33,4.04,3572
73,T73,T73,Steve Flesch,110,33,4.03,4548
74,T73,T73,Tom Lehman,87,33,4.04,3476
75,T73,T73,Scott McCarron,86,33,4.04,3404
76,T73,T73,Brent Schwarzrock,60,33,4.05,2424
77,78,78,Steve Allan,53,34,4.06,2096
78,T79,T79,Charles Howell III,120,35,4.03,4940
79,T79,T79,Per-Ulrik Johansson,96,35,4.03,4060
80,T79,T79,Hidemichi Tanaka,112,35,4.03,4704
81,T82,T82,Ben Crane,94,36,4.04,3860
82,T82,T82,Kevin Sutherland,97,36,4.04,3972
83,T84,T84,David Gossett,92,37,4.04,3808
84,T84,T84,Matt Kuchar,63,37,4.06,2560
85,T84,T84,Joey Sindelar,93,37,4.04,3808
86,T87,T87,Aaron Barber,94,38,4.04,3884
87,T87,T87,Craig Barlow,95,38,4.04,3884
88,T89,T89,Jonathan Byrd,101,39,4.04,4308
89,T89,T89,J.P. Hayes,79,39,4.05,3324
90,T89,T89,Brian Henninger,56,39,4.06,2408
91,T89,T89,Adam Scott,52,39,4.08,2008
92,93,93,Steve Lowery,86,40,4.05,3340
93,T94,T94,Brian Bateman,70,41,4.06,2796
94,T94,T94,Billy Mayfair,105,41,4.04,4436
95,T96,T96,Tommy Armour III,66,42,4.06,2732
96,T96,T96,Jay Haas,89,42,4.05,3592
97,T96,T96,Mike Heinen,89,42,4.05,3636
98,T99,T99,Aaron Baddeley,71,43,4.06,2864
99,T99,T99,Phil Mickelson,87,43,4.05,3436
100,T101,T101,Olin Browne,113,44,4.04,4668
101,T101,T101,Loren Roberts,87,44,4.05,3752
102,103,103,Spike McRoy,103,45,4.04,4220
103,T104,T104,Notah Begay III,92,46,4.05,3812
104,T104,T104,Glen Hnatiuk,92,46,4.05,3744
105,T104,T104,Jonathan Kaye,91,46,4.05,3836
106,T104,T104,Carl Pettersson,80,46,4.06,3312
107,108,108,Tim Clark,79,47,4.06,3304
108,T109,T109,Chris Anderson,96,48,4.05,4044
109,T109,T109,Brad Faxon,97,48,4.05,4084
110,T109,T109,Matt Gogel,77,48,4.06,3068
111,T109,T109,Cliff Kresge,102,48,4.05,4180
112,T109,T109,Brenden Pappas,105,48,4.04,4308
113,T114,T114,David Sutherland,77,49,4.07,2972
114,T114,T114,Jay Williamson,93,49,4.05,3916
115,116,116,Geoff Ogilvy,86,50,4.06,3396
116,T117,T117,Doug Barron,90,52,4.06,3676
117,T117,T117,Carlos Franco,99,52,4.05,4076
118,T117,T117,Carl Paulson,101,52,4.05,4244
119,T120,T120,Shigeki Maruyama,87,53,4.06,3632
120,T120,T120,Steve Stricker,59,53,4.09,2352
121,T122,T122,Sergio Garcia,62,54,4.08,2564
122,T122,T122,Bernhard Langer,65,54,4.08,2720
123,T122,T122,Corey Pavin,88,54,4.06,3648
124,T125,T125,Michael Clark II,54,56,4.1,2248
125,T125,T125,Brad Elder,51,56,4.11,2092
126,T127,T127,John Senden,111,57,4.05,4484
127,T127,T127,Garrett Willis,97,57,4.06,4028
128,T129,T129,Robert Damron,96,59,4.06,4016
129,T129,T129,Dudley Hart,66,59,4.08,2792
130,T129,T129,Heath Slocum,101,59,4.06,4088
131,T132,T132,Tom Byrum,97,61,4.06,4148
132,T132,T132,Marco Dawson,86,61,4.07,3564
133,T132,T132,Donnie Hammond,92,61,4.06,3796
134,T135,T135,Paul Azinger,73,62,4.08,3092
135,T135,T135,Ben Curtis,69,62,4.08,2920
136,T135,T135,Mike Grob,83,62,4.07,3428
137,138,138,Jay Don Blake,77,63,4.08,3188
138,T139,T139,Jeff Maggert,81,64,4.08,3384
139,T139,T139,Dean Wilson,82,64,4.07,3476
140,T141,T141,Mark Brooks,90,65,4.07,3612
141,T141,T141,John Rollins,89,65,4.07,3636
142,T143,T143,Ian Leggatt,71,66,4.09,2896
143,T143,T143,Rory Sabbatini,95,66,4.07,3980
144,T145,T145,Greg Chalmers,98,67,4.07,3988
145,T145,T145,Todd Fischer,97,67,4.07,3948
146,T145,T145,Mark Wilson,82,67,4.08,3340
147,T148,T148,John Maginnes,87,68,4.07,3660
148,T148,T148,Akio Sadakata,83,68,4.08,3424
149,150,150,Lee Janzen,83,69,4.08,3404
150,151,151,J.L. Lewis,99,71,4.07,4152
151,152,152,Brian Gay,100,72,4.07,4116
152,153,153,Joel Edwards,60,73,4.11,2560
153,T154,T154,Rich Beem,80,74,4.09,3324
154,T154,T154,Jason Buha,61,74,4.12,2476
155,T154,T154,Luke Donald,88,74,4.08,3752
156,T154,T154,John Morgan,81,74,4.09,3312
157,T158,T158,Thomas Levet,85,75,4.09,3460
158,T158,T158,Kenneth Staton,59,75,4.13,2376
159,T160,T160,Peter Lonard,96,76,4.08,3920
160,T160,T160,Cameron Yancey,58,76,4.13,2332
161,T162,T162,Mathew Goggin,90,77,4.09,3572
162,T162,T162,Jesper Parnevik,102,77,4.07,4236
163,T162,T162,Esteban Toledo,109,77,4.07,4460
164,165,165,Darron Stiles,93,78,4.08,3796
165,T166,T166,Frank Lickliter II,94,79,4.08,3844
166,T166,T166,Vance Veazey,66,79,4.11,2764
167,T168,T168,Len Mattiace,94,80,4.08,4012
168,T168,T168,Ty Tryon,52,80,4.16,2060
169,T170,T170,Bob Burns,88,82,4.09,3580
170,T170,T170,Kaname Yokoo,56,82,4.14,2300
171,172,172,Andy Miller,75,85,4.11,3124
172,173,173,Jason Gore,83,86,4.1,3476
173,174,174,Gavin Coles,69,87,4.13,2772
174,T175,T175,Mark O'Meara,69,88,4.12,2832
175,T175,T175,Chris Smith,92,88,4.09,3856
176,T177,T177,Jason Caron,74,89,4.12,2964
177,T177,T177,Pat Perez,95,89,4.09,3860
178,179,179,Gene Sauers,87,91,4.1,3596
179,180,180,Steven Alker,87,94,4.11,3564
180,181,181,Jeff Klein,60,96,4.16,2436
181,182,182,K.J. Choi,112,97,4.08,4576
182,183,183,"Dave Stockton, Jr.",79,98,4.12,3196
183,T184,T184,Jim Carter,95,106,4.11,3912
184,T184,T184,Kenichi Kuboya,91,106,4.11,3708
185,T184,T184,Craig Perks,82,106,4.13,3316
186,187,187,Anthony Painter,87,110,4.12,3548
187,T188,T188,José Coceres,62,112,4.17,2592
188,T188,T188,John Daly,56,112,4.19,2312
189,190,190,Todd Barranger,78,119,4.15,3136
