,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Robert Gamez,34.26,1062,31
1,2,2,Tiger Woods,34.53,587,17
2,3,3,Vijay Singh,34.58,899,26
3,4,4,Fred Couples,34.65,589,17
4,5,5,Kenny Perry,34.68,867,25
5,T6,T6,Chad Campbell,34.77,904,26
6,T6,T6,Rod Pampling,34.77,904,26
7,T8,T8,Dan Forsman,34.85,941,27
8,T8,T8,Jim Furyk,34.85,906,26
9,10,10,Joey Sindelar,34.86,976,28
10,11,11,Kent Jones,34.91,768,22
11,12,12,Stewart Cink,34.96,944,27
12,T13,T13,Charles Howell III,34.97,1014,29
13,T13,T13,John Senden,34.97,1119,32
14,15,15,Craig Perks,35.04,946,27
15,16,16,Sergio Garcia,35.06,631,18
16,17,17,Jeff Sluman,35.07,1052,30
17,18,18,Bob Estes,35.08,842,24
18,19,19,Hidemichi Tanaka,35.1,1053,30
19,T20,T20,Aaron Baddeley,35.11,667,19
20,T20,T20,Joe Durant,35.11,983,28
21,22,22,Bob Tway,35.12,878,25
22,T23,T23,Brian Bateman,35.13,843,24
23,T23,T23,Patrick Sheehan,35.13,1089,31
24,25,25,Davis Love III,35.14,738,21
25,26,26,Cliff Kresge,35.16,1090,31
26,27,27,Brett Quigley,35.19,915,26
27,28,28,Jerry Kelly,35.21,1021,29
28,29,29,David Toms,35.22,810,23
29,30,30,Harrison Frazar,35.23,916,26
30,31,31,Duffy Waldorf,35.25,846,24
31,T32,T32,Jeff Brehaut,35.26,1093,31
32,T32,T32,Tim Petrovic,35.26,1093,31
33,T34,T34,Tommy Armour III,35.27,776,22
34,T34,T34,Skip Kendall,35.27,1058,30
35,T36,T36,Retief Goosen,35.29,600,17
36,T36,T36,Mike Sposa,35.29,847,24
37,T38,T38,Luke Donald,35.3,953,27
38,T38,T38,Deane Pappas,35.3,812,23
39,40,40,Steve Flesch,35.31,1130,32
40,41,41,Brandt Jobe,35.32,777,22
41,42,42,Kirk Triplett,35.33,848,24
42,43,43,Kevin Sutherland,35.35,919,26
43,T44,T44,Stephen Ames,35.36,884,25
44,T44,T44,Craig Barlow,35.36,990,28
45,T44,T44,Tim Herron,35.36,990,28
46,T44,T44,John Huston,35.36,778,22
47,T48,T48,J.L. Lewis,35.37,1061,30
48,T48,T48,Shaun Micheel,35.37,955,27
49,50,50,David Sutherland,35.38,849,24
50,51,51,Fred Funk,35.39,1097,31
51,52,52,Peter Lonard,35.4,885,25
52,T53,T53,Donnie Hammond,35.41,956,27
53,T53,T53,Gene Sauers,35.41,1027,29
54,T55,T55,Ben Crane,35.42,921,26
55,T55,T55,David Frost,35.42,850,24
56,T55,T55,John Rollins,35.42,921,26
57,T55,T55,Heath Slocum,35.42,1098,31
58,T59,T59,Tom Pernice Jr.,35.43,1063,30
59,T59,T59,Loren Roberts,35.43,815,23
60,T59,T59,Darron Stiles,35.43,992,28
61,T62,T62,Paul Azinger,35.44,886,25
62,T62,T62,Briny Baird,35.44,1134,32
63,T62,T62,Arron Oberholser,35.44,886,25
64,65,65,Carlos Franco,35.45,1028,29
65,66,66,Paul Goydos,35.46,851,24
66,67,67,Jonathan Byrd,35.48,1029,29
67,T68,T68,Tim Clark,35.5,852,24
68,T68,T68,Darren Clarke,35.5,497,14
69,T68,T68,Nick Price,35.5,568,16
70,T71,T71,Billy Andrade,35.52,1030,29
71,T71,T71,John Maginnes,35.52,1030,29
72,T71,T71,Billy Mayfair,35.52,1101,31
73,T74,T74,Ernie Els,35.53,533,15
74,T74,T74,Mike Weir,35.53,675,19
75,76,76,Rory Sabbatini,35.54,924,26
76,T77,T77,Doug Barron,35.55,1102,31
77,T77,T77,Olin Browne,35.55,1173,33
78,T77,T77,Jason Gore,35.55,1031,29
79,80,80,Andrew Magee,35.56,889,25
80,T81,T81,Tom Byrum,35.58,1103,31
81,T81,T81,Per-Ulrik Johansson,35.58,1103,31
82,83,83,Chris Riley,35.59,961,27
83,84,84,Richard Johnson,35.61,997,28
84,85,85,Notah Begay III,35.62,1033,29
85,86,86,Ian Leggatt,35.63,855,24
86,T87,T87,Chris DiMarco,35.64,891,25
87,T87,T87,Glen Hnatiuk,35.64,998,28
88,89,89,Rocco Mediate,35.65,820,23
89,T90,T90,Bob Burns,35.67,963,27
90,T90,T90,Phil Mickelson,35.67,749,21
91,T92,T92,Brent Geiberger,35.69,571,16
92,T92,T92,Mike Grob,35.69,928,26
93,94,94,Tom Lehman,35.7,821,23
94,T95,T95,Pat Bates,35.71,1214,34
95,T95,T95,Hal Sutton,35.71,857,24
96,T95,T95,Esteban Toledo,35.71,1214,34
97,98,98,Carl Pettersson,35.72,893,25
98,99,99,David Peoples,35.73,1072,30
99,100,100,Spike McRoy,35.74,1215,34
100,T101,T101,Tom Gillis,35.75,858,24
101,T101,T101,David Gossett,35.75,1001,28
102,T103,T103,Stuart Appleby,35.76,894,25
103,T103,T103,Ben Curtis,35.76,751,21
104,T103,T103,Brian Henninger,35.76,608,17
105,T103,T103,Paul Stankowski,35.76,751,21
106,T103,T103,Scott Verplank,35.76,894,25
107,T108,T108,Robert Allenby,35.77,787,22
108,T108,T108,Carl Paulson,35.77,1109,31
109,T110,T110,Jay Haas,35.78,823,23
110,T110,T110,Dicky Pride,35.78,823,23
111,T112,T112,Cameron Beckman,35.79,859,24
112,T112,T112,Mark Calcavecchia,35.79,859,24
113,T112,T112,Brad Elder,35.79,680,19
114,T112,T112,Matt Gogel,35.79,859,24
115,T112,T112,Lee Janzen,35.79,859,24
116,T112,T112,Brent Schwarzrock,35.79,680,19
117,118,118,Shigeki Maruyama,35.81,967,27
118,119,119,Woody Austin,35.83,1075,30
119,T120,T120,Jonathan Kaye,35.85,932,26
120,T120,T120,Len Mattiace,35.85,932,26
121,T122,T122,Dudley Hart,35.86,753,21
122,T122,T122,Matt Kuchar,35.86,789,22
123,T122,T122,Hank Kuehne,35.86,789,22
124,125,125,Jesper Parnevik,35.87,1076,30
125,T126,T126,Aaron Barber,35.88,1148,32
126,T126,T126,Geoff Ogilvy,35.88,897,25
127,T128,T128,Chris Anderson,35.9,1113,31
128,T128,T128,J.J. Henry,35.9,1077,30
129,T128,T128,Pat Perez,35.9,1077,30
130,131,131,Jim Carter,35.91,1149,32
131,T132,T132,Glen Day,35.93,1078,30
132,T132,T132,Steve Lowery,35.93,970,27
133,T132,T132,John Morgan,35.93,1006,28
134,135,135,Brenden Pappas,35.94,1150,32
135,136,136,Corey Pavin,35.96,863,24
136,137,137,Marco Dawson,35.97,1079,30
137,T138,T138,Jay Don Blake,36.0,936,26
138,T138,T138,Jeff Maggert,36.0,864,24
139,T138,T138,Dean Wilson,36.0,972,27
140,T141,T141,Steven Alker,36.03,1045,29
141,T141,T141,Frank Lickliter II,36.03,1045,29
142,T141,T141,Anthony Painter,36.03,1081,30
143,T144,T144,Rich Beem,36.04,865,24
144,T144,T144,Alex Cejka,36.04,937,26
145,146,146,Kenneth Staton,36.05,757,21
146,T147,T147,Robert Damron,36.06,1154,32
147,T147,T147,John Riegger,36.06,577,16
148,T147,T147,Garrett Willis,36.06,1118,31
149,150,150,Jay Williamson,36.07,1082,30
150,151,151,Peter Jacobsen,36.09,794,22
151,152,152,Neal Lancaster,36.12,1228,34
152,153,153,Jason Caron,36.14,1012,28
153,154,154,Mike Heinen,36.18,1013,28
154,T155,T155,Brad Faxon,36.19,941,26
155,T155,T155,Justin Leonard,36.19,760,21
156,T157,T157,Mark Brooks,36.2,1086,30
157,T157,T157,Kenichi Kuboya,36.2,1086,30
158,T157,T157,Chris Smith,36.2,1086,30
159,160,160,Joel Edwards,36.22,833,23
160,T161,T161,Greg Chalmers,36.23,1087,30
161,T161,T161,K.J. Choi,36.23,1087,30
162,T163,T163,Brian Gay,36.24,1196,33
163,T163,T163,J.P. Hayes,36.24,906,25
164,T163,T163,Scott McCarron,36.24,906,25
165,T163,T163,Andy Miller,36.24,906,25
166,167,167,Vance Veazey,36.27,943,26
167,T168,T168,Paul Gow,36.29,762,21
168,T168,T168,Akio Sadakata,36.29,1016,28
169,T168,T168,Kaname Yokoo,36.29,762,21
170,171,171,Bernhard Langer,36.3,726,20
171,172,172,Adam Scott,36.31,472,13
172,173,173,"Dave Stockton, Jr.",36.33,1090,30
173,174,174,Thomas Levet,36.4,910,25
174,175,175,Gavin Coles,36.41,983,27
175,176,176,Scott Laycock,36.42,874,24
176,177,177,Todd Fischer,36.52,1132,31
177,178,178,Mark Wilson,36.55,1060,29
178,T179,T179,Steve Allan,36.59,622,17
179,T179,T179,Mathew Goggin,36.59,988,27
180,181,181,Todd Barranger,36.63,1099,30
181,182,182,Mark O'Meara,36.65,843,23
182,183,183,José Coceres,36.67,770,21
183,184,184,John Daly,36.73,808,22
184,185,185,Michael Clark II,36.76,772,21
185,186,186,Jason Buha,36.79,883,24
186,187,187,Steve Stricker,36.8,736,20
187,188,188,Cameron Yancey,36.82,810,22
188,189,189,Ty Tryon,37.05,741,20
189,190,190,Jeff Klein,37.08,890,24
