,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Marco Dawson,64.5,129,2
1,T2,T2,Briny Baird,65.0,65,1
2,T2,T2,Paul Stankowski,65.0,130,2
3,4,4,Kenny Perry,65.5,131,2
4,T5,T5,Ben Crane,66.5,133,2
5,T5,T5,Scott McCarron,66.5,133,2
6,T5,T5,Arron Oberholser,66.5,133,2
7,T5,T5,Carl Pettersson,66.5,133,2
8,T9,T9,David Gossett,67.0,134,2
9,T9,T9,Mike Weir,67.0,67,1
10,11,11,J.P. Hayes,67.25,269,4
11,12,12,Tom Lehman,67.33,202,3
12,T13,T13,Chad Campbell,67.5,135,2
13,T13,T13,Jim Furyk,67.5,135,2
14,15,15,John Riegger,67.67,203,3
15,16,16,Stephen Ames,67.75,271,4
16,T17,T17,Stewart Cink,68.0,68,1
17,T17,T17,Dudley Hart,68.0,68,1
18,T17,T17,John Huston,68.0,136,2
19,T17,T17,Jerry Kelly,68.0,204,3
20,T17,T17,Esteban Toledo,68.0,68,1
21,22,22,Robert Gamez,68.17,409,6
22,T23,T23,Fred Funk,68.5,137,2
23,T23,T23,Craig Perks,68.5,137,2
24,T23,T23,Hidemichi Tanaka,68.5,137,2
25,26,26,Per-Ulrik Johansson,68.67,206,3
26,T27,T27,Robert Allenby,69.0,69,1
27,T27,T27,Todd Barranger,69.0,69,1
28,T27,T27,Robert Damron,69.0,69,1
29,T27,T27,Glen Day,69.0,69,1
30,T27,T27,Matt Gogel,69.0,138,2
31,T27,T27,Mike Heinen,69.0,69,1
32,T27,T27,Deane Pappas,69.0,138,2
33,T27,T27,Tim Petrovic,69.0,69,1
34,T27,T27,Akio Sadakata,69.0,69,1
35,T27,T27,Patrick Sheehan,69.0,138,2
36,T27,T27,Vijay Singh,69.0,69,1
37,T27,T27,David Toms,69.0,69,1
38,39,39,Spike McRoy,69.2,346,5
39,40,40,Skip Kendall,69.29,485,7
40,T41,T41,Ian Leggatt,69.33,208,3
41,T41,T41,John Senden,69.33,416,6
42,T43,T43,Alex Cejka,69.5,278,4
43,T43,T43,David Peoples,69.5,278,4
44,T43,T43,Jeff Sluman,69.5,139,2
45,46,46,Dicky Pride,69.67,209,3
46,T47,T47,Tommy Armour III,70.0,140,2
47,T47,T47,Olin Browne,70.0,210,3
48,T47,T47,Bob Burns,70.0,210,3
49,T47,T47,Tom Byrum,70.0,140,2
50,T47,T47,Mark Calcavecchia,70.0,140,2
51,T47,T47,Joel Edwards,70.0,70,1
52,T47,T47,J.J. Henry,70.0,420,6
53,T47,T47,Jonathan Kaye,70.0,210,3
54,T47,T47,J.L. Lewis,70.0,350,5
55,T47,T47,Len Mattiace,70.0,140,2
56,T47,T47,Billy Mayfair,70.0,140,2
57,T47,T47,Kevin Sutherland,70.0,140,2
58,T47,T47,Duffy Waldorf,70.0,70,1
59,T60,T60,Andrew Magee,70.25,281,4
60,T60,T60,Hal Sutton,70.25,281,4
61,T62,T62,Carlos Franco,70.33,211,3
62,T62,T62,Peter Lonard,70.33,211,3
63,T62,T62,Steve Lowery,70.33,211,3
64,65,65,Doug Barron,70.4,352,5
65,T66,T66,Paul Azinger,70.5,141,2
66,T66,T66,Tim Clark,70.5,141,2
67,T66,T66,Brent Geiberger,70.5,141,2
68,T66,T66,Rocco Mediate,70.5,141,2
69,T70,T70,Brenden Pappas,70.67,212,3
70,T70,T70,Joey Sindelar,70.67,424,6
71,T72,T72,Woody Austin,71.0,426,6
72,T72,T72,Aaron Baddeley,71.0,71,1
73,T72,T72,Jay Don Blake,71.0,71,1
74,T72,T72,Ernie Els,71.0,71,1
75,T72,T72,David Frost,71.0,284,4
76,T72,T72,Jason Gore,71.0,213,3
77,T72,T72,Jay Haas,71.0,71,1
78,T72,T72,Thomas Levet,71.0,213,3
79,T72,T72,Pat Perez,71.0,213,3
80,T72,T72,Loren Roberts,71.0,71,1
81,T72,T72,Rory Sabbatini,71.0,213,3
82,T72,T72,Gene Sauers,71.0,71,1
83,T72,T72,Mike Sposa,71.0,71,1
84,T72,T72,Steve Stricker,71.0,142,2
85,T72,T72,Scott Verplank,71.0,142,2
86,T72,T72,Jay Williamson,71.0,142,2
87,88,88,Cameron Beckman,71.2,356,5
88,T89,T89,Jesper Parnevik,71.25,285,4
89,T89,T89,Kirk Triplett,71.25,285,4
90,91,91,Shigeki Maruyama,71.33,214,3
91,92,92,Pat Bates,71.4,357,5
92,T93,T93,Mathew Goggin,71.5,286,4
93,T93,T93,Peter Jacobsen,71.5,286,4
94,T93,T93,Bernhard Langer,71.5,143,2
95,T93,T93,Davis Love III,71.5,143,2
96,T93,T93,John Maginnes,71.5,143,2
97,T93,T93,Carl Paulson,71.5,143,2
98,T93,T93,Brent Schwarzrock,71.5,286,4
99,T100,T100,Brian Bateman,71.67,215,3
100,T100,T100,Kenichi Kuboya,71.67,215,3
101,T102,T102,Jason Buha,72.0,144,2
102,T102,T102,Jim Carter,72.0,144,2
103,T102,T102,K.J. Choi,72.0,144,2
104,T102,T102,Brad Elder,72.0,72,1
105,T102,T102,Mike Grob,72.0,144,2
106,T102,T102,Lee Janzen,72.0,144,2
107,T102,T102,Richard Johnson,72.0,288,4
108,T102,T102,Phil Mickelson,72.0,216,3
109,T102,T102,Anthony Painter,72.0,144,2
110,T102,T102,Rod Pampling,72.0,72,1
111,T102,T102,Tom Pernice Jr.,72.0,288,4
112,T102,T102,Ty Tryon,72.0,72,1
113,114,114,Darron Stiles,72.2,361,5
114,T115,T115,Craig Barlow,72.33,217,3
115,T115,T115,Greg Chalmers,72.33,217,3
116,T115,T115,John Morgan,72.33,217,3
117,T115,T115,Brett Quigley,72.33,434,6
118,T119,T119,José Coceres,72.5,145,2
119,T119,T119,Joe Durant,72.5,290,4
120,T119,T119,Brian Gay,72.5,145,2
121,T119,T119,Charles Howell III,72.5,145,2
122,T119,T119,Frank Lickliter II,72.5,145,2
123,T119,T119,Corey Pavin,72.5,145,2
124,125,125,Bob Estes,72.67,218,3
125,126,126,Jeff Brehaut,72.75,291,4
126,T127,T127,Aaron Barber,73.0,219,3
127,T127,T127,Ben Curtis,73.0,73,1
128,T127,T127,Brad Faxon,73.0,73,1
129,T127,T127,Todd Fischer,73.0,219,3
130,T127,T127,Donnie Hammond,73.0,292,4
131,T127,T127,Brandt Jobe,73.0,146,2
132,T127,T127,Garrett Willis,73.0,146,2
133,134,134,Andy Miller,73.17,439,6
134,T135,T135,Mark Brooks,73.33,220,3
135,T135,T135,Brian Henninger,73.33,220,3
136,T137,T137,Steve Flesch,73.5,294,4
137,T137,T137,Shaun Micheel,73.5,147,2
